dataset,snr_db,seed,bank_kind,pattern_count,symbol_count,savaux_ser,savaux_mean_gt_rank,savaux_mean_gt_margin_db,savaux_mean_gt_floor_db,plain_coherent_ser,plain_coherent_mean_gt_rank,plain_coherent_mean_gt_margin_db,plain_coherent_mean_gt_floor_db,plain_coherent_fix_vs_savaux,plain_coherent_break_vs_savaux,plain_coherent_changes_vs_savaux,lora_coherent_ser,lora_coherent_mean_gt_rank,lora_coherent_mean_gt_margin_db,lora_coherent_mean_gt_floor_db,lora_coherent_fix_vs_savaux,lora_coherent_break_vs_savaux,lora_coherent_changes_vs_savaux,lora_mean_power_ser,lora_mean_power_mean_gt_rank,lora_mean_power_mean_gt_margin_db,lora_mean_power_mean_gt_floor_db,lora_mean_power_fix_vs_savaux,lora_mean_power_break_vs_savaux,lora_mean_power_changes_vs_savaux,lora_best_power_ser,lora_best_power_mean_gt_rank,lora_best_power_mean_gt_margin_db,lora_best_power_mean_gt_floor_db,lora_best_power_fix_vs_savaux,lora_best_power_break_vs_savaux,lora_best_power_changes_vs_savaux,lora_stable_power_ser,lora_stable_power_mean_gt_rank,lora_stable_power_mean_gt_margin_db,lora_stable_power_mean_gt_floor_db,lora_stable_power_fix_vs_savaux,lora_stable_power_break_vs_savaux,lora_stable_power_changes_vs_savaux,lora_adaptive_gls_ser,lora_adaptive_gls_mean_gt_rank,lora_adaptive_gls_mean_gt_margin_db,lora_adaptive_gls_mean_gt_floor_db,lora_adaptive_gls_fix_vs_savaux,lora_adaptive_gls_break_vs_savaux,lora_adaptive_gls_changes_vs_savaux
0_0_0_10_14_16,-24.0,42,fixed,4,35,0.11428571428571428,1.2571428571428571,2.1126621510249413,12.216042988701128,0.6285714285714286,133.4857142857143,-3.158882674615467,6.898241547663155,0,18,22,0.11428571428571428,1.2571428571428571,2.1126620416207453,12.216043284778976,0,0,0,0.4,8.885714285714286,0.26385750484220455,6.019518947865069,0,10,13,0.8,32.857142857142854,-1.4623580239764953,5.274976520004884,0,24,27,0.11428571428571428,1.4285714285714286,2.184609645501476,18.01507082014014,0,0,2,0.11428571428571428,1.4,2.103115662500311,12.23811090951308,0,0,0
0_0_0_10_14_16,-25.0,42,fixed,4,35,0.2857142857142857,3.5428571428571427,1.0886038676964331,11.1877736716755,0.7142857142857143,157.9142857142857,-3.832221945297802,6.19458817262547,3,18,28,0.2857142857142857,3.5428571428571427,1.0886040408806652,11.187773780223521,0,0,0,0.5714285714285714,24.085714285714285,-0.5283221697155486,5.227572459892149,1,11,20,0.8571428571428571,58.94285714285714,-2.106851167554876,4.6300076950400495,0,20,29,0.3142857142857143,3.8285714285714287,0.9276972041332694,16.7471404660961,0,1,5,0.3142857142857143,3.6,1.0755529217127677,11.207561516175652,0,1,2
0_0_0_10_14_16,-24.0,42,random_only_first16,16,35,0.11428571428571428,1.2571428571428571,2.1126621510249413,12.216042988701128,0.7142857142857143,140.9142857142857,-3.657291804775837,6.465465958922211,0,21,25,0.17142857142857143,2.5714285714285716,1.3945658691831648,11.521286168726391,0,2,5,0.22857142857142856,2.3142857142857145,1.0579477466615859,5.877808578204168,0,4,7,0.7714285714285715,16.6,-1.0152316942965096,4.313561957611776,0,23,27,0.08571428571428572,1.8571428571428572,2.5683302944608335,17.974776874484142,1,0,3,0.17142857142857143,3.1142857142857143,1.3024961440285947,11.526758823103979,0,2,5
0_0_0_10_14_16,-25.0,42,random_only_first16,16,35,0.2857142857142857,3.5428571428571427,1.0886038676964331,11.1877736716755,0.7428571428571429,166.17142857142858,-4.332622817914359,5.7753563867671245,2,18,28,0.45714285714285713,7.571428571428571,0.3634014831657728,10.490870028493081,2,8,15,0.4,6.857142857142857,0.2700863011671637,5.091928048882696,1,5,12,0.8571428571428571,34.02857142857143,-1.5786167617873763,3.7515372643346203,0,20,30,0.22857142857142856,4.514285714285714,1.3024120690744998,16.715069634692718,2,0,4,0.42857142857142855,9.542857142857143,0.2477045646746075,10.471695063677693,3,8,15
