event_index,start_sample,end_sample,first_window_index,last_window_index,window_count,reference_bin,reference_signed_bin,bin_min,bin_max,mean_peak_power,mean_confidence_db,max_peak_share,sf,bw,samp_rate,os_factor,chirp_samples,win_chirps,hop_samples,min_periodic_peaks,bin_tol
0,1572864,1753088,96,105,10,642,642,642,642,46346.20612065685,0.6928730389192046,0.33952800898532803,11,125000.0,500000.0,4,8192,4,16384,6,2
1,4079616,4243456,249,257,9,172,172,172,172,83934.10506142836,3.5793770741694337,0.5674908261413298,11,125000.0,500000.0,4,8192,4,16384,6,2
2,6569984,6733824,401,409,9,7953,-239,7953,7953,98415.07789942784,7.514005117001752,0.8023516495563029,11,125000.0,500000.0,4,8192,4,16384,6,2
3,9076736,9240576,554,562,9,7465,-727,7465,7465,47022.45057600284,0.7540440269914905,0.3933697506955185,11,125000.0,500000.0,4,8192,4,16384,6,2
4,11583488,11747328,707,715,9,851,851,851,851,52413.88246882126,2.9822430883951174,0.3347359369320798,11,125000.0,500000.0,4,8192,4,16384,6,2
5,14073856,14254080,859,868,10,350,350,350,350,88727.04105981017,7.319018708424544,0.6417816773724946,11,125000.0,500000.0,4,8192,4,16384,6,2
6,16580608,16744448,1012,1020,9,8069,-123,8069,8069,84251.82241651788,2.9191096369709504,0.5418547212344809,11,125000.0,500000.0,4,8192,4,16384,6,2
7,19070976,19234816,1164,1172,9,7577,-615,7577,7577,71733.4647340561,6.565441212762065,0.6750445504424145,11,125000.0,500000.0,4,8192,4,16384,6,2
