file_name,packet_index,event_index,anchor_count,preamble_len,sf,bw,samp_rate,cfo_int,cfo_frac,sfo_hat,netid_valid,anchor_slope_pi_per_symbol,anchor_intercept_pi,anchor_fit_r2,anchor_fit_rmse_pi,anchor_residual_std_pi,anchor_residual_peak_to_peak_pi,anchor_bin_mode,anchor_bin,anchor_signed_bin,anchor_bin_argmax_rate,anchor_mean_er,anchor_mean_margin_db,payload_symbol_count,payload_phase_offset_rad,payload_phase_offset_pi,payload_residual_direct_rmse_pi,payload_residual_direct_std_pi,payload_residual_aligned_rmse_pi,payload_residual_aligned_std_pi,payload_residual_aligned_peak_to_peak_pi,payload_own_slope_pi_per_symbol,payload_own_fit_r2,payload_own_fit_rmse_pi,preamble_payload_slope_delta_pi_per_symbol,payload_argmax_correct_rate,payload_gt_top8_recall,payload_gt_top16_recall,payload_gt_top32_recall,payload_mean_gt_rank,payload_mean_gt_er
D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_16.bin,1,1,12,16.0,10,125000.0,500000.0,-24,-0.42916033761813344,-0.006261318519996445,1,-0.840547406338326,0.3383108791634211,0.999377507203626,0.07241724317676623,0.07241724317676623,0.28894595441441734,modal_argmax,1,1,1.0,0.7881858651120379,19.897601664661526,35,0.3583878046801565,0.11407838131739922,0.4819665611632866,0.4818554320172208,0.4808276699607702,0.4807117691315545,1.9128049646017313,-0.9126946414134427,0.9998042888122004,0.12896620349681082,-0.07214723507511667,1.0,1.0,1.0,1.0,1.0,0.7918576766100929
D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_16.bin,2,2,12,16.0,10,125000.0,500000.0,-24,-0.27825675980667963,-0.006222641162550411,1,-0.5256184160794385,0.01812941879368399,0.9920584031839665,0.16234288748335166,0.16234288748335166,0.6551423098131034,modal_argmax,1,1,1.0,0.7647311393999012,18.950567201572255,35,-2.80514040197483,-0.892903922082161,0.6257304050033219,0.6243562560471851,0.5287922855564099,0.5287617214432185,1.9615246491501552,-0.6568450938144691,0.99930229468397,0.17528736797076538,-0.1312266777350306,1.0,1.0,1.0,1.0,1.0,0.7786928211557833
D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_16.bin,3,3,12,16.0,10,125000.0,500000.0,-24,-0.22814255140766385,-0.006209796635074755,1,-0.4714991938838522,-0.30804480897647035,0.9938739539478677,0.12778586709250864,0.12778586709250866,0.49174984046427206,modal_argmax,1,1,1.0,0.7658170033359717,18.81005424798879,35,0.2991967973097515,0.0952372984982217,0.48194157308092234,0.48037539355946196,0.48367673616585477,0.48037539355946196,1.8823309096956415,-0.5639452173549918,0.9989224835951566,0.18706091531367516,-0.09244602347113962,1.0,1.0,1.0,1.0,1.0,0.7825964066828032
D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_16.bin,5,5,12,16.0,10,125000.0,500000.0,-24,-0.2470649666885119,-0.006214646546721477,1,-0.4916494204597258,-0.8523870080679317,0.9998157407634266,0.023040270634668517,0.023040270634668517,0.08359682276109491,modal_argmax,1,1,1.0,0.8412490143265874,28.056761721177534,35,-0.9919505003615037,-0.31574765087002443,0.553888218120651,0.5503274223785282,0.5330287051051914,0.5320264849844848,1.891048920744041,-0.6090801549635347,0.9989667541678994,0.19783396214286753,-0.11743073450380892,1.0,1.0,1.0,1.0,1.0,0.8215266971212228
D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_16.bin,6,6,12,16.0,10,125000.0,500000.0,-24,-0.2696020429472565,-0.006220422914431837,1,-0.5157439540711081,0.031472346145174065,0.996354557376267,0.1076910766918853,0.10769107669188528,0.4423538635716041,modal_argmax,1,1,1.0,0.8208687243241252,20.53419585638062,35,-2.980396069563464,-0.9486895336853634,0.6230712824846423,0.6230644943256722,0.5217555572935392,0.5211248112893533,1.9027446539142483,-0.6622584241136628,0.9990634279174725,0.20478665423446374,-0.1465144700425547,1.0,1.0,1.0,1.0,1.0,0.7987397101485787
D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_16.bin,8,8,12,16.0,10,125000.0,500000.0,-24,-0.3483401354552673,-0.006240603889546665,1,-0.6779679361255497,-0.9522194592143525,0.998748082106106,0.08286029874826582,0.08286029874826582,0.3417587373524859,modal_argmax,1,1,1.0,0.8265007972569891,22.733863444746564,35,-1.8061742762005135,-0.574923128285476,0.5890292003970874,0.5711608719296943,0.5194151521638023,0.5187538902423738,1.880871480090127,-0.8169676323399074,0.9994001293590264,0.2021454820109523,-0.1389996962143577,1.0,1.0,1.0,1.0,1.0,0.8209265702289829
D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_16.bin,9,9,12,16.0,10,125000.0,500000.0,-24,-0.3905926756700688,-0.006251433431328191,1,-0.722553343934385,-1.0580424525459913,0.9826897580517178,0.33104776881704684,0.33104776881704684,1.3225901770877924,modal_argmax,1,1,1.0,0.8337097315442139,26.511156622504725,35,1.9080705239765503,0.6073577113176216,0.5842177384547527,0.5808288677387337,0.5577660947017417,0.5571167833730317,1.9406173066402992,-0.8995430510237677,0.9995001467419216,0.20316639352505694,-0.17698970708938278,1.0,1.0,1.0,1.0,1.0,0.8196537326210506
D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_16.bin,10,10,12,16.0,10,125000.0,500000.0,-24,-0.439221980632291,-0.006263897370471676,1,-0.8537605177069528,0.7011078258563797,0.9980790067179064,0.12929863058096513,0.12929863058096513,0.5189322954734634,modal_argmax,1,1,1.0,0.8068606505848362,19.15522786450433,35,-2.107004541236869,-0.6706803757098379,0.6007461203306046,0.600573190861889,0.521547762033446,0.5207157855353669,1.868693190423736,-0.0018253924029633963,1.5488032103605498e-05,4.684409373275972,0.8519351253039894,1.0,1.0,1.0,1.0,1.0,0.8107316009134461
D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_16.bin,11,11,12,16.0,10,125000.0,500000.0,-24,0.12328787264913654,-0.0061197232231266305,1,0.21277480709188804,-0.17542944554455323,0.905751092232563,0.23693615198459275,0.23693615198459272,0.9107766271601777,modal_argmax,0,0,1.0,0.8730904732109451,25.39817877026586,35,-2.3480317931526624,-0.747401732834346,0.6093459262587643,0.6091659399164946,0.5303064021293888,0.528958291763009,1.812907686863704,-0.035733758668693036,0.28650670653220756,0.5695165346493782,-0.24850856576058106,1.0,1.0,1.0,1.0,1.0,0.8503625084940271
D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_16.bin,12,12,12,16.0,10,125000.0,500000.0,-24,-0.11851083147497382,-0.006181697465520549,1,-0.19991807757999364,-0.5022639119436643,0.9241844948535675,0.1976647102239312,0.19766471022393114,0.8043343193171083,modal_argmax,0,0,1.0,0.9019291365779883,30.1712580557133,35,2.642560998135391,0.8411532905502006,0.6117835519107976,0.6102624588311726,0.5425959390277264,0.5393672979288395,1.9612365955340494,0.1329847263299506,0.6949257291546751,0.8898881938493736,0.3329028039099442,1.0,1.0,1.0,1.0,1.0,0.870445541342662
D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_16.bin,13,13,12,16.0,10,125000.0,500000.0,-25,-0.25404660440359844,-0.006472741081710989,1,-0.4993366124019713,-0.9827598803154486,0.9998669988473284,0.01988050405880177,0.01988050405880177,0.08578815246675585,modal_argmax,1,1,1.0,0.9037311075551749,29.317758759715677,35,2.874984565777451,0.9151360099127753,0.6373046423894844,0.6372201899563797,0.5180306142925518,0.517943047962803,1.8818576262496143,-0.6351896502477963,0.9989476716639523,0.20821296176034454,-0.13585303784582498,1.0,1.0,1.0,1.0,1.0,0.8781837810744285
