packet_index,event_index,detected_start_sample,detected_end_sample,detected_window_count,detected_reference_bin,detected_reference_signed_bin,detected_mean_confidence_db,aligned_start_sample,align_offset_samples,align_peak_bin,align_peak_signed_bin,align_confidence_db,align_peak_share,frame_valid,located_preamble_start_sample,located_sfd_start_sample,located_payload_start_sample,locator_score,preamble_ref_bin,preamble_ref_signed_bin,preamble_stable_count,sync1_bin,sync2_bin,sync1_expected_bin,sync2_expected_bin,sync1_distance,sync2_distance,sfd1_bin,sfd2_bin,sfd_bin_distance,mean_preamble_confidence_db,mean_sfd_confidence_db,grlora_framesync_valid,grlora_coarse_offset_chips,grlora_coarse_offset_samples,grlora_synced_preamble_start_sample,grlora_synced_sfd_start_sample,grlora_synced_payload_start_sample,grlora_fine_preamble_start_sample,grlora_fine_payload_start_sample,grlora_preamble_peak_mean_signed_bin,grlora_preamble_peak_max_abs_signed_bin,grlora_preamble_bin0_count,grlora_preamble_peak_count,grlora_sync1_peak_signed_bin,grlora_sync2_peak_signed_bin,grlora_sync1_expected_signed_bin,grlora_sync2_expected_signed_bin,grlora_sync1_distance,grlora_sync2_distance,grlora_sfd1_peak_signed_bin,grlora_sfd2_peak_signed_bin,grlora_sfd_mean_signed_bin,grlora_up_symbols_used,grlora_cfo_frac_est,grlora_sto_frac_initial,grlora_sto_frac_refined,grlora_sto_frac_used,grlora_sto_sample_correction,grlora_cfo_int_est,grlora_down_val_signed_bin,grlora_cfo_total_est,grlora_cfo_hz_est,grlora_sfo_hat,grlora_sfo_samples_per_symbol,grlora_clk_off,grlora_fs_p,grlora_netid_sto_frac_est,grlora_payload_sto_frac_est,grlora_payload_sto_sample_correction,grlora_netid1_est,grlora_netid2_est,grlora_netid_offset,grlora_netid_valid,grlora_sfo_cum_initial,grlora_fine_preamble_peak_mean_signed_bin,grlora_fine_preamble_peak_max_abs_signed_bin,grlora_fine_preamble_bin0_count,grlora_fine_preamble_peak_count,grlora_spectrum_chirps,grlora_spectrum_raw_peak_signed_bin,grlora_spectrum_peak_signed_bin,grlora_spectrum_peak_relative_db,grlora_spectrum_bin0_relative_db,grlora_spectrum_bin0_is_peak
0,0,65536,409600,18,1675,1675,2.2082667222016776,75304,9768,21,21,8.479838242063375,0.22179314396090521,1,108048,402960,439824,332.88461855799665,15,15,16,39,47,24,32,0,0,12,12,0,7.297766328772285,10.04868809138773,1,-15,-60,107988,402900,439764,107988,439812,0.0,0,16,16,24,32,24,32,0,0,27,27,27.0,12,-0.13260570168495178,-0.05469693765192196,-0.07491500533917084,-0.07491500533917084,0,13,27,12.867394298315048,392.68171076400904,0.0032979788543969265,0.013191915417587706,8.051706187492496e-07,124999.89935367266,-0.022147343668819985,-0.008130933537633056,0,25,33,1,1,-0.008130933537633056,1.0,1,0,12,,,,,,
1,1,2555904,2899968,18,15460,-924,3.266067170798239,2572288,16384,15460,-924,2.618867711318668,0.20351750980000918,1,2607104,2902016,2938880,287.05970745671704,15972,-412,16,15996,16004,24,32,0,0,440,440,0,4.710374996840301,4.105624573964357,1,412,1648,2608752,2903664,2940528,2608750,2940582,0.0,0,16,16,24,32,24,32,0,0,28,28,28.0,12,-0.22965587675571442,0.3914522671202246,0.38434952432039826,0.38434952432039826,2,14,28,13.770344123244286,420.2375525892421,0.0035294095046248426,0.01411763801849937,8.616722423400495e-07,124999.89229096971,0.4408200763943957,0.4558200667890513,2,24,32,0,1,-0.04417993321094871,0.0,0,12,12,,,,,,
2,2,5062656,5423104,19,583,583,5.262247785145882,5076760,14104,13,13,6.548075729186774,0.5996153411329598,1,5109528,5404440,5441304,335.05338577028544,13,13,16,37,45,24,32,0,0,14,14,0,8.436366129850478,1.0881525638226872,1,-13,-52,5109476,5404388,5441252,5109478,5441302,0.0,0,16,16,24,32,24,32,0,0,27,27,27.0,12,-0.29629406332969666,-0.47228447940316487,-0.4923067792836505,-0.4923067792836505,-2,13,27,12.703705936670303,387.6863383993623,0.003256024691580455,0.01302409876632182,7.949279032178845e-07,124999.9006340121,-0.4402103842183632,-0.42637227927914634,-2,25,33,1,1,0.07362772072085366,1.0,1,0,12,,,,,,
3,3,7553024,7880704,17,14540,-1844,1.9347036020050572,7560456,7432,14,14,24.453506850541608,0.8937518585756049,0,7593224,7888136,7925000,237.48858125485702,14,14,15,14,38,24,32,24,8,47,13,34,29.36106314768977,14.398792283267179,0,-14,-56,7593168,7888080,7924944,7593169,7924996,42.3125,677,15,16,0,24,24,32,24,8,61,27,44.0,12,-0.37506118416786194,-0.11240256131540982,-0.13557941463874013,-0.13557941463874013,-1,13,27,12.624938815832138,385.28255663550226,0.003235836276356402,0.012943345105425608,7.899990909073247e-07,124999.90125011363,-0.0838060342170377,-0.07005373004252302,0,1,25,-23,0,-0.07005373004252302,4.916666666666667,48,0,12,,,,,,
4,4,10059776,10420224,19,16163,-221,9.60110713297134,10076160,16384,16163,-221,8.106263436350606,0.5594964336840744,1,10109864,10404776,10441640,429.9907671988377,13,13,16,37,45,24,32,0,0,14,14,0,13.26919824500532,13.3593505004675,1,-13,-52,10109812,10404724,10441588,10109813,10441637,0.0,0,16,16,24,32,24,32,0,0,27,27,27.0,12,-0.4061205983161926,-0.27327192023784497,-0.2964803817866455,-0.2964803817866455,-1,13,27,12.593879401683807,384.33469853771385,0.0032278755899333112,0.012911502359733245,7.880555639485623e-07,124999.90149305451,-0.2448343723477125,-0.23111590109049596,-1,25,33,1,1,0.018884098909504043,1.0,1,0,12,,,,,,
5,5,12566528,12926976,19,1355,1355,1.7843526270341048,12577544,11016,13,13,3.5023550766162916,0.4082171864712625,1,12610312,12905224,12942088,315.24594533551533,13,13,16,37,45,24,32,0,0,14,14,0,4.9040877221592565,7.249700647994062,1,-13,-52,12610260,12905172,12942036,12610262,12942086,0.0,0,16,16,24,32,24,32,0,0,27,27,27.0,12,-0.41789278388023376,-0.43833870910478767,-0.45254863285486324,-0.45254863285486324,-2,13,27,12.582107216119766,383.9754399450612,0.003224858318669204,0.012899433274676816,7.873189254563486e-07,124999.90158513431,-0.400950899756156,-0.38724525190181186,-2,25,33,1,1,0.11275474809818814,1.0,1,0,12,,,,,,
6,6,15056896,15417344,19,15208,-1176,1.5815582662329515,15073280,16384,15208,-1176,1.0594917766032501,0.3704207695924956,1,15108096,15403008,15439872,279.2200133043699,15720,-664,16,15744,15752,24,32,0,0,691,691,0,2.3078926707122696,5.801996837427126,1,664,2656,15110752,15405664,15442528,15110754,15442578,0.0,0,16,16,24,32,24,32,0,0,27,27,27.0,12,-0.4342792332172394,-0.4459963356321861,-0.45800202500497944,-0.45800202500497944,-2,13,27,12.56572076678276,383.4753651972278,0.003220658388041511,0.012882633552166045,7.862935517679471e-07,124999.90171330604,-0.4064714907963153,-0.39278369264713886,-2,25,33,1,1,0.10721630735286114,1.0,1,0,12,,,,,,
7,7,17563648,17924096,19,329,329,15.56489812966708,17578776,15128,15,15,29.11869653894727,0.7489043206364869,1,17611568,17906480,17943344,499.03237379414327,21,21,16,45,53,24,32,0,0,6,6,0,25.477950080022026,5.632612661756753,1,-21,-84,17611484,17906396,17943260,17611484,17943311,0.0,0,16,16,24,32,24,32,0,0,27,27,27.0,12,0.4675229787826538,0.08463053830765391,0.06484249060358495,0.06484249060358495,0,13,26,13.467522978782654,410.99618465523235,0.0034517948992163865,0.013807179596865546,8.427233640665006e-07,124999.89465957948,0.12007120899104717,0.13474133731271676,1,24,32,0,1,-0.11525866268728324,0.0,0,12,12,,,,,,
8,8,20119552,20430848,16,1902,1902,1.3194348601310129,20128384,8832,14,14,20.590158538232842,0.5343956987390662,1,20111896,20406808,20443672,450.0503887393765,16372,-12,16,12,20,24,32,0,0,38,38,0,23.297737452340435,0.6192680464225534,1,12,48,20111944,20406856,20443720,20111943,20443771,0.0,0,16,16,24,32,24,32,0,0,26,26,26.0,12,0.3814977705478668,0.18878823427715155,0.16541809679525737,0.16541809679525737,1,13,26,13.381497770547867,408.37090364220785,0.003429746199135705,0.01371898479654282,8.373403806483655e-07,124999.89533245242,0.22029403598142872,0.23487045732775536,1,24,32,0,1,-0.015129542672244645,0.0,0,12,12,,,,,,
9,9,22560768,22904832,18,15765,-619,1.079709108015809,22577152,16384,15765,-619,0.14016530707162175,0.33794316305792965,1,22611968,22906880,22943744,328.06841874838966,16277,-107,16,16301,16309,24,32,0,0,133,133,0,1.8038729427606788,15.006227754913034,0,107,428,22612396,22907308,22944172,22612397,22944217,0.875,1,2,16,24,32,24,32,0,0,26,26,26.0,12,0.3097001612186432,-0.27255834863937844,-0.28413704543090224,-0.28413704543090224,-1,12,25,12.309700161218643,375.66223636531504,0.0031550389996972124,0.01262015599878885,7.702731932854522e-07,124999.90371585083,-0.23365642143574683,-0.22024750568703366,-1,25,33,1,1,0.029752494312966338,1.0,1,0,12,,,,,,
