method,pattern_count,symbol_count,errors,ser,fixes_vs_savaux,breaks_vs_savaux,elapsed_seconds,mean_milliseconds_per_symbol,triggered_symbols,trigger_rate,dataset,snr_db,seed,training_seed,training_snr,training_snapshots,cg_iterations,lora_leakage_weight,runtime_lora_weight,wrap_consistency_exponent,savaux_gate_margin_db
savaux,0,70,25,0.35714285714285715,0,0,0.6856573000004573,9.79510428572082,0,0.0,0_0_0_10_14_16,-23.0,42,41,-24.0,512,4,0.0,0.0,0.5,2.0
hamming_8,8,70,21,0.3,4,0,1.18998579998879,16.999797142697,0,0.0,0_0_0_10_14_16,-23.0,42,41,-24.0,512,4,0.0,0.0,0.5,2.0
information_8,8,70,20,0.2857142857142857,5,0,1.2673082999863254,18.104404285518935,0,0.0,0_0_0_10_14_16,-23.0,42,41,-24.0,512,4,0.0,0.0,0.5,2.0
information_8_wrap,8,70,20,0.2857142857142857,5,0,1.3653903999766044,19.50557714252292,0,0.0,0_0_0_10_14_16,-23.0,42,41,-24.0,512,4,0.0,0.0,0.5,2.0
information_8_wrap_gated,8,70,20,0.2857142857142857,5,0,0.4919100000006438,7.027285714294911,26,0.37142857142857144,0_0_0_10_14_16,-23.0,42,41,-24.0,512,4,0.0,0.0,0.5,2.0
savaux,0,70,25,0.35714285714285715,0,0,0.3248470999933488,4.64067285704784,0,0.0,0_0_0_10_14_16,-24.0,42,41,-24.0,512,4,0.0,0.0,0.5,2.0
hamming_8,8,70,23,0.32857142857142857,4,2,1.3315531000189367,19.022187143127667,0,0.0,0_0_0_10_14_16,-24.0,42,41,-24.0,512,4,0.0,0.0,0.5,2.0
information_8,8,70,23,0.32857142857142857,3,1,1.2580398000063724,17.971997142948176,0,0.0,0_0_0_10_14_16,-24.0,42,41,-24.0,512,4,0.0,0.0,0.5,2.0
information_8_wrap,8,70,23,0.32857142857142857,3,1,1.3660397000276134,19.514852857537335,0,0.0,0_0_0_10_14_16,-24.0,42,41,-24.0,512,4,0.0,0.0,0.5,2.0
information_8_wrap_gated,8,70,23,0.32857142857142857,3,1,0.5300513000074716,7.572161428678165,27,0.38571428571428573,0_0_0_10_14_16,-24.0,42,41,-24.0,512,4,0.0,0.0,0.5,2.0
savaux,0,70,29,0.4142857142857143,0,0,0.2961603000112518,4.230861428732169,0,0.0,0_0_0_10_14_16,-25.0,42,41,-24.0,512,4,0.0,0.0,0.5,2.0
hamming_8,8,70,24,0.34285714285714286,5,0,1.3169558000008692,18.813654285726702,0,0.0,0_0_0_10_14_16,-25.0,42,41,-24.0,512,4,0.0,0.0,0.5,2.0
information_8,8,70,25,0.35714285714285715,4,0,1.282781200010504,18.325445714435773,0,0.0,0_0_0_10_14_16,-25.0,42,41,-24.0,512,4,0.0,0.0,0.5,2.0
information_8_wrap,8,70,25,0.35714285714285715,4,0,1.3993939999854774,19.991342856935393,0,0.0,0_0_0_10_14_16,-25.0,42,41,-24.0,512,4,0.0,0.0,0.5,2.0
