method,pattern_count,symbol_count,errors,ser,fixes_vs_savaux,breaks_vs_savaux,elapsed_seconds,mean_milliseconds_per_symbol,triggered_symbols,trigger_rate,dataset,snr_db,seed,training_seed,training_snr,training_snapshots,cg_iterations,lora_leakage_weight,runtime_lora_weight,wrap_consistency_exponent,savaux_gate_margin_db
information_8_wrap_gated,8,70,25,0.35714285714285715,4,0,0.5519470000035653,7.8849571429080765,27,0.38571428571428573,0_0_0_10_14_16,-25.0,42,41,-24.0,512,4,0.0,0.0,0.5,2.0
savaux,0,70,17,0.24285714285714285,0,0,0.26376049999089446,3.768007142727064,0,0.0,0_0_0_10_14_16,-23.0,43,41,-24.0,512,4,0.0,0.0,0.5,2.0
hamming_8,8,70,16,0.22857142857142856,1,0,1.2010499000134587,17.157855714477982,0,0.0,0_0_0_10_14_16,-23.0,43,41,-24.0,512,4,0.0,0.0,0.5,2.0
information_8,8,70,15,0.21428571428571427,2,0,1.2295981999886862,17.565688571266946,0,0.0,0_0_0_10_14_16,-23.0,43,41,-24.0,512,4,0.0,0.0,0.5,2.0
information_8_wrap,8,70,15,0.21428571428571427,2,0,1.3255601999844657,18.936574285492366,0,0.0,0_0_0_10_14_16,-23.0,43,41,-24.0,512,4,0.0,0.0,0.5,2.0
information_8_wrap_gated,8,70,15,0.21428571428571427,2,0,0.42097809997358127,6.013972856765447,23,0.32857142857142857,0_0_0_10_14_16,-23.0,43,41,-24.0,512,4,0.0,0.0,0.5,2.0
savaux,0,70,21,0.3,0,0,0.23935239998536417,3.419319999790917,0,0.0,0_0_0_10_14_16,-24.0,43,41,-24.0,512,4,0.0,0.0,0.5,2.0
hamming_8,8,70,18,0.2571428571428571,3,0,1.109314400015137,15.847348571644813,0,0.0,0_0_0_10_14_16,-24.0,43,41,-24.0,512,4,0.0,0.0,0.5,2.0
information_8,8,70,17,0.24285714285714285,5,1,1.044338499992591,14.919121428465587,0,0.0,0_0_0_10_14_16,-24.0,43,41,-24.0,512,4,0.0,0.0,0.5,2.0
information_8_wrap,8,70,16,0.22857142857142856,5,0,1.1259165999981633,16.084522857116617,0,0.0,0_0_0_10_14_16,-24.0,43,41,-24.0,512,4,0.0,0.0,0.5,2.0
information_8_wrap_gated,8,70,16,0.22857142857142856,5,0,0.3716775999891979,5.3096799998456845,25,0.35714285714285715,0_0_0_10_14_16,-24.0,43,41,-24.0,512,4,0.0,0.0,0.5,2.0
savaux,0,70,22,0.3142857142857143,0,0,0.22514200000296114,3.216314285756588,0,0.0,0_0_0_10_14_16,-25.0,43,41,-24.0,512,4,0.0,0.0,0.5,2.0
hamming_8,8,70,20,0.2857142857142857,3,1,0.9850650999906065,14.072358571294378,0,0.0,0_0_0_10_14_16,-25.0,43,41,-24.0,512,4,0.0,0.0,0.5,2.0
information_8,8,70,21,0.3,3,2,1.0221111999962886,14.601588571375553,0,0.0,0_0_0_10_14_16,-25.0,43,41,-24.0,512,4,0.0,0.0,0.5,2.0
information_8_wrap,8,70,21,0.3,3,2,1.1029694999961066,15.756707142801522,0,0.0,0_0_0_10_14_16,-25.0,43,41,-24.0,512,4,0.0,0.0,0.5,2.0
information_8_wrap_gated,8,70,21,0.3,3,2,0.3949818000146479,5.642597143066398,25,0.35714285714285715,0_0_0_10_14_16,-25.0,43,41,-24.0,512,4,0.0,0.0,0.5,2.0
savaux,0,70,21,0.3,0,0,0.2582444999825384,3.6892071426076916,0,0.0,0_0_0_10_14_16,-23.0,44,41,-24.0,512,4,0.0,0.0,0.5,2.0
hamming_8,8,70,17,0.24285714285714285,4,0,0.9951850999859744,14.216929999799634,0,0.0,0_0_0_10_14_16,-23.0,44,41,-24.0,512,4,0.0,0.0,0.5,2.0
information_8,8,70,17,0.24285714285714285,4,0,1.0183503999869572,14.547862856956531,0,0.0,0_0_0_10_14_16,-23.0,44,41,-24.0,512,4,0.0,0.0,0.5,2.0
information_8_wrap,8,70,17,0.24285714285714285,4,0,1.102730500002508,15.753292857178687,0,0.0,0_0_0_10_14_16,-23.0,44,41,-24.0,512,4,0.0,0.0,0.5,2.0
information_8_wrap_gated,8,70,17,0.24285714285714285,4,0,0.427441000003455,6.106300000049357,26,0.37142857142857144,0_0_0_10_14_16,-23.0,44,41,-24.0,512,4,0.0,0.0,0.5,2.0
savaux,0,70,23,0.32857142857142857,0,0,0.2718935000048077,3.8841928572115387,0,0.0,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4,0.0,0.0,0.5,2.0
hamming_8,8,70,20,0.2857142857142857,3,0,1.0881417999844416,15.544882856920594,0,0.0,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4,0.0,0.0,0.5,2.0
information_8,8,70,19,0.2714285714285714,4,0,1.1342232999922999,16.203189999889997,0,0.0,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4,0.0,0.0,0.5,2.0
information_8_wrap,8,70,19,0.2714285714285714,4,0,1.2342532999791729,17.63218999970247,0,0.0,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4,0.0,0.0,0.5,2.0
information_8_wrap_gated,8,70,19,0.2714285714285714,4,0,0.5066553999895405,7.237934285564863,28,0.4,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4,0.0,0.0,0.5,2.0
savaux,0,70,24,0.34285714285714286,0,0,0.2672980000024836,3.818542857178337,0,0.0,0_0_0_10_14_16,-25.0,44,41,-24.0,512,4,0.0,0.0,0.5,2.0
hamming_8,8,70,21,0.3,3,0,1.1315103999913845,16.164434285591206,0,0.0,0_0_0_10_14_16,-25.0,44,41,-24.0,512,4,0.0,0.0,0.5,2.0
information_8,8,70,20,0.2857142857142857,4,0,1.2097883999886108,17.282691428408725,0,0.0,0_0_0_10_14_16,-25.0,44,41,-24.0,512,4,0.0,0.0,0.5,2.0
information_8_wrap,8,70,20,0.2857142857142857,5,1,1.3050022999850626,18.642889999786608,0,0.0,0_0_0_10_14_16,-25.0,44,41,-24.0,512,4,0.0,0.0,0.5,2.0
information_8_wrap_gated,8,70,20,0.2857142857142857,5,1,0.5187036999886914,7.410052856981305,28,0.4,0_0_0_10_14_16,-25.0,44,41,-24.0,512,4,0.0,0.0,0.5,2.0
