packet_index,event_index,candidate_index,selected,candidate_values,candidate_payload_hex,score,signal_score,prior_score,score_mode,effective_kappa,kappa_source,kappa_source_line_rmse_pi,known_symbols,mean_phase_score,mean_amp_score,mean_profile_score,line_rmse_pi,line_r2,map_phase_ll,map_line_ll,map_amp_ll,map_profile_ll
1,1,2,1,6:02,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,0.446538059,0.446538059,0.000000000,map,2.000000000,scoring_line,0.020566750,10,0.946878859,0.999999999,0.000000000,0.011076469,0.977824021,1.787515438,-0.000681601,-0.000000001,0.000000000
1,1,82,0,6:52,404433221100520058303132333435363738393a3b3c3d3e3f4041424378563412,0.319559022,0.319559022,0.000000000,map,2.000000000,scoring_line,0.020566750,10,0.905833738,0.824786669,0.000000000,0.031017067,0.892384151,1.623334952,-0.005344769,-0.418011655,0.000000000
1,1,4,0,6:04,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,0.269600567,0.269600567,0.000000000,map,2.000000000,scoring_line,0.020566750,10,0.880119811,0.814666260,0.000000000,0.028488877,0.800982548,1.520479245,-0.004508979,-0.541323778,0.000000000
1,1,1,0,6:01,404433221100010058303132333435363738393a3b3c3d3e3f4041424378563412,0.247630047,0.247630047,0.000000000,map,2.000000000,scoring_line,0.020566750,10,0.882142712,0.807305162,0.000000000,0.023128318,0.914497750,1.528570850,-0.002971773,-0.665133893,0.000000000
1,1,98,0,6:62,404433221100620058303132333435363738393a3b3c3d3e3f4041424378563412,0.211664806,0.211664806,0.000000000,map,2.000000000,scoring_line,0.020566750,10,0.843222673,0.814472832,0.000000000,0.037879266,0.905703501,1.372890692,-0.007971327,-0.637861017,0.000000000
1,1,8,0,6:08,404433221100080058303132333435363738393a3b3c3d3e3f4041424378563412,0.208826717,0.208826717,0.000000000,map,2.000000000,scoring_line,0.020566750,10,0.839968384,0.809711445,0.000000000,0.059629911,0.105277587,1.359873535,-0.019754035,-0.606323245,0.000000000
1,1,66,0,6:42,404433221100420058303132333435363738393a3b3c3d3e3f4041424378563412,0.204720897,0.204720897,0.000000000,map,2.000000000,scoring_line,0.020566750,10,0.852520822,0.813783225,0.000000000,0.041935448,0.839387620,1.410083290,-0.009769899,-0.714574879,0.000000000
1,1,194,0,6:c2,404433221100c20058303132333435363738393a3b3c3d3e3f4041424378563412,0.202069884,0.202069884,0.000000000,map,2.000000000,scoring_line,0.020566750,10,0.860735726,0.813532656,0.000000000,0.041935448,0.839387620,1.442942903,-0.009769899,-0.768904462,0.000000000
1,1,7,0,6:07,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,0.196444086,0.196444086,0.000000000,map,2.000000000,scoring_line,0.020566750,10,0.836386770,0.813372454,0.000000000,0.093949583,0.855166543,1.345547081,-0.049036245,-0.577122806,0.000000000
1,1,50,0,6:32,404433221100320058303132333435363738393a3b3c3d3e3f4041424378563412,0.184306100,0.184306100,0.000000000,map,2.000000000,scoring_line,0.020566750,10,0.831197124,0.812888626,0.000000000,0.077673445,0.678757245,1.324788496,-0.033517578,-0.650661175,0.000000000
1,1,0,0,6:00,404433221100000058303132333435363738393a3b3c3d3e3f4041424378563412,0.178532961,0.178532961,0.000000000,map,2.000000000,scoring_line,0.020566750,10,0.838060844,0.805500507,0.000000000,0.054181018,0.132967827,1.352243375,-0.016308793,-0.756867431,0.000000000
1,1,18,0,6:12,404433221100120058303132333435363738393a3b3c3d3e3f4041424378563412,0.175652497,0.175652497,0.000000000,map,2.000000000,scoring_line,0.020566750,10,0.840495273,0.812199019,0.000000000,0.083500880,0.537472487,1.361981094,-0.038735539,-0.727375038,0.000000000
1,1,11,0,6:0b,4044332211000b0058303132333435363738393a3b3c3d3e3f4041424378563412,0.166901209,0.166901209,0.000000000,map,2.000000000,scoring_line,0.020566750,10,0.796235343,0.808417638,0.000000000,0.018096530,0.962372945,1.184941371,-0.001819358,-0.642122274,0.000000000
1,1,6,0,6:06,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,0.155752896,0.155752896,0.000000000,map,2.000000000,scoring_line,0.020566750,10,0.792304902,0.811567799,0.000000000,0.031639618,0.889528796,1.169219607,-0.005561475,-0.668856344,0.000000000
1,1,84,0,6:54,404433221100540058303132333435363738393a3b3c3d3e3f4041424378563412,0.140699274,0.140699274,0.000000000,map,2.000000000,scoring_line,0.020566750,10,0.839074690,0.639452930,0.000000000,0.048404532,0.774786536,1.356298760,-0.013016660,-0.959335432,0.000000000
1,1,3,0,6:03,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,0.133672576,0.133672576,0.000000000,map,2.000000000,scoring_line,0.020566750,10,0.794327803,0.804206701,0.000000000,0.027638678,0.910933640,1.177311211,-0.004243870,-0.792666460,0.000000000
