packet_index,event_index,symbol_index,selected_bin,signed_bin,symbol_value,phase_at_bin,phase_predicted,phase_residual_rad,phase_score,margin,confidence,amplitude,energy_ratio,argmax_bin,argmax_is_selected,rank_by_amp,gt_bin,is_correct
1,1,0,222,222,221,-0.336594,-0.358073,0.021479,0.999769,0.790120,0.7482,8.989900,0.032189,222,1,0,222,1
1,1,1,826,-198,825,-0.217794,-0.328137,0.110343,0.993918,0.519676,0.7195,5.969648,0.014629,826,1,0,826,1
1,1,2,922,-102,921,-0.389978,-0.098994,-0.290984,0.957962,0.379020,0.7049,6.087202,0.014481,922,1,0,922,1
1,1,3,718,-306,717,-0.657358,-0.393871,-0.263488,0.965487,0.758224,0.7324,8.569013,0.030815,718,1,0,718,1
1,1,4,107,107,106,-0.580157,-0.829543,0.249385,0.969064,0.617415,0.7213,7.541584,0.022434,107,1,0,107,1
1,1,5,468,468,467,-0.681807,-0.752342,0.070535,0.997513,0.290757,0.7058,5.098645,0.010708,468,1,0,468,1
1,1,6,89,89,88,-0.756886,-0.783456,0.026570,0.999647,0.228380,0.6429,4.826954,0.009771,89,1,0,89,1
1,1,7,713,-311,712,-0.887820,-0.831965,-0.055854,0.998441,0.693842,0.7303,7.261070,0.020609,713,1,0,713,1
1,1,8,865,-159,864,-1.175161,-0.989469,-0.185692,0.982809,0.705707,0.7340,8.029951,0.027235,865,1,0,865,1
1,1,9,492,492,491,-1.029929,-1.306095,0.276165,0.962108,0.531750,0.7064,5.840015,0.014374,492,1,0,492,1
1,1,10,765,-259,764,-1.087878,-1.160863,0.072985,0.997338,0.685373,0.7340,7.498186,0.023361,765,1,0,765,1
1,1,11,1023,-1,1022,-1.236271,-1.145827,-0.090444,0.995913,0.552881,0.7229,6.163114,0.016388,1023,1,0,1023,1
1,1,12,597,-427,596,-1.106846,-1.294220,0.187374,0.982497,0.626467,0.7220,6.830914,0.019365,597,1,0,597,1
1,1,13,562,-462,561,-1.573467,-1.164795,-0.408672,0.917649,0.588553,0.6968,7.039718,0.019818,562,1,0,562,1
1,1,14,478,478,477,-1.290920,-1.721860,0.430940,0.908573,0.481554,0.6857,5.967297,0.014820,478,1,0,478,1
1,1,15,267,267,266,-1.544452,-1.161494,-0.382957,0.927564,0.605405,0.7035,7.214443,0.021622,267,1,0,267,1
1,1,16,917,-107,916,-1.831233,-1.797984,-0.033249,0.999447,0.770703,0.7417,8.510414,0.027951,917,1,0,917,1
1,1,17,656,-368,655,-2.084703,-2.084765,0.000062,1.000000,0.772171,0.7514,9.196834,0.034295,656,1,0,656,1
1,1,18,889,-135,888,-2.005222,-2.338235,0.333012,0.945062,0.423608,0.6994,5.950408,0.014283,889,1,0,889,1
1,1,19,510,510,509,-2.226471,-2.258692,0.032221,0.999481,0.670630,0.7323,7.289202,0.021702,510,1,0,510,1
1,1,20,860,-164,859,-2.745223,-2.447720,-0.297503,0.956072,0.545165,0.7080,6.519806,0.017038,860,1,0,860,1
1,1,21,553,-471,552,-2.393446,-2.966472,0.573026,0.840264,0.582849,0.6697,7.388146,0.022381,553,1,0,553,1
1,1,22,629,-395,628,-2.855639,-2.614695,-0.240944,0.971113,0.670210,0.7235,7.660068,0.023378,629,1,0,629,1
1,1,23,759,-265,758,3.104222,-3.317832,0.138868,0.990373,0.540058,0.7211,6.398343,0.016601,759,1,0,759,1
1,1,24,874,-150,873,2.745635,2.780897,-0.035261,0.999378,0.660001,0.7377,8.038317,0.025282,874,1,0,874,1
1,1,25,720,-304,719,2.797896,2.387049,0.410847,0.916783,0.521066,0.6918,6.580902,0.016731,720,1,0,720,1
1,1,26,314,314,313,2.399986,2.474572,-0.074585,0.997220,0.766143,0.7412,8.511434,0.028211,314,1,0,314,1
1,1,27,602,-422,601,1.891935,2.041400,-0.149465,0.988851,0.594817,0.7230,6.628857,0.018328,602,1,0,602,1
1,1,28,7,7,6,1.842713,1.494024,0.348689,0.939822,0.482922,0.7010,6.466923,0.016734,7,1,0,7,1
1,1,29,610,-414,609,1.826277,1.444803,0.381474,0.928117,0.552005,0.7040,7.396443,0.021858,610,1,0,610,1
1,1,30,807,-217,806,1.523075,1.777056,-0.253981,0.967920,0.732619,0.7253,8.095137,0.025441,807,1,0,807,1
1,1,31,897,-127,896,1.012506,1.473854,-0.461347,0.895454,0.642570,0.7048,8.927056,0.031070,897,1,0,897,1
1,1,32,749,-275,748,0.564451,0.709304,-0.144853,0.989527,0.612727,0.7171,6.011781,0.014170,749,1,0,749,1
1,1,33,584,-440,583,0.691593,0.116395,0.575197,0.839085,0.589657,0.6816,8.659536,0.030669,584,1,0,584,1
1,1,34,934,-90,933,0.061542,0.243537,-0.181995,0.983485,0.788892,0.7472,9.187647,0.035888,934,1,0,934,1
2,2,0,803,-221,802,-2.724726,-2.947164,0.222438,0.975362,0.084141,0.5114,7.930873,0.024772,803,1,0,803,1
2,2,1,826,-198,825,-3.103099,-2.821330,-0.281769,0.960565,0.093561,0.5292,9.360568,0.034281,826,1,0,826,1
2,2,2,922,-102,921,-3.073133,-3.481472,0.408339,0.917782,0.036977,0.4437,8.081927,0.026381,922,1,0,922,1
2,2,3,718,-306,717,2.933800,-3.043167,-0.306219,0.953480,0.086530,0.5066,8.031532,0.025818,718,1,0,718,1
2,2,4,86,86,85,2.755670,2.657547,0.098124,0.995190,0.074463,0.4907,5.460305,0.012081,86,1,0,86,1
2,2,5,468,468,467,2.553063,2.577541,-0.024478,0.999700,0.101407,0.5289,6.648017,0.018435,468,1,0,468,1
2,2,6,89,89,88,2.434043,2.350456,0.083587,0.996509,0.085968,0.5156,7.147551,0.020687,89,1,0,89,1
2,2,7,713,-311,712,2.134926,2.255914,-0.120987,0.992690,0.099629,0.5191,6.149590,0.014916,713,1,0,713,1
2,2,8,865,-159,864,1.908187,1.932319,-0.024132,0.999709,0.118633,0.5509,7.235213,0.021583,865,1,0,865,1
2,2,9,492,492,491,1.644407,1.681448,-0.037041,0.999314,0.087982,0.5026,4.890816,0.009924,492,1,0,492,1
2,2,10,765,-259,764,1.577348,1.380627,0.196721,0.980713,0.094698,0.5065,5.545958,0.012992,765,1,0,765,1
2,2,11,1023,-1,1022,1.255173,1.350609,-0.095436,0.995449,0.126171,0.5666,8.391391,0.028183,1023,1,0,1023,1
2,2,12,597,-427,596,1.155573,0.991393,0.164181,0.986553,0.099917,0.5181,6.203027,0.015720,597,1,0,597,1
2,2,13,562,-462,561,1.000871,1.055974,-0.055103,0.998482,0.121873,0.5643,8.483148,0.028677,562,1,0,562,1
2,2,14,478,478,477,0.569873,0.846169,-0.276296,0.962072,0.072382,0.4998,8.719371,0.028399,478,1,0,478,1
2,2,15,267,267,266,0.493954,0.415171,0.078783,0.996898,0.112178,0.5406,7.057976,0.019780,267,1,0,267,1
2,2,16,917,-107,916,0.108515,0.339252,-0.230737,0.973498,0.099298,0.5337,8.931318,0.029978,917,1,0,917,1
2,2,17,656,-368,655,-0.184096,-0.276924,0.092828,0.995695,0.110704,0.5506,8.479102,0.027776,656,1,0,656,1
2,2,18,889,-135,888,-0.416280,-0.476707,0.060427,0.998175,0.104199,0.5478,8.449978,0.029538,889,1,0,889,1
