frame_index,packet_index,event_index,stage,frame_symbol_index,stage_symbol_index,start_sample,sf,bw,os_factor,cfo_int,cfo_frac,sto_frac,sfo_hat,sfo_cum_before,sfo_sample_adjust_after,raw_fft_bin,signed_fft_bin,symbol_value,peak_real,peak_imag,peak_amp,peak_power,peak_phase,peak_margin_db,total_power,header_valid,payload_len,payload_cr,payload_has_crc,payload_ldro
0,1,1,header,0,0,2518192,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,-0.04216817378983262,0,301,301,75,7.310988903045654,-1.850815773010254,7.541623019355995,56.87607955932617,-0.24794616904590844,23.516936986571114,69.25419532346586,1,33,1,1,0
0,1,1,header,1,1,2522288,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,-0.04842949230982906,0,653,-371,163,-7.433451175689697,-1.5015233755111694,7.5835854863361964,57.510772705078125,-2.942279122385381,26.998729132372176,69.25419422138657,1,33,1,1,0
0,1,1,header,2,2,2526384,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,-0.054690810829825506,0,61,61,15,6.095105171203613,4.516758441925049,7.586264816807691,57.55141067504883,0.6377464203933394,24.563073788096126,69.69171540391733,1,33,1,1,0
0,1,1,header,3,3,2530480,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,-0.06095212934982195,0,81,81,20,-3.743598222732544,-6.461393356323242,7.467538534107768,55.764129638671875,-2.095915615291838,22.16982935458997,68.25413086545439,1,33,1,1,0
0,1,1,header,4,4,2534576,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,-0.0672134478698184,0,845,-179,211,0.5716221332550049,7.435121059417725,7.457062225261631,55.6077766418457,1.4940659186264225,22.592311729924205,68.31663613695036,1,33,1,1,0
0,1,1,header,5,5,2538672,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,-0.07347476638981484,0,825,-199,206,2.535490036010742,-7.153953552246094,7.589977677859419,57.60776138305664,-1.2301910689303512,22.631268162738138,69.87922984939178,1,33,1,1,0
0,1,1,header,6,6,2542768,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,-0.0797360849098113,0,729,-295,182,-5.275539875030518,5.344057083129883,7.50934531638995,56.3902702331543,2.3497426203470666,23.0538067115426,69.12918960498382,1,33,1,1,0
0,1,1,header,7,7,2546864,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,-0.08599740342980774,0,345,345,86,7.002148151397705,-2.7277584075927734,7.51470190122771,56.47074508666992,-0.3714743008191478,23.797076043684065,69.25419521436925,1,33,1,1,0
0,1,1,payload,8,0,2550960,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,-0.0922587219498042,0,222,222,221,-7.0573930740356445,-0.3015195429325104,7.063831186843052,49.89772033691406,-3.098894693806952,17.74145235188832,67.5040964157979,1,33,1,1,0
0,1,1,payload,9,1,2555056,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,-0.09852004046980065,0,826,-198,825,6.045199394226074,2.991983652114868,6.74510206672026,45.49640655517578,0.4595877892856269,19.428949909678682,65.37896156818988,1,33,1,1,0
0,1,1,payload,10,2,2559152,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,-0.1047813589897971,0,922,-102,921,-5.052671432495117,-5.462194442749023,7.440769902043106,55.36505889892578,-2.3172671145511328,18.960563202671374,69.12918476115374,1,33,1,1,0
0,1,1,payload,11,3,2563248,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,-0.11104267750979355,0,718,-306,717,2.4816150665283203,6.972661018371582,7.401109039565556,54.776424407958984,1.2288693529772425,20.081739689848582,68.50415822633022,1,33,1,1,0
0,1,1,payload,12,4,2567344,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,-0.11730399602979,0,107,107,106,0.2971437871456146,-7.3615593910217285,7.367553942644698,54.280853271484375,-1.5304539817973404,17.023192042701325,68.81666689183703,1,33,1,1,0
0,1,1,payload,13,5,2571440,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,-0.12356531454978645,0,468,468,467,-3.0472023487091064,6.684711456298828,7.34648279164602,53.97080993652344,1.9985015584324404,19.232522113472882,68.19163186445769,1,33,1,1,0
0,1,1,payload,14,6,2575536,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,-0.1298266330697829,1,89,89,88,5.228884220123291,-5.1588263511657715,7.345387635035792,53.9547233581543,-0.7786539625172761,17.74937922809891,68.75416766640419,1,33,1,1,0
0,1,1,payload,15,7,2579633,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,0.11391204841022065,0,713,-311,712,-6.518234729766846,3.0881662368774414,7.212777183507643,52.02415466308594,2.699145587458501,16.266745170356238,67.37908184190746,1,33,1,1,0
0,1,1,payload,16,8,2583729,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,0.1076507298902242,0,865,-159,864,7.280712127685547,-0.7877192497253418,7.323200850899506,53.629268646240234,-0.10777339604293505,19.31511759380985,67.75410075733953,1,33,1,1,0
0,1,1,payload,17,9,2587825,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,0.10138941137022775,0,492,492,491,-7.100768566131592,-1.8132904767990112,7.328638112433475,53.70893096923828,-2.891570629016237,17.21956496140836,68.12912049822171,1,33,1,1,0
0,1,1,payload,18,10,2591921,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,0.0951280928502313,0,765,-259,764,6.058619976043701,4.153010845184326,7.345364190721547,53.95438003540039,0.6009085447294004,18.708576670327364,68.00411969640041,1,33,1,1,0
0,1,1,payload,19,11,2596017,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,0.08886677433023485,0,1023,-1,1022,-4.376087665557861,-5.999691486358643,7.42606498679698,55.14644241333008,-2.2009730589008463,20.864407287465752,68.31663623996246,1,33,1,1,0
0,1,1,payload,20,12,2600113,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,0.0826054558102384,0,597,-427,596,2.1124825477600098,7.096454620361328,7.404204933241534,54.82225036621094,1.2814680431976946,19.259424151450478,68.75416125093216,1,33,1,1,0
0,1,1,payload,21,13,2604209,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,0.07634413729024195,0,562,-462,561,0.18087568879127502,-6.6067728996276855,6.609248381022651,43.682159423828125,-1.5434258507647602,18.22906131058053,64.25388799195389,1,33,1,1,0
0,1,1,payload,22,14,2608305,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,0.0700828187702455,0,478,478,477,-2.1705400943756104,6.5927534103393555,6.940867512842561,48.1756477355957,1.888850425964786,17.53000305672455,66.00400020807137,1,33,1,1,0
0,1,1,payload,23,15,2612401,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,0.06382150025024905,0,267,267,266,4.486196041107178,-5.855048656463623,7.376147347281113,54.40754699707031,-0.9170013645338521,19.915025579761217,67.56658588346181,1,33,1,1,0
0,1,1,payload,24,16,2616497,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,0.0575601817302526,0,917,-107,916,-6.141542434692383,4.337213039398193,7.518640862965391,56.52996063232422,2.526711664932287,24.43834519872887,68.6291560093996,1,33,1,1,0
0,1,1,payload,25,17,2620593,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,0.05129886321025616,0,656,-368,655,7.021663665771484,-2.556471347808838,7.472570266473443,55.83930969238281,-0.34916579558631516,20.882241945775938,68.62915631069947,1,33,1,1,0
0,1,1,payload,26,18,2624689,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,0.045037544690259716,0,889,-135,888,-7.377547264099121,0.6253355145454407,7.404002170432436,54.81925582885742,3.0570327963294726,23.776971785488698,67.62910164188543,1,33,1,1,0
0,1,1,payload,27,19,2628785,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,0.03877622617026327,0,510,510,509,7.289359092712402,1.376947283744812,7.418270674808327,55.03074645996094,0.18669838366155267,20.336766153304882,67.94162334349676,1,33,1,1,0
0,1,1,payload,28,20,2632881,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,0.03251490765026683,0,860,-164,859,-6.749213218688965,-3.255502939224243,7.493342275555251,56.15017318725586,-2.6921620849925256,24.804898543099508,68.19162318972099,1,33,1,1,0
0,1,1,payload,29,21,2636977,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,0.026253589130270386,0,553,-471,552,5.71406888961792,4.834475994110107,7.484834093881192,56.022735595703125,0.702205387867907,19.863615916663424,68.62914989667712,1,33,1,1,0
0,1,1,payload,30,22,2641073,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,0.019992270610273942,0,629,-395,628,-4.428740501403809,-6.063547134399414,7.508684723695476,56.38034439086914,-2.201626984158992,24.146568814043157,68.75416037044488,1,33,1,1,0
0,1,1,payload,31,23,2645169,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,0.013730952090277497,0,759,-265,758,2.9291014671325684,6.854722499847412,7.454317940272773,55.56684875488281,1.166969483637452,24.73275469811229,67.87910311768883,1,33,1,1,0
0,1,1,payload,32,24,2649265,10,125000.0,4,-24,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445,0.007469633570281051,0,874,-150,873,-1.541154146194458,-7.309921741485596,7.470616572209831,55.810115814208984,-1.7785837693565862,24.436058234828316,68.44164651561732,1,33,1,1,0
