dataset,target_snr_db,seed_count,snr_count,symbol_count,raw_savaux_ser,raw_phase_line_ser,stage1_top40_recall,actual_viterbi_candidate_recall,mean_stage1_topk_size,mean_actual_viterbi_candidate_count,hard_anchor_rate,high_confidence_rate,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok_rate,B_savaux_wrong_phase_rescue,B_savaux_wrong_phase_rescue_rate,C_savaux_ok_phase_break,C_savaux_ok_phase_break_rate,D_stage1_top40_miss,D_stage1_top40_miss_rate,E0_gt_in_top40_but_not_actual_candidates,E0_gt_in_top40_but_not_actual_candidates_rate,E1_gt_in_candidates_local_score_loss,E1_gt_in_candidates_local_score_loss_rate,E2_gt_in_candidates_transition_loss,E2_gt_in_candidates_transition_loss_rate,E3_lock_or_high_conf_removed_gt,E3_lock_or_high_conf_removed_gt_rate,Z_other,Z_other_rate
0_0_0_10_14_16,overall,5,5,9625,0.1656103896103896,0.1468051948051948,0.9822337662337662,0.9125194805194805,40.0,6.047272727272727,0.8713766233766234,0.715948051948052,7991,0.8302337662337662,221,0.02296103896103896,40,0.004155844155844156,171,0.017766233766233767,0,0.0,524,0.054441558441558444,7,0.0007272727272727272,671,0.06971428571428571,0,0.0
