dataset,target_snr_db,seed_count,symbol_count,raw_savaux_ser,raw_phase_line_ser,stage1_top40_recall,actual_viterbi_candidate_recall,mean_stage1_topk_size,mean_actual_viterbi_candidate_count,hard_anchor_rate,high_confidence_rate,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok_rate,B_savaux_wrong_phase_rescue,B_savaux_wrong_phase_rescue_rate,C_savaux_ok_phase_break,C_savaux_ok_phase_break_rate,D_stage1_top40_miss,D_stage1_top40_miss_rate,E0_gt_in_top40_but_not_actual_candidates,E0_gt_in_top40_but_not_actual_candidates_rate,E1_gt_in_candidates_local_score_loss,E1_gt_in_candidates_local_score_loss_rate,E2_gt_in_candidates_transition_loss,E2_gt_in_candidates_transition_loss_rate,E3_lock_or_high_conf_removed_gt,E3_lock_or_high_conf_removed_gt_rate,Z_other,Z_other_rate
0_0_0_10_14_16,-26.0,5,1925,0.4077922077922078,0.38597402597402597,0.9402597402597402,0.7641558441558441,40.0,11.822857142857142,0.7236363636363636,0.41974025974025975,1118,0.5807792207792207,64,0.03324675324675325,22,0.011428571428571429,115,0.05974025974025974,0,0.0,261,0.13558441558441559,6,0.003116883116883117,339,0.1761038961038961,0,0.0
0_0_0_10_14_16,-25.0,5,1925,0.24727272727272728,0.21506493506493507,0.9787012987012987,0.8784415584415585,40.0,8.953246753246754,0.7974025974025974,0.5781818181818181,1437,0.7464935064935065,74,0.03844155844155844,12,0.006233766233766234,41,0.0212987012987013,0,0.0,167,0.08675324675324675,1,0.0005194805194805195,193,0.10025974025974026,0,0.0
0_0_0_10_14_16,-24.0,5,1925,0.12311688311688311,0.09922077922077922,0.9942857142857143,0.9407792207792208,40.0,5.267532467532468,0.8914285714285715,0.7402597402597403,1683,0.8742857142857143,51,0.026493506493506493,5,0.0025974025974025974,11,0.005714285714285714,0,0.0,72,0.0374025974025974,0,0.0,103,0.05350649350649351,0,0.0
0_0_0_10_14_16,-23.0,5,1925,0.03896103896103896,0.027532467532467533,0.9979220779220779,0.9838961038961039,40.0,2.743896103896104,0.9558441558441558,0.8779220779220779,1849,0.9605194805194806,23,0.011948051948051949,1,0.0005194805194805195,4,0.002077922077922078,0,0.0,21,0.01090909090909091,0,0.0,27,0.014025974025974027,0,0.0
0_0_0_10_14_16,-22.0,5,1925,0.01090909090909091,0.006233766233766234,1.0,0.9953246753246753,40.0,1.4488311688311688,0.9885714285714285,0.9636363636363636,1904,0.9890909090909091,9,0.004675324675324675,0,0.0,0,0.0,0,0.0,3,0.0015584415584415584,0,0.0,9,0.004675324675324675,0,0.0
