dataset,target_snr_db,packet_count,top_l_candidate_recall,gt_second_abs_pi,random_second_abs_pi_mean,random_second_abs_pi_p10,random_second_abs_pi_p50,center_symbol_ser,center_symbol_accuracy,center_crc_valid_rate,center_second_abs_pi,center_ser_gain_vs_v3,multi_symbol_ser,multi_symbol_accuracy,multi_crc_valid_rate,multi_second_abs_pi,multi_ser_gain_vs_v3,v3_symbol_ser,v3_symbol_accuracy,v3_crc_valid_rate,v3_second_abs_pi,v3_ser_gain_vs_v3,phase_line_symbol_ser,phase_line_symbol_accuracy,phase_line_crc_valid_rate,phase_line_second_abs_pi,phase_line_ser_gain_vs_v3,phase_dp_first_symbol_ser,phase_dp_first_symbol_accuracy,phase_dp_first_crc_valid_rate,phase_dp_first_second_abs_pi,phase_dp_first_ser_gain_vs_v3,phase_dp_second_symbol_ser,phase_dp_second_symbol_accuracy,phase_dp_second_crc_valid_rate,phase_dp_second_second_abs_pi,phase_dp_second_ser_gain_vs_v3,phase_dp_second_anchor_symbol_ser,phase_dp_second_anchor_symbol_accuracy,phase_dp_second_anchor_crc_valid_rate,phase_dp_second_anchor_second_abs_pi,phase_dp_second_anchor_ser_gain_vs_v3
0_0_0_10_14_16,-22.0,11,0.9688311688311689,0.26438319385941716,0.49967796768332334,0.4375797054406511,0.4968030872015246,0.6025974025974027,0.3974025974025974,0.0,0.4945941571562535,-0.5428571428571428,0.17922077922077922,0.8207792207792209,0.0,0.3684813756893819,-0.11948051948051946,0.05974025974025974,0.9402597402597404,0.36363636363636365,0.2929060341832178,0.0,0.27012987012987016,0.7298701298701299,0.0,0.20660271222559426,-0.21038961038961038,0.15064935064935064,0.8493506493506494,0.09090909090909091,0.22195739838542783,-0.09090909090909091,0.1662337662337662,0.8337662337662338,0.09090909090909091,0.1659305049639816,-0.10649350649350647,0.17142857142857143,0.8285714285714287,0.09090909090909091,0.16500470598509495,-0.1116883116883117
mean_of_datasets,-22.0,11,0.9688311688311689,0.26438319385941716,0.49967796768332334,0.4375797054406511,0.4968030872015246,0.6025974025974027,0.3974025974025974,0.0,0.4945941571562535,-0.5428571428571428,0.17922077922077922,0.8207792207792209,0.0,0.3684813756893819,-0.11948051948051946,0.05974025974025974,0.9402597402597404,0.36363636363636365,0.2929060341832178,0.0,0.27012987012987016,0.7298701298701299,0.0,0.20660271222559426,-0.21038961038961038,0.15064935064935064,0.8493506493506494,0.09090909090909091,0.22195739838542783,-0.09090909090909091,0.1662337662337662,0.8337662337662338,0.09090909090909091,0.1659305049639816,-0.10649350649350647,0.17142857142857143,0.8285714285714287,0.09090909090909091,0.16500470598509495,-0.1116883116883117
