packet_index,event_index,candidate_index,selected,candidate_values,candidate_payload_hex,score,signal_score,prior_score,score_mode,effective_kappa,kappa_source,kappa_source_line_rmse_pi,known_symbols,mean_phase_score,mean_amp_score,mean_profile_score,line_rmse_pi,line_r2,map_phase_ll,map_line_ll,map_amp_ll,map_profile_ll
1,1,2,1,6:02,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,0.283378668,0.283378668,0.000000000,map,2.000000000,scoring_line,0.043376969,10,0.901153286,0.673539834,0.000000000,0.021387866,0.944202302,1.604613143,-0.002541338,-0.582519744,0.000000000
1,1,82,0,6:52,404433221100520058303132333435363738393a3b3c3d3e3f4041424378563412,0.202713876,0.202713876,0.000000000,map,2.000000000,scoring_line,0.043376969,10,0.850294120,0.610169044,0.000000000,0.047645297,0.857382042,1.401176479,-0.012611524,-0.706372410,0.000000000
1,1,4,0,6:04,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,0.160158575,0.160158575,0.000000000,map,2.000000000,scoring_line,0.043376969,10,0.835415658,0.603870344,0.000000000,0.038044584,0.855921207,1.341662631,-0.008041057,-0.856182771,0.000000000
1,1,1,0,6:01,404433221100010058303132333435363738393a3b3c3d3e3f4041424378563412,0.121146964,0.121146964,0.000000000,map,2.000000000,scoring_line,0.043376969,10,0.834072290,0.531374071,0.000000000,0.035102877,0.883425514,1.336289159,-0.006845622,-1.047512575,0.000000000
1,1,66,0,6:42,404433221100420058303132333435363738393a3b3c3d3e3f4041424378563412,0.119990036,0.119990036,0.000000000,map,2.000000000,scoring_line,0.043376969,10,0.827027441,0.570422666,0.000000000,0.051933188,0.814983236,1.308109765,-0.014983644,-0.997727915,0.000000000
1,1,98,0,6:62,404433221100620058303132333435363738393a3b3c3d3e3f4041424378563412,0.113717562,0.113717562,0.000000000,map,2.000000000,scoring_line,0.043376969,10,0.799782779,0.603067956,0.000000000,0.044226860,0.876819558,1.199131118,-0.010866751,-0.903159208,0.000000000
1,1,194,0,6:c2,404433221100c20058303132333435363738393a3b3c3d3e3f4041424378563412,0.099083506,0.099083506,0.000000000,map,2.000000000,scoring_line,0.043376969,10,0.833057238,0.517587390,0.000000000,0.051933188,0.814983236,1.332228951,-0.014983644,-1.132409547,0.000000000
1,1,50,0,6:32,404433221100320058303132333435363738393a3b3c3d3e3f4041424378563412,0.098080527,0.098080527,0.000000000,map,2.000000000,scoring_line,0.043376969,10,0.777243133,0.653500603,0.000000000,0.051710501,0.846324891,1.108972532,-0.014855422,-0.858674474,0.000000000
1,1,8,0,6:08,404433221100080058303132333435363738393a3b3c3d3e3f4041424378563412,0.086338702,0.086338702,0.000000000,map,2.000000000,scoring_line,0.043376969,10,0.795144992,0.539002020,0.000000000,0.072202835,0.116024727,1.180579969,-0.028962496,-0.971625210,0.000000000
1,1,18,0,6:12,404433221100120058303132333435363738393a3b3c3d3e3f4041424378563412,0.083153106,0.083153106,0.000000000,map,2.000000000,scoring_line,0.043376969,10,0.804487795,0.620855312,0.000000000,0.105104609,0.541051209,1.217951179,-0.061372105,-0.953243181,0.000000000
1,1,84,0,6:54,404433221100540058303132333435363738393a3b3c3d3e3f4041424378563412,0.081378132,0.081378132,0.000000000,map,2.000000000,scoring_line,0.043376969,10,0.784556492,0.540499554,0.000000000,0.050810021,0.796302236,1.138225968,-0.014342546,-0.980035438,0.000000000
1,1,7,0,6:07,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,0.080773268,0.080773268,0.000000000,map,2.000000000,scoring_line,0.043376969,10,0.792039441,0.559467193,0.000000000,0.094865078,0.866443999,1.168157763,-0.049996572,-0.931339433,0.000000000
1,1,146,0,6:92,404433221100920058303132333435363738393a3b3c3d3e3f4041424378563412,0.062246576,0.062246576,0.000000000,map,2.000000000,scoring_line,0.043376969,10,0.810517591,0.568020036,0.000000000,0.105104609,0.541051209,1.242070365,-0.061372105,-1.087924813,0.000000000
1,1,0,0,6:00,404433221100000058303132333435363738393a3b3c3d3e3f4041424378563412,0.059256222,0.059256222,0.000000000,map,2.000000000,scoring_line,0.043376969,10,0.792104928,0.532385104,0.000000000,0.062351102,0.130553870,1.168419710,-0.021598111,-1.110248249,0.000000000
1,1,6,0,6:06,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,0.044080900,0.044080900,0.000000000,map,2.000000000,scoring_line,0.043376969,10,0.750072079,0.560478226,0.000000000,0.050827320,0.835752051,1.000288315,-0.014352313,-0.994075108,0.000000000
1,1,11,0,6:0b,4044332211000b0058303132333435363738393a3b3c3d3e3f4041424378563412,0.040870529,0.040870529,0.000000000,map,2.000000000,scoring_line,0.043376969,10,0.751768775,0.494598869,0.000000000,0.023560008,0.965940738,1.007075101,-0.003083744,-1.046781872,0.000000000
1,1,81,0,6:51,404433221100510058303132333435363738393a3b3c3d3e3f4041424378563412,0.040502050,0.040502050,0.000000000,map,2.000000000,scoring_line,0.043376969,10,0.783213124,0.468003281,0.000000000,0.055115236,0.770669292,1.132852495,-0.016876051,-1.171365241,0.000000000
1,1,34,0,6:22,404433221100220058303132333435363738393a3b3c3d3e3f4041424378563412,0.017247652,0.017247652,0.000000000,map,2.000000000,scoring_line,0.043376969,10,0.753976454,0.613754224,0.000000000,0.049195634,0.847772877,1.015905818,-0.013445614,-1.150029979,0.000000000
1,1,3,0,6:03,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,0.006307253,0.006307253,0.000000000,map,2.000000000,scoring_line,0.043376969,10,0.748728710,0.487981952,0.000000000,0.043847133,0.880795653,0.994914842,-0.010680950,-1.185404911,0.000000000
1,1,130,0,6:82,404433221100820058303132333435363738393a3b3c3d3e3f4041424378563412,0.005461780,0.005461780,0.000000000,map,2.000000000,scoring_line,0.043376969,10,0.787250913,0.528273658,0.000000000,0.046215850,0.712270630,1.149003651,-0.011866138,-1.379280318,0.000000000
1,1,68,0,6:44,404433221100440058303132333435363738393a3b3c3d3e3f4041424378563412,0.001492856,0.001492856,0.000000000,map,2.000000000,scoring_line,0.043376969,10,0.761289814,0.500753175,0.000000000,0.044573052,0.835476800,1.045159254,-0.011037539,-1.271390942,0.000000000
1,1,162,0,6:a2,404433221100a20058303132333435363738393a3b3c3d3e3f4041424378563412,-0.002840400,-0.002840400,0.000000000,map,2.000000000,scoring_line,0.043376969,10,0.760006251,0.560918948,0.000000000,0.046103779,0.759394664,1.040025003,-0.011808658,-1.284711611,0.000000000
1,1,88,0,6:58,404433221100580058303132333435363738393a3b3c3d3e3f4041424378563412,-0.003952248,-0.003952248,0.000000000,map,2.000000000,scoring_line,0.043376969,10,0.744285826,0.475631230,0.000000000,0.102427046,0.045545281,0.977143305,-0.058284999,-1.095477877,0.000000000
