dataset,snr_db,seed,packet_index,payload_symbol_index,frame_symbol_index,gt_bin,ordinary_fft_bin,savaux_bin,branch_gls_bin,savaux_dual_bin,proposed_bin,savaux_top_l_contains_gt,gls_top_l_contains_gt,phase_observations,phase_rmse_rad,phase_reliability,adaptive_consistency_weight,effective_min_consistency_gain,predicted_phase_rad,predicted_fractional_bin,predicted_timing_offset_chips,timing_offset_at_reference_chips,timing_slope_chips_per_symbol,timing_fit_consistency,timing_grid_contrast,frequency_rmse_bins,selected_pair_consistency,selected_pair_phase_residual_rad,gls_candidates,gls_candidate_consistency,gls_candidate_loss_db
collector_low4_cr47,,42,7,0,8,803,803,803,803,803,803,1,1,8,0.3719036094329046,0.9699461544007439,0.29098384632022317,0.12,-0.11045170306913515,-0.003398600932863723,-0.03615960099750626,-0.03615960099750626,0.0,0.9699461544007439,0.2303254733144382,0.16347227957268104,0.997818187835865,0.10363429703173743,803|827|281|990|67|773|618|1017,0.99781819|0.9255785|0.86940163|0.75154693|0.80640972|0.82014625|0.97308826|0.76072191,0|-13.576098|-14.349266|-14.60661|-14.612277|-14.662975|-14.770799|-14.774652
collector_low4_cr47,,42,7,1,9,711,711,711,711,711,711,1,1,8,0.3719036094329046,0.9699461544007439,0.29098384632022317,0.12,-0.08856331008323232,-0.003398600932863723,-0.03615960099750626,-0.03615960099750626,0.0,0.9699461544007439,0.2303254733144382,0.16347227957268104,0.9965153274361558,-0.14971943933150048,711|874|786|915|464|687|907|698,0.99651533|0.95112763|0.96324633|0.90376546|0.94073117|0.84504143|0.66029443|0.95830293,0|-10.895273|-10.937894|-10.996423|-11.552823|-12.030788|-12.048414|-12.056831
collector_low4_cr47,,42,7,2,10,922,922,922,922,922,922,1,1,8,0.3719036094329046,0.9699461544007439,0.29098384632022317,0.12,-0.06667491709732948,-0.003398600932863723,-0.03615960099750626,-0.03615960099750626,0.0,0.9699461544007439,0.2303254733144382,0.16347227957268104,0.9998657914170201,-0.042855117812118426,922|417|757|697|467|731|252|71,0.99986579|0.86475526|0.73821231|0.94761295|0.73623935|0.94675297|0.9825304|0.99734008,0|-12.9924|-13.669592|-13.719785|-13.807128|-14.057249|-14.128985|-14.301544
collector_low4_cr47,,42,7,3,11,718,718,718,718,718,718,1,1,8,0.3719036094329046,0.9699461544007439,0.29098384632022317,0.12,-0.044786524111426584,-0.003398600932863723,-0.03615960099750626,-0.03615960099750626,0.0,0.9699461544007439,0.2303254733144382,0.16347227957268104,0.9916438314323393,0.19130028911372565,718|688|397|601|604|581|286|146,0.99164383|0.76343665|0.71202553|0.91963899|0.95803217|0.80819257|0.87896787|0.67131248,0|-12.347951|-12.880095|-13.438995|-13.485087|-13.569984|-13.899737|-13.92837
collector_low4_cr47,,42,7,4,12,756,756,756,756,756,756,1,1,8,0.3719036094329046,0.9699461544007439,0.29098384632022317,0.12,-0.022898131125523746,-0.003398600932863723,-0.03615960099750626,-0.03615960099750626,0.0,0.9699461544007439,0.2303254733144382,0.16347227957268104,0.9915257500638598,0.26163614868802476,756|614|460|535|863|970|302|955,0.99152575|0.81345366|0.3364139|0.89064493|0.8340699|0.85796471|0.90028826|0.95007882,0|-13.428746|-13.773864|-13.845034|-13.92976|-13.963835|-14.376721|-14.438633
collector_low4_cr47,,42,7,5,13,109,109,109,109,109,109,1,1,8,0.3719036094329046,0.9699461544007439,0.29098384632022317,0.12,-0.0010097381396209082,-0.003398600932863723,-0.03615960099750626,-0.03615960099750626,0.0,0.9699461544007439,0.2303254733144382,0.16347227957268104,0.976579896610608,0.0036767616188904673,109|834|459|975|132|898|367|169,0.9765799|0.98275228|0.89619411|0.99631354|0.8670929|0.87617419|0.5739146|0.944852,0|-12.210845|-12.306984|-13.340184|-13.51067|-13.720594|-13.743094|-13.773238
collector_low4_cr47,,42,7,6,14,932,932,932,932,932,932,1,1,8,0.3719036094329046,0.9699461544007439,0.29098384632022317,0.12,0.02087865484628193,-0.003398600932863723,-0.03615960099750626,-0.03615960099750626,0.0,0.9699461544007439,0.2303254733144382,0.16347227957268104,0.996729245522309,0.6398363090494539,932|145|805|907|599|31|687|433,0.99672925|0.95150471|0.87760669|0.76209881|0.74234088|0.99926957|0.98884254|0.62736275,0|-10.537516|-11.671203|-12.819609|-13.414205|-13.66897|-13.961664|-14.090041
collector_low4_cr47,,42,7,7,15,468,468,468,468,468,468,1,1,8,0.3719036094329046,0.9699461544007439,0.29098384632022317,0.12,0.04276704783218488,-0.003398600932863723,-0.03615960099750626,-0.03615960099750626,0.0,0.9699461544007439,0.2303254733144382,0.16347227957268104,0.9967918197882699,-0.005999540347879195,468|325|408|495|794|82|168|578,0.99679182|0.48046961|0.63701548|0.89572824|0.86291462|0.87770646|0.86777298|0.65387739,0|-14.073104|-14.326025|-14.684499|-14.832046|-14.8341|-14.847538|-14.90045
collector_low4_cr47,,42,7,8,16,89,89,89,89,89,89,1,1,8,0.3719036094329046,0.9699461544007439,0.29098384632022317,0.12,0.06465544081808772,-0.003398600932863723,-0.03615960099750626,-0.03615960099750626,0.0,0.9699461544007439,0.2303254733144382,0.16347227957268104,0.9867322077964936,-0.23789637831069171,89|594|734|271|628|939|906|803,0.98673221|0.45472929|0.88308413|0.5219068|0.98423148|0.99198718|0.84329995|0.669359,0|-11.506243|-11.646798|-11.73407|-12.408123|-12.467878|-12.536117|-12.639953
collector_low4_cr47,,42,7,9,17,713,713,713,713,713,713,1,1,8,0.3719036094329046,0.9699461544007439,0.29098384632022317,0.12,0.08654383380399056,-0.003398600932863723,-0.03615960099750626,-0.03615960099750626,0.0,0.9699461544007439,0.2303254733144382,0.16347227957268104,0.9570502148873109,0.5329695082614718,713|808|828|109|110|792|153|208,0.95705021|0.84465318|0.93838996|0.8926677|0.92105352|0.94734802|0.76391151|0.9039059,0|-7.5203303|-8.1142902|-8.8300944|-8.878935|-8.918453|-9.016042|-9.0187116
