packet_index,payload_symbol_index,gt_bin,savaux_bin,savaux_hit,gt_savaux_rank,gt_in_topk,gt_score,arg_score,gt_score_over_arg_db,gt_path_gain,arg_path_gain,gt_switch_rate,arg_switch_rate,would_fix,would_break
1,0,222,222,1,1,1,1.4636396015025863,1.4636396015025863,0.0,58.588372957960146,58.588372957960146,0.41055718475073316,0.41055718475073316,0,0
1,1,826,640,0,10,0,0.7238206700755693,0.8380577301397955,-0.6364295525835815,267.0936953613554,117.29620352039792,0.4027370478983382,0.4173998044965787,0,0
1,2,922,922,1,1,1,1.4287403368315985,1.4287403368315985,0.0,89.51946881744564,89.51946881744564,0.4281524926686217,0.4281524926686217,0,0
1,3,718,718,1,1,1,1.7386629778318115,1.7386629778318115,0.0,70.11865045686694,70.11865045686694,0.44086021505376344,0.44086021505376344,0,0
1,4,107,107,1,1,1,2.165822609888994,2.165822609888994,0.0,78.27109715350856,78.27109715350856,0.4144672531769306,0.4144672531769306,0,0
1,5,468,468,1,1,1,1.3662343261073122,1.3662343261073122,0.0,47.123476424390255,47.123476424390255,0.43010752688172044,0.43010752688172044,0,0
1,6,89,89,1,1,1,1.445549710230117,1.445549710230117,0.0,93.64982540876943,93.64982540876943,0.45161290322580644,0.45161290322580644,0,0
1,7,713,713,1,1,1,1.402331477412561,1.402331477412561,0.0,50.088125153996884,50.088125153996884,0.42717497556207235,0.42717497556207235,0,0
1,8,865,865,1,1,1,1.7732736817773134,1.7732736817773134,0.0,66.18739720500444,66.18739720500444,0.458455522971652,0.458455522971652,0,0
1,9,492,492,1,1,1,1.3789972866282734,1.3789972866282734,0.0,75.51348310094387,75.51348310094387,0.45943304007820135,0.45943304007820135,0,0
1,10,765,765,1,1,1,1.5876081643583375,1.5876081643583375,0.0,84.54679295041588,84.54679295041588,0.4232649071358749,0.4232649071358749,0,0
1,11,1023,1023,1,1,1,1.7489954475880944,1.7489954475880944,0.0,66.94976145450845,66.94976145450845,0.43792766373411535,0.43792766373411535,0,0
1,12,597,394,0,10,0,0.6216232910637016,0.9066596651125656,-1.6391701724749383,132.79136749792596,110.93043063124804,0.4447702834799609,0.4359726295210166,0,0
