packet_index,event_index,detected_start_sample,detected_end_sample,detected_window_count,detected_reference_bin,detected_reference_signed_bin,detected_mean_confidence_db,aligned_start_sample,align_offset_samples,align_peak_bin,align_peak_signed_bin,align_confidence_db,align_peak_share,frame_valid,located_preamble_start_sample,located_sfd_start_sample,located_payload_start_sample,locator_score,preamble_ref_bin,preamble_ref_signed_bin,preamble_stable_count,sync1_bin,sync2_bin,sync1_expected_bin,sync2_expected_bin,sync1_distance,sync2_distance,sfd1_bin,sfd2_bin,sfd_bin_distance,mean_preamble_confidence_db,mean_sfd_confidence_db,grlora_framesync_valid,grlora_coarse_offset_chips,grlora_coarse_offset_samples,grlora_synced_preamble_start_sample,grlora_synced_sfd_start_sample,grlora_synced_payload_start_sample,grlora_fine_preamble_start_sample,grlora_fine_payload_start_sample,grlora_preamble_peak_mean_signed_bin,grlora_preamble_peak_max_abs_signed_bin,grlora_preamble_bin0_count,grlora_preamble_peak_count,grlora_sync1_peak_signed_bin,grlora_sync2_peak_signed_bin,grlora_sync1_expected_signed_bin,grlora_sync2_expected_signed_bin,grlora_sync1_distance,grlora_sync2_distance,grlora_sfd1_peak_signed_bin,grlora_sfd2_peak_signed_bin,grlora_sfd_mean_signed_bin,grlora_up_symbols_used,grlora_cfo_frac_est,grlora_sto_frac_initial,grlora_sto_frac_refined,grlora_sto_frac_used,grlora_sto_sample_correction,grlora_cfo_int_est,grlora_down_val_signed_bin,grlora_cfo_total_est,grlora_cfo_hz_est,grlora_sfo_hat,grlora_sfo_samples_per_symbol,grlora_clk_off,grlora_fs_p,grlora_netid_sto_frac_est,grlora_payload_sto_frac_est,grlora_payload_sto_sample_correction,grlora_netid1_est,grlora_netid2_est,grlora_netid_offset,grlora_netid_valid,grlora_sfo_cum_initial,grlora_fine_preamble_peak_mean_signed_bin,grlora_fine_preamble_peak_max_abs_signed_bin,grlora_fine_preamble_bin0_count,grlora_fine_preamble_peak_count,grlora_spectrum_chirps,grlora_spectrum_raw_peak_signed_bin,grlora_spectrum_peak_signed_bin,grlora_spectrum_peak_relative_db,grlora_spectrum_bin0_relative_db,grlora_spectrum_bin0_is_peak
0,0,327680,622592,8,14373,-2011,0.7967990516031186,335752,8072,7,7,17.21238877673509,0.6317801301425169,0,319064,613976,650840,-44.51422559586294,16315,-69,12,16315,16315,24,32,24,32,11,9,2,9.351616642382377,0.3789573322133944,0,69,276,319340,614252,651116,319342,647548,-482.375,5063,12,16,0,0,24,32,24,32,3139,-2772,183.5,12,0.11306723952293396,-0.4216536023122991,-0.49429057482860506,-0.49429057482860506,-2,-892,-1783,-891.8869327604771,-27218.22914918448,-0.22859517448238595,-0.9143806979295438,-5.580936877011376e-05,125006.97617109626,-0.15181336654678024,-0.1233428580969207,0,1,1,-23,0,-0.1233428580969207,119.41666666666667,2034,0,12,,,,,,
1,1,2850816,3178496,9,15986,-398,2.368592322466686,2867200,16384,15986,-398,2.9574531674962246,0.33775527828946933,1,2885208,3180120,3216984,275.197376779819,8,8,16,32,40,24,32,0,0,5,5,0,3.045148911771818,1.034098901651008,1,-8,-32,2885176,3180088,3216952,2885176,3216972,0.0,0,16,16,24,32,24,32,0,0,13,13,13.0,12,0.04053826630115509,-0.11264068653135739,-0.12256797179916545,-0.12256797179916545,0,6,13,6.040538266301155,184.34259845889756,0.0015482207982112865,0.006192883192845146,3.7798359331330236e-07,124999.95275205084,-0.0977964390277849,-0.09121650063538689,0,25,33,1,1,-0.09121650063538689,1.0,1,0,12,,,,,,
2,2,5341184,5668864,9,1197,1197,5.052169572977267,5352808,11624,7,7,15.16167485419388,0.5699507730989923,1,5385576,5680488,5717352,375.85805865620137,7,7,16,31,39,24,32,0,0,7,7,0,13.620646030049702,2.5526177079755517,1,-7,-28,5385548,5680460,5717324,5385549,5717345,0.0,0,16,16,24,32,24,32,0,0,14,14,14.0,12,-0.022417206317186356,-0.2805501375877999,-0.29062990748732886,-0.29062990748732886,-1,6,13,5.977582793682814,182.42134990487102,0.0015320849891538892,0.006128339956615557,3.7404418680514873e-07,124999.95324447664,-0.2661165476608666,-0.2596051864569626,-1,25,33,1,1,-0.009605186456962622,1.0,1,0,12,,,,,,
3,3,7831552,8159232,9,15114,-1270,1.4959355490119393,7847936,16384,15114,-1270,2.0262672322959143,0.3331911255828085,1,7882752,8177664,8214528,288.88438655550965,15626,-758,16,15650,15658,24,32,0,0,771,771,0,2.0585456753212545,5.623378737573139,1,758,3032,7885784,8180696,8217560,7885784,8217580,0.0,0,16,16,24,32,24,32,0,0,13,13,13.0,12,-0.07447720319032669,-0.009592317749615553,-0.018693107449941126,-0.018693107449941126,0,6,13,5.925522796809673,180.8326048831077,0.0015187417461579027,0.006074966984631611,3.707865591205817e-07,124999.95365168012,0.005606760488585327,0.012061412909756375,0,25,33,1,1,0.012061412909756375,1.0,1,0,12,,,,,,
4,4,10354688,10682368,9,267,267,12.096349161606373,10370032,15344,7,7,17.710543288248545,0.5727466330523707,1,10386408,10681320,10718184,400.0643859332878,5,5,16,29,37,24,32,0,0,8,8,0,16.859936032361944,2.0594317094899472,1,-5,-20,10386388,10681300,10718164,10386389,10718185,0.0,0,16,16,24,32,24,32,0,0,13,13,13.0,12,-0.11324947327375412,-0.24148815148023206,-0.24760482576105725,-0.24760482576105725,-1,6,13,5.886750526726246,179.6493691017531,0.0015088042153799071,0.006035216861519629,3.6836040414548514e-07,124999.95395494948,-0.22346395831497873,-0.21705154039961416,-1,25,33,1,1,0.03294845960038584,1.0,1,0,12,,,,,,
5,5,12877824,13172736,8,1787,1787,1.628843385107968,12887088,9264,7,7,6.978135974488238,0.46240910345368913,1,12887088,13182000,13218864,378.2633471539309,7,7,16,31,39,24,32,0,0,7,7,0,7.438802077559787,14.298516787084019,1,-7,-28,12887060,13181972,13218836,12887059,13218863,0.0,0,16,16,24,32,24,32,0,0,14,14,14.0,12,-0.13694864511489868,0.3457012934471704,0.33581566309843836,0.33581566309843836,1,7,14,6.863051354885101,209.44370589859318,0.001759035102236288,0.007036140408945152,4.2945192925690624e-07,124999.94631850884,0.36396022473421896,0.37143612391872316,1,24,32,0,1,0.12143612391872316,0.0,0,12,12,,,,,,
6,6,15335424,15663104,9,15594,-790,3.6783237841040357,15351808,16384,15594,-790,2.853696396173737,0.3312065453279244,1,15386624,15681536,15718400,347.58040683851783,16106,-278,16,16130,16138,24,32,0,0,292,292,0,5.391231775759872,12.077764394163763,1,278,1112,15387736,15682648,15719512,15387735,15719539,0.0,0,16,16,24,32,24,32,0,0,14,14,14.0,12,-0.13569973409175873,0.32278642038642247,0.31266745148199493,0.31266745148199493,1,7,14,6.864300265908241,209.48181963831303,0.0017593552045079561,0.0070374208180318245,4.2953007922557523e-07,124999.94630874011,0.34081713475412223,0.348294394373281,1,24,32,0,1,0.09829439437328102,0.0,0,12,12,,,,,,
7,7,17858560,18186240,9,845,845,8.844046818773585,17871592,13032,7,7,21.059590646208978,0.6044418461370618,1,17887904,18182816,18219680,440.95791860129236,16373,-11,16,13,21,24,32,0,0,24,24,0,21.111939828999503,3.1192970471292134,1,11,44,17887948,18182860,18219724,17887949,18219745,0.0,0,16,16,24,32,24,32,0,0,13,13,13.0,12,-0.1513427495956421,-0.24989874061398332,-0.25986194049602174,-0.25986194049602174,-1,6,13,5.848657250404358,178.48685456556268,0.0014990407141696632,0.005996162856678653,3.659767368578279e-07,124999.9542529079,-0.23587728906930716,-0.22950636603408603,-1,25,33,1,1,0.02049363396591397,1.0,1,0,12,,,,,,
