branch_dimension,branch_covariance_count,branch_snapshots,branch_diagonal_cv,branch_mean_abs_correlation,branch_max_abs_correlation,pair_dimension,pair_covariance_count,pair_snapshots,pair_diagonal_cv,pair_mean_abs_correlation,pair_max_abs_correlation,dataset,snr_db,seed,packet_index,cfo_int,cfo_frac,offpacket_windows,branch_gls_active,branch_gate_diagonal_cv,branch_gate_mean_abs_correlation,min_branch_correlation,min_branch_diagonal_cv
4,1024,256,0.03655981189923285,0.07311113902106672,0.2071752067117596,2,1024,256,0.06875744429802658,0.05382227915052548,0.19125789581773872,collector_low2_cr47,,42,0,-26,0.020865176277223365,256,1,0.010193269456707952,0.08475893115887612,0.05,0.05
4,1024,256,0.036551265347985806,0.07320030460774397,0.2033581469198344,2,1024,256,0.06885976542994633,0.05399073987616877,0.1831437664361818,collector_low2_cr47,,42,1,-25,-0.020838894605293777,256,1,0.008589975622060418,0.08737465837946745,0.05,0.05
4,1024,256,0.036522790704323904,0.07324850803008537,0.19767395950235006,2,1024,256,0.06910459981057115,0.05442974666098534,0.16466096395919758,collector_low2_cr47,,42,3,-25,-0.09652737627074924,256,1,0.009468000504426288,0.08731629946327212,0.05,0.05
4,1024,256,0.03652131782755645,0.07319922976920168,0.19429700653829496,2,1024,256,0.06928954171976194,0.05472817106757788,0.15268602502187997,collector_low2_cr47,,42,4,-26,-0.13591117540953135,256,1,0.008694361273912682,0.0874211989192172,0.05,0.05
4,1024,256,0.03649665929932226,0.07320017333417693,0.1950738061634565,2,1024,256,0.06936606881337327,0.05497573710963091,0.1503191254628958,collector_low2_cr47,,42,5,-26,-0.17355630584947285,256,1,0.00852336815018091,0.08797297346088356,0.05,0.05
4,1024,256,0.03647076780014213,0.07319271666922353,0.19539075421149515,2,1024,256,0.06938285797455168,0.05523789103981883,0.15308195085307444,collector_low2_cr47,,42,6,-26,-0.21083172214856852,256,1,0.008525040795922771,0.08844663566697596,0.05,0.05
4,1024,256,0.036451093813860413,0.07317832326931,0.19527892926933757,2,1024,256,0.06940651538420149,0.05546734344974329,0.15359566621181378,collector_low2_cr47,,42,7,-26,-0.24509886588014693,256,1,0.008713300508168141,0.08880971315136926,0.05,0.05
4,1024,256,0.03644011511848695,0.07315713574723576,0.19469297925883977,2,1024,256,0.06942060180085388,0.05568357359160857,0.15196794953383963,collector_low2_cr47,,42,8,-26,-0.28294710052541827,256,1,0.009147172274474674,0.089126508077363,0.05,0.05
4,1024,256,0.03648171635095103,0.07312421879904882,0.19792857039135234,2,1024,256,0.06933699437685328,0.05593981023785969,0.14303818623473888,collector_low2_cr47,,42,10,-26,-0.3552365785641136,256,1,0.010568957358575545,0.0894985274811562,0.05,0.05
4,1024,256,0.03651560724552304,0.07310359877514316,0.1997195416269545,2,1024,256,0.0692642242887303,0.055990019330944704,0.14285457064075166,collector_low2_cr47,,42,11,-26,-0.38969380390807457,256,1,0.011443098354441348,0.08958464469078836,0.05,0.05
4,1024,256,0.03656457012284203,0.07306084097623457,0.2003183667819748,2,1024,256,0.06903242133259231,0.05600635016652505,0.14121518096488472,collector_low2_cr47,,42,13,-26,-0.4570740662343594,256,1,0.013293091156746085,0.08963966303026076,0.05,0.05
4,1024,256,0.03657426233931414,0.0730328546687399,0.1992620544193313,2,1024,256,0.06889570435740366,0.055918485852862534,0.13818541662506245,collector_low2_cr47,,42,14,-26,-0.4915443869957818,256,1,0.014221406187283663,0.08963624176018424,0.05,0.05
4,1024,256,0.03654881863365566,0.0730003181810983,0.19879066271592488,2,1024,256,0.06875126740548372,0.05577095332590111,0.1413999679998312,collector_low2_cr47,,42,15,-26,0.47671432219733795,256,1,0.013883518660423038,0.08329961346153218,0.05,0.05
4,1024,256,0.03653721935729709,0.07297322997393058,0.19959398630769776,2,1024,256,0.06864376750579565,0.05555721073005925,0.145248017203344,collector_low2_cr47,,42,16,-26,0.4444897816646357,256,1,0.013754437967397882,0.08302484434714273,0.05,0.05
4,1024,256,0.036518064565328426,0.07295531692539425,0.19955200627893488,2,1024,256,0.06851960763242299,0.05530209399484237,0.14848628007941095,collector_low2_cr47,,42,17,-26,0.41274444345505035,256,1,0.013584960822932647,0.08277957382280791,0.05,0.05
