frame_index,packet_index,event_index,stage,frame_symbol_index,stage_symbol_index,start_sample,sf,bw,os_factor,cfo_int,cfo_frac,cfo_correction_mode,cfo_common_phase_rad,cfo_common_phase_pi,sto_frac,sfo_hat,sfo_cum_before,source_grlora_branch_sample_phases,source_grlora_branch_valid,source_grlora_branch_payload_sto_frac,source_grlora_branch_payload_sto_sample_correction,source_grlora_branch_sfo_hat,source_grlora_branch_sfo_cum_initial,sfo_sample_adjust_after,raw_fft_bin,signed_fft_bin,symbol_value,peak_real,peak_imag,peak_amp,peak_power,peak_phase,peak_margin_db,total_power,header_valid,payload_len,payload_cr,payload_has_crc,payload_ldro
0,0,0,header,0,0,168014,10,125000.0,4,-26,-0.21200106267394453,continuous,-0.0,-0.0,0.4834702051002535,-0.006718269700295762,-0.016529794899746486,,1|1|0|0,-0.010929203316634384|0.239081673526927|0.4834702051002535|-0.2668769079225306,0|1|2|-1,-0.006461803123812735|-0.006461875369302345|-0.006718269700295762|-0.006718022741400771,-0.010929203316634384|-0.010918326473073003|-0.016529794899746486|-0.016876907922530604,0,336,336,83,-1.2173889875411987,-0.8846408724784851,1.504867243395935,2.2646255493164062,-2.513190257285355,31.790229909221463,2.314789694205352,1,33,3,1,0
0,0,0,header,1,1,172110,10,125000.0,4,-26,-0.21200106267394453,continuous,-164.69485994876862,-52.42400212534789,0.4834702051002535,-0.006718269700295762,-0.023248064600042247,,1|1|0|0,-0.010929203316634384|0.239081673526927|0.4834702051002535|-0.2668769079225306,0|1|2|-1,-0.006461803123812735|-0.006461875369302345|-0.006718269700295762|-0.006718022741400771,-0.010929203316634384|-0.010918326473073003|-0.016529794899746486|-0.016876907922530604,0,688,-336,171,0.06982389092445374,1.4974650144577026,1.4990920069390796,2.247276782989502,1.5242020137291774,30.907001926916692,2.295646212998518,1,33,3,1,0
0,0,0,header,2,2,176206,10,125000.0,4,-26,-0.21200106267394453,continuous,-329.38971989753725,-104.84800425069578,0.4834702051002535,-0.006718269700295762,-0.02996633430033801,,1|1|0|0,-0.010929203316634384|0.239081673526927|0.4834702051002535|-0.2668769079225306,0|1|2|-1,-0.006461803123812735|-0.006461875369302345|-0.006718269700295762|-0.006718022741400771,-0.010929203316634384|-0.010918326473073003|-0.016529794899746486|-0.016876907922530604,0,56,56,13,0.8397700190544128,-1.236793041229248,1.4949483976832583,2.234870672225952,-0.9743106873181662,27.681254299011083,2.294911440256051,1,33,3,1,0
0,0,0,header,3,3,180302,10,125000.0,4,-26,-0.21200106267394453,continuous,-494.08457984630587,-157.27200637604366,0.4834702051002535,-0.006718269700295762,-0.03668460400063377,,1|1|0|0,-0.010929203316634384|0.239081673526927|0.4834702051002535|-0.2668769079225306,0|1|2|-1,-0.006461803123812735|-0.006461875369302345|-0.006718269700295762|-0.006718022741400771,-0.010929203316634384|-0.010918326473073003|-0.016529794899746486|-0.016876907922530604,0,80,80,19,0.5213169455528259,-1.4050661325454712,1.4986601331011697,2.2459821701049805,-1.2155137054293133,26.076806119140052,2.3005861674903585,1,33,3,1,0
0,0,0,header,4,4,184398,10,125000.0,4,-26,-0.21200106267394453,continuous,-658.7794397950745,-209.69600850139156,0.4834702051002535,-0.006718269700295762,-0.04340287370092954,,1|1|0|0,-0.010929203316634384|0.239081673526927|0.4834702051002535|-0.2668769079225306,0|1|2|-1,-0.006461803123812735|-0.006461875369302345|-0.006718269700295762|-0.006718022741400771,-0.010929203316634384|-0.010918326473073003|-0.016529794899746486|-0.016876907922530604,0,688,-336,171,0.49118170142173767,1.4211289882659912,1.5036179917457335,2.260867118835449,1.238021850705295,28.732657235773193,2.3210067858803676,1,33,3,1,0
0,0,0,header,5,5,188494,10,125000.0,4,-26,-0.21200106267394453,continuous,-823.4742997438432,-262.12001062673943,0.4834702051002535,-0.006718269700295762,-0.0501211434012253,,1|1|0|0,-0.010929203316634384|0.239081673526927|0.4834702051002535|-0.2668769079225306,0|1|2|-1,-0.006461803123812735|-0.006461875369302345|-0.006718269700295762|-0.006718022741400771,-0.010929203316634384|-0.010918326473073003|-0.016529794899746486|-0.016876907922530604,0,56,56,13,0.4237838387489319,-1.432740569114685,1.4941011613581767,2.2323379516601562,-1.283210547003768,23.589052323361987,2.3085809872364464,1,33,3,1,0
0,0,0,header,6,6,192590,10,125000.0,4,-26,-0.21200106267394453,continuous,-988.1691596926117,-314.5440127520873,0.4834702051002535,-0.006718269700295762,-0.05683941310152107,,1|1|0|0,-0.010929203316634384|0.239081673526927|0.4834702051002535|-0.2668769079225306,0|1|2|-1,-0.006461803123812735|-0.006461875369302345|-0.006718269700295762|-0.006718022741400771,-0.010929203316634384|-0.010918326473073003|-0.016529794899746486|-0.016876907922530604,0,728,-296,181,1.0857666730880737,1.0415340662002563,1.5045539137712494,2.2636828422546387,0.7646083271565198,26.815384547502397,2.3306070096914313,1,33,3,1,0
0,0,0,header,7,7,196686,10,125000.0,4,-26,-0.21200106267394453,continuous,-1152.8640196413803,-366.96801487743517,0.4834702051002535,-0.006718269700295762,-0.06355768280181683,,1|1|0|0,-0.010929203316634384|0.239081673526927|0.4834702051002535|-0.2668769079225306,0|1|2|-1,-0.006461803123812735|-0.006461875369302345|-0.006718269700295762|-0.006718022741400771,-0.010929203316634384|-0.010918326473073003|-0.016529794899746486|-0.016876907922530604,0,408,408,101,-1.2879365682601929,0.767489492893219,1.4992733992048726,2.2478208541870117,2.6041886765516757,24.482501843675752,2.3170554076494696,1,33,3,1,0
0,0,0,payload,8,0,200782,10,125000.0,4,-26,-0.21200106267394453,continuous,-1317.558879590149,-419.3920170027831,0.4834702051002535,-0.006718269700295762,-0.07027595250211259,,1|1|0|0,-0.010929203316634384|0.239081673526927|0.4834702051002535|-0.2668769079225306,0|1|2|-1,-0.006461803123812735|-0.006461875369302345|-0.006718269700295762|-0.006718022741400771,-0.010929203316634384|-0.010918326473073003|-0.016529794899746486|-0.016876907922530604,0,802,-222,801,1.4900144338607788,0.09650997817516327,1.4931366946803053,2.229457139968872,0.06468081904618168,22.543220224023074,2.314927117780016,1,33,3,1,0
0,0,0,payload,9,1,204878,10,125000.0,4,-26,-0.21200106267394453,continuous,-1482.2537395389177,-471.816019128131,0.4834702051002535,-0.006718269700295762,-0.07699422220240836,,1|1|0|0,-0.010929203316634384|0.239081673526927|0.4834702051002535|-0.2668769079225306,0|1|2|-1,-0.006461803123812735|-0.006461875369302345|-0.006718269700295762|-0.006718022741400771,-0.010929203316634384|-0.010918326473073003|-0.016529794899746486|-0.016876907922530604,0,710,-314,709,1.3226678371429443,0.7088674902915955,1.500647635590947,2.2519431114196777,0.4919827142313805,23.12832390531783,2.3326141128075317,1,33,3,1,0
