packet_index,event_index,symbol_index,selected_bin,signed_bin,symbol_value,phase_at_bin,phase_predicted,phase_residual_rad,phase_score,margin,confidence,amplitude,energy_ratio,argmax_bin,argmax_is_selected,rank_by_amp,gt_bin,is_correct
1,1,0,222,222,221,-0.279694,-0.530561,0.250867,0.908638,0.123824,0.4980,14.772322,0.005704,152,0,0,222,1
1,1,1,826,-198,825,0.532545,-0.875408,1.407952,0.546569,-0.256598,0.2294,5.479729,0.000793,1007,0,0,826,1
1,1,2,922,-102,921,0.384559,-2.774538,-3.124088,0.908607,0.103119,0.4795,3.011323,0.000229,637,0,0,922,1
1,1,3,718,-306,717,-0.889816,-0.926461,0.036644,1.000000,0.178687,0.5888,12.580151,0.004336,841,0,0,718,1
1,1,4,107,107,106,-0.557558,1.111261,-1.668820,0.876951,0.162828,0.5253,8.063198,0.001671,989,0,0,107,1
1,1,5,468,468,467,2.916183,-0.759496,-2.607506,0.854110,0.054079,0.4069,1.769551,0.000083,880,0,0,468,1
1,1,6,89,89,88,2.626118,1.705681,0.920437,0.932366,0.107895,0.4918,2.750564,0.000203,921,0,0,89,1
1,1,7,713,-311,712,-1.117382,1.640454,-2.757836,0.823691,-0.048729,0.3391,7.293960,0.001340,909,0,0,713,1
1,1,8,865,-159,864,-1.676954,1.342215,-3.019169,0.869156,0.010984,0.3690,12.666800,0.004434,434,0,0,865,1
1,1,9,492,492,491,-1.706828,-0.596083,-1.110745,0.882517,0.041845,0.4041,1.770539,0.000085,615,0,0,492,1
1,1,10,765,-259,764,-1.157260,-3.993144,2.835884,0.952014,0.065969,0.4575,8.381666,0.001894,858,0,1,765,1
1,1,11,1023,-1,1022,-1.585938,-3.502802,1.916864,0.903163,0.214126,0.5861,3.558423,0.000352,975,0,0,1023,1
1,1,12,597,-427,596,-0.492485,0.557558,-1.050043,0.970491,0.176256,0.5756,7.389926,0.001463,607,0,0,597,1
1,1,13,562,-462,561,-1.874331,-1.465089,-0.409242,0.856553,0.060365,0.4126,9.059364,0.002109,34,0,0,562,1
1,1,14,478,478,477,-0.381256,1.051974,-1.433230,0.871690,0.071249,0.4296,6.928852,0.001287,288,0,0,478,1
1,1,15,267,267,266,-1.088134,-0.043185,-1.044949,0.861178,0.058616,0.4142,8.564663,0.001972,615,0,0,267,1
1,1,16,917,-107,916,-1.807250,-1.130801,-0.676449,0.356272,-0.474371,0.1525,12.860287,0.004161,950,0,0,917,1
1,1,17,656,-368,655,-2.171776,1.780179,2.331230,0.398002,-0.316710,0.1715,15.542165,0.006420,784,0,0,656,1
1,1,18,889,-135,888,-1.139434,5.807554,-0.663803,0.914524,0.194359,0.5716,5.125571,0.000683,811,0,0,889,1
1,1,19,510,510,509,-1.883625,0.054951,-1.938576,0.957336,0.150467,0.5444,8.839318,0.002072,34,0,0,510,1
1,1,20,860,-164,859,2.973826,2.334548,0.639278,1.000000,0.208656,0.6195,6.627615,0.001138,544,0,0,860,1
1,1,21,553,-471,552,-1.657824,4.905665,-0.280304,0.871299,0.006076,0.3626,11.400349,0.003449,594,0,3,553,1
1,1,22,629,-395,628,-2.602369,5.063118,-1.382302,0.427309,-0.295400,0.1820,8.483136,0.001858,751,0,0,629,1
1,1,23,759,-265,758,3.035140,0.066667,2.968473,0.613446,-0.252403,0.2567,3.259319,0.000278,949,0,0,759,1
1,1,24,874,-150,873,2.483049,1.134499,1.348550,0.838850,0.058687,0.4071,10.240940,0.002666,125,0,0,874,1
1,1,25,720,-304,719,-2.901226,2.443210,0.938750,0.888172,0.028891,0.3941,6.525404,0.001055,196,0,0,720,1
1,1,26,314,314,313,2.399386,2.698847,-0.299462,0.844567,0.021608,0.3694,13.598115,0.004687,404,0,0,314,1
1,1,27,602,-422,601,1.041915,2.389445,-1.347531,0.616864,-0.151012,0.2580,7.273271,0.001421,879,0,0,602,1
1,1,28,7,7,6,1.602751,1.651442,-0.048691,0.998171,0.169881,0.5807,3.218009,0.000267,13,0,0,7,1
1,1,29,610,-414,609,2.425379,1.879970,0.545409,0.994438,0.287665,0.6983,9.384145,0.002278,547,0,0,610,1
1,1,30,600,-424,599,-1.400836,2.214012,2.668337,0.863957,0.001606,0.3564,15.588815,0.006137,600,1,0,807,0
1,1,31,668,-356,667,-1.755645,-1.127280,-0.628365,0.808990,-0.060765,0.3356,17.759790,0.007989,668,1,0,897,0
1,1,32,568,-456,567,-1.587891,-1.482088,-0.105803,0.994408,0.172495,0.5784,14.672194,0.005433,568,1,0,749,0
1,1,33,429,429,428,-1.661932,-1.420138,-0.241794,0.970910,0.247392,0.6477,17.264091,0.007937,429,1,0,584,0
1,1,34,790,-234,789,-1.040855,-1.735973,0.695117,0.767979,0.032175,0.3505,16.360357,0.007416,790,1,0,934,0
2,2,0,803,-221,802,-2.289589,-4.201725,1.912136,0.380600,-0.454152,0.1632,11.335787,0.003276,961,0,0,803,1
2,2,1,826,-198,825,3.114412,-3.297823,0.129049,0.913494,0.056796,0.4328,15.127177,0.005865,239,0,0,826,1
2,2,2,922,-102,921,-2.792902,0.025369,-2.818271,0.931078,0.388616,0.6916,10.990660,0.003173,48,0,0,922,1
2,2,3,718,-306,717,2.978605,0.187647,2.790957,0.540223,-0.310418,0.2254,10.032772,0.002621,650,0,0,718,1
2,2,4,86,86,85,-1.209944,2.711113,2.362128,0.993747,0.154212,0.5620,0.218852,0.000001,724,0,0,86,1
2,2,5,468,468,467,2.353305,4.458268,-2.104963,0.914025,0.127958,0.5050,4.871281,0.000640,75,0,0,468,1
2,2,6,89,89,88,2.495542,1.563524,0.932017,0.702363,0.000877,0.2944,6.718056,0.001180,503,0,0,89,1
2,2,7,713,-311,712,1.657255,3.990872,-2.333617,0.977012,0.096574,0.5004,3.501406,0.000311,376,0,1,713,1
2,2,8,865,-159,864,1.587905,-3.541377,-1.153903,0.943632,0.236161,0.6239,7.568579,0.001534,946,0,0,865,1
2,2,9,492,492,491,0.066077,4.831797,1.517465,0.917622,0.243227,0.6224,2.406927,0.000155,1000,0,0,492,1
2,2,10,765,-259,764,1.409580,-1.680205,3.089785,0.878801,0.115744,0.4818,1.887383,0.000097,985,0,0,765,1
2,2,11,1023,-1,1022,1.060211,2.008851,-0.948640,0.868127,0.070573,0.4282,12.032004,0.003757,61,0,0,1023,1
2,2,12,597,-427,596,1.464187,-0.081100,1.545287,0.695708,-0.157072,0.2880,2.938268,0.000227,499,0,0,597,1
2,2,13,562,-462,561,1.235598,-0.584617,1.820214,0.929781,0.073291,0.4551,12.549501,0.004092,699,0,0,562,1
2,2,14,478,478,477,0.568588,0.090237,0.478351,0.994958,0.112738,0.5252,13.097332,0.004167,248,0,0,478,1
2,2,15,267,267,266,1.006128,0.589031,0.417097,0.900844,0.144598,0.5161,7.766409,0.001552,906,0,0,267,1
2,2,16,917,-107,916,0.230765,1.712971,-1.482206,0.782453,0.101522,0.4283,14.208986,0.004939,377,0,0,917,1
2,2,17,656,-368,655,-0.021808,1.439104,-1.460913,0.965030,0.092424,0.4890,12.113918,0.003691,29,0,0,656,1
2,2,18,889,-135,888,-0.126154,2.367915,-2.494069,0.879553,0.301324,0.6646,13.542883,0.004945,382,0,0,889,1
2,2,19,510,510,509,-1.499978,-0.455974,-1.044003,0.934693,0.144047,0.5282,9.409558,0.002369,671,0,0,510,1
2,2,20,860,-164,859,-2.873215,-4.521463,1.648249,0.858272,0.082913,0.4369,4.305212,0.000467,940,0,0,860,1
2,2,21,553,-471,552,-0.979171,-3.711145,2.731973,0.999467,0.369123,0.7141,12.315717,0.003886,232,0,0,553,1
2,2,22,629,-395,628,-2.268805,0.605910,-2.874715,0.918850,0.009640,0.3863,3.592577,0.000330,752,0,1,629,1
2,2,23,759,-265,758,-2.003879,2.816082,1.463225,0.948192,0.145480,0.5375,7.355188,0.001486,980,0,0,759,1
2,2,24,874,-150,873,-2.465303,-1.863282,-0.602021,0.872736,0.094085,0.4527,11.063334,0.003226,443,0,0,874,1
2,2,25,720,-304,719,-2.579286,0.874418,2.829481,0.999919,0.141914,0.5539,9.343850,0.002268,321,0,0,720,1
2,2,26,314,314,313,2.478278,0.954715,1.523562,0.963014,0.138372,0.5334,2.402679,0.000152,166,0,0,314,1
2,2,27,602,-422,601,1.806124,-0.403007,2.209132,0.896441,0.041973,0.4112,9.956228,0.002542,552,0,2,602,1
2,2,28,7,7,6,1.902748,1.184155,0.718593,0.681345,-0.100121,0.2866,2.167816,0.000119,676,0,0,7,1
2,2,29,610,-414,609,0.430828,-0.365242,0.796070,0.951112,0.094783,0.4855,8.189083,0.001682,885,0,0,610,1
2,2,30,259,259,258,-1.326134,-0.465480,-0.860655,0.651941,-0.158147,0.2703,15.710204,0.006342,259,1,0,775,0
2,2,31,268,268,267,0.074523,-2.054334,2.128857,0.869407,0.137852,0.4967,17.094027,0.007420,268,1,0,912,0
2,2,32,802,-222,801,-0.891585,-0.339695,-0.551890,0.851535,0.289939,0.6460,19.589849,0.010292,802,1,0,768,0
2,2,33,692,-332,691,1.165518,-1.857694,3.023212,0.867133,0.158098,0.5169,17.126400,0.007944,692,1,0,581,0
2,2,34,567,-457,566,-3.059841,2.566175,0.657169,0.791725,-0.080282,0.3272,16.647545,0.007000,567,1,0,93,0
3,3,0,222,222,221,1.129501,2.017026,-0.887526,1.000000,0.135854,0.5478,3.514349,0.000323,258,0,0,222,1
3,3,1,711,-313,710,-2.758727,-2.953608,0.194881,0.999170,0.132678,0.5423,9.206359,0.002211,306,0,0,711,1
3,3,2,871,-153,870,-0.223437,-2.864372,2.640935,1.000000,0.066009,0.4747,5.601214,0.000792,65,0,0,871,1
3,3,3,718,-306,717,1.106718,1.392049,-0.285331,1.000000,0.048078,0.4578,7.561696,0.001482,395,0,0,718,1
3,3,4,107,107,106,0.697030,-1.650843,2.347873,1.000000,0.250352,0.6615,5.032215,0.000659,834,0,0,107,1
3,3,5,468,468,467,0.287588,4.163017,2.407757,0.751937,-0.170576,0.3102,11.340222,0.003084,877,0,0,468,1
3,3,6,89,89,88,0.501846,-0.628598,1.130444,1.000000,0.066107,0.4754,12.773188,0.004320,360,0,0,89,1
3,3,7,713,-311,712,0.362770,3.496568,-3.133798,0.945302,-0.017680,0.3890,10.616551,0.002874,407,0,0,713,1
3,3,8,865,-159,864,0.987325,-1.239797,2.227123,0.614802,-0.342484,0.2556,8.545847,0.001972,769,0,0,865,1
3,3,9,492,492,491,-0.204565,-1.178024,0.973459,0.925047,0.052482,0.4322,8.910080,0.002025,927,0,0,492,1
3,3,10,765,-259,764,0.360144,-0.597228,0.957371,1.000000,0.074622,0.4829,11.884832,0.003626,76,0,0,765,1
3,3,11,1023,-1,1022,-0.641386,1.927503,-2.568889,0.802507,0.004795,0.3382,5.276385,0.000737,796,0,0,1023,1
3,3,12,597,-427,596,-2.307211,4.176560,-0.200586,0.779013,-0.076598,0.3240,6.555721,0.001139,815,0,0,597,1
3,3,13,562,-462,561,-1.214033,0.858534,-2.072566,1.000000,0.102171,0.5135,7.705701,0.001528,264,0,0,562,1
3,3,14,478,478,477,-0.877236,-1.378749,0.501513,0.977167,-0.016535,0.4001,11.333489,0.003476,574,0,0,478,1
3,3,15,267,267,266,-0.650723,-0.197212,-0.453512,1.000000,0.014750,0.4259,10.067855,0.002688,566,0,0,267,1
3,3,16,917,-107,916,-1.550794,-4.677895,3.127102,0.999920,0.015535,0.4263,13.856502,0.004826,654,0,0,917,1
3,3,17,656,-368,655,-2.167568,0.050144,-2.217712,1.000000,0.066562,0.4755,13.086756,0.004601,33,0,0,656,1
3,3,18,889,-135,888,3.047209,1.429034,1.618176,0.987485,0.195269,0.6017,14.781768,0.005677,923,0,0,889,1
3,3,19,510,510,509,-3.008117,0.203262,3.071806,1.000000,0.001604,0.4122,16.499142,0.007061,510,1,0,510,1
3,3,20,860,-164,859,2.982503,-1.629228,-1.671455,1.000000,0.107934,0.5170,11.218880,0.003402,398,0,0,860,1
