packet_index,event_index,stage,symbol_index,start_sample,peak_bin,signed_peak_bin,expected_signed_bin,distance_to_expected,peak_power,second_power,confidence_db,peak_share
0,0,preamble,0,2739240,3838,-258,0,258,0.007047928736699678,0.006082401561209869,0.6398641521844863,0.0028729965661608335
0,0,preamble,1,2743336,79,79,0,79,0.0066572708645579095,0.004821684748259309,1.4009741556591155,0.00272239500613928
0,0,preamble,2,2747432,442,442,0,442,0.006537042314352702,0.00536542758536776,0.8577695839087416,0.0025769185995000218
0,0,preamble,3,2751528,302,302,0,302,0.011437572642466799,0.010646188394638335,0.3113971821309861,0.0022350366563286005
0,0,preamble,4,2755624,952,952,0,952,0.012515950876999275,0.011941051492599017,0.2042127881915774,0.002261063456408499
0,0,preamble,5,2759720,4068,-28,0,28,0.006153278370938878,0.005800664258462834,0.25628833478083624,0.0025198994352536312
0,0,preamble,6,2763816,0,0,0,0,0.010208620029689652,0.005695840540630937,2.5340921704674964,0.004188350433803922
0,0,preamble,7,2767912,0,0,0,0,0.00644701908598253,0.005832061780220419,0.4353684000935347,0.0026234457013314715
0,0,preamble,8,2772008,442,442,0,442,0.005574725732293608,0.005424198495850924,0.11887931702048388,0.0022787652448137234
0,0,preamble,9,2776104,0,0,0,0,0.008603382376634626,0.005391500387903624,2.0295958472101856,0.0035779320836055646
0,0,preamble,10,2780200,3843,-253,0,253,0.006778915968290963,0.005066174585422683,1.2648009847846373,0.0027979677078986977
0,0,preamble,11,2784296,0,0,0,0,0.006018534697730329,0.005554251971614942,0.34865190778502986,0.002468170148431874
0,0,preamble,12,2788392,0,0,0,0,0.007008258318860826,0.004448848574376574,1.9736247730402376,0.0028977929033964455
0,0,preamble,13,2792488,0,0,0,0,0.008422457140676224,0.0048847901235545745,2.3659290080080293,0.0034403459463148668
0,0,preamble,14,2796584,231,231,0,231,0.005923715531218146,0.004590077894951752,1.1077413894892483,0.0023930998981368254
0,0,preamble,15,2800680,0,0,0,0,0.006937667392749446,0.006709413608951136,0.1452890971167892,0.001944361840740293
0,0,preamble,16,2804776,1929,1929,0,1929,0.012559460226027613,0.011557879230969306,0.36092822736262914,0.002157798531278259
0,0,preamble,17,2808872,1,1,0,1,0.009183918684317397,0.008536596087062193,0.3174329670140129,0.002034347466292169
0,0,preamble,18,2812968,0,0,0,0,0.007975217367168698,0.005925645499083548,1.2900686241497463,0.003278314592931649
0,0,preamble,19,2817064,0,0,0,0,0.015302217524131058,0.005002401419360502,4.85575832358583,0.006292509912821859
0,0,preamble,20,2821160,3664,-432,0,432,0.006151388330607391,0.005630147458708762,0.3845337486843467,0.002558472774114953
0,0,preamble,21,2825256,0,0,0,0,0.008531266835676683,0.005333638512530448,2.039899477291918,0.0035326738034658707
0,0,preamble,22,2829352,3816,-280,0,280,0.005750078998924733,0.005729857067083751,0.01530022892977283,0.0023496561351044913
0,0,preamble,23,2833448,450,450,0,450,0.008135727525486117,0.006961723470970682,0.6767962662633774,0.003303882038499593
0,0,preamble,24,2837544,0,0,0,0,0.010689837369591714,0.004694777921836439,3.5735604454098975,0.004149794170528269
0,0,preamble,25,2841640,1286,1286,0,1286,0.00670215093961053,0.006693355356830257,0.005703216483229846,0.0028077888521670026
0,0,preamble,26,2845736,3759,-337,0,337,0.006652433693893939,0.006093814895292376,0.38091296516997863,0.0027891357158798657
0,0,preamble,27,2849832,0,0,0,0,0.007617939853267512,0.006148858597545274,0.9304303351662412,0.0031424156121919325
0,0,preamble,28,2853928,858,858,0,858,0.013050775536804149,0.009902232867141805,1.1990318494863876,0.0025265435362239654
0,0,preamble,29,2858024,4061,-35,0,35,0.011686566880362034,0.011608112780182239,0.02925329913274336,0.0021577520500680515
0,0,preamble,30,2862120,0,0,0,0,0.013812705398172375,0.00625738183168454,3.438860922692692,0.005645054666826113
0,0,preamble,31,2866216,3698,-398,0,398,0.006282357438836724,0.006219458061832294,0.043700985416473756,0.0025962203449171623
0,0,sync,32,2870312,3765,-331,24,355,0.006027621674627612,0.005214638139756771,0.6292180914286029,0.0024573338721840324
0,0,sync,33,2874408,784,784,32,752,0.004718282156852055,0.004703165665840251,0.013936317197224192,0.0019737488437415957
0,0,sfd,34,2878504,3864,-232,,,0.004932953994212669,0.004777433361189937,0.13912427215773399,0.001987115872085918
0,0,sfd,35,2882600,99,99,,,0.005617720026960262,0.005526741084389605,0.07090971938710008,0.0022641186793075823
1,1,preamble,0,4243700,249,249,0,249,0.007008163868131817,0.006522323211233956,0.3120193185310803,0.0019351652023604682
1,1,preamble,1,4247796,168,168,0,168,0.0058083441661385925,0.005792110469332848,0.01215505731003207,0.002379068921144605
1,1,preamble,2,4251892,3958,-138,0,138,0.0046119726371140765,0.004466898290478376,0.13880658086774997,0.0019188445851002027
1,1,preamble,3,4255988,3864,-232,0,232,0.006507546273848505,0.005268853013966088,0.9170118181341862,0.0027028912618671194
1,1,preamble,4,4260084,0,0,0,0,0.010080594723964493,0.004930917785850695,3.105583933835659,0.004117002336410278
1,1,preamble,5,4264180,0,0,0,0,0.008136188024011339,0.006605474108422432,0.9051698181052863,0.0033804947246188536
1,1,preamble,6,4268276,3418,-678,0,678,0.007069057761766188,0.006475066381138191,0.38117305246619315,0.0029425010561598746
1,1,preamble,7,4272372,3018,-1078,0,1078,0.005015521865252242,0.00456016351405493,0.41335712599114954,0.0020382900870810645
1,1,preamble,8,4276468,374,374,0,374,0.00542223978397927,0.004953262852451588,0.39287344081837206,0.0022512204572109813
1,1,preamble,9,4280564,3600,-496,0,496,0.0052268958393041345,0.004642712425746256,0.514720617725863,0.002202309816035503
1,1,preamble,10,4284660,0,0,0,0,0.012446700287707502,0.006460129954990289,2.848129774582044,0.004753706207609016
1,1,preamble,11,4288756,4030,-66,0,66,0.01473388955180098,0.01313204193368686,0.49985149108738947,0.002351402484773484
1,1,preamble,12,4292852,921,921,0,921,0.009276047978823672,0.009186458362033691,0.04214875367804488,0.0019571522006837545
1,1,preamble,13,4296948,265,265,0,265,0.007556367690838485,0.004990300871049922,1.801863518850039,0.0030748565276286013
1,1,preamble,14,4301044,3928,-168,0,168,0.005091070443289287,0.004630502888707906,0.4118094678409972,0.002125880124634883
1,1,preamble,15,4305140,0,0,0,0,0.00597964375125406,0.005685943411189511,0.21872777730905832,0.0024808217434731817
1,1,preamble,16,4309236,4028,-68,0,68,0.004833243820690131,0.004674281975333285,0.14523796775496356,0.0019956133992730437
1,1,preamble,17,4313332,0,0,0,0,0.00917911409373113,0.006683712154930508,1.3778303002836672,0.0038981470058467066
1,1,preamble,18,4317428,0,0,0,0,0.006081379453877879,0.0050334456832164505,0.8213671607979983,0.00246880211214446
1,1,preamble,19,4321524,0,0,0,0,0.009537004518160109,0.006759566373852265,1.494931515352361,0.00391355622365475
1,1,preamble,20,4325620,456,456,0,456,0.006138743674758118,0.005927010601651837,0.15243795588481057,0.0025488256663250175
1,1,preamble,21,4329716,0,0,0,0,0.008648235090024338,0.006571668282891257,1.1925185328699526,0.0035781298427237096
1,1,preamble,22,4333812,4020,-76,0,76,0.007438434139573591,0.006255346346108942,0.7523016137104971,0.0029885272748126513
1,1,preamble,23,4337908,4045,-51,0,51,0.011775417275292318,0.010117816984703813,0.6588948634834023,0.0024949243699293445
1,1,preamble,24,4342004,640,640,0,640,0.01164070413377974,0.01065482285822089,0.3843301737206673,0.0019481237253008727
1,1,preamble,25,4346100,390,390,0,390,0.008140675436734994,0.007227262592714699,0.5168660555692445,0.0029795373877814055
1,1,preamble,26,4350196,2849,-1247,0,1247,0.005485179678687233,0.005484196018705012,0.000778892282073202,0.002205996300372822
1,1,preamble,27,4354292,160,160,0,160,0.005686187714752669,0.004803546999556005,0.7325914835294917,0.0023466681145561698
1,1,preamble,28,4358388,224,224,0,224,0.007839211163300266,0.006283106436715386,0.9609794632174341,0.0031504352793455836
1,1,preamble,29,4362484,2,2,0,2,0.005074196074254497,0.0048160562632506496,0.22675693079858353,0.00202567021164995
1,1,preamble,30,4366580,3941,-155,0,155,0.005465533140579275,0.005178435217230511,0.2343398446940159,0.002243475429925723
1,1,preamble,31,4370676,4095,-1,0,1,0.0069031547749526245,0.005786276586853807,0.7664842147422629,0.0027583504786496504
1,1,sync,32,4374772,4095,-1,24,25,0.006450797747177471,0.005455260419108397,0.727979381662093,0.0026207684162612714
1,1,sync,33,4378868,4095,-1,32,33,0.008933477564130305,0.005776755644424449,1.8933655367781683,0.003459516693882814
1,1,sfd,34,4382964,3632,-464,,,0.005558239915921547,0.0053240452624555516,0.1869554975737703,0.002217902194465215
1,1,sfd,35,4387060,4063,-33,,,0.006194472876053501,0.005427110915422796,0.5743565815440627,0.0022539530900899394
2,2,preamble,0,7273108,3404,-692,0,692,0.01733144955751977,0.016201411507894038,0.2928203447461274,0.0025348787383265396
2,2,preamble,1,7277204,1486,1486,0,1486,0.005034948781579944,0.004955439300695886,0.06912896195129689,0.0020233543623340866
2,2,preamble,2,7281300,205,205,0,205,0.005422124559841653,0.004722889937299156,0.5996166534341791,0.0022580968782368338
2,2,preamble,3,7285396,3518,-578,0,578,0.005538923531540944,0.0053877574335466465,0.12017334690364212,0.0023642237574298427
2,2,preamble,4,7289492,2943,-1153,0,1153,0.00461689895005024,0.004462617129928159,0.1476074110311942,0.0019556346174464424
2,2,preamble,5,7293588,0,0,0,0,0.008284285105656758,0.005296964830468271,1.9422794740766525,0.0034156342324908997
2,2,preamble,6,7297684,3885,-211,0,211,0.0045480334018557465,0.00452861928850939,0.01857833596317302,0.00192076268909119
2,2,preamble,7,7301780,676,676,0,676,0.006479271256316888,0.006213336729285767,0.1820127150765104,0.0026484973022666536
2,2,preamble,8,7305876,438,438,0,438,0.005438782107821156,0.004977497874849764,0.3849057688669637,0.002260103951790731
2,2,preamble,9,7309972,69,69,0,69,0.013287194512751094,0.011738802172591552,0.538095089750577,0.002256455496795272
2,2,preamble,10,7314068,3983,-113,0,113,0.013843774594050255,0.01317070097666482,0.2164562966328867,0.002315325879440144
2,2,preamble,11,7318164,0,0,0,0,0.0090837351397057,0.005350832283813093,2.2984312404371017,0.003654643314600256
2,2,preamble,12,7322260,377,377,0,377,0.006798698070155379,0.005735289099881573,0.7387044024679463,0.0024239147074607784
2,2,preamble,13,7326356,0,0,0,0,0.008991509278493662,0.00716748685405797,0.9846569169637935,0.0035453660760680667
2,2,preamble,14,7330452,0,0,0,0,0.005717282006114013,0.005503905171365791,0.16518671721337683,0.0023868960174743803
2,2,preamble,15,7334548,1094,1094,0,1094,0.0046415430911476655,0.00457037856463875,0.06710212521221871,0.001992295591477457
2,2,preamble,16,7338644,0,0,0,0,0.006512315723427961,0.005310497111335885,0.8860027047299672,0.0026662414774885038
2,2,preamble,17,7342740,391,391,0,391,0.005427483794039671,0.005151086523033945,0.22699690559627203,0.0022862452776154
2,2,preamble,18,7346836,0,0,0,0,0.00689111315726628,0.0059117669024244795,0.6657207967338409,0.0028555759914640753
2,2,preamble,19,7350932,0,0,0,0,0.006738411554260935,0.005523668714909369,0.8632990872729498,0.002808798815049253
2,2,preamble,20,7355028,0,0,0,0,0.009327384876602255,0.004570112494830778,3.09833006955569,0.003936623445906561
2,2,preamble,21,7359124,1220,1220,0,1220,0.01010947874277596,0.009605010143637033,0.22230935561128815,0.002030557213888817
2,2,preamble,22,7363220,0,0,0,0,0.020679646138681444,0.014920952947219904,1.4174654218490677,0.003079212693503096
2,2,preamble,23,7367316,0,0,0,0,0.00904780239496364,0.005257274421167042,2.35782459904836,0.0036887697887593813
2,2,preamble,24,7371412,0,0,0,0,0.007660228822724763,0.006791190099896476,0.5229585539950281,0.003213869539948365
2,2,preamble,25,7375508,0,0,0,0,0.010950358121163685,0.004612302245815099,3.7551056357313133,0.004498109843501346
