event_index,start_sample,end_sample,first_window_index,last_window_index,window_count,reference_bin,reference_signed_bin,bin_min,bin_max,mean_peak_power,mean_confidence_db,max_peak_share,sf,bw,samp_rate,os_factor,chirp_samples,win_chirps,hop_samples,min_periodic_peaks,bin_tol
0,2748416,2908160,671,702,32,246,246,244,246,0.036307923650316334,2.7876516008292596,0.0022101422127096815,10,125000.0,500000.0,4,4096,8,4096,25,2
1,4235264,4407296,1034,1068,35,4035,-61,4034,4035,0.036479985243007884,1.749491572650199,0.002515538726054447,10,125000.0,500000.0,4,4096,8,4096,25,2
2,7270400,7409664,1775,1801,27,348,348,347,348,0.029745383817847002,1.3892825788239138,0.001578849873410809,10,125000.0,500000.0,4,4096,8,4096,25,2
3,8740864,8908800,2134,2167,34,40,40,40,40,0.06314968643782617,4.090638202952958,0.002989355718718433,10,125000.0,500000.0,4,4096,8,4096,25,2
4,10235904,10407936,2499,2533,35,3828,-268,3828,3828,0.053905827984496904,3.552748364215238,0.0025807984374368576,10,125000.0,500000.0,4,4096,8,4096,25,2
5,13250560,13414400,3235,3267,33,141,141,141,141,0.05992475661979911,3.7737711070832822,0.0031966180742037807,10,125000.0,500000.0,4,4096,8,4096,25,2
6,17752064,17903616,4334,4363,30,243,243,242,243,0.028547121572334678,1.5381135788984759,0.001699505603587079,10,125000.0,500000.0,4,4096,8,4096,25,2
7,19247104,19419136,4699,4733,35,4031,-65,4031,4031,0.05345080980147492,3.903368642035184,0.0027862457513198537,10,125000.0,500000.0,4,4096,8,4096,25,2
8,23752704,23904256,5799,5828,30,36,36,36,36,0.0391516504800969,2.9265014180648565,0.002495665162315774,10,125000.0,500000.0,4,4096,8,4096,25,2
9,25239552,25407488,6162,6195,34,3825,-271,3824,3825,0.03347922732951297,1.875486410613698,0.002281103051292123,10,125000.0,500000.0,4,4096,8,4096,25,2
10,38752256,38912000,9461,9492,32,33,33,33,33,0.04319797791237538,3.3768122874671924,0.002705250296868826,10,125000.0,500000.0,4,4096,8,4096,25,2
11,40247296,40419328,9826,9860,35,3821,-275,3821,3821,0.034562071644984774,2.228739994050903,0.001957628400947914,10,125000.0,500000.0,4,4096,8,4096,25,2
12,43257856,43413504,10561,10591,31,134,134,134,134,0.040992496755474346,3.083586640727383,0.0025705525407687816,10,125000.0,500000.0,4,4096,8,4096,25,2
13,44752896,44904448,10926,10955,30,3923,-173,3922,3923,0.02968467680262702,0.9716778646366465,0.0017186343537351691,10,125000.0,500000.0,4,4096,8,4096,25,2
14,53751808,53919744,13123,13156,34,29,29,29,29,0.056601446904473,3.746919205544359,0.003759905749300079,10,125000.0,500000.0,4,4096,8,4096,25,2
15,58253312,58421248,14222,14255,34,130,130,130,130,0.03816955060091896,2.2445063954203786,0.0021260848823141114,10,125000.0,500000.0,4,4096,8,4096,25,2
16,59744256,59920384,14586,14621,36,3919,-177,3919,3919,0.03498643417939987,2.78405757739376,0.0022104917735702866,10,125000.0,500000.0,4,4096,8,4096,25,2
