frame_index,packet_index,event_index,header_start_sample,source_frame_valid,source_grlora_framesync_valid,source_grlora_netid_valid,source_grlora_cfo_int,source_grlora_cfo_frac,source_grlora_payload_sto_frac,source_grlora_sfo_hat,source_grlora_branch_sample_phases,source_grlora_branch_valid,source_grlora_branch_payload_sto_frac,source_grlora_branch_payload_sto_sample_correction,source_grlora_branch_sfo_hat,source_grlora_branch_sfo_cum_initial,header_valid,payload_len,cr,has_crc,ldro,payload_symbol_count,total_symbol_count,header_checksum_received,header_checksum_computed,header_error,header_nibbles,gray_symbols,codewords,decoded_nibbles,error
0,0,0,2886876,0,0,0,-211,0.4163893470049581,0.04923299601674658,-0.05397365456556158,0|1|2|3,0|0|0|0,0.172421120076097|0.2582351211085032|0.04923299601674658|-0.38762446092973857,1|1|0|-2,-0.00879642152149109|0.009602461542347108|-0.05397365456556158|0.05566458905112756,-0.077578879923903|0.008235121108503218|0.04923299601674658|0.11237553907026143,0,133,2,0,0,0,8,22,23,-1,8 5 4 9 6,74 88 189 57 186 217 128 42,29 172 33 156 101 110 176 120,8 5 4 9 6 2 13 14,
1,1,1,4391999,0,0,0,-45,-0.3739086778985965,0.18904158940924243,-0.011629564455069356,0|1|2|3,0|0|0|0,-0.43805022932451304|-0.4847893610185432|0.18904158940924243|-0.3779269471287299,-2|-2|1|-2,-0.011604225582126535|0.04282033299630372|-0.011629564455069356|0.0038193415691467206,0.06194977067548696|0.015210638981456803|-0.06095841059075757|0.12207305287127013,0,52,2,1,0,0,8,16,1,15,3 4 5 9 0,237 144 153 13 89 57 9 68,204 39 172 144 8 245 178 136,3 4 5 9 0 15 13 1,
2,2,2,7420762,0,0,0,-207,-0.12840973170508527,-0.3821893573332371,-0.05308806892856907,0|1|2|3,0|0|0|0,-0.0067377338625231875|0.2719748703599182|-0.3821893573332371|0.0194521556732985,0|1|-2|0,-0.030412755137073935|0.008571460350933315|-0.05308806892856907|-0.03070626984388092,-0.0067377338625231875|0.021974870359918186|0.11781064266676289|0.0194521556732985,0,37,7,1,0,0,8,23,20,3,2 5 15 3 7,126 190 141 186 85 88 21 217,94 164 251 197 248 225 219 17,2 5 15 3 7 7 11 8,
3,3,3,8900967,0,0,0,-127,-0.39181337271239375,0.2317548755500658,-0.032651172178775986,0|1|2|3,0|0|0|0,-0.26188211186895227|0.12325645485945147|0.2317548755500658|0.24931658471372886,-1|0|1|1,0.0469196811923976|0.042635865549491656|-0.032651172178775986|0.04662441538512415,-0.011882111868952272|0.12325645485945147|-0.018245124449934202|-0.0006834152862711385,0,187,0,0,0,0,8,0,24,-24,11 11 0 8 0,163 147 168 125 152 11 13 0,222 242 64 24 0 244 22 184,11 11 0 8 0 14 8 13,
4,4,4,10377737,0,0,0,118,0.49141345236500267,-0.3658090935359761,0.03036995423732956,0|1|2|3,0|0|0|0,0.30898452622913|0.47210630463611303|-0.3658090935359761|-0.07903484363109747,1|2|-1|0,0.022306822776347008|0.01416651079507392|0.03036995423732956|0.05162132749021237,0.058984526229129974|-0.027893695363886972|-0.11580909353597613|-0.07903484363109747,0,30,5,1,0,0,8,13,23,-10,1 14 11 12 13,21 195 182 195 56 101 221 31,203 123 215 53 178 6 34 109,1 14 11 12 13 0 4 4,
5,5,5,13406098,0,0,0,-143,0.4129335370389352,-0.40904329289563446,-0.036545793126656005,0|1|2|3,0|0|0|0,-0.1844318316726108|0.28322636108388655|-0.40904329289563446|0.2943339500913469,-1|1|-2|1,-0.06029978281542174|-0.05966073029540468|-0.036545793126656005|0.009173340578886942,0.06556816832738921|0.033226361083886546|0.09095670710436554|0.044333950091346885,0,145,1,1,0,0,8,24,3,21,9 1 3 13 8,79 66 3 55 18 97 47 188,154 131 229 183 17 28 131 82,9 1 3 13 8 9 1 11,
6,6,6,17896257,0,0,0,194,-0.0661547917162691,-0.24325472111692648,0.04970623467507786,0|1|2|3,0|0|0|0,0.03827701389181204|-0.0012236148410860181|-0.24325472111692648|-0.07154863385056398,0|0|-1|0,0.014564380641599895|0.04039441305110021|0.04970623467507786|0.01459634885704479,0.03827701389181204|-0.0012236148410860181|0.006745278883073524|-0.07154863385056398,0,13,4,0,0,0,8,21,5,16,0 13 8 7 5,90 68 190 84 148 172 190 123,15 178 7 235 165 51 168 119,0 13 8 7 5 12 7 14,
7,7,7,19390900,0,0,0,-212,0.40896515181311777,0.035745183323486085,-0.0542318625302919,0|1|2|3,0|0|0|0,0.0030758112526045878|0.38258184675450435|0.035745183323486085|0.4300814984400798,0|2|0|2,-0.05547355587898959|-0.0424653833934864|-0.0542318625302919|-0.042492330047972315,0.0030758112526045878|-0.11741815324549565|0.035745183323486085|-0.06991850155992019,0,6,7,0,0,0,8,16,2,14,0 6 14 3 0,168 39 241 196 9 96 185 53,32 115 118 199 9 146 98 169,0 6 14 3 0 11 6 5,
8,8,8,23905550,0,0,0,104,-0.26972763105617265,0.4288750223540809,0.026586598413200692,0|1|2|3,0|0|0|0,0.42497665096787085|0.33284791778964795|0.4288750223540809|-0.32804591695502605,2|1|2|-1,0.024932509401184952|0.03660943346072142|0.026586598413200692|0.02086835164888985,-0.07502334903212915|0.08284791778964795|-0.07112497764591907|-0.07804591695502605,0,175,2,1,0,0,8,14,11,3,10 15 5 12 14,214 25 151 127 242 147 1 14,25 253 169 56 244 92 182 144,10 15 5 12 14 10 5 9,
9,9,9,25401047,0,0,0,62,-0.45139752851920206,0.13225150155367316,0.01577522105584396,0|1|2|3,0|0|0|0,-0.4480673885022777|-0.15353491340970615|0.13225150155367316|0.1428917748987707,-2|-1|1|1,0.016032639923143424|-0.058234790470909084|0.01577522105584396|0.016334147912487496,0.051932611497722325|0.09646508659029385|-0.11774849844632684|-0.1071082251012293,0,42,2,1,0,0,8,14,31,-17,2 10 5 14 14,228 237 63 71 16 106 177 202,77 80 167 118 112 179 231 224,2 10 5 14 14 13 7 7,
10,10,10,38896437,0,0,0,-18,0.17427910173581201,-0.16605840072835598,-0.004568823277184793,0|1|2|3,0|0|0|0,0.24633731969249517|-0.42628448656598783|-0.16605840072835598|0.14844760368932253,1|-2|-1|1,0.03177662885863506|-0.053578992881131444|-0.004568823277184793|0.047579930413198836,-0.0036626803075048286|0.07371551343401217|0.08394159927164402|-0.10155239631067747,0,110,6,0,0,0,8,8,15,-7,6 14 12 4 8,96 165 219 202 198 214 194 58,97 116 57 109 23 170 252 6,6 14 12 4 8 5 15 0,
11,11,11,40393369,0,0,0,147,-0.4269433342455391,-0.19914561300122102,0.03756742276649437,0|1|2|3,0|0|0|0,-0.06879769929207313|0.1445579057533175|-0.19914561300122102|-0.412853743310436,0|1|-1|-2,0.03759473933457336|0.031493661672273514|0.03756742276649437|-0.06528981885048733,-0.06879769929207313|-0.1054420942466825|0.05085438699877898|0.087146256689564,0,173,2,0,0,0,8,6,9,-3,10 13 4 2 6,98 252 173 240 222 177 34 123,89 180 61 75 101 237 200 123,10 13 4 2 6 7 7 14,
12,12,12,43413298,0,0,0,17,0.11794634797009575,-0.41990037926881896,0.004387417046332299,0|1|2|3,0|0|0|0,-0.2703317150907964|0.4634426785792305|-0.41990037926881896|-0.4448665330373749,-1|2|-2|-2,0.0043792445237953205|-0.015439915762014342|0.004387417046332299|-0.02678812269477591,-0.0203317150907964|-0.036557321420769506|0.08009962073118104|0.05513346696262511,0,28,5,1,0,0,8,23,30,-7,1 12 11 3 7,221 14 132 196 229 211 135 210,131 60 216 205 236 23 143 130,1 12 11 3 7 8 1 1,
13,13,13,44905748,0,0,0,-105,-0.4175663695206218,-0.011421912604125062,-0.027019060480192904,0|1|2|3,0|0|0|0,0.19643575890937315|-0.4711480077979614|-0.011421912604125062|0.000841593386873174,1|-2|0|0,-0.01897678171327018|-0.025986864778788032|-0.027019060480192904|-0.0022622365467663353,-0.05356424109062685|0.0288519922020386|-0.011421912604125062|0.000841593386873174,0,146,7,0,0,0,8,29,1,28,9 2 14 15 13,217 231 151 167 118 252 107 48,220 110 124 247 183 24 234 198,9 2 14 15 13 8 7 3,
14,14,14,53887004,0,0,0,-219,-0.31403171324253004,-0.007106538639725102,-0.05621130605732072,0|1|2|3,0|0|0|0,0.22100790822362204|0.2291979892265572|-0.007106538639725102|-0.20661222769435827,1|1|0|-1,-0.04964367756814886|0.04704205512381569|-0.05621130605732072|0.04993281147833169,-0.02899209177637796|-0.02080201077344279|-0.007106538639725102|0.043387772305641725,0,142,1,1,0,0,8,26,27,-1,8 14 3 1 10,76 15 169 122 161 55 229 63,19 125 229 203 91 38 150 53,8 14 3 1 10 5 9 12,
15,15,15,58402003,0,0,0,183,-0.3278240613828614,0.2136812227539986,0.04681981134370954,0|1|2|3,0|0|0|0,-0.33329139295826815|-0.08479187408477995|0.2136812227539986|-0.3996449234881645,-1|0|1|-2,0.04713050860489969|-0.029248324497690572|0.04681981134370954|-0.05398954759555864,-0.08329139295826815|-0.08479187408477995|-0.03631877724600141|0.1003550765118355,0,65,4,0,0,0,8,19,23,-4,4 1 8 13 3,218 88 106 129 152 134 63 243,43 130 18 187 197 97 135 239,4 1 8 13 3 6 1 15,
16,16,16,59897897,0,0,0,89,0.30076914632112467,-0.14182909380496245,0.022888243066003983,0|1|2|3,0|0|0|0,0.123281637259394|-0.24382622701931156|-0.14182909380496245|0.24995776183331797,0|-1|-1|1,0.00042113234061201657|-0.017614988685837208|0.022888243066003983|-0.017624045915538115,0.123281637259394|0.006173772980688441|0.10817090619503755|-4.223816668202929e-05,0,70,3,0,0,0,8,17,19,-2,4 6 6 13 1,208 19 227 129 4 4 89 127,33 99 115 49 131 65 138 165,4 6 6 13 1 2 1 5,
