dataset,snr_db,seed,packet_index,payload_symbol_index,scope,dimension,snapshots,diagonal_loading,diagonal_cv,mean_abs_correlation,max_abs_correlation,condition_number
0_0_0_10_14_32,,42,0,27,symbol_null,4,1008,0.05,0.004476774896858102,0.10705124019467709,0.1590445386397218,1.7366866814444828
0_0_0_10_14_32,,42,0,28,symbol_null,4,1009,0.05,0.003592916799186462,0.12557222335655133,0.20041134760223758,2.1174617409632814
0_0_0_10_14_32,,42,0,29,symbol_null,4,1008,0.05,0.032224177345728675,0.11059191695535965,0.17204933757562155,1.853965083270552
0_0_0_10_14_32,,42,0,30,symbol_null,4,1013,0.05,0.02322381504921221,0.10902944750828601,0.17136975903617077,1.9152749097443975
0_0_0_10_14_32,,42,0,31,symbol_null,4,1006,0.05,0.02724935492916842,0.12267126025351395,0.20368295471646228,2.0173094634676088
0_0_0_10_14_32,,42,0,32,symbol_null,4,1007,0.05,0.02045049140366618,0.10029278898765763,0.19107011441400867,1.8027566795406922
0_0_0_10_14_32,,42,0,33,symbol_null,4,1007,0.05,0.03225455528249638,0.10057925625958071,0.13026114104636874,1.7141803742121144
0_0_0_10_14_32,,42,0,34,symbol_null,4,1009,0.05,0.014840163059213816,0.12815163512109412,0.2071903661380576,2.161826501849703
0_0_0_10_14_32,,42,2,,packet_null,4,35331,0.05,0.13168441888266144,0.1274122666890904,0.24932727746264471,1.999263671740744
0_0_0_10_14_32,,42,2,0,symbol_null,4,1005,0.05,0.15201205314086633,0.1529005665951806,0.27586401456999743,2.19858658933783
0_0_0_10_14_32,,42,2,1,symbol_null,4,1005,0.05,0.14236799649440113,0.12992278863530493,0.26128854789188055,2.097030016731342
0_0_0_10_14_32,,42,2,2,symbol_null,4,1006,0.05,0.1333584648918782,0.11365724775872184,0.24525325129549702,1.966813961832419
0_0_0_10_14_32,,42,2,3,symbol_null,4,1006,0.05,0.15113291683528562,0.1415870014926234,0.24445154772203748,2.1336244333221286
0_0_0_10_14_32,,42,2,4,symbol_null,4,1012,0.05,0.15944263518712523,0.13670338697348353,0.2884806588344053,2.323111660028703
0_0_0_10_14_32,,42,2,5,symbol_null,4,1006,0.05,0.10168812136165384,0.11599379015441302,0.2508908310656231,2.035069672930068
0_0_0_10_14_32,,42,2,6,symbol_null,4,1008,0.05,0.11107992679267711,0.09545138512295248,0.21528491603613334,1.8375061879025896
0_0_0_10_14_32,,42,2,7,symbol_null,4,1006,0.05,0.12626230723710394,0.12827057588937707,0.2488849433474042,1.99935422334678
0_0_0_10_14_32,,42,2,8,symbol_null,4,1006,0.05,0.12605899047154853,0.12813635668586157,0.2492659183116861,2.0475189620685135
0_0_0_10_14_32,,42,2,9,symbol_null,4,1010,0.05,0.15098006969089106,0.11291244783341227,0.2397411838073952,2.028467539559536
0_0_0_10_14_32,,42,2,10,symbol_null,4,1007,0.05,0.1383922616106033,0.1336400156799654,0.2858529281997505,2.0880740133183373
0_0_0_10_14_32,,42,2,11,symbol_null,4,1012,0.05,0.0941676085730544,0.09197314292987262,0.18588775497853502,1.7338759002914719
0_0_0_10_14_32,,42,2,12,symbol_null,4,1010,0.05,0.1438359019547231,0.11722854312260557,0.2508148581949101,2.028105306558189
0_0_0_10_14_32,,42,2,13,symbol_null,4,1011,0.05,0.16992043385517963,0.12949751832396858,0.2446627919072397,2.106540297935628
0_0_0_10_14_32,,42,2,14,symbol_null,4,1008,0.05,0.1506491649805643,0.11296685569050131,0.23936757502116984,1.9606569417370943
0_0_0_10_14_32,,42,2,15,symbol_null,4,1009,0.05,0.14344556416715187,0.12625092487926082,0.26452828179270577,2.0848333530746657
0_0_0_10_14_32,,42,2,16,symbol_null,4,1008,0.05,0.15285530319403684,0.13858190105857865,0.2514704735512727,2.0591621581411
0_0_0_10_14_32,,42,2,17,symbol_null,4,1009,0.05,0.10793149674949337,0.10374323789469055,0.19985047892240143,1.8989574884620335
0_0_0_10_14_32,,42,2,18,symbol_null,4,1011,0.05,0.08179079288359367,0.12393352545629759,0.22970896836997254,2.0999162545959074
0_0_0_10_14_32,,42,2,19,symbol_null,4,1009,0.05,0.09428477384154563,0.1021158697112098,0.21145715157870026,1.7051359567474458
0_0_0_10_14_32,,42,2,20,symbol_null,4,1010,0.05,0.15497417256886284,0.12680910361856887,0.26534170132978857,2.0753399805852375
0_0_0_10_14_32,,42,2,21,symbol_null,4,1013,0.05,0.1834972982714432,0.1345420768257423,0.253917923625326,2.205658416662091
0_0_0_10_14_32,,42,2,22,symbol_null,4,1009,0.05,0.1152932021907314,0.14684073919471327,0.265796659260899,2.1914544040209254
0_0_0_10_14_32,,42,2,23,symbol_null,4,1009,0.05,0.12748504629119495,0.16966834105294037,0.2980029450817841,2.296613141445702
0_0_0_10_14_32,,42,2,24,symbol_null,4,1010,0.05,0.15163769422725445,0.15801638551288133,0.30598560327738733,2.1873087221861054
0_0_0_10_14_32,,42,2,25,symbol_null,4,1013,0.05,0.14413886123528316,0.18239389453544852,0.3258492359281367,2.357598034693583
0_0_0_10_14_32,,42,2,26,symbol_null,4,1011,0.05,0.15688970096388963,0.1311788606709227,0.24434030849212243,2.0964715603837316
0_0_0_10_14_32,,42,2,27,symbol_null,4,1012,0.05,0.1579998108567098,0.17261557645736528,0.3016679324557195,2.358702275760693
0_0_0_10_14_32,,42,2,28,symbol_null,4,1009,0.05,0.11568804009773101,0.1387395712404563,0.24934581026889793,1.9840018051726769
0_0_0_10_14_32,,42,2,29,symbol_null,4,1012,0.05,0.1477761034763203,0.14689851144055102,0.2792403537366942,2.2136414726185953
0_0_0_10_14_32,,42,2,30,symbol_null,4,1010,0.05,0.10754586956366943,0.12564065410428946,0.22207523653678612,2.155920407132346
0_0_0_10_14_32,,42,2,31,symbol_null,4,1013,0.05,0.11441841223055288,0.17457141007364227,0.30932831077800677,2.6334225934478837
0_0_0_10_14_32,,42,2,32,symbol_null,4,1011,0.05,0.1579909715502928,0.1741739928784096,0.3186777276527166,2.3549848958891197
0_0_0_10_14_32,,42,2,33,symbol_null,4,1013,0.05,0.13717934839474802,0.13722509255070894,0.2780807954345663,2.122566193543625
0_0_0_10_14_32,,42,2,34,symbol_null,4,1012,0.05,0.13989631596665003,0.15052120212933423,0.27990717505491486,2.1879570644241535
0_0_0_10_14_32,,42,3,,packet_null,4,35388,0.05,0.12256471324777812,0.12499545230492644,0.25236505749220484,2.011468575547706
0_0_0_10_14_32,,42,3,0,symbol_null,4,1007,0.05,0.14082636925439837,0.14489144974706247,0.23838582244678538,2.0989235233245314
0_0_0_10_14_32,,42,3,1,symbol_null,4,1011,0.05,0.10907761206872317,0.12253102669543593,0.2223102560292318,2.1987882270389325
0_0_0_10_14_32,,42,3,2,symbol_null,4,1010,0.05,0.09381621641474602,0.11187495371395455,0.21132612611762028,1.9461464886341018
0_0_0_10_14_32,,42,3,3,symbol_null,4,1011,0.05,0.14624501909367518,0.13941196492849747,0.28409342687828426,2.1199972932007483
0_0_0_10_14_32,,42,3,4,symbol_null,4,1014,0.05,0.17727776467629505,0.15235121104745497,0.3173341082570245,2.348211603998347
0_0_0_10_14_32,,42,3,5,symbol_null,4,1009,0.05,0.13822269456094943,0.15582934970703574,0.29144693433720636,2.2125785752636893
0_0_0_10_14_32,,42,3,6,symbol_null,4,1014,0.05,0.08222108616959829,0.1273081710301778,0.22940368404376896,2.1928488471034324
0_0_0_10_14_32,,42,3,7,symbol_null,4,1011,0.05,0.09442014726632077,0.16863738016246085,0.28927152682169255,2.595176138029295
0_0_0_10_14_32,,42,3,8,symbol_null,4,1012,0.05,0.09163313160018537,0.1394944052017376,0.24048083268922607,2.083910481466739
0_0_0_10_14_32,,42,3,9,symbol_null,4,1008,0.05,0.09365333616268265,0.1189228968751752,0.21205534054580105,1.9353187123068514
0_0_0_10_14_32,,42,3,10,symbol_null,4,1014,0.05,0.1624211636313778,0.16749261313113342,0.32625716767973084,2.42406258258721
0_0_0_10_14_32,,42,3,11,symbol_null,4,1004,0.05,0.09788499564114607,0.09112811364294983,0.20286528503289572,1.7161694791559805
0_0_0_10_14_32,,42,3,12,symbol_null,4,1011,0.05,0.16192155745323752,0.12561768926908987,0.27757618646516147,2.223482685120587
0_0_0_10_14_32,,42,3,13,symbol_null,4,1012,0.05,0.1122532778437908,0.08700626707492976,0.20692729039775026,1.7731308331630597
0_0_0_10_14_32,,42,3,14,symbol_null,4,1009,0.05,0.09894703331532906,0.11185953612261085,0.2098391988677868,1.975183918411077
0_0_0_10_14_32,,42,3,15,symbol_null,4,1012,0.05,0.14652603252253962,0.1115613946893134,0.19392453115735395,1.9170458754804813
0_0_0_10_14_32,,42,3,16,symbol_null,4,1011,0.05,0.14380943658435227,0.1279149626262605,0.27103001180258285,2.110426625604105
0_0_0_10_14_32,,42,3,17,symbol_null,4,1012,0.05,0.1439115178639131,0.13738842164596884,0.27696670843986887,2.1794106112628127
0_0_0_10_14_32,,42,3,18,symbol_null,4,1011,0.05,0.14819624212699337,0.1436936920755953,0.2877867266367438,2.146835381170913
0_0_0_10_14_32,,42,3,19,symbol_null,4,1014,0.05,0.13599047350665897,0.13274596258142415,0.2600103348021406,2.0856712766654963
0_0_0_10_14_32,,42,3,20,symbol_null,4,1011,0.05,0.1450211101084894,0.13011082850029343,0.2674807840820242,2.065411046499621
0_0_0_10_14_32,,42,3,21,symbol_null,4,1013,0.05,0.16526820875670634,0.11058057021202615,0.2666873303364277,2.146814923408985
0_0_0_10_14_32,,42,3,22,symbol_null,4,1011,0.05,0.1394000138831366,0.1421622612087204,0.26868213452908973,2.2256777876171765
0_0_0_10_14_32,,42,3,23,symbol_null,4,1012,0.05,0.14757416241741758,0.13659676078111757,0.28556810815076417,2.1629082240755526
0_0_0_10_14_32,,42,3,24,symbol_null,4,1012,0.05,0.15292321468509784,0.1304600217079225,0.26003707564169476,2.0646634390833074
0_0_0_10_14_32,,42,3,25,symbol_null,4,1014,0.05,0.14673848316534857,0.1435824743543495,0.31152784019334434,2.302811413623319
0_0_0_10_14_32,,42,3,26,symbol_null,4,1012,0.05,0.08827978931306858,0.12865038553563515,0.24308517106612465,2.131315450944612
0_0_0_10_14_32,,42,3,27,symbol_null,4,1009,0.05,0.06340184106592693,0.15018364455935795,0.25785254236604904,2.397166297106584
0_0_0_10_14_32,,42,3,28,symbol_null,4,1012,0.05,0.0874054065372413,0.08601707231010146,0.1794654387882436,1.6955392860852763
0_0_0_10_14_32,,42,3,29,symbol_null,4,1009,0.05,0.1469086481073747,0.1413619477616048,0.2568929077075483,2.074051459528574
0_0_0_10_14_32,,42,3,30,symbol_null,4,1012,0.05,0.12468286911252453,0.11354651669703146,0.2563714488224559,1.9298521809688316
0_0_0_10_14_32,,42,3,31,symbol_null,4,1009,0.05,0.14130874432383028,0.1175666909161391,0.24059043204158206,1.9958257998484816
0_0_0_10_14_32,,42,3,32,symbol_null,4,1012,0.05,0.12326655621858301,0.14539981084814887,0.30138499641087063,2.2106749293903856
0_0_0_10_14_32,,42,3,33,symbol_null,4,1011,0.05,0.14875966271784413,0.1339558458786785,0.30214351900257935,2.104839021802737
0_0_0_10_14_32,,42,3,34,symbol_null,4,1012,0.05,0.14034286425448436,0.16709830913281112,0.2670376600143073,2.2393098568306917
0_0_0_10_14_32,,42,4,,packet_null,4,35368,0.05,0.13428026601637064,0.12875410441175308,0.25664572121992385,2.0091217264186456
0_0_0_10_14_32,,42,4,0,symbol_null,4,1008,0.05,0.13183180058858396,0.1386080505441346,0.2767869498198832,2.1349330336356926
0_0_0_10_14_32,,42,4,1,symbol_null,4,1009,0.05,0.13908215908363417,0.15211674430116398,0.2735496502734135,2.263877189079163
0_0_0_10_14_32,,42,4,2,symbol_null,4,1006,0.05,0.14708581165703952,0.13043819081431648,0.24899877905968437,2.006256832935483
0_0_0_10_14_32,,42,4,3,symbol_null,4,1009,0.05,0.1463809174351332,0.12447686702526713,0.2798461797167779,2.1577145437007212
0_0_0_10_14_32,,42,4,4,symbol_null,4,1008,0.05,0.15516152607111772,0.1386918815027651,0.26189925751492815,2.1156016844433774
0_0_0_10_14_32,,42,4,5,symbol_null,4,1010,0.05,0.1438158359674395,0.12709183490001394,0.2696693607072502,2.1051930594569077
0_0_0_10_14_32,,42,4,6,symbol_null,4,1008,0.05,0.1495158610762371,0.13091148834007052,0.25700166581972794,2.074182832892
0_0_0_10_14_32,,42,4,7,symbol_null,4,1010,0.05,0.17092882256140082,0.14437883429813841,0.27754948960431414,2.2251152146518383
0_0_0_10_14_32,,42,4,8,symbol_null,4,1008,0.05,0.14235444085812818,0.12273350023148222,0.24871338481228614,2.04461274129809
0_0_0_10_14_32,,42,4,9,symbol_null,4,1010,0.05,0.14027321005259188,0.09295214200767761,0.21956168650211835,1.891782569258791
0_0_0_10_14_32,,42,4,10,symbol_null,4,1009,0.05,0.0812477696721105,0.10393040512859991,0.16917452909267638,1.8474984389691333
0_0_0_10_14_32,,42,4,11,symbol_null,4,1011,0.05,0.074039499969916,0.09097368763333423,0.18627788305528065,1.7059991641634524
0_0_0_10_14_32,,42,4,12,symbol_null,4,1010,0.05,0.14246063040526602,0.12854522087271952,0.2530816364630395,2.1216174222705146
0_0_0_10_14_32,,42,4,13,symbol_null,4,1014,0.05,0.15417448324243263,0.11932400797210091,0.25144687938596005,2.079107722905272
0_0_0_10_14_32,,42,4,14,symbol_null,4,1010,0.05,0.13794773349916398,0.12285520001441874,0.2701813216886003,2.0835649409329244
0_0_0_10_14_32,,42,4,15,symbol_null,4,1009,0.05,0.1499138278725811,0.13491270328893112,0.2525050312975687,2.1371526398641714
0_0_0_10_14_32,,42,4,16,symbol_null,4,1008,0.05,0.12476567592168117,0.13743244106698846,0.24507391705048126,2.0103682002881587
0_0_0_10_14_32,,42,4,17,symbol_null,4,1011,0.05,0.13874127305869863,0.13822138696455288,0.3030427985862104,2.217497604603122
0_0_0_10_14_32,,42,4,18,symbol_null,4,1012,0.05,0.1451263214308272,0.1352049261276459,0.28460408440751056,2.0672464552735232
0_0_0_10_14_32,,42,4,19,symbol_null,4,1011,0.05,0.15230548100737465,0.1261184186217433,0.24844307142260816,2.0329188439705432
0_0_0_10_14_32,,42,4,20,symbol_null,4,1010,0.05,0.14381209087284696,0.13781861167055615,0.2605312313333532,2.052608401009032
0_0_0_10_14_32,,42,4,21,symbol_null,4,1012,0.05,0.13091575762956367,0.13408535309785743,0.24692030862492756,2.0034259408190107
0_0_0_10_14_32,,42,4,22,symbol_null,4,1010,0.05,0.11270947377581705,0.13473984941228248,0.2476700330894592,2.1891947791381043
0_0_0_10_14_32,,42,4,23,symbol_null,4,1014,0.05,0.10167849310380374,0.13770204264344163,0.2100506819496303,2.2038236997565828
0_0_0_10_14_32,,42,4,24,symbol_null,4,1013,0.05,0.16413768418560085,0.1642489523693895,0.28378827448490324,2.334955155957752
0_0_0_10_14_32,,42,4,25,symbol_null,4,1013,0.05,0.13170747487781617,0.1831583571399392,0.31306461830145244,2.4195549309238897
0_0_0_10_14_32,,42,4,26,symbol_null,4,1011,0.05,0.14727924550309196,0.15188695010147413,0.25504552164827604,2.194262203134433
0_0_0_10_14_32,,42,4,27,symbol_null,4,1012,0.05,0.15174579662490498,0.1356528653417426,0.2947015481529944,2.132631275752845
0_0_0_10_14_32,,42,4,28,symbol_null,4,1009,0.05,0.12367576438131411,0.09781777924021882,0.21150164610889371,1.82339017346539
0_0_0_10_14_32,,42,4,29,symbol_null,4,1012,0.05,0.14986399467857608,0.15269172099959563,0.29074348957279317,2.261051281541436
0_0_0_10_14_32,,42,4,30,symbol_null,4,1012,0.05,0.15622735839552043,0.1720290427293422,0.29575341686473977,2.413598593306032
0_0_0_10_14_32,,42,4,31,symbol_null,4,1013,0.05,0.11114529113910493,0.16462247752177603,0.2963504295123388,2.223258532276958
0_0_0_10_14_32,,42,4,32,symbol_null,4,1014,0.05,0.1649759448191569,0.1644383784465599,0.31757320028873304,2.431419103630277
0_0_0_10_14_32,,42,4,33,symbol_null,4,1010,0.05,0.1479189672467522,0.13632220704572637,0.2604635241468996,2.1420194377854487
0_0_0_10_14_32,,42,4,34,symbol_null,4,1012,0.05,0.13359680473074298,0.15340782224991134,0.2919013841701302,2.4055346884706847
0_0_0_10_14_32,,42,5,,packet_null,4,35366,0.05,0.1276294971467235,0.13038122029097257,0.2633836965203501,2.041994571559575
0_0_0_10_14_32,,42,5,0,symbol_null,4,1010,0.05,0.15775885824338656,0.17457798178281617,0.29504496071640623,2.348195660681004
0_0_0_10_14_32,,42,5,1,symbol_null,4,1008,0.05,0.13221364438142463,0.14746061365073931,0.28116239532483345,2.1679280385507775
0_0_0_10_14_32,,42,5,2,symbol_null,4,1011,0.05,0.1586402664429515,0.13837537554251625,0.29673154385642764,2.185384861504695
0_0_0_10_14_32,,42,5,3,symbol_null,4,1008,0.05,0.15615079241735602,0.1478732490765106,0.30374535752935994,2.241472596289922
0_0_0_10_14_32,,42,5,4,symbol_null,4,1012,0.05,0.14950364817262116,0.14504837043778301,0.2814718331985482,2.2132829593921546
0_0_0_10_14_32,,42,5,5,symbol_null,4,1010,0.05,0.1322468258635898,0.14809382075520225,0.27292742016142973,2.1618906582155026
0_0_0_10_14_32,,42,5,6,symbol_null,4,1008,0.05,0.08863236080125815,0.11676801340452293,0.186709271604867,2.017383675447934
0_0_0_10_14_32,,42,5,7,symbol_null,4,1011,0.05,0.10654987916081361,0.17312297583711123,0.3210269117176451,2.8046002751212034
0_0_0_10_14_32,,42,5,8,symbol_null,4,1009,0.05,0.1246864110050848,0.128567779343657,0.24677106252325384,2.043192532602603
0_0_0_10_14_32,,42,5,9,symbol_null,4,1010,0.05,0.15545635214509992,0.12610823686666336,0.2786753064242852,2.213654260645775
0_0_0_10_14_32,,42,5,10,symbol_null,4,1009,0.05,0.14239815074597453,0.15035505957719944,0.2414440912849869,2.1218257629091797
0_0_0_10_14_32,,42,5,11,symbol_null,4,1010,0.05,0.09822083875011006,0.09412491871699498,0.20015909629195391,1.7306440165564683
0_0_0_10_14_32,,42,5,12,symbol_null,4,1010,0.05,0.1427734245069273,0.11176534982727339,0.23302866479239803,1.968566660595985
0_0_0_10_14_32,,42,5,13,symbol_null,4,1014,0.05,0.16028895504800705,0.11445349526585852,0.2586952934386007,2.0955827364160817
0_0_0_10_14_32,,42,5,14,symbol_null,4,1011,0.05,0.1431613304853354,0.12216673427347226,0.2470248586711487,2.1013135593846006
0_0_0_10_14_32,,42,5,15,symbol_null,4,1007,0.05,0.15922336451583452,0.10681741627365453,0.23097429247133341,1.9641145504322568
0_0_0_10_14_32,,42,5,16,symbol_null,4,1008,0.05,0.14116697561054067,0.13331654228515602,0.2585074302304894,2.0313438739403504
0_0_0_10_14_32,,42,5,17,symbol_null,4,1009,0.05,0.14071989053948297,0.13982644661707502,0.2619942725030841,2.174898938139653
0_0_0_10_14_32,,42,5,18,symbol_null,4,1012,0.05,0.11128581249110998,0.09472583553690346,0.22142032289630836,1.8242844158381257
0_0_0_10_14_32,,42,5,19,symbol_null,4,1011,0.05,0.0851916177585661,0.12869910898904388,0.2480788378042797,2.0073339783733535
0_0_0_10_14_32,,42,5,20,symbol_null,4,1010,0.05,0.0866803121925125,0.13788310551957664,0.2676509181565095,2.2263190473573036
0_0_0_10_14_32,,42,5,21,symbol_null,4,1012,0.05,0.15779665350456384,0.13931872035141357,0.26303650910260956,2.0980903058682245
0_0_0_10_14_32,,42,5,22,symbol_null,4,1011,0.05,0.14304698582709374,0.1468378631537857,0.31189831594685885,2.272741257863557
0_0_0_10_14_32,,42,5,23,symbol_null,4,1011,0.05,0.14658632307332767,0.16446951836199034,0.3227452322864601,2.3226250148386387
0_0_0_10_14_32,,42,5,24,symbol_null,4,1011,0.05,0.14647892416850067,0.13921537720320265,0.2901779702643039,2.124435043115159
0_0_0_10_14_32,,42,5,25,symbol_null,4,1011,0.05,0.13539375958122654,0.15073806244207946,0.25943424379824437,2.1206870154621402
0_0_0_10_14_32,,42,5,26,symbol_null,4,1011,0.05,0.11619012367563397,0.14452164886546948,0.2754115220004473,2.072252574278083
0_0_0_10_14_32,,42,5,27,symbol_null,4,1010,0.05,0.13082090929768447,0.12490359857720308,0.2545191605277412,2.0606465954919773
0_0_0_10_14_32,,42,5,28,symbol_null,4,1013,0.05,0.10957898448309421,0.12022010267566796,0.24408037451761844,1.8992634186682162
0_0_0_10_14_32,,42,5,29,symbol_null,4,1011,0.05,0.1644926533602862,0.1489133385308767,0.308938667928787,2.231389068923884
0_0_0_10_14_32,,42,5,30,symbol_null,4,1010,0.05,0.12588573930394,0.14582951033858482,0.26803865978115893,2.0332005381193663
0_0_0_10_14_32,,42,5,31,symbol_null,4,1011,0.05,0.0792737859224768,0.14665352544744845,0.2686168183712016,2.333523808563483
0_0_0_10_14_32,,42,5,32,symbol_null,4,1010,0.05,0.068181918764097,0.14731267589201835,0.26023754360258533,2.220842023104901
0_0_0_10_14_32,,42,5,33,symbol_null,4,1014,0.05,0.17641946887099985,0.15355575477555042,0.3048846888563309,2.2620942204785672
0_0_0_10_14_32,,42,5,34,symbol_null,4,1012,0.05,0.13327006668661914,0.13605918423967567,0.29573298369179024,2.1285070487372018
0_0_0_10_14_32,,42,6,,packet_null,4,35380,0.05,0.1293670051414041,0.1346199986692725,0.2672778990954117,2.0701345881117588
0_0_0_10_14_32,,42,6,0,symbol_null,4,1005,0.05,0.138910512374352,0.1402585035600151,0.2545778509502793,2.0517522235965506
0_0_0_10_14_32,,42,6,1,symbol_null,4,1009,0.05,0.1555498821605549,0.1367877879881734,0.27753292173025534,2.1219621237610298
0_0_0_10_14_32,,42,6,2,symbol_null,4,1011,0.05,0.11231038867307032,0.11492969912686589,0.21883751894988998,1.9675809051542668
0_0_0_10_14_32,,42,6,3,symbol_null,4,1007,0.05,0.0855158665912205,0.11239395232664894,0.23246792191962945,2.065036413204667
0_0_0_10_14_32,,42,6,4,symbol_null,4,1008,0.05,0.1290336812798492,0.1439406838784276,0.2712818404666589,2.0583028696926755
0_0_0_10_14_32,,42,6,5,symbol_null,4,1007,0.05,0.11841124555468176,0.13283111122510582,0.26127647311618196,2.0579720322041535
0_0_0_10_14_32,,42,6,6,symbol_null,4,1011,0.05,0.1498199158526444,0.14754486334456415,0.30395865595355714,2.194544889192973
0_0_0_10_14_32,,42,6,7,symbol_null,4,1011,0.05,0.14217587165536594,0.16647278269102514,0.302506768582983,2.2900349491681777
0_0_0_10_14_32,,42,6,8,symbol_null,4,1010,0.05,0.13633846254390664,0.1521636987674002,0.28653344420708565,2.1364550542155936
0_0_0_10_14_32,,42,6,9,symbol_null,4,1010,0.05,0.1337867840523288,0.12556357839284119,0.23817566401473067,2.069007119007837
0_0_0_10_14_32,,42,6,10,symbol_null,4,1011,0.05,0.16922074250160296,0.161547412972309,0.3086314701661505,2.276333863721383
0_0_0_10_14_32,,42,6,11,symbol_null,4,1013,0.05,0.06727052864224521,0.10981789797992203,0.1828367022153118,1.7495092514883201
0_0_0_10_14_32,,42,6,12,symbol_null,4,1010,0.05,0.11422870514613123,0.14055641997348653,0.26643144297099464,2.1002281379313876
0_0_0_10_14_32,,42,6,13,symbol_null,4,1012,0.05,0.14200150729327368,0.12436120878021069,0.2971599443761631,2.060974451905021
0_0_0_10_14_32,,42,6,14,symbol_null,4,1010,0.05,0.12917666567114494,0.13315846661697733,0.22054276131799908,2.0040132190159294
0_0_0_10_14_32,,42,6,15,symbol_null,4,1011,0.05,0.09677380100491027,0.15600968814557178,0.2559454850890827,2.2870692906526027
0_0_0_10_14_32,,42,6,16,symbol_null,4,1011,0.05,0.09941276024848206,0.15040170034349032,0.29017699887718396,2.5206503374667917
