trial_id,packet_id,reference_id,esn0_db,seed,sync_status,estimate_available,strict_gate,decoder_aware_gate,extra_decoder_candidate,gate_failure_reasons,strict_crc_accept,decoder_aware_crc_accept,strict_packet_delivered,decoder_aware_packet_delivered,oracle_packet_delivered,ridge_top_k,ridge_packet_delivered,ridge_crc_accept,ridge_crc_false_delivery,ridge_rescue_over_decoder_aware,ridge_regression_vs_decoder_aware,ridge_candidate_count,ridge_decoder_attempts,ridge_selected_candidate,ridge_selected_sfd_peak_rank,ridge_selected_delta_cfo_bins,ridge_selected_delta_payload_samples,ridge_soft_hamming_enabled,ridge_soft_packet_delivered,ridge_soft_crc_accept,ridge_soft_crc_false_delivery,ridge_soft_rescue_over_hard_ridge,ridge_soft_regression_vs_hard_ridge,ridge_soft_decoder_attempts,ridge_soft_selected_candidate,soft_oracle_packet_delivered,strict_crc_false_delivery,decoder_aware_crc_false_delivery,extra_candidate_crc_rescue,extra_candidate_crc_reject,extra_candidate_crc_false_accept,fec_corrected_packet,current_all_symbol_errors,sync_ms,current_decode_ms,oracle_decode_ms,ridge_list_generation_ms,ridge_decode_operational_ms,ridge_soft_decode_operational_ms,soft_oracle_decode_ms,strict_modeled_decode_ms,decoder_aware_modeled_decode_ms,extra_modeled_decode_ms,signal_power,added_noise_power,current_decode_status,current_header_valid,current_crc_valid,current_payload_exact,current_payload_hex,current_header_symbols_decoded,current_payload_symbols_decoded,current_header_symbol_errors,current_payload_symbol_errors,oracle_decode_status,oracle_header_valid,oracle_crc_valid,oracle_payload_exact,oracle_payload_hex,oracle_header_symbols_decoded,oracle_payload_symbols_decoded,oracle_header_symbol_errors,oracle_payload_symbol_errors,frame_sync_valid,netid_valid,noisy_cfo_total_bins,noisy_payload_start_sample
exp0_000000_rxg20_0_fulltrim:10:20260821,exp0_000000_rxg20_0_fulltrim,0,10.0,20260821,no_preamble,0,0,0,0,frame_location_missing|frame_sync_missing,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,64,302.1914000000834,0.028899999961140566,78.7332999998398,0.013300000318849925,0.013800000488117803,0.004900000021734741,127.24080000043614,0.0,0.0,0.0,6.153250447488309e-08,2.5203713832912115e-05,sync_missing,0,0,0,,0,0,8,56,header_invalid,0,0,0,,8,0,6,56,,,,
exp0_000002_rxg20_0_fulltrim:10:20260821,exp0_000002_rxg20_0_fulltrim,2,10.0,20260821,no_preamble,0,0,0,0,frame_location_missing|frame_sync_missing,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,64,306.19059999935416,0.03459999970800709,70.37510000009206,0.020700000277429353,0.018000000636675395,0.005699999746866524,111.88210000000254,0.0,0.0,0.0,2.9434755784562603e-08,1.2056475969356841e-05,sync_missing,0,0,0,,0,0,8,56,header_invalid,0,0,0,,8,0,4,56,,,,
exp0_000003_rxg20_0_fulltrim:10:20260821,exp0_000003_rxg20_0_fulltrim,3,10.0,20260821,sync_invalid,1,0,0,0,locator_sync2|locator_sfd|framesync_preamble_all_bin0|framesync_netid,0,0,0,0,0,4,0,0,0,0,0,4,4,,,,,1,0,0,0,0,0,4,,1,0,0,0,0,0,0,64,32633.24509999984,62.637800000629795,397.49440000014147,86.00740000019869,194.32899999992514,418.72090000015305,895.3836999999112,0.0,0.0,0.0,5.3735255547964695e-08,2.200996067244634e-05,header_invalid,0,0,0,,8,0,8,56,ok,1,0,0,404453025502050050090054c39dd48e5beceb115be2d3bdb96c37843778563412,8,56,2,24,0,0,-1000.877327573274,666578
exp0_000004_rxg20_0_fulltrim:10:20260821,exp0_000004_rxg20_0_fulltrim,4,10.0,20260821,sync_invalid,1,0,1,1,framesync_preamble_all_bin0,0,0,0,0,0,4,0,0,0,0,0,4,4,,,,,1,0,0,0,0,0,4,,0,0,0,0,1,0,0,32,37144.1176999997,417.45560000072146,579.0726999994149,125.08410000009462,804.318599999533,1667.3800999997184,1036.768199999642,0.0,417.45560000072146,417.45560000072146,6.126035586516529e-08,2.50922417623717e-05,ok,1,0,0,40c43322110001b058a69913a08f642ba3a84c91c2d73b12374dd5d45b68463412,8,56,2,30,ok,1,0,0,40c43322110001b058a69913a08f646ba3a84c91c2d73b12374dd5d45b68463412,8,56,2,30,0,1,-128.8508798245203,673552
exp0_000005_rxg20_0_fulltrim:10:20260821,exp0_000005_rxg20_0_fulltrim,5,10.0,20260821,sync_invalid,1,0,1,1,framesync_preamble_all_bin0,0,0,0,0,0,4,0,0,0,0,0,4,4,,,,,1,0,0,0,0,0,4,,0,0,0,0,1,0,0,28,32640.753499999846,417.39810000035504,395.60029999938706,79.41870000013296,1025.6148999997095,1265.564600000289,940.2411000000939,0.0,417.39810000035504,417.39810000035504,7.242874646077204e-08,2.9666814550332227e-05,ok,1,0,0,0c40534215602100d89580f19cbc23747b66fbc40c75a36344928274c9785634f2,8,56,3,25,ok,1,0,0,0c40534217620100d89580f19cbc23747b66fbc40c75a34364908274c9785634f2,8,56,3,25,0,1,-128.7464815729146,673551
exp0_000006_rxg20_0_fulltrim:10:20260821,exp0_000006_rxg20_0_fulltrim,6,10.0,20260821,sync_invalid,1,0,0,0,locator_preamble_stability|locator_sfd|framesync_preamble_all_bin0|framesync_netid,0,0,0,0,0,4,0,0,0,0,0,4,4,,,,,1,0,0,0,0,0,4,,0,0,0,0,0,0,0,64,44711.79579999989,92.81379999993078,87.68579999923531,111.94609999984095,378.4815000008166,566.140599999926,1160.1041999992958,0.0,0.0,0.0,7.561376789538686e-08,3.097139932995046e-05,header_invalid,0,0,0,,8,0,8,56,header_invalid,0,0,0,,8,0,3,56,0,0,651.2268010671378,679788
exp0_000007_rxg20_0_fulltrim:10:20260821,exp0_000007_rxg20_0_fulltrim,7,10.0,20260821,no_preamble,0,0,0,0,frame_location_missing|frame_sync_missing,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,64,311.8694000004325,0.04840000019612489,85.94629999970493,0.01539999993838137,0.022600000193051528,0.0068999997893115506,1120.5862999995588,0.0,0.0,0.0,7.449895515307498e-08,3.051477203069951e-05,sync_missing,0,0,0,,0,0,8,56,header_invalid,0,0,0,,8,0,2,56,,,,
exp0_000008_rxg20_0_fulltrim:10:20260821,exp0_000008_rxg20_0_fulltrim,8,10.0,20260821,no_preamble,0,0,0,0,frame_location_missing|frame_sync_missing,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,64,239.08790000041336,0.034100000448233914,67.51509999958216,0.016199999663513154,0.017899999875226058,0.006300000677583739,1142.4324999998134,0.0,0.0,0.0,6.982488910305618e-08,2.860027457661181e-05,sync_missing,0,0,0,,0,0,8,56,header_invalid,0,0,0,,8,0,2,56,,,,
exp0_000000_rxg20_0_fulltrim:10:20260822,exp0_000000_rxg20_0_fulltrim,0,10.0,20260822,no_preamble,0,0,0,0,frame_location_missing|frame_sync_missing,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,64,330.64790000025823,0.02930000027845381,81.76610000009532,0.025800000003073364,0.026499999876250513,0.0070000005507608876,150.75700000033976,0.0,0.0,0.0,6.153250447488309e-08,2.5203713832912115e-05,sync_missing,0,0,0,,0,0,8,56,header_invalid,0,0,0,,8,0,7,56,,,,
exp0_000002_rxg20_0_fulltrim:10:20260822,exp0_000002_rxg20_0_fulltrim,2,10.0,20260822,no_preamble,0,0,0,0,frame_location_missing|frame_sync_missing,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,64,296.3506000005509,0.022399999579647556,82.86619999944378,0.026899999284069054,0.030700000024808105,0.004900000021734741,143.232800000078,0.0,0.0,0.0,2.9434755784562603e-08,1.2056475969356841e-05,sync_missing,0,0,0,,0,0,8,56,header_invalid,0,0,0,,8,0,3,56,,,,
