esn0_db,trials,estimate_available_rate,strict_gate_rate,decoder_aware_gate_rate,strict_crc_pdr,decoder_aware_crc_pdr,oracle_crc_pdr,ridge_enabled,ridge_top_k,ridge_crc_pdr,ridge_crc_accept_rate,ridge_crc_false_deliveries,ridge_rescues_over_decoder_aware,ridge_regressions_vs_decoder_aware,ridge_mean_decoder_attempts,ridge_mean_list_generation_ms,ridge_mean_operational_decode_ms,ridge_soft_hamming_enabled,ridge_soft_crc_pdr,ridge_soft_crc_accept_rate,ridge_soft_crc_false_deliveries,ridge_soft_rescues_over_hard_ridge,ridge_soft_regressions_vs_hard_ridge,ridge_soft_mean_decoder_attempts,ridge_soft_mean_operational_decode_ms,soft_oracle_crc_pdr,strict_crc_accept_rate,decoder_aware_crc_accept_rate,strict_crc_false_deliveries,decoder_aware_crc_false_deliveries,strict_decoder_calls,decoder_aware_decoder_calls,extra_decoder_calls,extra_candidate_crc_rescues,extra_candidate_crc_rejects,extra_candidate_crc_false_accepts,fec_corrected_packets,oracle_gap_gate_rejects,oracle_gap_bad_candidate_decodes,oracle_demod_failures,decoder_aware_beats_oracle,strict_decode_total_ms,decoder_aware_decode_total_ms,extra_decode_total_ms,extra_decode_ms_per_trial,mean_sync_ms,mean_candidate_decode_ms
10.0,80,0.5375,0.0,0.05,0.0,0.0,0.0,1,4,0.0,0.0,0,0,0,2.15,52.61988375008286,256.09703125003307,1,0.0,0.0,0,0,0,2.15,507.6186787499978,0.0125,0.0,0.0,0,0,0,4,4,0,4,0,0,0,0,80,0,0.0,1816.9201000000612,1816.9201000000612,22.711501250000765,13258.820337500027,86.24443875002044
11.0,80,0.8,0.025,0.1625,0.0,0.0,0.0,1,4,0.0,0.0,0,0,0,3.2,72.29817749990843,446.81597374988087,1,0.1875,0.2,1,15,0,2.7375,920.4997975000311,0.3625,0.0,0.0,0,0,2,13,11,0,11,0,0,0,0,80,0,948.8296000008631,3170.976900001733,2222.14730000087,27.776841250010875,17827.408944999923,139.75385500000357
12.0,80,0.9125,0.15,0.4625,0.025,0.1375,0.35,1,4,0.2625,0.2625,0,10,0,2.975,78.0526587500276,574.5122837500048,1,0.65,0.65,0,31,0,2.0,942.2272150000254,0.7875,0.025,0.1375,0,0,12,37,25,9,16,0,14,14,3,52,0,4131.596499999432,12854.160500000944,8722.564000001512,109.0320500000189,19127.647371249965,242.53534624998565
13.0,80,0.975,0.45,0.6875,0.3125,0.5,0.7875,1,4,0.7375,0.75,1,19,0,1.8625,77.88926624994019,506.8966550000255,1,0.8875,0.8875,0,12,0,1.55,924.728808750035,0.975,0.3125,0.5,0,0,36,55,19,15,4,0,44,16,8,17,1,11229.58579999704,18521.221299997706,7291.635500000666,91.14544375000833,20721.032522500016,291.4505937500053
14.0,80,1.0,0.6875,0.875,0.575,0.75,0.95,1,4,0.8875,0.8875,0,11,0,1.4625,83.32940000003646,444.5036212499758,1,0.925,0.925,0,3,0,1.35,868.6198775000208,1.0,0.575,0.75,0,0,55,70,15,14,1,0,63,9,7,4,0,19976.716599997417,25575.403599999845,5598.687000002428,69.98358750003035,21568.810261250008,345.47660124998174
15.0,80,1.0,0.8125,1.0,0.775,0.9625,1.0,1,4,0.9875,0.9875,0,2,0,1.0625,85.71169874998077,415.282290000016,1,0.9875,0.9875,0,0,0,1.0625,908.9787325000088,1.0,0.775,0.9625,0,0,65,80,15,15,0,0,77,0,3,0,0,26275.885499996548,32531.345199999123,6255.459700002575,78.19324625003219,22321.426545,406.64181499998904
16.0,80,1.0,0.925,1.0,0.9125,0.9875,1.0,1,4,0.9875,0.9875,0,0,0,1.0375,79.27807999996048,383.53468374999693,1,0.9875,0.9875,0,0,0,1.0375,840.0217599999563,1.0,0.9125,0.9875,0,0,74,80,6,6,0,0,79,0,1,0,0,28656.58789999543,30769.706999995833,2113.1191000004037,26.413988750005046,21621.838845000046,384.6213374999479
