dataset,input_iq,gt_symbol_csv,iq_complex64_samples,reference_power,reference_power_db,reference_sample_count,reference_packet_count,paired_packet_count,seed,independent_noise,top_k_metrics,nibble_candidates,row_beam_width,block_candidate_limit,global_beam_width,final_candidate_limit,crc_candidate_min_evidence_margin
0_0_0_10_14_32,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_32.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\weak_sync_chain\header_first\0_0_0_10_14_32_header_first_symbols.csv,30551040,6.420465674857357e-05,-41.924334715126854,250880,7,7,20260531,0,64,8,512,128,512,512,0.0
