dataset,target_snr_db,packet_index,frame_index,event_index,payload_len,symbol_count,traditional_fft_symbol_ser,multi_offset_argmax_symbol_ser,current_selected_symbol_ser,savaux_paper_symbol_ser,savaux_codec_symbol_ser,current_gain_vs_traditional_fft,savaux_gain_vs_traditional_fft,savaux_codec_gain_vs_traditional_fft,savaux_gain_vs_current,savaux_codec_gain_vs_current,savaux_codec_gain_vs_savaux,traditional_fft_crc_valid,multi_offset_argmax_crc_valid,current_selected_crc_valid,savaux_paper_crc_valid,savaux_codec_crc_valid,savaux_codec_success,savaux_codec_selected_source,savaux_codec_selection_variant,savaux_codec_base_crc_valid,savaux_codec_selected_beam_rank,savaux_codec_candidate_payload_count,savaux_codec_observed_crc_valid_count,savaux_codec_accepted_crc_valid_count,savaux_codec_selected_source_is_argmax_fallback,savaux_codec_topk_recall,savaux_codec_mean_gt_rank,savaux_codec_symbol_change_count,savaux_codec_symbol_fix_count,savaux_codec_symbol_break_count,winner_by_symbol_ser
0_0_0_10_14_8,-23.0,0,0,0,33,35,0.6571428571428571,0.17142857142857143,0.0,0.0,0.0,0.6571428571428571,0.6571428571428571,0.6571428571428571,0.0,0.0,0.0,0,0,1,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,1,0.0,0.0,0,0,0,current_selected
0_0_0_10_14_8,-23.0,1,1,1,33,35,0.6,0.11428571428571428,0.0,0.0,0.0,0.6,0.6,0.6,0.0,0.0,0.0,0,0,1,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,1,0.0,0.0,0,0,0,current_selected
0_0_0_10_14_8,-23.0,2,2,2,33,35,0.6571428571428571,0.05714285714285714,0.0,0.0,0.0,0.6571428571428571,0.6571428571428571,0.6571428571428571,0.0,0.0,0.0,0,0,1,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,1,0.0,0.0,0,0,0,current_selected
0_0_0_10_14_8,-23.0,3,3,3,33,35,0.45714285714285713,0.02857142857142857,0.02857142857142857,0.0,0.0,0.42857142857142855,0.45714285714285713,0.45714285714285713,0.02857142857142857,0.02857142857142857,0.0,0,0,0,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,1,0.0,0.0,0,0,0,savaux_paper
0_0_0_10_14_8,-23.0,4,4,4,33,35,0.6857142857142857,0.2,0.02857142857142857,0.0,0.0,0.6571428571428571,0.6857142857142857,0.6857142857142857,0.02857142857142857,0.02857142857142857,0.0,0,0,0,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,1,0.0,0.0,0,0,0,savaux_paper
0_0_0_10_14_8,-23.0,5,5,5,33,35,0.9714285714285714,0.7428571428571429,0.4,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.8285714285714285,0.8285714285714285,0.2571428571428572,0.2571428571428572,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,1,1.0,1.6571428571428573,0,0,0,savaux_paper
0_0_0_10_14_8,-23.0,6,6,6,33,35,0.7714285714285715,0.5714285714285714,0.2571428571428571,0.08571428571428572,0.2,0.5142857142857143,0.6857142857142857,0.5714285714285714,0.1714285714285714,0.057142857142857106,-0.1142857142857143,0,0,0,0,1,1,beam,path_likelihood_rescue,0,164,2048,1,1,0,1.0,1.4285714285714286,7,1,5,savaux_paper
0_0_0_10_14_8,-23.0,7,7,7,33,35,0.9428571428571428,0.6,0.34285714285714286,0.17142857142857143,0.0,0.6,0.7714285714285714,0.9428571428571428,0.17142857142857143,0.34285714285714286,0.17142857142857143,0,0,0,0,1,1,beam,savaux_codec,1,141,2048,1,1,0,1.0,1.7714285714285714,6,6,0,savaux_codec
0_0_0_10_14_8,-23.0,8,8,8,33,35,0.8285714285714286,0.45714285714285713,0.34285714285714286,0.08571428571428572,0.05714285714285714,0.48571428571428577,0.7428571428571429,0.7714285714285715,0.2571428571428571,0.2857142857142857,0.028571428571428574,0,0,0,0,1,1,beam,savaux_codec,1,86,2048,6,6,0,1.0,1.6,5,3,2,savaux_codec
0_0_0_10_14_8,-23.0,9,9,9,33,35,0.9142857142857143,0.45714285714285713,0.2,0.02857142857142857,0.0,0.7142857142857142,0.8857142857142857,0.9142857142857143,0.17142857142857143,0.2,0.02857142857142857,0,0,0,0,1,1,beam,savaux_codec,1,0,2048,5,5,0,1.0,1.0285714285714285,1,1,0,savaux_codec
0_0_0_10_14_8,-24.0,0,0,0,33,35,0.7714285714285715,0.37142857142857144,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.6857142857142857,0.7428571428571429,0.7428571428571429,0.05714285714285715,0.05714285714285715,0.0,0,0,0,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,1,0.0,0.0,0,0,0,savaux_paper
0_0_0_10_14_8,-24.0,1,1,1,33,35,0.8,0.2571428571428571,0.05714285714285714,0.0,0.0,0.7428571428571429,0.8,0.8,0.05714285714285714,0.05714285714285714,0.0,0,0,0,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,1,0.0,0.0,0,0,0,savaux_paper
0_0_0_10_14_8,-24.0,2,2,2,33,35,0.7714285714285715,0.17142857142857143,0.05714285714285714,0.0,0.0,0.7142857142857143,0.7714285714285715,0.7714285714285715,0.05714285714285714,0.05714285714285714,0.0,0,0,0,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,1,0.0,0.0,0,0,0,savaux_paper
0_0_0_10_14_8,-24.0,3,3,3,33,35,0.6,0.17142857142857143,0.02857142857142857,0.02857142857142857,0.0,0.5714285714285714,0.5714285714285714,0.6,0.0,0.02857142857142857,0.02857142857142857,0,0,0,0,1,1,beam,savaux_codec,1,0,2048,9,9,0,1.0,1.0285714285714285,1,1,0,savaux_codec
0_0_0_10_14_8,-24.0,4,4,4,33,35,0.6857142857142857,0.2571428571428571,0.11428571428571428,0.05714285714285714,0.0,0.5714285714285714,0.6285714285714286,0.6857142857142857,0.05714285714285714,0.11428571428571428,0.05714285714285714,0,0,0,0,1,1,beam,savaux_codec,1,0,2048,1,1,0,1.0,1.0571428571428572,2,2,0,savaux_codec
0_0_0_10_14_8,-24.0,5,5,5,33,35,0.9714285714285714,0.8285714285714286,0.6571428571428571,0.37142857142857144,0.37142857142857144,0.3142857142857143,0.6,0.6,0.2857142857142857,0.2857142857142857,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,1,1.0,3.914285714285714,0,0,0,savaux_paper
0_0_0_10_14_8,-24.0,6,6,6,33,35,0.8,0.7428571428571429,0.45714285714285713,0.2857142857142857,0.2857142857142857,0.3428571428571429,0.5142857142857143,0.5142857142857143,0.17142857142857143,0.17142857142857143,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,1,1.0,3.257142857142857,0,0,0,savaux_paper
0_0_0_10_14_8,-24.0,7,7,7,33,35,0.9428571428571428,0.7428571428571429,0.5142857142857142,0.3142857142857143,0.3142857142857143,0.4285714285714286,0.6285714285714286,0.6285714285714286,0.19999999999999996,0.19999999999999996,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,1,0.9714285714285714,5.0,0,0,0,savaux_paper
0_0_0_10_14_8,-24.0,8,8,8,33,35,0.9142857142857143,0.6285714285714286,0.5142857142857142,0.22857142857142856,0.22857142857142856,0.4,0.6857142857142857,0.6857142857142857,0.2857142857142857,0.2857142857142857,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,1,0.9714285714285714,3.942857142857143,0,0,0,savaux_paper
0_0_0_10_14_8,-24.0,9,9,9,33,35,0.9428571428571428,0.6571428571428571,0.45714285714285713,0.08571428571428572,0.08571428571428572,0.4857142857142857,0.8571428571428571,0.8571428571428571,0.37142857142857144,0.37142857142857144,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,1,1.0,1.2,0,0,0,savaux_paper
0_0_0_10_14_8,-25.0,0,0,0,33,35,0.9142857142857143,0.5428571428571428,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.6285714285714286,0.7714285714285714,0.7714285714285714,0.14285714285714285,0.14285714285714285,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,1,1.0,1.9714285714285715,0,0,0,savaux_paper
0_0_0_10_14_8,-25.0,1,1,1,33,35,0.8571428571428571,0.4,0.14285714285714285,0.05714285714285714,0.0,0.7142857142857142,0.7999999999999999,0.8571428571428571,0.08571428571428572,0.14285714285714285,0.05714285714285714,0,0,0,0,1,1,beam,savaux_codec,1,0,2048,5,5,0,1.0,1.1428571428571428,2,2,0,savaux_codec
0_0_0_10_14_8,-25.0,2,2,2,33,35,0.8571428571428571,0.34285714285714286,0.22857142857142856,0.0,0.0,0.6285714285714286,0.8571428571428571,0.8571428571428571,0.22857142857142856,0.22857142857142856,0.0,0,0,0,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,1,0.0,0.0,0,0,0,savaux_paper
0_0_0_10_14_8,-25.0,3,3,3,33,35,0.7142857142857143,0.34285714285714286,0.14285714285714285,0.05714285714285714,0.0,0.5714285714285714,0.6571428571428571,0.7142857142857143,0.08571428571428572,0.14285714285714285,0.05714285714285714,0,0,0,0,1,1,beam,savaux_codec,1,0,2048,1,1,0,1.0,1.1428571428571428,2,2,0,savaux_codec
0_0_0_10_14_8,-25.0,4,4,4,33,35,0.7714285714285715,0.5142857142857142,0.2857142857142857,0.14285714285714285,0.0,0.48571428571428577,0.6285714285714286,0.7714285714285715,0.14285714285714285,0.2857142857142857,0.14285714285714285,0,0,0,0,1,1,beam,savaux_codec,1,0,2048,1,1,0,1.0,1.4,5,5,0,savaux_codec
0_0_0_10_14_8,-25.0,5,5,5,33,35,0.9714285714285714,0.8857142857142857,0.7428571428571429,0.4857142857142857,0.4857142857142857,0.22857142857142854,0.4857142857142857,0.4857142857142857,0.2571428571428572,0.2571428571428572,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,1,0.9714285714285714,9.457142857142857,0,0,0,savaux_paper
0_0_0_10_14_8,-25.0,6,6,6,33,35,0.9142857142857143,0.8285714285714286,0.6571428571428571,0.5142857142857142,0.5142857142857142,0.2571428571428571,0.4,0.4,0.1428571428571429,0.1428571428571429,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,1,0.9428571428571428,8.714285714285714,0,0,0,savaux_paper
0_0_0_10_14_8,-25.0,7,7,7,33,35,0.9428571428571428,0.8285714285714286,0.7714285714285715,0.5428571428571428,0.5428571428571428,0.17142857142857137,0.4,0.4,0.22857142857142865,0.22857142857142865,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,1,0.9714285714285714,12.628571428571428,0,0,0,savaux_paper
0_0_0_10_14_8,-25.0,8,8,8,33,35,0.9428571428571428,0.7714285714285715,0.6285714285714286,0.42857142857142855,0.42857142857142855,0.3142857142857143,0.5142857142857142,0.5142857142857142,0.2,0.2,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,1,0.9714285714285714,9.085714285714285,0,0,0,savaux_paper
0_0_0_10_14_8,-25.0,9,9,9,33,35,1.0,0.7428571428571429,0.5428571428571428,0.45714285714285713,0.45714285714285713,0.4571428571428572,0.5428571428571429,0.5428571428571429,0.08571428571428569,0.08571428571428569,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,1,1.0,2.4285714285714284,0,0,0,savaux_paper
0_0_0_10_14_8,-26.0,0,0,0,33,35,0.9714285714285714,0.6857142857142857,0.5142857142857142,0.2,0.2,0.4571428571428572,0.7714285714285714,0.7714285714285714,0.3142857142857142,0.3142857142857142,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,1,0.9714285714285714,6.057142857142857,0,0,0,savaux_paper
0_0_0_10_14_8,-26.0,1,1,1,33,35,0.9142857142857143,0.6571428571428571,0.2857142857142857,0.11428571428571428,0.0,0.6285714285714286,0.7999999999999999,0.9142857142857143,0.17142857142857143,0.2857142857142857,0.11428571428571428,0,0,0,0,1,1,beam,savaux_codec,1,49,2048,1,1,0,1.0,2.0285714285714285,4,4,0,savaux_codec
0_0_0_10_14_8,-26.0,2,2,2,33,35,0.8571428571428571,0.4857142857142857,0.2857142857142857,0.11428571428571428,0.0,0.5714285714285714,0.7428571428571428,0.8571428571428571,0.17142857142857143,0.2857142857142857,0.11428571428571428,0,0,0,0,1,1,beam,savaux_codec,1,2,2048,5,5,0,1.0,1.1142857142857143,4,4,0,savaux_codec
0_0_0_10_14_8,-26.0,3,3,3,33,35,0.7714285714285715,0.4857142857142857,0.34285714285714286,0.11428571428571428,0.11428571428571428,0.4285714285714286,0.6571428571428571,0.6571428571428571,0.2285714285714286,0.2285714285714286,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,1,1.0,1.6857142857142857,0,0,0,savaux_paper
0_0_0_10_14_8,-26.0,4,4,4,33,35,0.8571428571428571,0.6285714285714286,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,1,1.0,3.1714285714285713,0,0,0,savaux_paper
0_0_0_10_14_8,-26.0,5,5,5,33,35,0.9714285714285714,1.0,0.8571428571428571,0.6571428571428571,0.6571428571428571,0.11428571428571432,0.3142857142857143,0.3142857142857143,0.19999999999999996,0.19999999999999996,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,1,0.9142857142857143,21.542857142857144,0,0,0,savaux_paper
0_0_0_10_14_8,-26.0,6,6,6,33,35,0.9142857142857143,0.8285714285714286,0.7714285714285715,0.6,0.6,0.1428571428571428,0.3142857142857143,0.3142857142857143,0.17142857142857149,0.17142857142857149,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,1,0.9142857142857143,18.942857142857143,0,0,0,savaux_paper
0_0_0_10_14_8,-26.0,7,7,7,33,35,0.9714285714285714,0.8857142857142857,0.8571428571428571,0.6857142857142857,0.6857142857142857,0.11428571428571432,0.2857142857142857,0.2857142857142857,0.17142857142857137,0.17142857142857137,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,1,0.8857142857142857,29.4,0,0,0,savaux_paper
0_0_0_10_14_8,-26.0,8,8,8,33,35,0.9428571428571428,0.8571428571428571,0.7428571428571429,0.5142857142857142,0.5142857142857142,0.19999999999999996,0.4285714285714286,0.4285714285714286,0.22857142857142865,0.22857142857142865,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,1,0.9142857142857143,20.142857142857142,0,0,0,savaux_paper
0_0_0_10_14_8,-26.0,9,9,9,33,35,1.0,0.8571428571428571,0.6857142857142857,0.5714285714285714,0.5714285714285714,0.3142857142857143,0.4285714285714286,0.4285714285714286,0.11428571428571432,0.11428571428571432,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,1,1.0,7.0,0,0,0,savaux_paper
0_0_0_10_14_16,-22.0,1,0,1,33,35,0.8285714285714286,0.34285714285714286,0.17142857142857143,0.08571428571428572,0.0,0.6571428571428573,0.7428571428571429,0.8285714285714286,0.08571428571428572,0.17142857142857143,0.08571428571428572,0,0,0,0,1,1,beam,savaux_codec,1,4,2048,1,1,0,1.0,1.2285714285714286,3,3,0,savaux_codec
0_0_0_10_14_16,-22.0,2,1,2,33,35,0.8285714285714286,0.2571428571428571,0.05714285714285714,0.08571428571428572,0.0,0.7714285714285715,0.7428571428571429,0.8285714285714286,-0.028571428571428574,0.05714285714285714,0.08571428571428572,0,0,0,0,1,1,beam,savaux_codec,1,3,2048,1,1,0,1.0,1.0857142857142856,3,3,0,savaux_codec
0_0_0_10_14_16,-22.0,3,2,3,33,35,0.7428571428571429,0.2857142857142857,0.05714285714285714,0.0,0.0,0.6857142857142857,0.7428571428571429,0.7428571428571429,0.05714285714285714,0.05714285714285714,0.0,0,0,0,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,1,0.0,0.0,0,0,0,savaux_paper
0_0_0_10_14_16,-22.0,5,3,5,33,35,0.6571428571428571,0.22857142857142856,0.08571428571428572,0.08571428571428572,0.0,0.5714285714285714,0.5714285714285714,0.6571428571428571,0.0,0.08571428571428572,0.08571428571428572,0,0,0,0,1,1,beam,savaux_codec,1,0,2048,8,8,0,1.0,1.1714285714285715,3,3,0,savaux_codec
0_0_0_10_14_16,-22.0,6,4,6,33,35,0.6857142857142857,0.2,0.05714285714285714,0.0,0.0,0.6285714285714286,0.6857142857142857,0.6857142857142857,0.05714285714285714,0.05714285714285714,0.0,0,0,0,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,1,0.0,0.0,0,0,0,savaux_paper
0_0_0_10_14_16,-22.0,8,5,8,33,35,0.7714285714285715,0.2,0.08571428571428572,0.0,0.0,0.6857142857142857,0.7714285714285715,0.7714285714285715,0.08571428571428572,0.08571428571428572,0.0,0,0,0,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,1,0.0,0.0,0,0,0,savaux_paper
0_0_0_10_14_16,-22.0,9,6,9,33,35,0.7428571428571429,0.11428571428571428,0.0,0.02857142857142857,0.0,0.7428571428571429,0.7142857142857143,0.7428571428571429,-0.02857142857142857,0.0,0.02857142857142857,0,0,1,0,1,1,beam,savaux_codec,1,0,2048,26,26,0,1.0,1.0285714285714285,1,1,0,current_selected
0_0_0_10_14_16,-22.0,10,7,10,33,35,0.7428571428571429,0.14285714285714285,0.05714285714285714,0.0,0.0,0.6857142857142857,0.7428571428571429,0.7428571428571429,0.05714285714285714,0.05714285714285714,0.0,0,0,0,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,1,0.0,0.0,0,0,0,savaux_paper
0_0_0_10_14_16,-22.0,11,8,11,33,35,0.6,0.08571428571428572,0.0,0.0,0.0,0.6,0.6,0.6,0.0,0.0,0.0,0,0,1,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,1,0.0,0.0,0,0,0,current_selected
0_0_0_10_14_16,-22.0,12,9,12,33,35,0.4,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0,1,1,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,1,0.0,0.0,0,0,0,multi_offset_argmax
0_0_0_10_14_16,-22.0,13,10,13,33,35,0.4857142857142857,0.0,0.0,0.0,0.0,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.0,0.0,0.0,0,1,1,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,1,0.0,0.0,0,0,0,multi_offset_argmax
0_0_0_10_14_16,-23.0,1,0,1,33,35,0.8857142857142857,0.4857142857142857,0.34285714285714286,0.14285714285714285,0.14285714285714285,0.5428571428571428,0.7428571428571429,0.7428571428571429,0.2,0.2,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,1,1.0,1.9714285714285715,0,0,0,savaux_paper
0_0_0_10_14_16,-23.0,2,1,2,33,35,0.8571428571428571,0.5714285714285714,0.22857142857142856,0.11428571428571428,0.0,0.6285714285714286,0.7428571428571428,0.8571428571428571,0.11428571428571428,0.22857142857142856,0.11428571428571428,0,0,0,0,1,1,beam,savaux_codec,1,25,2048,1,1,0,1.0,1.542857142857143,4,4,0,savaux_codec
0_0_0_10_14_16,-23.0,3,2,3,33,35,0.8857142857142857,0.45714285714285713,0.2,0.08571428571428572,0.0,0.6857142857142857,0.7999999999999999,0.8857142857142857,0.1142857142857143,0.2,0.08571428571428572,0,0,0,0,1,1,beam,savaux_codec,1,11,2048,5,5,0,1.0,1.1428571428571428,3,3,0,savaux_codec
0_0_0_10_14_16,-23.0,5,3,5,33,35,0.8857142857142857,0.2571428571428571,0.14285714285714285,0.08571428571428572,0.05714285714285714,0.7428571428571429,0.7999999999999999,0.8285714285714285,0.057142857142857134,0.08571428571428572,0.028571428571428574,0,0,0,0,1,1,beam,savaux_codec,1,45,2048,5,5,0,1.0,1.5714285714285714,4,2,1,savaux_codec
0_0_0_10_14_16,-23.0,6,4,6,33,35,0.8571428571428571,0.34285714285714286,0.14285714285714285,0.02857142857142857,0.0,0.7142857142857142,0.8285714285714285,0.8571428571428571,0.11428571428571428,0.14285714285714285,0.02857142857142857,0,0,0,0,1,1,beam,savaux_codec,1,3,2048,15,15,0,1.0,1.0285714285714285,1,1,0,savaux_codec
0_0_0_10_14_16,-23.0,8,5,8,33,35,0.8571428571428571,0.45714285714285713,0.2,0.08571428571428572,0.08571428571428572,0.657142857142857,0.7714285714285714,0.7714285714285714,0.1142857142857143,0.1142857142857143,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,1,1.0,1.2857142857142858,0,0,0,savaux_paper
0_0_0_10_14_16,-23.0,9,6,9,33,35,0.9142857142857143,0.4,0.14285714285714285,0.05714285714285714,0.05714285714285714,0.7714285714285714,0.8571428571428571,0.8571428571428571,0.08571428571428572,0.08571428571428572,0.0,0,0,0,0,1,1,beam,savaux_codec,1,95,2048,7,7,0,1.0,1.1142857142857143,3,1,1,savaux_paper
0_0_0_10_14_16,-23.0,10,7,10,33,35,0.8285714285714286,0.4,0.11428571428571428,0.02857142857142857,0.0,0.7142857142857143,0.8,0.8285714285714286,0.08571428571428572,0.11428571428571428,0.02857142857142857,0,0,0,0,1,1,beam,savaux_codec,1,0,2048,5,5,0,1.0,1.0285714285714285,1,1,0,savaux_codec
0_0_0_10_14_16,-23.0,11,8,11,33,35,0.7428571428571429,0.14285714285714285,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.7142857142857143,0.7142857142857143,0.6857142857142857,0.0,-0.02857142857142857,-0.02857142857142857,0,0,0,0,1,1,beam,savaux_codec,1,1404,2048,4,4,0,1.0,1.0285714285714285,3,1,2,current_selected
0_0_0_10_14_16,-23.0,12,9,12,33,35,0.5714285714285714,0.05714285714285714,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0,0,0,1,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,1,0.0,0.0,0,0,0,current_selected
0_0_0_10_14_16,-23.0,13,10,13,33,35,0.7142857142857143,0.14285714285714285,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.0,0.0,0,0,1,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,1,0.0,0.0,0,0,0,current_selected
0_0_0_10_14_16,-24.0,1,0,1,33,35,0.9142857142857143,0.6,0.4,0.3142857142857143,0.3142857142857143,0.5142857142857142,0.6,0.6,0.08571428571428574,0.08571428571428574,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,1,1.0,5.6571428571428575,0,0,0,savaux_paper
