payload_symbol_index,gt_raw_fft_bin,savaux_argmax_bin,fused_argmax_bin,savaux_gt_rank,fused_gt_rank,rank_delta,savaux_gt_topk,fused_gt_topk,savaux_correct,fused_correct,gt_in_structured_topk,gt_path_ratio,gt_path_name,evidence_mode,dataset,target_snr_db,packet_index,packet_timing_tau0,packet_timing_slope
34,932,932,932,1,1,0,1,1,1,1,1,0.08491850694169445,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,2,0.0,0.0
0,222,222,222,1,1,0,1,1,1,1,1,0.04184106630842934,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,3,0.5,-0.5
1,826,826,826,1,1,0,1,1,1,1,1,0.05250630280137936,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,3,0.5,-0.5
2,871,871,871,1,1,0,1,1,1,1,1,0.04313976410240244,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,3,0.5,-0.5
3,718,718,718,1,1,0,1,1,1,1,1,0.03747250147529178,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,3,0.5,-0.5
4,86,86,86,1,1,0,1,1,1,1,1,0.06968321477628915,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,3,0.5,-0.5
5,467,467,467,1,1,0,1,1,1,1,1,0.016638884321447882,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,3,0.5,-0.5
6,89,89,89,1,1,0,1,1,1,1,1,0.07180617297742654,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,3,0.5,-0.5
7,713,713,713,1,1,0,1,1,1,1,1,0.05226280035926435,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,3,0.5,-0.5
8,865,865,865,1,1,0,1,1,1,1,1,0.04310899584272206,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,3,0.5,-0.5
9,405,405,405,1,1,0,1,1,1,1,1,0.07886162806621769,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,3,0.5,-0.5
10,765,765,765,1,1,0,1,1,1,1,1,0.06654632822495342,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,3,0.5,-0.5
11,1023,1023,1023,1,1,0,1,1,1,1,1,0.06383377987973154,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,3,0.5,-0.5
12,597,597,597,1,1,0,1,1,1,1,1,0.04416140155499816,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,3,0.5,-0.5
13,562,562,562,1,1,0,1,1,1,1,1,0.037079356582686164,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,3,0.5,-0.5
14,478,478,478,1,1,0,1,1,1,1,1,0.06843417304912823,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,3,0.5,-0.5
15,267,267,267,1,1,0,1,1,1,1,1,0.028456782294357826,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,3,0.5,-0.5
16,917,917,917,1,1,0,1,1,1,1,1,0.03860868624331397,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,3,0.5,-0.5
17,656,656,656,1,1,0,1,1,1,1,1,0.040398067990849565,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,3,0.5,-0.5
18,889,889,889,1,1,0,1,1,1,1,1,0.12379950686208208,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,3,0.5,-0.5
19,510,510,510,1,1,0,1,1,1,1,1,0.0666955503749928,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,3,0.5,-0.5
20,860,860,860,1,1,0,1,1,1,1,1,0.08600817524013933,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,3,0.5,-0.5
21,553,553,553,1,1,0,1,1,1,1,1,0.055981667824814556,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,3,0.5,-0.5
22,629,629,629,1,1,0,1,1,1,1,1,0.06836669597765861,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,3,0.5,-0.5
23,759,837,915,2,6,-4,1,1,0,0,1,0.04702664793466113,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,3,0.5,-0.5
24,874,874,874,1,1,0,1,1,1,1,1,0.025479637364849532,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,3,0.5,-0.5
25,720,720,720,1,1,0,1,1,1,1,1,0.026728962271915027,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,3,0.5,-0.5
