payload_symbol_index,gt_raw_fft_bin,savaux_argmax_bin,fused_argmax_bin,savaux_gt_rank,fused_gt_rank,rank_delta,savaux_gt_topk,fused_gt_topk,savaux_correct,fused_correct,gt_in_structured_topk,gt_path_ratio,gt_path_name,evidence_mode,dataset,target_snr_db,packet_index,packet_timing_tau0,packet_timing_slope
17,656,656,656,1,1,0,1,1,1,1,1,0.056258651496128194,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,4,-0.5,0.5
18,889,889,889,1,1,0,1,1,1,1,1,0.053624348428788216,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,4,-0.5,0.5
19,510,510,510,1,1,0,1,1,1,1,1,0.06081692294313739,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,4,-0.5,0.5
20,860,860,860,1,1,0,1,1,1,1,1,0.03770848240245136,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,4,-0.5,0.5
21,553,553,553,1,1,0,1,1,1,1,1,0.04196726764091637,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,4,-0.5,0.5
22,629,629,629,1,1,0,1,1,1,1,1,0.04164850746504857,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,4,-0.5,0.5
23,759,759,759,1,1,0,1,1,1,1,1,0.04063328430028212,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,4,-0.5,0.5
24,874,517,317,2,167,-165,1,0,0,0,1,0.001296580248068695,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,4,-0.5,0.5
25,720,720,720,1,1,0,1,1,1,1,1,0.060420121044894234,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,4,-0.5,0.5
26,314,314,314,1,1,0,1,1,1,1,1,0.03242454311607295,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,4,-0.5,0.5
27,602,602,602,1,1,0,1,1,1,1,1,0.042748820539865826,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,4,-0.5,0.5
28,7,7,7,1,1,0,1,1,1,1,1,0.022572169455688035,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,4,-0.5,0.5
29,610,610,610,1,1,0,1,1,1,1,1,0.05505211747950218,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,4,-0.5,0.5
30,855,855,855,1,1,0,1,1,1,1,1,0.07496258828357275,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,4,-0.5,0.5
31,897,897,897,1,1,0,1,1,1,1,1,0.0844857889752376,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,4,-0.5,0.5
32,756,756,756,1,1,0,1,1,1,1,1,0.05378913651282763,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,4,-0.5,0.5
33,580,580,580,1,1,0,1,1,1,1,1,0.040082516349929286,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,4,-0.5,0.5
34,89,89,89,1,1,0,1,1,1,1,1,0.077414185660343,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,4,-0.5,0.5
0,222,222,222,1,1,0,1,1,1,1,1,0.15993358012133718,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
1,711,711,711,1,1,0,1,1,1,1,1,0.09939489152151575,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
2,922,820,392,2,30,-28,1,0,0,0,1,0.048135167573405926,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
3,691,691,691,1,1,0,1,1,1,1,1,0.19089495602208806,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
4,107,107,107,1,1,0,1,1,1,1,1,0.02213824421255612,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
5,467,467,763,1,21,-20,1,0,1,0,1,0.00787028504205574,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
6,89,89,89,1,1,0,1,1,1,1,1,0.02379967941747383,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
7,713,843,843,3,24,-21,1,0,0,0,1,0.019952063357555234,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
8,865,76,76,14,70,-56,0,0,0,0,1,0.08401347227599554,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
9,405,405,93,1,2,-1,1,1,1,0,1,0.06828415645665036,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
10,765,271,271,4,14,-10,1,0,0,0,1,0.06633784961818177,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
11,1023,1023,1023,1,1,0,1,1,1,1,1,0.11514036665288518,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
12,597,108,108,15,27,-12,0,0,0,0,1,0.30551880008047433,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
13,562,105,105,2,33,-31,1,0,0,0,1,0.02597532956867133,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
14,478,211,74,3,136,-133,1,0,0,0,1,0.0035355374773422387,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
15,267,267,267,1,1,0,1,1,1,1,1,0.02719286848695528,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
16,917,917,917,1,1,0,1,1,1,1,1,0.05085062684647934,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
17,656,852,860,3,3,0,1,1,0,0,1,0.1634580689099421,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
18,889,813,863,2,17,-15,1,0,0,0,1,0.02288199407489463,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
19,510,510,510,1,1,0,1,1,1,1,1,0.11539620778458225,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
20,860,860,860,1,1,0,1,1,1,1,1,0.07579877264648044,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
21,553,553,553,1,1,0,1,1,1,1,1,0.13709377470338274,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
22,629,629,629,1,1,0,1,1,1,1,1,0.0791756178555458,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
23,759,759,759,1,1,0,1,1,1,1,1,0.08668848269216112,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
24,874,874,446,1,18,-17,1,0,1,0,1,0.04929229223451632,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
25,720,379,379,2,2,0,1,1,0,0,1,0.07497041610413739,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
26,314,910,910,57,46,11,0,0,0,0,0,nan,,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
27,602,602,653,1,2,-1,1,1,1,0,1,0.017772859983388484,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
28,7,659,866,2,52,-50,1,0,0,0,1,0.02041119977223452,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
29,610,23,131,6,17,-11,1,0,0,0,1,0.1367475013163045,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
30,871,871,259,1,3,-2,1,1,1,0,1,0.07032539727721783,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
31,904,904,904,1,1,0,1,1,1,1,1,0.12475129250954066,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
32,744,744,744,1,1,0,1,1,1,1,1,0.1140916696923299,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
33,591,591,591,1,1,0,1,1,1,1,1,0.04003361457604009,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
34,89,89,89,1,1,0,1,1,1,1,1,0.1276408494363452,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,5,0.0,0.0
0,803,305,305,2,3,-1,1,1,0,0,1,0.033705233458598764,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
1,711,920,920,2,7,-5,1,1,0,0,1,0.04209746576528874,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
2,922,922,922,1,1,0,1,1,1,1,1,0.06149165848523137,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
3,691,691,691,1,1,0,1,1,1,1,1,0.11686598597834634,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
4,86,86,86,1,1,0,1,1,1,1,1,0.045005478608078346,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
5,467,467,467,1,1,0,1,1,1,1,1,0.03782102704668079,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
6,89,946,241,19,3,16,0,1,0,0,0,nan,,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
7,713,713,713,1,1,0,1,1,1,1,1,0.07756415731841504,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
8,865,865,865,1,1,0,1,1,1,1,1,0.055270852495414774,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
9,405,405,405,1,1,0,1,1,1,1,1,0.05803107613707414,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
10,765,765,765,1,1,0,1,1,1,1,1,0.0827595998318858,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
11,1023,1023,1023,1,1,0,1,1,1,1,1,0.06375315303053236,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
12,597,975,975,12,160,-148,0,0,0,0,1,0.012267084404481715,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
13,562,118,118,5,4,1,1,1,0,0,1,0.0995689384132893,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
14,478,478,478,1,1,0,1,1,1,1,1,0.04810406340224278,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
15,267,689,53,5,34,-29,1,0,0,0,1,0.07174116924097693,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
16,917,745,745,36,24,12,0,0,0,0,0,nan,,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
17,656,656,656,1,1,0,1,1,1,1,1,0.0423377628103051,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
18,889,889,889,1,1,0,1,1,1,1,1,0.04296376408630499,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
19,510,510,510,1,1,0,1,1,1,1,1,0.0609440227521685,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
20,860,872,872,4,26,-22,1,0,0,0,1,0.05470289555276053,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
21,553,553,553,1,1,0,1,1,1,1,1,0.05042696593466315,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
22,629,629,629,1,1,0,1,1,1,1,1,0.0674407604389496,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
23,759,759,759,1,1,0,1,1,1,1,1,0.05803042846284428,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
24,874,874,874,1,1,0,1,1,1,1,1,0.0657793964133479,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
25,720,720,720,1,1,0,1,1,1,1,1,0.04577573610414489,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
26,314,314,314,1,1,0,1,1,1,1,1,0.10746177026617218,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
27,602,602,455,1,9,-8,1,0,1,0,1,0.03765840885230952,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
28,7,7,7,1,1,0,1,1,1,1,1,0.09347876096557022,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
29,610,610,988,1,2,-1,1,1,1,0,1,0.05686798115932693,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
30,839,839,839,1,1,0,1,1,1,1,1,0.041212045374983686,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
31,905,369,947,2,2,0,1,1,0,0,1,0.10476475479599055,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
32,757,874,874,2,22,-20,1,0,0,0,1,0.02200955942684096,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
33,590,590,590,1,1,0,1,1,1,1,1,0.08655834514997493,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
34,930,930,930,1,1,0,1,1,1,1,1,0.047159531238889246,packet_tau-0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-24.0,6,-0.5,-0.5
0,222,338,768,10,40,-30,0,0,0,0,1,0.1123184298712139,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
1,826,826,826,1,1,0,1,1,1,1,1,0.08167372063276945,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
2,922,922,922,1,1,0,1,1,1,1,1,0.024257390790115924,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
3,691,947,947,2,4,-2,1,1,0,0,1,0.07811640296285323,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
4,86,86,86,1,1,0,1,1,1,1,1,0.11951692085493783,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
5,467,467,467,1,1,0,1,1,1,1,1,0.07251394514432563,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
6,89,89,322,1,3,-2,1,1,1,0,1,0.03321816381092322,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
7,713,951,308,16,134,-118,0,0,0,0,1,0.021987962303971823,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
8,865,776,918,3,38,-35,1,0,0,0,1,0.047900842140767765,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
9,405,405,405,1,1,0,1,1,1,1,1,0.12097917231721662,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
10,765,934,288,9,48,-39,0,0,0,0,1,0.08000689403705247,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
11,1023,1023,1023,1,1,0,1,1,1,1,1,0.15997642632448406,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
12,597,597,597,1,1,0,1,1,1,1,1,0.0689875188401528,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
13,562,675,675,2,2,0,1,1,0,0,1,0.15068767515705395,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
14,478,478,478,1,1,0,1,1,1,1,1,0.21276769062259882,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
15,267,397,397,2,2,0,1,1,0,0,1,0.08208540143839488,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
16,917,917,917,1,1,0,1,1,1,1,1,0.1696881976038721,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
17,656,656,656,1,1,0,1,1,1,1,1,0.18297466216588903,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
18,889,889,159,1,29,-28,1,0,1,0,1,0.016608971290219238,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
19,510,510,510,1,1,0,1,1,1,1,1,0.07681118893814454,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
20,860,860,358,1,2,-1,1,1,1,0,1,0.014325025858805579,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
21,553,553,553,1,1,0,1,1,1,1,1,0.19585786689888277,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
22,629,629,629,1,1,0,1,1,1,1,1,0.028441884618712682,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
23,759,759,759,1,1,0,1,1,1,1,1,0.05593928640638023,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
24,874,874,874,1,1,0,1,1,1,1,1,0.19535911164034164,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
25,720,720,720,1,1,0,1,1,1,1,1,0.07515767611296185,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
26,314,314,314,1,1,0,1,1,1,1,1,0.08770022878162487,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
27,602,602,602,1,1,0,1,1,1,1,1,0.058913076707332104,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
28,7,934,934,2,2,0,1,1,0,0,1,0.0330642512096195,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
29,610,331,782,5,9,-4,1,0,0,0,1,0.13176705631068258,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
30,858,594,364,4,61,-57,1,0,0,0,1,0.022156940059942492,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
31,920,920,268,1,2,-1,1,1,1,0,1,0.08254863909192216,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
32,737,737,737,1,1,0,1,1,1,1,1,0.2482207800761648,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
33,584,584,584,1,1,0,1,1,1,1,1,0.07728497532936159,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
34,932,515,515,96,93,3,0,0,0,0,0,nan,,packet_timing,0_0_0_10_14_8,-24.0,7,0.0,0.0
0,803,803,803,1,1,0,1,1,1,1,1,0.056719925360895276,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
1,826,826,826,1,1,0,1,1,1,1,1,0.10637360194065994,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
2,922,922,922,1,1,0,1,1,1,1,1,0.054308971996034905,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
3,691,691,691,1,1,0,1,1,1,1,1,0.04532357409166229,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
4,107,34,144,3,11,-8,1,0,0,0,1,0.08150441884957235,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
5,467,467,467,1,1,0,1,1,1,1,1,0.04184118594661969,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
6,89,237,89,2,1,1,1,1,0,1,1,0.1416370560585701,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
7,713,713,93,1,33,-32,1,0,1,0,1,0.023775987899443546,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
8,865,865,865,1,1,0,1,1,1,1,1,0.048833400612967,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
9,405,405,405,1,1,0,1,1,1,1,1,0.1096972169641381,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
10,765,765,765,1,1,0,1,1,1,1,1,0.02650768275475264,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
11,1023,717,982,3,10,-7,1,0,0,0,1,0.06465674313740725,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
12,597,1005,1005,2,14,-12,1,0,0,0,1,0.02722493804502708,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
13,562,562,562,1,1,0,1,1,1,1,1,0.09021205704724893,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
14,478,286,277,14,94,-80,0,0,0,0,1,0.06415068436755113,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
15,267,15,636,4,43,-39,1,0,0,0,1,0.05232500081205532,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
16,917,917,917,1,1,0,1,1,1,1,1,0.04214323902530391,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
17,656,656,656,1,1,0,1,1,1,1,1,0.07980512664495999,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
18,889,889,889,1,1,0,1,1,1,1,1,0.06285902375511719,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
19,510,528,528,67,56,11,0,0,0,0,0,nan,,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
20,860,860,860,1,1,0,1,1,1,1,1,0.07738629178314822,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
21,553,553,553,1,1,0,1,1,1,1,1,0.07394032789858393,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
22,629,629,629,1,1,0,1,1,1,1,1,0.06869859246779597,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
23,759,759,759,1,1,0,1,1,1,1,1,0.018351205126400164,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
24,874,874,874,1,1,0,1,1,1,1,1,0.12184066900203516,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
25,720,720,523,1,2,-1,1,1,1,0,1,0.06717835040764623,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
26,314,297,297,16,63,-47,0,0,0,0,1,0.10996158674915239,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
27,602,602,602,1,1,0,1,1,1,1,1,0.09239383392283698,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
28,7,7,1006,1,10,-9,1,0,1,0,1,0.03841887323263556,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
29,610,610,610,1,1,0,1,1,1,1,1,0.06420680355885995,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
30,890,890,1017,1,2,-1,1,1,1,0,1,0.0582449967999788,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
31,921,921,921,1,1,0,1,1,1,1,1,0.07662881023641115,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
32,756,756,756,1,1,0,1,1,1,1,1,0.05180853932243708,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
33,581,581,581,1,1,0,1,1,1,1,1,0.02864545236369195,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
34,91,91,479,1,2,-1,1,1,1,0,1,0.024232337976702104,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,8,-0.5,0.5
0,222,222,222,1,1,0,1,1,1,1,1,0.1138651673876495,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,9,0.0,0.0
1,711,711,711,1,1,0,1,1,1,1,1,0.07744452117681755,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,9,0.0,0.0
2,871,871,849,1,48,-47,1,0,1,0,1,0.005574208397613089,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,9,0.0,0.0
3,691,24,24,3,2,1,1,1,0,0,1,0.1707448598295486,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,9,0.0,0.0
4,86,86,448,1,3,-2,1,1,1,0,1,0.035961779763847616,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,9,0.0,0.0
5,467,467,467,1,1,0,1,1,1,1,1,0.1070014366678668,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,9,0.0,0.0
6,89,89,89,1,1,0,1,1,1,1,1,0.113406939539774,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,9,0.0,0.0
7,713,713,713,1,1,0,1,1,1,1,1,0.06498399720943909,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,9,0.0,0.0
8,865,865,865,1,1,0,1,1,1,1,1,0.08623898047959634,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,9,0.0,0.0
9,405,405,405,1,1,0,1,1,1,1,1,0.03924203378008899,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,9,0.0,0.0
10,765,765,765,1,1,0,1,1,1,1,1,0.19573984083114646,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,9,0.0,0.0
11,1023,1023,626,1,36,-35,1,0,1,0,1,0.0199092212895427,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,9,0.0,0.0
12,597,597,597,1,1,0,1,1,1,1,1,0.10457879344335919,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,9,0.0,0.0
13,562,562,162,1,2,-1,1,1,1,0,1,0.09262813563599427,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-24.0,9,0.0,0.0
