file_name,packet_index,event_index,anchor_count,preamble_len,sf,bw,samp_rate,cfo_int,cfo_frac,sfo_hat,netid_valid,anchor_grid,payload_cfo_correction_mode,anchor_slope_pi_per_symbol,anchor_intercept_pi,anchor_fit_r2,anchor_fit_rmse_pi,anchor_residual_std_pi,anchor_residual_peak_to_peak_pi,anchor_bin_mode,anchor_bin,anchor_signed_bin,anchor_bin_argmax_rate,anchor_mean_er,anchor_mean_margin_db,payload_symbol_count,payload_phase_offset_rad,payload_phase_offset_pi,payload_residual_direct_rmse_pi,payload_residual_direct_std_pi,payload_residual_aligned_rmse_pi,payload_residual_aligned_std_pi,payload_residual_aligned_peak_to_peak_pi,payload_own_slope_pi_per_symbol,payload_own_fit_r2,payload_own_fit_rmse_pi,preamble_payload_slope_delta_pi_per_symbol,payload_argmax_correct_rate,payload_gt_top8_recall,payload_gt_top16_recall,payload_gt_top32_recall,payload_mean_gt_rank,payload_mean_gt_er
D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_16.bin,1,1,16,16.0,10,125000.0,500000.0,-24,-0.42916033761813344,-0.006261318519996445,1,payload_backtrack,continuous,0.00013192181303570675,0.8994566844675531,0.021082933480084498,0.004143845066641742,0.004143845066641742,0.014250626823956045,bin0,0,0,1.0,0.8090124603323947,24.619057306975108,35,2.2270120276406535,0.7088799450482294,0.6398865727058952,0.5627404226290519,0.4840475684520984,0.48402860118642704,1.916052149053977,-0.05404652253670309,0.9451945794000373,0.1314374086043778,-0.0541784443497388,1.0,1.0,1.0,1.0,1.0,0.7918576734151025
D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_16.bin,2,2,16,16.0,10,125000.0,500000.0,-24,-0.27825675980667963,-0.006222641162550411,1,payload_backtrack,continuous,-0.0037584800976596974,0.43690370629517716,0.6805049941837291,0.011871568440332507,0.011871568440332507,0.036447775156092876,bin0,0,0,1.0,0.7693143480304013,19.09452587326573,35,0.8793914259512812,0.2799189847055537,0.5140308436350297,0.49725088552586644,0.49676384445781263,0.4955032620022591,1.8901972648967835,-0.09982351947389313,0.9705829797324523,0.17551569893339264,-0.09606503937623344,1.0,1.0,1.0,1.0,1.0,0.7786928224356088
D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_16.bin,3,3,16,16.0,10,125000.0,500000.0,-24,-0.22814255140766385,-0.006209796635074755,1,payload_backtrack,continuous,-0.002397022674528471,-0.12373070558767732,0.5112013933536024,0.010804895591456549,0.010804895591456549,0.039068900535744105,bin0,0,0,1.0,0.7767201098299326,18.53010161944743,35,0.8684993327206211,0.2764519237489991,0.5286971923827265,0.5271430408498011,0.5295613041572479,0.5256167844955646,1.9016214722675298,-0.10715310839377311,0.9710404698284352,0.18688822987044112,-0.10475608571924463,1.0,1.0,1.0,1.0,1.0,0.7825964113984692
D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_16.bin,5,5,16,16.0,10,125000.0,500000.0,-24,-0.2470649666885119,-0.006214646546721477,1,payload_backtrack,continuous,-0.0032378177943404693,0.6696371383712163,0.5395120800395079,0.013789242427791636,0.013789242427791636,0.04437370969882481,bin0,0,0,1.0,0.7396993547336954,12.523818597567516,35,0.8279646678346562,0.26354933918264944,0.5438223489482967,0.542324266483261,0.5336520783696375,0.5336251610024249,1.885336714274607,-0.11479103658933575,0.9721954539771352,0.19606007970398928,-0.11155321879499527,1.0,1.0,1.0,1.0,1.0,0.8215266995304912
D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_16.bin,6,6,16,16.0,10,125000.0,500000.0,-24,-0.2696020429472565,-0.006220422914431837,1,payload_backtrack,continuous,-0.0028224864079975766,0.753269497630749,0.43781026746188656,0.014743812867384808,0.014743812867384808,0.045027022590047865,bin0,0,0,1.0,0.8063302367760175,17.991776248402303,35,0.9898198974028959,0.3150694588847672,0.5420184678595351,0.5381399086238988,0.5323139511172765,0.531868519764779,1.9449404082530821,-0.12256638084554072,0.9736761035187537,0.20353508349484112,-0.11974389443754314,1.0,1.0,1.0,1.0,1.0,0.7987397127635228
D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_16.bin,8,8,16,16.0,10,125000.0,500000.0,-24,-0.3483401354552673,-0.006240603889546665,1,payload_backtrack,continuous,-0.002754189087135721,0.7321897196759617,0.39018136146232985,0.01587231622919887,0.01587231622919887,0.04799046905825341,bin0,0,0,1.0,0.8372122998054028,26.986233948789422,35,1.025569252943516,0.3264488321780458,0.5465109848769594,0.5462417402816431,0.5315693437094863,0.5310460124410742,1.9093304303430516,-0.12008088873379838,0.9724390582765607,0.20416900333896149,-0.11732669964666266,1.0,1.0,1.0,1.0,1.0,0.8209265681858195
D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_16.bin,9,9,16,16.0,10,125000.0,500000.0,-24,-0.3905926756700688,-0.006251433431328191,1,payload_backtrack,continuous,-0.0028279820373787777,-0.8774350049170391,0.37870995740272806,0.016697442183061562,0.016697442183061566,0.05442305189418013,bin0,0,0,1.0,0.7491782994353311,13.164011593471738,35,0.9867948949773754,0.31410657070699405,0.543916274910522,0.5419972723287818,0.5332797842153698,0.5330004868967132,1.8860916797414702,-0.11815086862308258,0.9724006806400374,0.20103124559288468,-0.1153228865857038,1.0,1.0,1.0,1.0,1.0,0.8196537319473856
D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_16.bin,10,10,16,16.0,10,125000.0,500000.0,-24,-0.439221980632291,-0.006263897370471676,1,payload_backtrack,continuous,-0.0036915592081613407,0.8982091507493409,0.5548859927733316,0.015241336628592604,0.015241336628592603,0.04987395827110471,bin0,0,0,1.0,0.815950761916838,19.391327527491946,35,1.0374119598018674,0.33021848285023564,0.5442356797771626,0.5367255027789745,0.5298938575873849,0.5297680543899559,1.9376178897771772,-0.12343023171817927,0.9726056702865761,0.20921054502214867,-0.11973867251001792,1.0,1.0,1.0,1.0,1.0,0.8107315984044784
D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_16.bin,11,11,16,16.0,10,125000.0,500000.0,-24,0.12328787264913654,-0.0061197232231266305,1,payload_backtrack,continuous,-0.007430537534513435,0.4511496276859344,0.5324029982149993,0.032100759815517806,0.032100759815517806,0.09788868255598579,bin0,0,0,1.0,0.8067475615518884,14.659728532497876,35,0.3484333441812307,0.1109097781289651,0.5451293866693905,0.5450399738651782,0.5540399180846851,0.5540018228039657,1.9413950473466834,-0.158215864105361,0.6225585681772449,1.2441845142537302,-0.15078532657084756,1.0,1.0,1.0,1.0,1.0,0.8503624997760973
D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_16.bin,12,12,16,16.0,10,125000.0,500000.0,-24,-0.11851083147497382,-0.006181697465520549,1,payload_backtrack,continuous,-0.004673398996631402,1.0399784769572156,0.45517238296991536,0.0235696933934736,0.023569693393473604,0.07312013709087685,bin0,0,0,1.0,0.7865376734140667,11.766511536583277,35,-2.48437506174051,-0.7908011431404697,0.6228417251511756,0.6195929911158267,0.518612523121642,0.5183781990861283,1.9827557906562994,-0.19441250008934827,0.8293442153195204,0.8906711152005304,-0.18973910109271686,1.0,1.0,1.0,1.0,1.0,0.8704455447253877
