dataset,target_snr_db,noise_seed,packet_index,payload_symbol_index,gt_raw_bin,savaux_top1_raw_bin,phase_line_raw_bin,gt_symbol,savaux_top1_symbol,phase_line_symbol,gt_in_stage1_top40_raw,gt_in_actual_viterbi_candidates_raw,stage1_topk_size,actual_viterbi_candidate_count,effective_top_l,hard_anchor,high_confidence,pre_hard_anchor_count,hard_anchor_rmse_pi,category,gt_local_score,selected_local_score,local_score_delta_gt_minus_selected,lock_active
0_0_0_10_14_16,-25.0,42,10,24,874,814,552,873,813,551,1,1,40,16,16,0,0,7,0.19187134570425307,E1_gt_in_candidates_local_score_loss,0.65858037025148,0.930492467936182,-0.27191209768470204,0
0_0_0_10_14_16,-25.0,42,10,25,720,720,90,719,719,89,1,1,40,16,16,0,0,7,0.19187134570425307,C_savaux_ok_phase_break,0.8599260348672721,0.8316776083611116,0.02824842650616055,0
0_0_0_10_14_16,-25.0,42,10,26,314,159,57,313,158,56,1,1,40,16,16,0,0,7,0.19187134570425307,E1_gt_in_candidates_local_score_loss,0.8094527056678371,0.9185830977494903,-0.1091303920816532,0
0_0_0_10_14_16,-25.0,42,10,27,602,947,306,601,946,305,0,0,40,16,16,0,0,7,0.19187134570425307,D_stage1_top40_miss,,0.8932957244982743,,0
0_0_0_10_14_16,-25.0,42,10,28,7,782,782,6,781,781,1,1,40,16,16,0,0,7,0.19187134570425307,E1_gt_in_candidates_local_score_loss,0.7658195981283171,1.019645960339434,-0.253826362211117,0
0_0_0_10_14_16,-25.0,42,10,29,610,610,610,609,609,609,1,1,40,4,16,0,1,7,0.19187134570425307,A_savaux_ok_phase_ok,0.9349162242552497,0.9349162242552497,0.0,1
0_0_0_10_14_16,-25.0,42,10,30,826,805,474,825,804,473,1,1,40,16,16,0,0,7,0.19187134570425307,E1_gt_in_candidates_local_score_loss,0.9210385420196658,0.9542847683634481,-0.03324622634378227,0
0_0_0_10_14_16,-25.0,42,10,31,904,904,904,903,903,903,1,1,40,4,16,0,1,7,0.19187134570425307,A_savaux_ok_phase_ok,1.0184001574712769,1.0184001574712769,0.0,1
0_0_0_10_14_16,-25.0,42,10,32,760,760,760,759,759,759,1,1,40,4,16,0,1,7,0.19187134570425307,A_savaux_ok_phase_ok,1.0449721549838025,1.0449721549838025,0.0,1
0_0_0_10_14_16,-25.0,42,10,33,577,577,577,576,576,576,1,1,40,16,16,0,0,7,0.19187134570425307,A_savaux_ok_phase_ok,0.9812221197982087,0.9812221197982087,0.0,0
0_0_0_10_14_16,-25.0,42,10,34,930,930,930,929,929,929,1,1,40,4,16,1,1,7,0.19187134570425307,A_savaux_ok_phase_ok,0.8908928436649601,0.8908928436649601,0.0,1
0_0_0_10_14_16,-25.0,42,11,0,222,222,222,221,221,221,1,1,40,4,40,0,1,10,0.4803215035801815,A_savaux_ok_phase_ok,0.8982345525438175,0.8982345525438175,0.0,1
0_0_0_10_14_16,-25.0,42,11,1,711,711,711,710,710,710,1,1,40,1,40,1,1,10,0.4803215035801815,A_savaux_ok_phase_ok,0.8956010548980179,0.8956010548980179,0.0,1
0_0_0_10_14_16,-25.0,42,11,2,871,871,871,870,870,870,1,1,40,4,40,0,1,10,0.4803215035801815,A_savaux_ok_phase_ok,0.8780911078117759,0.8780911078117759,0.0,1
0_0_0_10_14_16,-25.0,42,11,3,691,691,691,690,690,690,1,1,40,1,40,1,1,10,0.4803215035801815,A_savaux_ok_phase_ok,0.8951489477848181,0.8951489477848181,0.0,1
0_0_0_10_14_16,-25.0,42,11,4,86,86,86,85,85,85,1,1,40,4,40,0,1,10,0.4803215035801815,A_savaux_ok_phase_ok,0.9050050183443338,0.9050050183443338,0.0,1
0_0_0_10_14_16,-25.0,42,11,5,468,818,818,467,817,817,1,1,40,40,40,0,0,10,0.4803215035801815,E1_gt_in_candidates_local_score_loss,0.7931925699767447,1.0253764517702537,-0.23218388179350902,0
0_0_0_10_14_16,-25.0,42,11,6,89,89,89,88,88,88,1,1,40,1,40,1,1,10,0.4803215035801815,A_savaux_ok_phase_ok,0.8959997625431917,0.8959997625431917,0.0,1
0_0_0_10_14_16,-25.0,42,11,7,713,713,713,712,712,712,1,1,40,40,40,0,0,10,0.4803215035801815,A_savaux_ok_phase_ok,1.0148144970465265,1.0148144970465265,0.0,0
0_0_0_10_14_16,-25.0,42,11,8,865,865,865,864,864,864,1,1,40,4,40,0,1,10,0.4803215035801815,A_savaux_ok_phase_ok,0.8827140786639823,0.8827140786639823,0.0,1
0_0_0_10_14_16,-25.0,42,11,9,492,492,492,491,491,491,1,1,40,4,40,0,1,10,0.4803215035801815,A_savaux_ok_phase_ok,0.9041186844849096,0.9041186844849096,0.0,1
0_0_0_10_14_16,-25.0,42,11,10,765,765,765,764,764,764,1,1,40,1,40,1,1,10,0.4803215035801815,A_savaux_ok_phase_ok,0.880463586867211,0.880463586867211,0.0,1
0_0_0_10_14_16,-25.0,42,11,11,1023,1023,1023,1022,1022,1022,1,1,40,40,40,0,0,10,0.4803215035801815,A_savaux_ok_phase_ok,0.8919836261210746,0.8919836261210746,0.0,0
0_0_0_10_14_16,-25.0,42,11,12,597,597,597,596,596,596,1,1,40,4,40,0,1,10,0.4803215035801815,A_savaux_ok_phase_ok,1.0387969615824197,1.0387969615824197,0.0,1
0_0_0_10_14_16,-25.0,42,11,13,562,562,562,561,561,561,1,1,40,4,40,0,1,10,0.4803215035801815,A_savaux_ok_phase_ok,1.00740701941955,1.00740701941955,0.0,1
0_0_0_10_14_16,-25.0,42,11,14,478,478,478,477,477,477,1,1,40,4,40,0,1,10,0.4803215035801815,A_savaux_ok_phase_ok,0.9533363432227526,0.9533363432227526,0.0,1
0_0_0_10_14_16,-25.0,42,11,15,267,267,887,266,266,886,1,1,40,40,40,0,0,10,0.4803215035801815,C_savaux_ok_phase_break,0.9029365346518778,0.8827038307199677,0.020232703931910123,0
0_0_0_10_14_16,-25.0,42,11,16,917,917,917,916,916,916,1,1,40,4,40,0,1,10,0.4803215035801815,A_savaux_ok_phase_ok,0.8922228049054269,0.8922228049054269,0.0,1
0_0_0_10_14_16,-25.0,42,11,17,656,656,656,655,655,655,1,1,40,1,40,1,1,10,0.4803215035801815,A_savaux_ok_phase_ok,0.896438161229434,0.896438161229434,0.0,1
0_0_0_10_14_16,-25.0,42,11,18,889,853,853,888,852,852,1,1,40,40,40,0,0,10,0.4803215035801815,E1_gt_in_candidates_local_score_loss,0.6910902993172209,0.9963873285792647,-0.30529702926204383,0
0_0_0_10_14_16,-25.0,42,11,19,510,510,510,509,509,509,1,1,40,4,40,0,1,10,0.4803215035801815,A_savaux_ok_phase_ok,0.978643026651783,0.978643026651783,0.0,1
0_0_0_10_14_16,-25.0,42,11,20,860,860,860,859,859,859,1,1,40,1,40,1,1,10,0.4803215035801815,A_savaux_ok_phase_ok,0.8871778059922054,0.8871778059922054,0.0,1
0_0_0_10_14_16,-25.0,42,11,21,553,553,553,552,552,552,1,1,40,4,40,0,1,10,0.4803215035801815,A_savaux_ok_phase_ok,0.9038641327022796,0.9038641327022796,0.0,1
0_0_0_10_14_16,-25.0,42,11,22,629,629,629,628,628,628,1,1,40,1,40,1,1,10,0.4803215035801815,A_savaux_ok_phase_ok,0.8861443245065065,0.8861443245065065,0.0,1
0_0_0_10_14_16,-25.0,42,11,23,759,759,759,758,758,758,1,1,40,1,40,1,1,10,0.4803215035801815,A_savaux_ok_phase_ok,0.8910959773231951,0.8910959773231951,0.0,1
0_0_0_10_14_16,-25.0,42,11,24,874,874,874,873,873,873,1,1,40,4,40,0,1,10,0.4803215035801815,A_savaux_ok_phase_ok,0.8914864982911943,0.8914864982911943,0.0,1
0_0_0_10_14_16,-25.0,42,11,25,720,722,722,719,721,721,1,1,40,40,40,0,0,10,0.4803215035801815,E1_gt_in_candidates_local_score_loss,0.7354896168606396,0.8846460725460553,-0.1491564556854157,0
0_0_0_10_14_16,-25.0,42,11,26,314,314,314,313,313,313,1,1,40,1,40,1,1,10,0.4803215035801815,A_savaux_ok_phase_ok,0.8945891046952845,0.8945891046952845,0.0,1
0_0_0_10_14_16,-25.0,42,11,27,602,602,602,601,601,601,1,1,40,4,40,0,1,10,0.4803215035801815,A_savaux_ok_phase_ok,0.8983769790396071,0.8983769790396071,0.0,1
0_0_0_10_14_16,-25.0,42,11,28,7,7,7,6,6,6,1,1,40,4,40,0,1,10,0.4803215035801815,A_savaux_ok_phase_ok,0.89457035128647,0.89457035128647,0.0,1
0_0_0_10_14_16,-25.0,42,11,29,610,610,610,609,609,609,1,1,40,40,40,0,0,10,0.4803215035801815,A_savaux_ok_phase_ok,1.0447900703875481,1.0447900703875481,0.0,0
0_0_0_10_14_16,-25.0,42,11,30,823,823,823,822,822,822,1,1,40,40,40,0,0,10,0.4803215035801815,A_savaux_ok_phase_ok,0.8934700267062301,0.8934700267062301,0.0,0
0_0_0_10_14_16,-25.0,42,11,31,905,905,905,904,904,904,1,1,40,1,40,1,1,10,0.4803215035801815,A_savaux_ok_phase_ok,0.8959778128368325,0.8959778128368325,0.0,1
0_0_0_10_14_16,-25.0,42,11,32,748,748,748,747,747,747,1,1,40,4,40,0,1,10,0.4803215035801815,A_savaux_ok_phase_ok,0.880997042082804,0.880997042082804,0.0,1
0_0_0_10_14_16,-25.0,42,11,33,586,586,586,585,585,585,1,1,40,4,40,0,1,10,0.4803215035801815,A_savaux_ok_phase_ok,0.9022960814089244,0.9022960814089244,0.0,1
0_0_0_10_14_16,-25.0,42,11,34,93,689,689,92,688,688,1,1,40,40,40,0,0,10,0.4803215035801815,E1_gt_in_candidates_local_score_loss,0.8737869123392695,0.9330993373727177,-0.059312425033448135,0
0_0_0_10_14_16,-25.0,42,12,0,803,803,803,802,802,802,1,1,40,4,40,1,1,17,0.7835917448356579,A_savaux_ok_phase_ok,0.8976485375637671,0.8976485375637671,0.0,1
0_0_0_10_14_16,-25.0,42,12,1,711,711,711,710,710,710,1,1,40,4,40,0,1,17,0.7835917448356579,A_savaux_ok_phase_ok,0.9394218768346752,0.9394218768346752,0.0,1
0_0_0_10_14_16,-25.0,42,12,2,871,871,871,870,870,870,1,1,40,4,40,1,1,17,0.7835917448356579,A_savaux_ok_phase_ok,0.8953476791937525,0.8953476791937525,0.0,1
0_0_0_10_14_16,-25.0,42,12,3,691,691,691,690,690,690,1,1,40,4,40,0,1,17,0.7835917448356579,A_savaux_ok_phase_ok,0.9075171407635176,0.9075171407635176,0.0,1
0_0_0_10_14_16,-25.0,42,12,4,107,107,107,106,106,106,1,1,40,4,40,0,1,17,0.7835917448356579,A_savaux_ok_phase_ok,0.8799309471547926,0.8799309471547926,0.0,1
0_0_0_10_14_16,-25.0,42,12,5,468,468,468,467,467,467,1,1,40,40,40,0,0,17,0.7835917448356579,A_savaux_ok_phase_ok,0.8893929428701711,0.8893929428701711,0.0,0
0_0_0_10_14_16,-25.0,42,12,6,89,89,89,88,88,88,1,1,40,4,40,1,1,17,0.7835917448356579,A_savaux_ok_phase_ok,0.8933828265846195,0.8933828265846195,0.0,1
0_0_0_10_14_16,-25.0,42,12,7,713,713,713,712,712,712,1,1,40,4,40,1,1,17,0.7835917448356579,A_savaux_ok_phase_ok,0.894700250495077,0.894700250495077,0.0,1
0_0_0_10_14_16,-25.0,42,12,8,865,865,865,864,864,864,1,1,40,4,40,0,1,17,0.7835917448356579,A_savaux_ok_phase_ok,1.0093605404519141,1.0093605404519141,0.0,1
0_0_0_10_14_16,-25.0,42,12,9,492,492,435,491,491,434,1,1,40,40,40,0,0,17,0.7835917448356579,C_savaux_ok_phase_break,0.895896383088428,0.8674644809777617,0.028431902110666263,0
0_0_0_10_14_16,-25.0,42,12,10,765,765,765,764,764,764,1,1,40,4,40,1,1,17,0.7835917448356579,A_savaux_ok_phase_ok,0.8858588650566477,0.8858588650566477,0.0,1
0_0_0_10_14_16,-25.0,42,12,11,1023,1023,372,1022,1022,371,1,1,40,40,40,0,0,17,0.7835917448356579,C_savaux_ok_phase_break,0.8888675619183773,0.840313233804576,0.04855432811380134,0
0_0_0_10_14_16,-25.0,42,12,12,597,597,597,596,596,596,1,1,40,4,40,0,1,17,0.7835917448356579,A_savaux_ok_phase_ok,1.0328044660801343,1.0328044660801343,0.0,1
0_0_0_10_14_16,-25.0,42,12,13,562,562,562,561,561,561,1,1,40,4,40,1,1,17,0.7835917448356579,A_savaux_ok_phase_ok,0.8970354465705285,0.8970354465705285,0.0,1
0_0_0_10_14_16,-25.0,42,12,14,478,478,478,477,477,477,1,1,40,4,40,1,1,17,0.7835917448356579,A_savaux_ok_phase_ok,0.8972124668986983,0.8972124668986983,0.0,1
0_0_0_10_14_16,-25.0,42,12,15,267,267,267,266,266,266,1,1,40,40,40,0,0,17,0.7835917448356579,A_savaux_ok_phase_ok,0.8833862921696453,0.8833862921696453,0.0,0
0_0_0_10_14_16,-25.0,42,12,16,917,415,415,916,414,414,1,1,40,40,40,0,0,17,0.7835917448356579,E1_gt_in_candidates_local_score_loss,0.7522119557763965,1.0585467274603566,-0.30633477168396006,0
0_0_0_10_14_16,-25.0,42,12,17,656,656,656,655,655,655,1,1,40,4,40,1,1,17,0.7835917448356579,A_savaux_ok_phase_ok,0.8941217263575874,0.8941217263575874,0.0,1
0_0_0_10_14_16,-25.0,42,12,18,889,889,889,888,888,888,1,1,40,4,40,0,1,17,0.7835917448356579,A_savaux_ok_phase_ok,0.8968761955716061,0.8968761955716061,0.0,1
0_0_0_10_14_16,-25.0,42,12,19,510,510,510,509,509,509,1,1,40,4,40,1,1,17,0.7835917448356579,A_savaux_ok_phase_ok,0.8815582394407192,0.8815582394407192,0.0,1
0_0_0_10_14_16,-25.0,42,12,20,860,860,860,859,859,859,1,1,40,4,40,1,1,17,0.7835917448356579,A_savaux_ok_phase_ok,0.8984164050319376,0.8984164050319376,0.0,1
0_0_0_10_14_16,-25.0,42,12,21,553,553,553,552,552,552,1,1,40,4,40,0,1,17,0.7835917448356579,A_savaux_ok_phase_ok,0.9485185676194121,0.9485185676194121,0.0,1
0_0_0_10_14_16,-25.0,42,12,22,629,629,629,628,628,628,1,1,40,4,40,1,1,17,0.7835917448356579,A_savaux_ok_phase_ok,0.884753454761131,0.884753454761131,0.0,1
0_0_0_10_14_16,-25.0,42,12,23,759,759,759,758,758,758,1,1,40,4,40,0,1,17,0.7835917448356579,A_savaux_ok_phase_ok,1.043235748316469,1.043235748316469,0.0,1
0_0_0_10_14_16,-25.0,42,12,24,874,874,874,873,873,873,1,1,40,4,40,1,1,17,0.7835917448356579,A_savaux_ok_phase_ok,0.8944854420197318,0.8944854420197318,0.0,1
0_0_0_10_14_16,-25.0,42,12,25,720,720,720,719,719,719,1,1,40,4,40,0,1,17,0.7835917448356579,A_savaux_ok_phase_ok,0.8878788269081751,0.8878788269081751,0.0,1
0_0_0_10_14_16,-25.0,42,12,26,314,314,314,313,313,313,1,1,40,4,40,1,1,17,0.7835917448356579,A_savaux_ok_phase_ok,0.8981522745449435,0.8981522745449435,0.0,1
0_0_0_10_14_16,-25.0,42,12,27,602,602,602,601,601,601,1,1,40,40,40,0,0,17,0.7835917448356579,A_savaux_ok_phase_ok,0.9132575766240373,0.9132575766240373,0.0,0
0_0_0_10_14_16,-25.0,42,12,28,7,7,7,6,6,6,1,1,40,40,40,0,0,17,0.7835917448356579,A_savaux_ok_phase_ok,0.8975537821930418,0.8975537821930418,0.0,0
0_0_0_10_14_16,-25.0,42,12,29,610,610,576,609,609,575,1,1,40,40,40,0,0,17,0.7835917448356579,C_savaux_ok_phase_break,0.892307032925825,0.8625025551734374,0.029804477752387593,0
0_0_0_10_14_16,-25.0,42,12,30,791,791,791,790,790,790,1,1,40,4,40,1,1,17,0.7835917448356579,A_savaux_ok_phase_ok,0.8930910703849321,0.8930910703849321,0.0,1
0_0_0_10_14_16,-25.0,42,12,31,904,904,904,903,903,903,1,1,40,4,40,1,1,17,0.7835917448356579,A_savaux_ok_phase_ok,0.8991498344377781,0.8991498344377781,0.0,1
0_0_0_10_14_16,-25.0,42,12,32,761,652,652,760,651,651,1,1,40,40,40,0,0,17,0.7835917448356579,E1_gt_in_candidates_local_score_loss,0.6788915474504997,0.8875775919171486,-0.20868604446664885,0
0_0_0_10_14_16,-25.0,42,12,33,587,587,587,586,586,586,1,1,40,4,40,1,1,17,0.7835917448356579,A_savaux_ok_phase_ok,0.8910731687341626,0.8910731687341626,0.0,1
0_0_0_10_14_16,-25.0,42,12,34,934,934,934,933,933,933,1,1,40,4,40,1,1,17,0.7835917448356579,A_savaux_ok_phase_ok,0.8809538416934496,0.8809538416934496,0.0,1
0_0_0_10_14_16,-25.0,42,13,0,222,222,222,221,221,221,1,1,40,40,40,0,0,20,0.1847625900594485,A_savaux_ok_phase_ok,1.0436275968245732,1.0436275968245732,0.0,0
0_0_0_10_14_16,-25.0,42,13,1,826,826,826,825,825,825,1,1,40,4,40,0,1,20,0.1847625900594485,A_savaux_ok_phase_ok,1.0251129963158472,1.0251129963158472,0.0,1
0_0_0_10_14_16,-25.0,42,13,2,871,184,1013,870,183,1012,1,1,40,40,40,0,0,20,0.1847625900594485,E1_gt_in_candidates_local_score_loss,0.7623080412312457,0.9805025429258866,-0.21819450169464083,0
0_0_0_10_14_16,-25.0,42,13,3,691,691,691,690,690,690,1,1,40,1,40,1,1,20,0.1847625900594485,A_savaux_ok_phase_ok,0.8882721250019293,0.8882721250019293,0.0,1
0_0_0_10_14_16,-25.0,42,13,4,107,107,107,106,106,106,1,1,40,1,40,1,1,20,0.1847625900594485,A_savaux_ok_phase_ok,0.8871762753013469,0.8871762753013469,0.0,1
0_0_0_10_14_16,-25.0,42,13,5,468,468,468,467,467,467,1,1,40,1,40,1,1,20,0.1847625900594485,A_savaux_ok_phase_ok,0.8932967373628572,0.8932967373628572,0.0,1
0_0_0_10_14_16,-25.0,42,13,6,89,89,89,88,88,88,1,1,40,1,40,1,1,20,0.1847625900594485,A_savaux_ok_phase_ok,0.8925260235968303,0.8925260235968303,0.0,1
0_0_0_10_14_16,-25.0,42,13,7,713,713,713,712,712,712,1,1,40,1,40,1,1,20,0.1847625900594485,A_savaux_ok_phase_ok,0.8967211388682781,0.8967211388682781,0.0,1
0_0_0_10_14_16,-25.0,42,13,8,865,865,865,864,864,864,1,1,40,1,40,1,1,20,0.1847625900594485,A_savaux_ok_phase_ok,0.8889999116223644,0.8889999116223644,0.0,1
0_0_0_10_14_16,-25.0,42,13,9,492,492,492,491,491,491,1,1,40,1,40,1,1,20,0.1847625900594485,A_savaux_ok_phase_ok,0.8846171699555541,0.8846171699555541,0.0,1
0_0_0_10_14_16,-25.0,42,13,10,765,765,765,764,764,764,1,1,40,1,40,1,1,20,0.1847625900594485,A_savaux_ok_phase_ok,0.8972776148484854,0.8972776148484854,0.0,1
0_0_0_10_14_16,-25.0,42,13,11,1023,1023,1023,1022,1022,1022,1,1,40,1,40,1,1,20,0.1847625900594485,A_savaux_ok_phase_ok,0.8992460237821178,0.8992460237821178,0.0,1
0_0_0_10_14_16,-25.0,42,13,12,597,597,597,596,596,596,1,1,40,1,40,1,1,20,0.1847625900594485,A_savaux_ok_phase_ok,0.8888027643484715,0.8888027643484715,0.0,1
0_0_0_10_14_16,-25.0,42,13,13,562,562,562,561,561,561,1,1,40,1,40,1,1,20,0.1847625900594485,A_savaux_ok_phase_ok,0.8923292842587913,0.8923292842587913,0.0,1
0_0_0_10_14_16,-25.0,42,13,14,478,478,478,477,477,477,1,1,40,1,40,1,1,20,0.1847625900594485,A_savaux_ok_phase_ok,0.8969348056788307,0.8969348056788307,0.0,1
0_0_0_10_14_16,-25.0,42,13,15,267,267,267,266,266,266,1,1,40,4,40,0,1,20,0.1847625900594485,A_savaux_ok_phase_ok,1.0350011753048483,1.0350011753048483,0.0,1
0_0_0_10_14_16,-25.0,42,13,16,917,917,917,916,916,916,1,1,40,4,40,0,1,20,0.1847625900594485,A_savaux_ok_phase_ok,1.0491908157298349,1.0491908157298349,0.0,1
0_0_0_10_14_16,-25.0,42,13,17,656,656,656,655,655,655,1,1,40,1,40,1,1,20,0.1847625900594485,A_savaux_ok_phase_ok,0.8980357700261075,0.8980357700261075,0.0,1
0_0_0_10_14_16,-25.0,42,13,18,889,516,516,888,515,515,1,0,40,4,40,0,1,20,0.1847625900594485,E3_lock_or_high_conf_removed_gt,,0.9204938318309442,,1
0_0_0_10_14_16,-25.0,42,13,19,510,510,510,509,509,509,1,1,40,4,40,0,1,20,0.1847625900594485,A_savaux_ok_phase_ok,1.0286311014196539,1.0286311014196539,0.0,1
0_0_0_10_14_16,-25.0,42,13,20,860,860,860,859,859,859,1,1,40,4,40,0,1,20,0.1847625900594485,A_savaux_ok_phase_ok,1.0578512155000246,1.0578512155000246,0.0,1
0_0_0_10_14_16,-25.0,42,13,21,553,553,553,552,552,552,1,1,40,1,40,1,1,20,0.1847625900594485,A_savaux_ok_phase_ok,0.8987362935113103,0.8987362935113103,0.0,1
0_0_0_10_14_16,-25.0,42,13,22,629,629,629,628,628,628,1,1,40,4,40,0,1,20,0.1847625900594485,A_savaux_ok_phase_ok,1.025982411832686,1.025982411832686,0.0,1
0_0_0_10_14_16,-25.0,42,13,23,759,759,759,758,758,758,1,1,40,40,40,0,0,20,0.1847625900594485,A_savaux_ok_phase_ok,0.9811147069863917,0.9811147069863917,0.0,0
0_0_0_10_14_16,-25.0,42,13,24,874,874,874,873,873,873,1,1,40,40,40,0,0,20,0.1847625900594485,A_savaux_ok_phase_ok,1.0469370404379381,1.0469370404379381,0.0,0
0_0_0_10_14_16,-25.0,42,13,25,720,720,720,719,719,719,1,1,40,4,40,0,1,20,0.1847625900594485,A_savaux_ok_phase_ok,1.0424040384535613,1.0424040384535613,0.0,1
0_0_0_10_14_16,-25.0,42,13,26,314,314,314,313,313,313,1,1,40,1,40,1,1,20,0.1847625900594485,A_savaux_ok_phase_ok,0.8930106831088354,0.8930106831088354,0.0,1
0_0_0_10_14_16,-25.0,42,13,27,602,602,602,601,601,601,1,1,40,40,40,0,0,20,0.1847625900594485,A_savaux_ok_phase_ok,1.034436334230149,1.034436334230149,0.0,0
0_0_0_10_14_16,-25.0,42,13,28,7,7,7,6,6,6,1,1,40,4,40,0,1,20,0.1847625900594485,A_savaux_ok_phase_ok,1.0420006795518095,1.0420006795518095,0.0,1
0_0_0_10_14_16,-25.0,42,13,29,610,610,610,609,609,609,1,1,40,1,40,1,1,20,0.1847625900594485,A_savaux_ok_phase_ok,0.8904031375948839,0.8904031375948839,0.0,1
0_0_0_10_14_16,-25.0,42,13,30,778,778,778,777,777,777,1,1,40,1,40,1,1,20,0.1847625900594485,A_savaux_ok_phase_ok,0.8900961327835868,0.8900961327835868,0.0,1
0_0_0_10_14_16,-25.0,42,13,31,921,921,921,920,920,920,1,1,40,1,40,1,1,20,0.1847625900594485,A_savaux_ok_phase_ok,0.889848574170727,0.889848574170727,0.0,1
0_0_0_10_14_16,-25.0,42,13,32,749,749,749,748,748,748,1,1,40,1,40,1,1,20,0.1847625900594485,A_savaux_ok_phase_ok,0.8870805071184783,0.8870805071184783,0.0,1
0_0_0_10_14_16,-25.0,42,13,33,577,577,577,576,576,576,1,1,40,40,40,0,0,20,0.1847625900594485,A_savaux_ok_phase_ok,1.055208392179337,1.055208392179337,0.0,0
0_0_0_10_14_16,-25.0,42,13,34,936,936,936,935,935,935,1,1,40,1,40,1,1,20,0.1847625900594485,A_savaux_ok_phase_ok,0.8921649036121039,0.8921649036121039,0.0,1
0_0_0_10_14_16,-24.0,42,1,0,222,265,664,221,264,663,1,1,40,40,40,0,0,11,0.1053468015684203,E1_gt_in_candidates_local_score_loss,0.9374684994908047,0.9554626934684067,-0.017994193977602047,0
0_0_0_10_14_16,-24.0,42,1,1,826,826,826,825,825,825,1,1,40,1,40,1,1,11,0.1053468015684203,A_savaux_ok_phase_ok,0.8935836070863326,0.8935836070863326,0.0,1
0_0_0_10_14_16,-24.0,42,1,2,922,922,922,921,921,921,1,1,40,1,40,1,1,11,0.1053468015684203,A_savaux_ok_phase_ok,0.8985885767968008,0.8985885767968008,0.0,1
0_0_0_10_14_16,-24.0,42,1,3,718,474,718,717,473,717,1,1,40,40,40,0,0,11,0.1053468015684203,B_savaux_wrong_phase_rescue,1.0009167157176924,1.0009167157176924,0.0,0
0_0_0_10_14_16,-24.0,42,1,4,107,107,107,106,106,106,1,1,40,40,40,0,0,11,0.1053468015684203,A_savaux_ok_phase_ok,1.0277242851852926,1.0277242851852926,0.0,0
0_0_0_10_14_16,-24.0,42,1,5,468,468,468,467,467,467,1,1,40,1,40,1,1,11,0.1053468015684203,A_savaux_ok_phase_ok,0.8922762403302518,0.8922762403302518,0.0,1
0_0_0_10_14_16,-24.0,42,1,6,89,89,89,88,88,88,1,1,40,4,40,0,1,11,0.1053468015684203,A_savaux_ok_phase_ok,1.0517894323544956,1.0517894323544956,0.0,1
0_0_0_10_14_16,-24.0,42,1,7,713,713,713,712,712,712,1,1,40,40,40,0,0,11,0.1053468015684203,A_savaux_ok_phase_ok,1.0524952878576397,1.0524952878576397,0.0,0
0_0_0_10_14_16,-24.0,42,1,8,865,865,865,864,864,864,1,1,40,40,40,0,0,11,0.1053468015684203,A_savaux_ok_phase_ok,1.0255043187971329,1.0255043187971329,0.0,0
0_0_0_10_14_16,-24.0,42,1,9,492,740,492,491,739,491,1,1,40,40,40,0,0,11,0.1053468015684203,B_savaux_wrong_phase_rescue,0.8880590620360228,0.8880590620360228,0.0,0
0_0_0_10_14_16,-24.0,42,1,10,765,765,765,764,764,764,1,1,40,1,40,1,1,11,0.1053468015684203,A_savaux_ok_phase_ok,0.8875234864775092,0.8875234864775092,0.0,1
0_0_0_10_14_16,-24.0,42,1,11,1023,1023,1023,1022,1022,1022,1,1,40,1,40,1,1,11,0.1053468015684203,A_savaux_ok_phase_ok,0.8944478751283538,0.8944478751283538,0.0,1
0_0_0_10_14_16,-24.0,42,1,12,597,597,597,596,596,596,1,1,40,40,40,0,0,11,0.1053468015684203,A_savaux_ok_phase_ok,1.0523671407362118,1.0523671407362118,0.0,0
0_0_0_10_14_16,-24.0,42,1,13,562,562,562,561,561,561,1,1,40,4,40,0,1,11,0.1053468015684203,A_savaux_ok_phase_ok,1.046210855196681,1.046210855196681,0.0,1
0_0_0_10_14_16,-24.0,42,1,14,478,478,478,477,477,477,1,1,40,4,40,0,1,11,0.1053468015684203,A_savaux_ok_phase_ok,1.0329673031029365,1.0329673031029365,0.0,1
0_0_0_10_14_16,-24.0,42,1,15,267,728,587,266,727,586,1,1,40,40,40,0,0,11,0.1053468015684203,E1_gt_in_candidates_local_score_loss,0.8533577934102332,1.0346029330218456,-0.18124513961161237,0
0_0_0_10_14_16,-24.0,42,1,16,917,917,917,916,916,916,1,1,40,1,40,1,1,11,0.1053468015684203,A_savaux_ok_phase_ok,0.892616611780249,0.892616611780249,0.0,1
0_0_0_10_14_16,-24.0,42,1,17,656,656,656,655,655,655,1,1,40,1,40,1,1,11,0.1053468015684203,A_savaux_ok_phase_ok,0.8939760196063117,0.8939760196063117,0.0,1
0_0_0_10_14_16,-24.0,42,1,18,889,889,889,888,888,888,1,1,40,1,40,1,1,11,0.1053468015684203,A_savaux_ok_phase_ok,0.8863957781944882,0.8863957781944882,0.0,1
0_0_0_10_14_16,-24.0,42,1,19,510,641,547,509,640,546,1,1,40,40,40,0,0,11,0.1053468015684203,E1_gt_in_candidates_local_score_loss,0.7973099448837814,0.9574236534951697,-0.1601137086113883,0
0_0_0_10_14_16,-24.0,42,1,20,860,860,860,859,859,859,1,1,40,4,40,0,1,11,0.1053468015684203,A_savaux_ok_phase_ok,1.008051552382625,1.008051552382625,0.0,1
