dataset,target_snr_db,seed_count,symbol_count,raw_savaux_ser,raw_phase_line_ser,stage1_top40_recall,actual_viterbi_candidate_recall,mean_stage1_topk_size,mean_actual_viterbi_candidate_count,hard_anchor_rate,high_confidence_rate,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok_rate,B_savaux_wrong_phase_rescue,B_savaux_wrong_phase_rescue_rate,C_savaux_ok_phase_break,C_savaux_ok_phase_break_rate,D_stage1_top40_miss,D_stage1_top40_miss_rate,E0_gt_in_top40_but_not_actual_candidates,E0_gt_in_top40_but_not_actual_candidates_rate,E1_gt_in_candidates_local_score_loss,E1_gt_in_candidates_local_score_loss_rate,E2_gt_in_candidates_transition_loss,E2_gt_in_candidates_transition_loss_rate,E3_lock_or_high_conf_removed_gt,E3_lock_or_high_conf_removed_gt_rate,Z_other,Z_other_rate
0_0_0_10_14_16,overall,5,9625,0.1656103896103896,0.1281038961038961,0.9822337662337662,0.9627012987012987,40.0,9.320207792207793,0.46784415584415584,0.715948051948052,7941,0.825038961038961,451,0.046857142857142854,90,0.00935064935064935,171,0.017766233766233767,124,0.012883116883116883,779,0.08093506493506493,5,0.0005194805194805195,64,0.00664935064935065,0,0.0
