dataset,scenario,snr_db,blocker_isr_db,blocker_frequency,seed,packet_index,payload_symbol_index,raw_start_sample,demod_start_sample,origin_shift,sf,os_factor,signal_reference_power,gt_bin,savaux_bin,cleaned_bin,alias_trim_bin,savaux_error,alias_trim_error,fix,break,gate_triggered,changed,blocker_count,clean_gain_db,strongest_tone_prominence_db,strongest_tone_power_fraction,estimated_blocker_frequency,blocker_frequency_error,savaux_seconds,alias_trim_overhead_seconds
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,2,6,5753539,5753541,2,10,4,9.805608631442118e-05,89,690,89,89,1,0,1,0,1,1,1,13.015546246650075,48.15568288176324,0.9192989096201811,0.05000011413218034,1.141321803732609e-07,0.0011442999993960257,0.0030223000003388734
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,2,7,5757635,5757637,2,10,4,9.805608631442118e-05,713,852,713,713,1,0,1,0,1,1,1,5.649663516173154,48.258245828598064,0.920411868131763,0.05000041333757168,4.1333757172523633e-07,0.0012917000003653811,0.0029061000004730886
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,2,8,5761731,5761733,2,10,4,9.805608631442118e-05,865,865,865,865,0,0,0,0,1,0,1,0.0,48.40046786500966,0.9232980463569299,0.050000548733438684,5.487334386877762e-07,0.0010204000000157976,0.0028086000002076617
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,2,9,5765827,5765829,2,10,4,9.805608631442118e-05,405,451,405,405,1,0,1,0,1,1,1,4.61931735376177,48.34899779862396,0.9233600798794386,0.05000041123721921,4.1123721916669354e-07,0.0009557000003042049,0.0028497000002971618
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,2,10,5769923,5769925,2,10,4,9.805608631442118e-05,765,765,765,765,0,0,0,0,1,0,1,0.0,48.29073085476249,0.9227386850224077,0.04999942011256724,-5.798874327389569e-07,0.0010454000002937391,0.003070800000386953
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,2,11,5774019,5774021,2,10,4,9.805608631442118e-05,1023,691,1023,1023,1,0,1,0,1,1,1,9.427422542116389,48.32242511481447,0.9220949127674779,0.050000235355001206,2.353550011546801e-07,0.0013867000006939634,0.002883200000724173
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,2,12,5778115,5778117,2,10,4,9.805608631442118e-05,597,693,597,597,1,0,1,0,1,1,1,13.969230327833333,48.076591585769044,0.9195041340867329,0.050000285088187005,2.8508818705752503e-07,0.001017100000353821,0.0027329000004101545
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,2,13,5782211,5782213,2,10,4,9.805608631442118e-05,562,693,562,562,1,0,1,0,1,1,1,12.505547157828067,48.051103268415154,0.9188129593815232,0.05000047216753901,4.721675389562918e-07,0.0009441000001970679,0.002862199999981385
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,2,14,5786307,5786309,2,10,4,9.805608631442118e-05,478,689,478,478,1,0,1,0,1,1,1,12.305519999971512,48.141613635901834,0.9202558220023651,0.050000359483356446,3.5948335641577955e-07,0.0009700000000520959,0.0029535000003306777
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,2,15,5790403,5790405,2,10,4,9.805608631442118e-05,267,267,267,267,0,0,0,0,1,0,1,0.0,48.15308547257062,0.9206065997078472,0.04999946202000314,-5.37979996884097e-07,0.0011443999992479803,0.0029920999995738384
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,2,16,5794499,5794501,2,10,4,9.805608631442118e-05,917,691,917,917,1,0,1,0,1,1,1,11.402910616496618,47.960119807419645,0.9171549507717135,0.05000013100602333,1.3100602336280076e-07,0.0010038999998869258,0.002836199999364908
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,2,17,5798595,5798597,2,10,4,9.805608631442118e-05,656,693,656,656,1,0,1,0,1,1,1,9.249464212669267,48.211015183235546,0.9208239366883589,0.050000301244782455,3.012447824524145e-07,0.0010868999997910578,0.002873399999771209
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,2,18,5802691,5802693,2,10,4,9.805608631442118e-05,889,690,889,889,1,0,1,0,1,1,1,7.115410645686074,47.98374960234532,0.9174783516208791,0.049999606590789995,-3.934092099866504e-07,0.0010122000003320863,0.003125199999885808
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,2,19,5806787,5806789,2,10,4,9.805608631442118e-05,510,510,510,510,0,0,0,0,1,0,1,0.0,48.19305467600661,0.9205911816151447,0.05000028839773312,2.883977331391563e-07,0.0010566999999355176,0.0028628999998545623
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,2,20,5810883,5810885,2,10,4,9.805608631442118e-05,860,691,860,860,1,0,1,0,1,1,1,10.561025019102836,48.28090075753014,0.9227842820332445,0.04999952687920443,-4.7312079559658216e-07,0.001095300000088173,0.002941400000054273
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,2,21,5814979,5814981,2,10,4,9.805608631442118e-05,553,876,553,553,1,0,1,0,1,1,1,3.538366876792494,48.26423247741679,0.9226939419717842,0.05000008287296818,8.287296815456813e-08,0.0009701999997560051,0.0027501999993546633
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,2,22,5819075,5819077,2,10,4,9.805608631442118e-05,629,629,629,629,0,0,0,0,1,0,1,0.0,48.36622662629929,0.9241595199782352,0.050000534327953754,5.343279537717294e-07,0.0009638999999879161,0.0031831000005695387
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,2,23,5823171,5823173,2,10,4,9.805608631442118e-05,759,759,759,759,0,0,0,0,1,0,1,0.0,48.223522636946456,0.92092968071936,0.05000010669617468,1.0669617467318204e-07,0.0010779999993246747,0.003030599999874539
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,2,24,5827267,5827269,2,10,4,9.805608631442118e-05,874,874,874,874,0,0,0,0,1,0,1,0.0,48.25601426512363,0.922769242416107,0.050000675980575726,6.759805757372561e-07,0.001075700000001234,0.002762399999483023
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,2,25,5831363,5831365,2,10,4,9.805608631442118e-05,720,690,720,720,1,0,1,0,1,1,1,11.918952598163195,48.08500089831,0.9176466878323716,0.049999570867951516,-4.291320485072525e-07,0.00099800000043615,0.0028118000000176835
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,2,26,5835459,5835461,2,10,4,9.805608631442118e-05,314,314,314,314,0,0,0,0,1,0,1,0.0,48.22867047927292,0.9218548846979027,0.05000041865044382,4.186504438674632e-07,0.001184800000373798,0.00304000000051019
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,2,27,5839555,5839557,2,10,4,9.805608631442118e-05,602,793,602,602,1,0,1,0,1,1,1,6.942184924790676,48.11319603155329,0.919948668700156,0.050000308832370575,3.088323705657814e-07,0.0011822999995274586,0.003338100000291888
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,2,28,5843651,5843653,2,10,4,9.805608631442118e-05,7,691,7,7,1,0,1,0,1,1,1,12.790560158255637,48.097061313283895,0.9205501610750775,0.05000040102240829,4.0102240828066016e-07,0.0010431999999127584,0.002799599999889324
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,2,29,5847747,5847749,2,10,4,9.805608631442118e-05,610,610,610,610,0,0,0,0,1,0,1,0.0,48.207340667759055,0.9223949685902975,0.05000071121679109,7.112167911271783e-07,0.0010939999992842786,0.003098899999713467
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,2,30,5851843,5851845,2,10,4,9.805608631442118e-05,874,164,874,874,1,0,1,0,1,1,1,4.927284324987153,48.482121031114104,0.9262240460206947,0.050000063519289914,6.35192899389736e-08,0.0011423999994804035,0.0036564000001817476
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,2,31,5855939,5855941,2,10,4,9.805608631442118e-05,913,687,913,913,1,0,1,0,1,1,1,8.653484260371062,48.220844847580146,0.9193218114359646,0.05000079748949588,7.974894958850953e-07,0.0011749999994208338,0.002840699999978824
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,2,32,5860035,5860037,2,10,4,9.805608631442118e-05,757,692,757,757,1,0,1,0,1,1,1,11.284995976408716,48.146595896041276,0.9195676321411003,0.05000005661709889,5.6617098898037455e-08,0.0010024999992310768,0.0027079999999841675
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,2,33,5864131,5864133,2,10,4,9.805608631442118e-05,587,688,587,587,1,0,1,0,1,1,1,8.980449612921959,48.177773409346365,0.9196283662633811,0.05000100066639783,1.000666397854566e-06,0.0009454999999434222,0.0031289999997170526
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,2,34,5868227,5868229,2,10,4,9.805608631442118e-05,932,932,932,932,0,0,0,0,1,0,1,0.0,48.42111641665248,0.9250011991941071,0.05000068966227594,6.896622759544613e-07,0.0011358000001564506,0.002893400000175461
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,0,8229277,8229279,2,10,4,9.805608631442118e-05,222,689,222,222,1,0,1,0,1,1,1,8.788377552234426,48.05995298959792,0.9181865601353776,0.049999983458048486,-1.654195153077964e-08,0.0010015999996539904,0.0027516000000105123
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,1,8233373,8233375,2,10,4,9.805608631442118e-05,826,696,826,826,1,0,1,0,1,1,1,4.738316652595341,48.151870582944305,0.9208831348422658,0.05000023100343432,2.3100343427007175e-07,0.0010151999995287042,0.0028962999995201244
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,2,8237469,8237471,2,10,4,9.805608631442118e-05,871,694,871,871,1,0,1,0,1,1,1,5.72838734728972,48.2655668640364,0.9222072509023966,0.050000056648450246,5.664845026398524e-08,0.0012031999995087972,0.003148499999952037
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,3,8241565,8241567,2,10,4,9.805608631442118e-05,718,689,718,718,1,0,1,0,1,1,1,9.8174578045951,48.27921701570358,0.9230199864115561,0.05000074812742692,7.481274268972271e-07,0.001116100000217557,0.002864400000362366
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,4,8245661,8245663,2,10,4,9.805608631442118e-05,86,86,86,86,0,0,0,0,1,0,1,0.0,48.32697117873255,0.9227433356532515,0.050000377142051154,3.771420511444745e-07,0.0010505000000193832,0.0026332999996157014
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,5,8249757,8249759,2,10,4,9.805608631442118e-05,467,691,467,467,1,0,1,0,1,1,1,4.550955820548323,48.16669124567887,0.9209320425838949,0.0500001453363063,1.4533630632307393e-07,0.0009491999999227119,0.0026978999994753394
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,6,8253853,8253855,2,10,4,9.805608631442118e-05,89,692,89,89,1,0,1,0,1,1,1,4.828032096137524,48.19713711968934,0.9215803718191656,0.05000103394236273,1.033942362727025e-06,0.0013189999999667634,0.003383399999620451
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,7,8257949,8257951,2,10,4,9.805608631442118e-05,713,691,713,713,1,0,1,0,1,1,1,11.285433427244037,47.888077096363595,0.9163027447174111,0.050000006495626415,6.495626370117691e-09,0.0010753000005934155,0.0028953000000910833
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,8,8262045,8262047,2,10,4,9.805608631442118e-05,865,865,865,865,0,0,0,0,1,0,1,0.0,48.24624749983269,0.9228646213773075,0.05000033219738773,3.321973877090656e-07,0.0010485000002518063,0.0027774999998655403
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,9,8266141,8266143,2,10,4,9.805608631442118e-05,405,425,405,405,1,0,1,0,1,1,1,3.3536235394759517,48.20073597494115,0.9232916129773153,0.05000046942278643,4.694227864199263e-07,0.0010065999995276798,0.0035412999995969585
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,10,8270238,8270240,2,10,4,9.805608631442118e-05,765,690,765,765,1,0,1,0,1,1,1,4.9241604499726686,48.19992920823065,0.9192446531876779,0.04999965006440261,-3.4993559738794033e-07,0.0011188000007678056,0.0028393000002324698
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,11,8274334,8274336,2,10,4,9.805608631442118e-05,1023,692,1023,1023,1,0,1,0,1,1,1,7.336848681125366,48.2945177161269,0.9227095029629259,0.05000076779284636,7.67792846412263e-07,0.000990000000456348,0.0027402000005167793
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,12,8278430,8278432,2,10,4,9.805608631442118e-05,597,687,597,597,1,0,1,0,1,1,1,6.24599381153356,48.13355677250192,0.9197107026871087,0.04999896351825594,-1.0364817440433605e-06,0.00097989999994752,0.0027106999996249215
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,13,8282526,8282528,2,10,4,9.805608631442118e-05,562,688,562,562,1,0,1,0,1,1,1,11.36113271184959,48.052278572791735,0.9172853165717453,0.050000351681765566,3.516817655979665e-07,0.0009293999992223689,0.0031210999995892053
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,14,8286622,8286624,2,10,4,9.805608631442118e-05,478,692,478,478,1,0,1,0,1,1,1,6.970213933726081,48.18696045798418,0.9200637702540446,0.05000015453077149,1.5453077151228456e-07,0.0011087000002589775,0.0029862000001230626
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,15,8290718,8290720,2,10,4,9.805608631442118e-05,267,691,267,267,1,0,1,0,1,1,1,9.632135023772596,48.125370647959144,0.9206868407786013,0.0499996444976871,-3.5550231292091894e-07,0.0009894999993775855,0.0028072999994037673
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,16,8294814,8294816,2,10,4,9.805608631442118e-05,917,917,917,917,0,0,0,0,1,0,1,0.0,48.207583077755054,0.92109669759029,0.050000045380394834,4.538039477530731e-08,0.0009920000002239249,0.003184799999871757
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,17,8298910,8298912,2,10,4,9.805608631442118e-05,656,687,656,656,1,0,1,0,1,1,1,9.129656909544106,47.89417786709758,0.9156513266810655,0.050000276206110784,2.76206110760846e-07,0.001158699999905366,0.003278800000771298
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,18,8303006,8303008,2,10,4,9.805608631442118e-05,889,889,889,889,0,0,0,0,1,0,1,0.0,48.19979157766703,0.9224604290052619,0.04999992366789473,-7.633210530322287e-08,0.0010439000006954302,0.002894199999900593
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,19,8307102,8307104,2,10,4,9.805608631442118e-05,510,692,510,510,1,0,1,0,1,1,1,7.71884187910845,48.19604733115035,0.9222360959899728,0.04999974522320031,-2.547767997129746e-07,0.0009799999997994746,0.0027357999997548177
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,20,8311198,8311200,2,10,4,9.805608631442118e-05,860,688,860,860,1,0,1,0,1,1,1,7.842288420854365,48.14998763331003,0.9207304115535531,0.05000053557829188,5.355782918270435e-07,0.0010244000004604459,0.002841600000465405
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,21,8315294,8315296,2,10,4,9.805608631442118e-05,553,693,553,553,1,0,1,0,1,1,1,9.964289669245002,48.28755193609517,0.9236954488915804,0.050000495326312976,4.953263129658936e-07,0.0012456000004021917,0.0028541000001496286
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,22,8319390,8319392,2,10,4,9.805608631442118e-05,629,689,629,629,1,0,1,0,1,1,1,8.959683132541223,48.33117274448846,0.9214734354365848,0.0500003600365386,3.6003653858251994e-07,0.0010208999992755707,0.0027951000001849025
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,23,8323486,8323488,2,10,4,9.805608631442118e-05,759,688,759,759,1,0,1,0,1,1,1,10.508932066743755,48.083272537138306,0.9205354319985652,0.049999589355092744,-4.106449072449614e-07,0.0009764999995240942,0.002868599999601429
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,24,8327582,8327584,2,10,4,9.805608631442118e-05,874,126,874,874,1,0,1,0,1,1,1,3.682534255345302,48.450485824458205,0.9264106816525457,0.0499998765542661,-1.234457339127637e-07,0.001039699999637378,0.0030926999997973326
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,25,8331678,8331680,2,10,4,9.805608631442118e-05,720,692,720,720,1,0,1,0,1,1,1,9.781451146492376,48.033990761024434,0.9191877711880566,0.04999985004264654,-1.499573534791132e-07,0.001168100000541017,0.002868700000362878
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,26,8335774,8335776,2,10,4,9.805608631442118e-05,314,768,314,314,1,0,1,0,1,1,1,5.058890089814005,48.329812257041674,0.9237019236089717,0.050000609008078775,6.090080787446439e-07,0.000983799999630719,0.002692400000341877
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,27,8339870,8339872,2,10,4,9.805608631442118e-05,602,602,602,602,0,0,0,0,1,0,1,0.0,48.18236463635518,0.9206847551185408,0.05000071042259055,7.104225905329997e-07,0.001002100000732753,0.0031211000004987
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,28,8343966,8343968,2,10,4,9.805608631442118e-05,7,691,7,7,1,0,1,0,1,1,1,12.762351263609595,48.18747188413684,0.9213578495115091,0.05000013772103478,1.37721034798588e-07,0.0010876000005737296,0.0029279999998834683
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,29,8348062,8348064,2,10,4,9.805608631442118e-05,610,689,610,610,1,0,1,0,1,1,1,6.102206200612993,48.27565010371256,0.9202108189558292,0.04999974857529128,-2.5142470871930556e-07,0.0011058000000048196,0.0027474999997139093
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,30,8352158,8352160,2,10,4,9.805608631442118e-05,887,887,887,887,0,0,0,0,1,0,1,0.0,48.25931450261096,0.9220175260939029,0.050000618690374796,6.186903748206518e-07,0.0009685999993962469,0.002862700000150653
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,31,8356254,8356256,2,10,4,9.805608631442118e-05,912,912,912,912,0,0,0,0,1,0,1,0.0,48.38860452888685,0.9248606062631218,0.05000011901044111,1.1901044105755432e-07,0.0011371999999028048,0.0029932000006738235
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,32,8360350,8360352,2,10,4,9.805608631442118e-05,737,691,737,737,1,0,1,0,1,1,1,11.30596816487728,48.262607511297624,0.92138460329655,0.050000329882470586,3.298824705622039e-07,0.0010006999991674093,0.003051200000300014
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,33,8364446,8364448,2,10,4,9.805608631442118e-05,577,689,577,577,1,0,1,0,1,1,1,6.730715296423975,48.242884382822325,0.9213806778870199,0.05000083590591135,8.359059113782763e-07,0.0010842000001503038,0.002813100000821578
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,3,34,8368542,8368544,2,10,4,9.805608631442118e-05,930,692,930,930,1,0,1,0,1,1,1,3.5676513377140706,48.25913247902494,0.9235898723097239,0.05000062848478536,6.284847853255116e-07,0.0010671000000002095,0.002833699999428063
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,4,0,10729364,10729366,2,10,4,9.805608631442118e-05,803,688,803,803,1,0,1,0,1,1,1,11.342323880477949,48.041958836868446,0.9177631053926719,0.05000022631753241,2.2631753238133712e-07,0.0010315999998056213,0.002757199999905424
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,4,1,10733460,10733462,2,10,4,9.805608631442118e-05,826,693,826,826,1,0,1,0,1,1,1,11.936809676039218,48.15045507357322,0.920062746960551,0.050000005622754834,5.6227548173026776e-09,0.0011476999998194515,0.003084599999965576
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,4,2,10737556,10737558,2,10,4,9.805608631442118e-05,871,690,871,871,1,0,1,0,1,1,1,14.419285820784628,48.07436980255723,0.9186574439166072,0.04999964616367831,-3.5383632168706214e-07,0.0011290000002190936,0.0031017000001156703
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,4,3,10741652,10741654,2,10,4,9.805608631442118e-05,718,928,753,928,1,1,0,0,1,0,1,1.8231737558976846,48.23112143024828,0.9222926350080152,0.050000296653979155,2.9665397915934477e-07,0.0010145999995074817,0.0028275999993638834
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,4,4,10745748,10745750,2,10,4,9.805608631442118e-05,107,686,107,107,1,0,1,0,1,1,1,11.269893096380699,48.12557274070662,0.9196615108276278,0.05000082400096786,8.240009679028049e-07,0.0009841999999480322,0.002928099999735423
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,4,5,10749844,10749846,2,10,4,9.805608631442118e-05,467,690,636,636,1,1,0,0,1,1,1,9.481403141910285,48.210639912506835,0.9216510873770041,0.05000025099373767,2.5099373768266986e-07,0.001084399999854213,0.002930999999989581
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,4,6,10753940,10753942,2,10,4,9.805608631442118e-05,89,691,89,89,1,0,1,0,1,1,1,9.849336492790659,48.22701467662376,0.9221902474922978,0.05000026751398801,2.675139879615429e-07,0.0011021999998774845,0.002897100000154751
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,4,7,10758036,10758038,2,10,4,9.805608631442118e-05,713,1022,713,1022,1,1,0,0,1,0,1,2.4136274448898183,48.16616914791904,0.9226040748619424,0.05000058414747498,5.841474749468389e-07,0.0009835999999268097,0.00265659999968193
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,4,8,10762132,10762134,2,10,4,9.805608631442118e-05,865,690,865,865,1,0,1,0,1,1,1,3.9371609825626064,48.27951447193452,0.9204728244439185,0.05000029513171173,2.951317117361185e-07,0.0009299000003011315,0.0026397999999971944
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,4,9,10766228,10766230,2,10,4,9.805608631442118e-05,405,792,405,405,1,0,1,0,1,1,1,7.965959331978536,48.368470705725095,0.9238413568095606,0.05000058586880173,5.858688016946445e-07,0.0011825999999928172,0.0031265000006897026
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,4,10,10770324,10770326,2,10,4,9.805608631442118e-05,765,686,765,765,1,0,1,0,1,1,1,4.573486760465306,47.896511608251075,0.9157383590381879,0.04999931826287312,-6.817371268619254e-07,0.0011031999993065256,0.0029832999998689047
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,4,11,10774420,10774422,2,10,4,9.805608631442118e-05,1023,686,1023,1023,1,0,1,0,1,1,1,4.919877021933139,48.44006916985399,0.9247559752052902,0.049999867765268415,-1.3223473160905996e-07,0.0010177000003750436,0.0028267000006962917
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,4,12,10778516,10778518,2,10,4,9.805608631442118e-05,597,597,597,597,0,0,0,0,1,0,1,0.0,48.16820535538815,0.921380370398056,0.05000031807919837,3.1807919831372544e-07,0.0009639999998398707,0.003035799999452138
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,4,13,10782613,10782615,2,10,4,9.805608631442118e-05,562,761,562,761,1,1,0,0,1,0,1,2.383176446387293,48.284927384797555,0.9230412207264892,0.04999936930809128,-6.306919086984664e-07,0.0010970000002998859,0.0030039999992368394
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,4,14,10786709,10786711,2,10,4,9.805608631442118e-05,478,695,478,695,1,1,0,0,1,0,1,0.9846065561761647,48.45887955967829,0.9250702048331803,0.049999198603762104,-8.013962379260775e-07,0.0010330000004614703,0.002744200000051933
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,4,15,10790805,10790807,2,10,4,9.805608631442118e-05,267,691,267,267,1,0,1,0,1,1,1,11.133848760549876,48.203171890015646,0.9216403116172156,0.0500004788551026,4.788551025702859e-07,0.0009841000000960776,0.0027965999997832114
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,4,16,10794901,10794903,2,10,4,9.805608631442118e-05,917,771,917,917,1,0,1,0,1,1,1,7.94114498705483,48.28592765671682,0.9226194430858362,0.05000031799994601,3.179999460423133e-07,0.0009681000001364737,0.003297299999758252
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,4,17,10798997,10798999,2,10,4,9.805608631442118e-05,656,656,656,656,0,0,0,0,1,0,1,0.0,48.39195251628978,0.9241833061254595,0.04999986881871432,-1.311812856674699e-07,0.0015374000004158006,0.003380499999366293
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,4,18,10803093,10803095,2,10,4,9.805608631442118e-05,889,688,889,889,1,0,1,0,1,1,1,7.9574622430591235,48.099775397566155,0.9195943702491797,0.05000029572520451,2.957252045465708e-07,0.0012502999998105224,0.0030447999997704756
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,4,19,10807189,10807191,2,10,4,9.805608631442118e-05,510,691,510,510,1,0,1,0,1,1,1,15.514353848144033,47.97635725591799,0.9168514357806111,0.05000023826559639,2.3826559636397349e-07,0.0011610000001383014,0.003251099999943108
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,4,20,10811285,10811287,2,10,4,9.805608631442118e-05,860,860,860,860,0,0,0,0,1,0,1,0.0,48.156770854365405,0.9221234481486239,0.05000060635140098,6.06351400977978e-07,0.0014050999998289626,0.0030249000001276727
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,4,21,10815381,10815383,2,10,4,9.805608631442118e-05,553,690,553,553,1,0,1,0,1,1,1,6.143265508573038,47.79678953681743,0.9151193540687662,0.05000019547566268,1.9547566265654126e-07,0.0011180999999851338,0.002877200000511948
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,4,22,10819477,10819479,2,10,4,9.805608631442118e-05,629,629,629,629,0,0,0,0,1,0,1,0.0,48.39700077470246,0.9249107678217604,0.050000139224025276,1.3922402530841538e-07,0.0010907000005317968,0.002892000000429107
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,4,23,10823573,10823575,2,10,4,9.805608631442118e-05,759,759,759,759,0,0,0,0,1,0,1,0.0,48.388356077105044,0.9232401656690068,0.05000027520434841,2.7520434842109864e-07,0.0010206999995716615,0.0033927000004041474
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,4,24,10827669,10827671,2,10,4,9.805608631442118e-05,874,874,874,874,0,0,0,0,1,0,1,0.0,48.439961021883995,0.9248861312385892,0.05000073828633715,7.382863371763193e-07,0.001174199999695702,0.002920300000369025
0_0_0_10_14_8,awgn_alias_tone,-24.0,35.0,0.05,2303,4,25,10831765,10831767,2,10,4,9.805608631442118e-05,720,692,720,720,1,0,1,0,1,1,1,8.853072349786066,48.143474143726024,0.9199523091878832,0.05000031735478822,3.1735478822625396e-07,0.0011053999996875064,0.0028231999995114165
