target_snr_db,packet_index,event_index,frame_index,candidate_label,candidate_kind,candidate_value,payload_symbol_count,target_gt_hit_rate,target_argmax_hit_rate,argmax_gt_hit_rate,phase_slope_pi_per_symbol,linear_fit_r2,linear_fit_rmse_pi,residual_std_pi,residual_peak_to_peak_pi,residual_quad_r2,target_amp_mean,target_amp_std,target_amp_cv,target_energy_ratio_mean,target_energy_ratio_std,target_rank_mean,target_rank_median,target_rank_min,target_rank_max,target_amp_vs_gt_db_mean,target_power_vs_gt_db_mean,target_power_vs_argmax_db_mean,gt_energy_ratio_mean,cfo_frac,sto_frac,sfo_hat
-20.0,1,1,0,off+64,offset,64,35,0.0,0.0,0.42857142857142855,0.003071083855713026,0.0037484763566442147,0.5056486734437835,0.48772955489239367,1.710006779421236,0.00661469699620576,2.6373297917415752,1.4843730094791527,0.5628317755812172,0.0011875394934075555,0.0012996052907575941,478.51428571428573,453.0,2,984,-10.191476529932388,-10.191476608286575,-11.518653676343039,0.007788884555950889,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445
-20.0,1,1,0,off-1,offset,-1,35,0.0,0.0,0.42857142857142855,-0.04496725842381895,0.2594744357240649,0.7672187992451556,0.5290539266569337,1.9448938796821087,0.011837028392758686,2.245222825347905,1.1962655221190617,0.5328048105575873,0.0008402658420989948,0.0007584316793643555,543.8,523.0,35,1019,-11.76382825203034,-11.763828320672461,-13.091005388728924,0.007788884555950889,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445
-20.0,1,1,0,off-16,offset,-16,35,0.0,0.0,0.42857142857142855,-0.04983402895135694,0.5826589148094639,0.42595572404362864,0.42595572404362864,1.774855312518381,0.03255223210968827,2.3880445527143292,1.223290396774448,0.5122561031719514,0.0009249855721208864,0.0008477600862729552,515.4857142857143,420.0,18,1013,-11.04685241278708,-11.046852426282783,-12.374029494339245,0.007788884555950889,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445
-20.0,1,1,0,off-4,offset,-4,35,0.0,0.0,0.42857142857142855,0.0018975513563994097,0.0006233296159096069,0.7673603359262932,0.5355545586901825,1.854663992727433,0.004881349676828184,2.596875016252141,1.150516704179224,0.4430389206176243,0.001049800067231202,0.0008564318735755716,461.14285714285717,434.0,28,997,-9.796363908418932,-9.796364035467379,-11.123541103523841,0.007788884555950889,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445
-20.0,1,1,0,wrong_peak,wrong_peak,0,35,0.0,0.5714285714285714,0.42857142857142855,-0.11976949564300368,0.6894263316648535,0.8118666264433221,0.6567195315699741,1.9591563280673756,0.019594475403917677,7.497956447663333,0.4178282759546647,0.055725620556902125,0.007287106010470076,0.0007760066461933056,1.4285714285714286,1.0,1,2,0.4731099395304032,0.47310992976370353,-0.8540671382927602,0.007788884555950889,-0.42916033761813344,-0.04216817378983262,-0.006261318519996445
-20.0,2,2,1,argmax,argmax,0,35,0.5142857142857142,1.0,0.5142857142857142,-0.007236313665276331,0.0037244555998207085,1.195296928886369,0.5593674154552019,1.9806408686605497,0.12751845535687645,8.339275329173697,1.1478548517616047,0.13764443629124556,0.009144064047659117,0.002473829881743923,1.0,1.0,1,1,1.3777249346153713,1.3777249814925552,0.0,0.007529796050021939,-0.27825675980667963,-0.22708294569816,-0.006222641162550411
-20.0,2,2,1,fix0000,fixed,0,35,0.0,0.0,0.5142857142857142,-0.02453991088631727,0.17802841973262173,0.532545598741984,0.532545598741984,1.8703969171334751,0.08990217847926762,2.3927112860835087,1.336681102718979,0.5586470505210495,0.0009794988737841805,0.0009708049957607708,520.5142857142857,468.0,21,1023,-11.269251023643097,-11.26925094316602,-12.646975924658575,0.007529796050021939,-0.27825675980667963,-0.22708294569816,-0.006222641162550411
-20.0,2,2,1,fix0256,fixed,256,35,0.0,0.0,0.5142857142857142,0.00942664356344376,0.009675321459643893,0.9631928966826946,0.6150694403030792,1.9520510707564167,0.007010855919807879,2.2814834727748763,1.1073478054669186,0.4853630625340871,0.0008318296722749903,0.0006839982486363947,534.1714285714286,548.0,91,971,-11.071804558644322,-11.07180437938526,-12.449529360877815,0.007529796050021939,-0.27825675980667963,-0.22708294569816,-0.006222641162550411
-20.0,2,2,1,fix0512,fixed,512,35,0.0,0.0,0.5142857142857142,0.008369657973396876,0.01663649675622636,0.6498810893998672,0.5143336220925354,1.890119632841555,0.17215366950705946,2.2584715309229764,1.3038927556130226,0.5773341562026052,0.000879614467160715,0.001034562207241134,567.6571428571428,617.0,13,964,-11.25669588628555,-11.256695811984356,-12.634420793476911,0.007529796050021939,-0.27825675980667963,-0.22708294569816,-0.006222641162550411
-20.0,2,2,1,fix0768,fixed,768,35,0.02857142857142857,0.02857142857142857,0.5142857142857142,0.20083138479790377,0.8464938780340986,0.8637391562087597,0.6060407201820234,1.9571586484106438,0.0018508894948482402,2.4280127975586145,1.767766032847141,0.7280711348081209,0.0011815005666567682,0.00205906265224537,552.4857142857143,573.0,1,1008,-11.341834183739548,-11.341834056655317,-12.719559038147873,0.007529796050021939,-0.27825675980667963,-0.22708294569816,-0.006222641162550411
-20.0,2,2,1,gt,gt,0,35,1.0,0.5142857142857142,0.5142857142857142,-0.09978996378020795,0.9659080810811708,0.18934104710822594,0.1893410471082259,0.7474772164648545,0.8472237116314691,7.367327131015786,2.0515775376416268,0.27846972194361636,0.007529796050021939,0.0037568118360130267,21.571428571428573,1.0,1,203,0.0,0.0,-1.3777249814925552,0.007529796050021939,-0.27825675980667963,-0.22708294569816,-0.006222641162550411
-20.0,2,2,1,off+1,offset,1,35,0.0,0.0,0.5142857142857142,0.004281850274573182,0.002921775656999692,0.7988638068068724,0.6068797480148556,1.903528156055058,0.0016474277657607672,2.4153802023689073,1.55059718318517,0.6419681595735557,0.0010613130344694695,0.0012692886999371546,535.6857142857143,545.0,4,1014,-11.459601762282626,-11.459601775967668,-12.837326757460223,0.007529796050021939,-0.27825675980667963,-0.22708294569816,-0.006222641162550411
-20.0,2,2,1,off+16,offset,16,35,0.0,0.0,0.5142857142857142,-0.2299750399719989,0.9246194130918353,0.6631763686987536,0.5447118274013044,1.9201990155924584,0.30232130469662977,2.5970982227233916,1.36876640819876,0.5270368275726716,0.0011177037722565261,0.0012031057434948873,481.9428571428571,513.0,2,956,-9.917789949963872,-9.917789804405114,-11.295514785897666,0.007529796050021939,-0.27825675980667963,-0.22708294569816,-0.006222641162550411
-20.0,2,2,1,off+256,offset,256,35,0.0,0.0,0.5142857142857142,-0.02744723262585957,0.141015686133097,0.6841598014555899,0.5101409115299994,1.983802429967522,0.002303162521194113,2.5689686376011713,1.170505658930139,0.4556325218602604,0.0010327040717825692,0.0008413039056855726,466.8,380.0,33,985,-9.914764451074925,-9.914764473108903,-11.292489454601458,0.007529796050021939,-0.27825675980667963,-0.22708294569816,-0.006222641162550411
-20.0,2,2,1,off+4,offset,4,35,0.0,0.0,0.5142857142857142,-0.0003006819953685529,9.639719833365312e-06,0.9780773692706276,0.5771328996746753,1.889683070358084,0.07547961258909763,2.513277788379457,1.2695909352767294,0.5051534458892235,0.0010274238734987668,0.0010495312812809122,494.48571428571427,527.0,5,996,-10.179641673801948,-10.179641533959888,-11.557366515452443,0.007529796050021939,-0.27825675980667963,-0.22708294569816,-0.006222641162550411
-20.0,2,2,1,off+64,offset,64,35,0.0,0.0,0.5142857142857142,0.13519584975909574,0.6398748439814228,1.0243365211797568,0.6264111290528415,1.9258179621323779,0.01953804050181074,2.377539037685714,1.1556538731678263,0.4860714608045867,0.0009060094197446865,0.000863809727404933,521.9142857142857,574.0,37,945,-10.486739033573894,-10.486738956398792,-11.864463937891344,0.007529796050021939,-0.27825675980667963,-0.22708294569816,-0.006222641162550411
-20.0,2,2,1,off-1,offset,-1,35,0.0,0.0,0.5142857142857142,-0.02364942389501971,0.05488693295963121,0.9911241393394447,0.5237139238796287,1.770776726314039,0.2965951410969393,2.6094806483821142,1.1916362585280766,0.45665648421914706,0.0010587668461936213,0.0008969802671497817,460.9142857142857,437.0,22,1022,-9.974499835298227,-9.97449966487715,-11.352224646369704,0.007529796050021939,-0.27825675980667963,-0.22708294569816,-0.006222641162550411
-20.0,2,2,1,off-16,offset,-16,35,0.0,0.0,0.5142857142857142,-0.17523701215833945,0.6333150405037749,1.346674302335136,0.5154455610761773,1.780905584671655,0.043510944702984666,1.9469471081479535,1.1211620959303212,0.5758564735725329,0.0006484675299111287,0.0006691713904520018,620.7428571428571,640.0,66,1020,-13.135133170910962,-13.13513309656378,-14.512858078056334,0.007529796050021939,-0.27825675980667963,-0.22708294569816,-0.006222641162550411
-20.0,2,2,1,off-4,offset,-4,35,0.0,0.0,0.5142857142857142,-0.12614193237755875,0.6880358744979076,0.85784011555427,0.5952976542447306,1.9758989971320553,0.044329900928553156,2.6358994902310084,1.3724831108242679,0.5206887121116991,0.0011398093979171388,0.001152028737472493,472.0285714285714,420.0,4,964,-9.851132953237226,-9.851132886479169,-11.228857867971724,0.007529796050021939,-0.27825675980667963,-0.22708294569816,-0.006222641162550411
-20.0,2,2,1,wrong_peak,wrong_peak,0,35,0.0,0.4857142857142857,0.5142857142857142,0.06594380844716721,0.21101602706040512,1.287806108573838,0.5493078170796737,1.8326523533822094,0.031870574308818345,7.636630223483637,0.6999183718770459,0.0916527776511563,0.007602782564039581,0.0014449783545201962,1.5142857142857142,2.0,1,2,0.6588340512580811,0.6588340853865844,-0.7188908961059707,0.007529796050021939,-0.27825675980667963,-0.22708294569816,-0.006222641162550411
-20.0,3,3,2,argmax,argmax,0,35,0.6,1.0,0.6,0.15064437616404244,0.767291753572771,0.8378738389758296,0.5624935285619688,1.9382498943088347,0.04686202801487371,8.48983201091268,1.2166460364211964,0.14330625563112923,0.009444608033184086,0.0027693295581924546,1.0,1.0,1,1,0.7146292560639503,0.7146292345321856,0.0,0.008528935448932413,-0.22814255140766385,-0.47433050608014027,-0.006209796635074755
-20.0,3,3,2,fix0000,fixed,0,35,0.0,0.0,0.6,0.039872786760342345,0.3593345729685592,0.5377034437718807,0.4808752680058831,1.8139030800375253,0.06624503919719493,2.4257743712522353,1.382085967478994,0.569750420260864,0.0010048871206810332,0.001097207723137904,524.2285714285714,571.0,4,1010,-11.709653386422282,-11.709653459595827,-12.424282694128012,0.008528935448932413,-0.22814255140766385,-0.47433050608014027,-0.006209796635074755
-20.0,3,3,2,fix0256,fixed,256,35,0.0,0.0,0.6,-0.11866944424347164,0.5946874118592956,0.9894404649656268,0.6313294072251018,1.9722528529866483,0.014422650844604368,2.1582228187924692,1.0692419316326274,0.4954270348373347,0.0007464441390348421,0.0006614318596361444,568.9142857142857,620.0,90,1021,-12.508412195399142,-12.508412318507007,-13.223041553039193,0.008528935448932413,-0.22814255140766385,-0.47433050608014027,-0.006209796635074755
-20.0,3,3,2,fix0512,fixed,512,35,0.0,0.0,0.6,0.009692797872725431,0.035168604777343404,0.5127402207605346,0.506240330377317,1.984512624094951,0.10454455487633296,2.6834805361485246,1.3179501411680472,0.4911346005362275,0.0011556256229929673,0.0010981889888196136,457.4,451.0,8,990,-10.39597542640577,-10.39597538387357,-11.110604618405755,0.008528935448932413,-0.22814255140766385,-0.47433050608014027,-0.006209796635074755
-20.0,3,3,2,fix0768,fixed,768,35,0.0,0.0,0.6,-0.0753249458955379,0.4369178098154195,0.8636244634990194,0.5301419281123532,1.7952026932858511,0.004635236699465861,2.332212881786587,1.2088961495177246,0.5183472567871472,0.0008773939767507831,0.0007891807832526946,527.7142857142857,446.0,36,1023,-12.096987491962391,-12.096987452346992,-12.811616686879178,0.008528935448932413,-0.22814255140766385,-0.47433050608014027,-0.006209796635074755
-20.0,3,3,2,gt,gt,0,35,1.0,0.6,0.6,-0.10541582494633371,0.9600066322652098,0.21730152248888376,0.21730152248888376,0.8243934983191779,0.7646605752893241,7.954497874465158,1.7866801479817005,0.22461256212251268,0.008528935448932413,0.003636775633228361,6.857142857142857,1.0,1,82,0.0,0.0,-0.7146292345321856,0.008528935448932413,-0.22814255140766385,-0.47433050608014027,-0.006209796635074755
-20.0,3,3,2,off+1,offset,1,35,0.0,0.0,0.6,-0.029388226328168638,0.05283461593238448,1.2566869149983497,0.5797763807697025,1.960833635359858,0.05955400937314326,2.817161195796047,1.2436350001622987,0.44144971257524507,0.0012238180211872386,0.001011047635397735,414.8285714285714,400.0,15,1007,-9.908559429942244,-9.908559390906616,-10.623188625438802,0.008528935448932413,-0.22814255140766385,-0.47433050608014027,-0.006209796635074755
-20.0,3,3,2,off+16,offset,16,35,0.0,0.0,0.6,0.035425400111226205,0.24994804096409984,0.6197772864604404,0.561930880720633,1.9408367949953507,0.030532751325339058,2.2184182429202752,1.0946689074561367,0.49344568408125755,0.000778071164968947,0.0006465423294248087,551.1142857142858,506.0,58,1019,-12.40459393276132,-12.404594096096076,-13.11922333062826,0.008528935448932413,-0.22814255140766385,-0.47433050608014027,-0.006209796635074755
-20.0,3,3,2,off+256,offset,256,35,0.0,0.0,0.6,0.03319303198726331,0.10186798600220959,0.9954013809651738,0.6266063401065036,1.9023417789118704,0.05606390133585426,2.3617829121471696,1.0173485221319485,0.4307544596497421,0.0008527464200861565,0.0006936901812219707,519.7142857142857,526.0,59,985,-11.240349076073768,-11.240349090918832,-11.954978325451018,0.008528935448932413,-0.22814255140766385,-0.47433050608014027,-0.006209796635074755
-20.0,3,3,2,off+4,offset,4,35,0.0,0.0,0.6,-0.059373315128456304,0.3067207824096323,0.9015169021911023,0.5317691718776972,1.9787483458219193,0.031093763305771294,2.386525794620527,1.0744343987258012,0.4502085840210427,0.0008686467231677264,0.0006600714517539627,509.3142857142857,436.0,47,1003,-11.381586412506419,-11.381586441074749,-12.096215675606937,0.008528935448932413,-0.22814255140766385,-0.47433050608014027,-0.006209796635074755
-20.0,3,3,2,off+64,offset,64,35,0.0,0.0,0.6,-0.18193082712466208,0.8639733142187427,0.7290683983181218,0.6171722794830092,1.9621089406322878,0.05408598158421585,2.537897474534894,1.2655998266556314,0.49868043896752395,0.0010375018877391271,0.0009658336919989729,487.7142857142857,447.0,12,1013,-11.068323324739005,-11.068323409420248,-11.782952643952434,0.008528935448932413,-0.22814255140766385,-0.47433050608014027,-0.006209796635074755
-20.0,3,3,2,off-1,offset,-1,35,0.0,0.0,0.6,0.028970562845986647,0.20411906283715953,0.5777491127499085,0.5405275497169248,1.9138412691341178,0.15784445929465085,2.726708151614484,1.4189116953645753,0.5203753450931071,0.001209161493526523,0.001059326417667351,453.77142857142854,415.0,29,968,-10.496918846886567,-10.496918920653604,-11.211548155185792,0.008528935448932413,-0.22814255140766385,-0.47433050608014027,-0.006209796635074755
-20.0,3,3,2,off-16,offset,-16,35,0.0,0.0,0.6,-0.25590832274866565,0.8855722558972123,0.9290480225809142,0.5659424053743594,1.819956718381248,0.025587016135724006,2.4090256932192062,1.1437244274468474,0.4747663881984075,0.0009121440004483896,0.0006857362968787933,501.62857142857143,407.0,80,996,-11.512545158312324,-11.512545244865022,-12.227174479397208,0.008528935448932413,-0.22814255140766385,-0.47433050608014027,-0.006209796635074755
-20.0,3,3,2,off-4,offset,-4,35,0.0,0.0,0.6,-0.01566005782952291,0.09668239739843598,0.48343710277771973,0.4590386970490971,1.8351460622390359,0.011782500557590891,2.4250033108052356,1.2457017485440594,0.5136907413666241,0.0009483829912892882,0.0008507820744452645,510.57142857142856,482.0,38,999,-11.493091668286162,-11.493091752739769,-12.207720987271955,0.008528935448932413,-0.22814255140766385,-0.47433050608014027,-0.006209796635074755
-20.0,3,3,2,wrong_peak,wrong_peak,0,35,0.0,0.4,0.6,0.12395943625123,0.7186215412465804,0.7833845207740715,0.5361628871398383,1.7146287390430797,0.028189939237340367,7.387142354136352,0.48728513226109366,0.06596395587100654,0.007044149800197457,0.0009577734825617001,1.6,2.0,1,2,-0.4274849548613557,-0.4274849478891041,-1.1421141824212895,0.008528935448932413,-0.22814255140766385,-0.47433050608014027,-0.006209796635074755
-20.0,5,5,3,argmax,argmax,0,35,0.6285714285714286,1.0,0.6285714285714286,-0.10844358621150958,0.8946143452360107,0.3759038529893329,0.3561769889338666,1.660872989724586,0.18099255998320252,8.632609010223284,1.2801349796562693,0.14829062432229378,0.009853755549838979,0.0028241315084460376,1.0,1.0,1,1,0.6673275519806393,0.6673275931194453,0.0,0.00891342359419531,-0.2470649666885119,-0.3829332194884841,-0.006214646546721477
-20.0,5,5,3,fix0000,fixed,0,35,0.0,0.0,0.6285714285714286,0.1901722791293206,0.7617970463372797,1.0739924445817142,0.5971777325303123,1.9263283046625965,0.00735745291322254,2.4913579566607007,1.0337744476689856,0.414944165251391,0.000943855221775219,0.0006849447970100392,476.22857142857146,429.0,48,1015,-11.040920333680447,-11.04092040673075,-11.708247999850197,0.00891342359419531,-0.2470649666885119,-0.3829332194884841,-0.006214646546721477
-20.0,5,5,3,fix0256,fixed,256,35,0.0,0.0,0.6285714285714286,-0.024994449069721085,0.18915967097558317,0.5226332666064882,0.5020025493558831,1.7676506810082624,0.019096671944609622,2.4081548672925517,1.2180552484395368,0.5058043670625619,0.0009409299539151485,0.0009507783930374363,518.2857142857143,545.0,13,1024,-11.744640132044196,-11.74464001436343,-12.411967607482875,0.00891342359419531,-0.2470649666885119,-0.3829332194884841,-0.006214646546721477
-20.0,5,5,3,fix0512,fixed,512,35,0.0,0.0,0.6285714285714286,-0.029240617695691327,0.09957717348389106,0.8880347882891845,0.6340160066316483,1.9825336177862234,0.1501753812113903,2.2075775977722625,1.0504193495930443,0.47582442884592424,0.0007715963730353907,0.0006617267889751383,552.6285714285714,550.0,38,1010,-12.35490476665287,-12.354904789908353,-13.022232383027797,0.00891342359419531,-0.2470649666885119,-0.3829332194884841,-0.006214646546721477
-20.0,5,5,3,fix0768,fixed,768,35,0.0,0.0,0.6285714285714286,0.09967381910999944,0.5167345156046681,0.9735098235782692,0.5524531504689434,1.9305419545882674,0.006875730674757663,2.3920273271957155,1.3952131857699828,0.5832764408279799,0.0009990524221839183,0.0011279226306323527,531.5142857142857,527.0,7,1008,-12.136564355467668,-12.136564250306975,-12.803891843426419,0.00891342359419531,-0.2470649666885119,-0.3829332194884841,-0.006214646546721477
-20.0,5,5,3,gt,gt,0,35,1.0,0.6285714285714286,0.6285714285714286,-0.11433157136895201,0.9689197460031934,0.20680671429103306,0.20680671429103306,0.6773784386498721,0.8709346220411551,8.108072759689373,1.761879680673664,0.21729944129672107,0.00891342359419531,0.003619527706982175,5.228571428571429,1.0,1,52,0.0,0.0,-0.6673275931194453,0.00891342359419531,-0.2470649666885119,-0.3829332194884841,-0.006214646546721477
-20.0,5,5,3,off+1,offset,1,35,0.0,0.0,0.6285714285714286,-0.19572172982888048,0.9255670754285019,0.5605543464487418,0.47736309715507175,1.8554619292264485,0.1457043052894117,2.5091949565325793,1.2872820820926163,0.5130259323777269,0.001035203254545309,0.0011170398655536884,498.77142857142854,543.0,4,1018,-11.296481269114366,-11.296481099197754,-11.9638086923172,0.00891342359419531,-0.2470649666885119,-0.3829332194884841,-0.006214646546721477
-20.0,5,5,3,off+16,offset,16,35,0.0,0.0,0.6285714285714286,-0.004728868618152653,0.006365276663858999,0.5967082901658848,0.4807579810413828,1.963565838174451,0.06400859663418257,2.53461970157552,1.3896420816418753,0.5482645308793558,0.001079663917296348,0.0010544792292239685,494.74285714285713,544.0,22,998,-11.47502204846779,-11.475022013254533,-12.142349606373978,0.00891342359419531,-0.2470649666885119,-0.3829332194884841,-0.006214646546721477
-20.0,5,5,3,off+256,offset,256,35,0.0,0.0,0.6285714285714286,-0.025245130029254787,0.12598748535180193,0.6715414430014598,0.5476107607647077,1.9516251689424806,0.01988968965608129,2.8317947552052574,1.2380997018187665,0.4372137844887791,0.0012306054063050877,0.00098429271533661,413.1142857142857,274.0,12,960,-9.936988875463758,-9.936988784744884,-10.604316377864327,0.00891342359419531,-0.2470649666885119,-0.3829332194884841,-0.006214646546721477
-20.0,5,5,3,off+4,offset,4,35,0.0,0.0,0.6285714285714286,-0.026490072405160978,0.03118272385566767,1.4912386257896857,0.5204342386859129,1.8279605524288962,0.004715357918205432,2.970411215746002,1.720450923882944,0.5791962118789881,0.001526737763908246,0.0015397882947193685,432.77142857142854,414.0,5,1014,-10.390914024794341,-10.390913866463045,-11.05824145958249,0.00891342359419531,-0.2470649666885119,-0.3829332194884841,-0.006214646546721477
-20.0,5,5,3,off+64,offset,64,35,0.0,0.0,0.6285714285714286,0.10272904852134969,0.4046730748432319,1.2584007238783004,0.5170022728062235,1.8655871361104608,0.06645425652750525,2.5302456355420726,1.224195962249452,0.4838249476862288,0.0010274819164678651,0.0008965055965535354,481.77142857142854,509.0,32,1016,-11.207433096455727,-11.207432982555934,-11.874760575675378,0.00891342359419531,-0.2470649666885119,-0.3829332194884841,-0.006214646546721477
-20.0,5,5,3,off-1,offset,-1,35,0.0,0.0,0.6285714285714286,-0.011938627503047677,0.02083498654269944,0.8265817634543657,0.542883980809959,1.8457536214497472,0.05527714831555386,1.9900087237848956,1.0796798082475922,0.5425502890229024,0.0006660351243354893,0.0007511245418792132,616.0857142857143,629.0,24,1005,-13.4111520546486,-13.411152095579734,-14.078479688699181,0.00891342359419531,-0.2470649666885119,-0.3829332194884841,-0.006214646546721477
-20.0,5,5,3,off-16,offset,-16,35,0.0,0.0,0.6285714285714286,0.11589387349891518,0.7176402705062352,0.7341901308055291,0.5259955150703425,1.865285865027697,0.018557610057994944,2.683155821516454,1.5649705956623874,0.5832574400311586,0.0012589621512980986,0.0012892070035968241,477.85714285714283,450.0,9,1009,-11.252638091956719,-11.252638069480794,-11.919965662600239,0.00891342359419531,-0.2470649666885119,-0.3829332194884841,-0.006214646546721477
-20.0,5,5,3,off-4,offset,-4,35,0.0,0.0,0.6285714285714286,-0.026092376822136592,0.172073648243959,0.5780326863484818,0.5079299090835431,1.8239876689798369,0.004583485741638471,2.7108984210801257,1.429690175528397,0.5273861109700871,0.0012265266641366662,0.0012215362257052059,456.45714285714286,391.0,4,1012,-10.775001607810616,-10.775001588481304,-11.44232918160075,0.00891342359419531,-0.2470649666885119,-0.3829332194884841,-0.006214646546721477
-20.0,5,5,3,wrong_peak,wrong_peak,0,35,0.0,0.37142857142857144,0.6285714285714286,-0.0012980529275642943,0.00018207887688270752,0.9714560614529953,0.6451990241586616,1.846227261387245,0.037391948975411315,7.5151400216305175,0.6958990017378116,0.09259960556088566,0.007361190900564659,0.0013335314238977101,1.6285714285714286,2.0,1,2,-0.47417875727273084,-0.47417875311695773,-1.141506346236403,0.00891342359419531,-0.2470649666885119,-0.3829332194884841,-0.006214646546721477
