file_name,target_snr_db,cfo_correction_mode,frame_index,packet_index,event_index,payload_symbol_index,frame_symbol_index,start_sample,header_start_sample,sf,os_factor,cfo_int,cfo_frac,cfo_common_phase_rad,sto_frac,sfo_hat,candidate_label,candidate_kind,candidate_value,gt_raw_fft_bin,gt_signed_fft_bin,argmax_raw_fft_bin,wrong_peak_raw_fft_bin,target_raw_fft_bin,target_signed_fft_bin,target_is_gt_bin,target_is_argmax_bin,argmax_is_gt_bin,target_rank,target_real,target_imag,target_amp,target_power,target_phase,target_phase_unwrap,phase_linear_fit,phase_residual,target_energy_ratio,gt_amp,gt_power,gt_energy_ratio,argmax_power,target_amp_vs_gt_db,target_power_vs_gt_db,target_power_vs_argmax_db,total_fft_energy,group_phase_slope_pi_per_symbol,group_linear_fit_r2,group_linear_fit_rmse_pi,group_residual_quad_r2
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_snr_m15dB.bin,-15.0,continuous,0,1,1,0,8,2550960,2518192,10,4,-24,-0.42916033761813344,-1227.9435304004523,-0.04216817378983262,-0.006261318519996445,gt,gt,0,222,222,222,152,222,222,1,1,1,1,8.485432624816895,-2.969130754470825,8.989900125554868,80.81829833984375,-0.3365939066012682,-0.3365939066012682,0.41545453641021685,-0.7520484430114851,0.032189032582056756,8.989900125554868,80.81829833984375,0.032189032582056756,80.81829833984375,0.0,0.0,0.0,2510.7402073616395,-0.053349956744360584,0.9389131889418122,0.13743430947757312,0.8880890252543476
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_snr_m15dB.bin,-15.0,continuous,0,1,1,0,8,2550960,2518192,10,4,-24,-0.42916033761813344,-1227.9435304004523,-0.04216817378983262,-0.006261318519996445,argmax,argmax,0,222,222,222,152,222,222,1,1,1,1,8.485432624816895,-2.969130754470825,8.989900125554868,80.81829833984375,-0.3365939066012682,-0.3365939066012682,0.41545453641021685,-0.7520484430114851,0.032189032582056756,8.989900125554868,80.81829833984375,0.032189032582056756,80.81829833984375,0.0,0.0,0.0,2510.7402073616395,-0.053349956744360584,0.9389131889418122,0.13743430947757312,0.8880890252543476
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_snr_m15dB.bin,-15.0,continuous,0,1,1,0,8,2550960,2518192,10,4,-24,-0.42916033761813344,-1227.9435304004523,-0.04216817378983262,-0.006261318519996445,wrong_peak,wrong_peak,0,222,222,222,152,152,152,0,0,1,2,2.370570421218872,-3.3650944232940674,4.116243991752998,16.943464279174805,-0.9570841351051774,-0.9570841351051774,1.2081068988863228,-2.1651910339915004,0.006748394051083247,8.989900125554868,80.81829833984375,0.032189032582056756,80.81829833984375,-6.7850751420889015,-6.785074905698428,-6.785074905698428,2510.7402073616395,-0.1197991637382745,0.689410635306698,0.8120974992036153,0.019864915712311415
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_snr_m15dB.bin,-15.0,continuous,0,1,1,0,8,2550960,2518192,10,4,-24,-0.42916033761813344,-1227.9435304004523,-0.04216817378983262,-0.006261318519996445,off+1,offset,1,222,222,222,152,223,223,0,0,1,36,2.774380922317505,0.8628672957420349,2.9054654484575275,8.441730499267578,0.30152918394156003,0.30152918394156003,0.8885241580852276,-0.5869949741436675,0.0033622477046872166,8.989900125554868,80.81829833984375,0.032189032582056756,80.81829833984375,-9.810783033933154,-9.81078218700371,-9.81078218700371,2510.7402073616395,0.12545810265847407,0.8365209410870103,0.5601333834045994,0.12585420878397602
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_snr_m15dB.bin,-15.0,continuous,0,1,1,0,8,2550960,2518192,10,4,-24,-0.42916033761813344,-1227.9435304004523,-0.04216817378983262,-0.006261318519996445,off-1,offset,-1,222,222,222,152,221,221,0,0,1,234,0.9473459720611572,1.6718398332595825,1.9215912205393548,3.6925125122070312,1.055260872045562,1.055260872045562,6.833270056137041,0.5051761230881076,0.0014706868123513398,8.989900125554868,80.81829833984375,0.032189032582056756,80.81829833984375,-13.401877221452112,-13.401877263581813,-13.401877263581813,2510.7402073616395,-0.04230558611205562,0.23368887182997122,0.7737155980856455,0.265954168299286
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_snr_m15dB.bin,-15.0,continuous,0,1,1,0,8,2550960,2518192,10,4,-24,-0.42916033761813344,-1227.9435304004523,-0.04216817378983262,-0.006261318519996445,off+4,offset,4,222,222,222,152,226,226,0,0,1,996,0.23168231546878815,0.03931756690144539,0.23499482200258948,0.055222563445568085,0.1681030917115173,0.1681030917115173,-2.1479218882017603,2.3160249799132777,2.1994535031403187e-05,8.989900125554868,80.81829833984375,0.032189032582056756,80.81829833984375,-31.653931480038835,-31.65393139134125,-31.65393139134125,2510.7402073616395,0.025070586443576497,0.08600217998063986,0.8254341428562683,0.00448951508550377
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_snr_m15dB.bin,-15.0,continuous,0,1,1,0,8,2550960,2518192,10,4,-24,-0.42916033761813344,-1227.9435304004523,-0.04216817378983262,-0.006261318519996445,off-4,offset,-4,222,222,222,152,218,218,0,0,1,281,0.7959540486335754,1.5897736549377441,1.7778985127026496,3.1609232425689697,1.1066118189398753,1.1066118189398753,2.5739798843961506,-1.4673680654562753,0.0012589606974472926,8.989900125554868,80.81829833984375,0.032189032582056756,80.81829833984375,-14.0769580056406,-14.076957520724571,-14.076957520724571,2510.7402073616395,0.05069961010389846,0.2372954968895924,0.9179903423087615,0.16618534473445223
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_snr_m15dB.bin,-15.0,continuous,0,1,1,0,8,2550960,2518192,10,4,-24,-0.42916033761813344,-1227.9435304004523,-0.04216817378983262,-0.006261318519996445,off+16,offset,16,222,222,222,152,238,238,0,0,1,944,0.41359663009643555,0.14174987375736237,0.4372129905862312,0.19115518033504486,0.33017903908623625,0.33017903908623625,-5.077254399376678,-0.8757518687166714,7.613498990240667e-05,8.989900125554868,80.81829833984375,0.032189032582056756,80.81829833984375,-26.261236191396616,-26.261236300042462,-26.261236300042462,2510.7402073616395,-0.22968171729272308,0.8297285475363774,1.0508226290280689,0.13582623705041508
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_snr_m15dB.bin,-15.0,continuous,0,1,1,0,8,2550960,2518192,10,4,-24,-0.42916033761813344,-1227.9435304004523,-0.04216817378983262,-0.006261318519996445,off-16,offset,-16,222,222,222,152,206,206,0,0,1,243,-1.7415225505828857,0.7437587380409241,1.8936942347171435,3.5860776901245117,2.737966749926562,2.737966749926562,2.9673069288144656,-0.2293401788879037,0.0014282950022506983,8.989900125554868,80.81829833984375,0.032189032582056756,80.81829833984375,-13.52890019855141,-13.528900079209043,-13.528900079209043,2510.7402073616395,-0.049566660699353504,0.5819556289731113,0.42428336127664723,0.03558036017607247
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16\0_0_0_10_14_16_snr_m15dB.bin,-15.0,continuous,0,1,1,0,8,2550960,2518192,10,4,-24,-0.42916033761813344,-1227.9435304004523,-0.04216817378983262,-0.006261318519996445,off+64,offset,64,222,222,222,152,286,286,0,0,1,297,1.0847073793411255,1.3587883710861206,1.7386477320595928,3.0228958129882812,0.8970988429370815,0.8970988429370815,0.4106594521187451,0.4864393908183364,0.0012039859018965686,8.989900125554868,80.81829833984375,0.032189032582056756,80.81829833984375,-14.270865370601168,-14.270865229078906,-14.270865229078906,2510.7402073616395,0.003044015222161397,0.0036983760149118527,0.5045878546562524,0.02894084462378199
