target_snr_db,packet_index,event_index,frame_index,payload_symbol_count,argmax_correct_rate,gt_bin_amp_mean,gt_bin_amp_std,gt_peak_energy_ratio_mean,gt_peak_energy_ratio_std,phase_slope_pi_per_symbol,phase_linear_r2,phase_linear_rmse_pi,phase_residual_std_pi,phase_residual_peak_to_peak_pi,phase_residual_quad_r2,mean_gt_bin_rank,gt_top8_recall,gt_top16_recall,gt_top32_recall
-23.0,0,0,0,35,0.0,3.8398558237821807,1.6392401649937742,0.0013102603345616992,0.0009630521231616614,-0.20312043861841586,0.895635318538945,0.700268969003186,0.5728613064672953,1.887968311750924,0.4561937410994442,385.8857142857143,0.0,0.0,0.02857142857142857
-23.0,2,2,1,35,0.2857142857142857,8.419246318188211,2.0941916305783264,0.005577125634447448,0.00258995793297396,-0.1494889207745948,0.9753167186977544,0.2401804777288872,0.24018047772888715,0.920220914653191,0.7372099316215295,31.742857142857144,0.5714285714285714,0.7428571428571429,0.8
-23.0,3,3,2,35,0.14285714285714285,7.576300129339813,2.1770397426761274,0.004592362783438259,0.002381452298175326,-0.19912339151785935,0.9818118134975233,0.2737177360751756,0.2737177360751756,0.9741927305421507,0.7884440746350031,61.42857142857143,0.4,0.5428571428571428,0.6857142857142857
-23.0,4,4,3,35,0.4,8.768040944784776,2.5231845144986313,0.006145856183933277,0.003236409086790959,-0.18859399329120644,0.9772051138766681,0.29090674447880127,0.29090674447880127,1.2503008356435652,0.8076045661946524,40.42857142857143,0.6285714285714286,0.7142857142857143,0.8
-23.0,5,5,4,35,0.11428571428571428,7.705532822840833,2.011068292620127,0.004668760790311369,0.0021377887987455613,-0.08252854614873499,0.3760872419191943,1.073549102180034,0.5780974353567404,1.8835805697272652,0.005924456780716736,57.91428571428571,0.5714285714285714,0.6285714285714286,0.6857142857142857
-23.0,6,6,5,35,0.2857142857142857,8.496813939330417,2.4457286154734974,0.005808949529378533,0.003393643607202383,-0.135124939113191,0.7918413059830867,0.6997030999607479,0.5827932525220351,1.8760139611191993,0.09691326499154118,33.8,0.5428571428571428,0.6571428571428571,0.7428571428571429
-23.0,7,7,6,35,0.34285714285714286,8.361175971369986,2.9099046258660364,0.005805362441562947,0.0037896929908337114,0.01586080718687349,0.008374808645335796,1.7430574472125382,0.5824331296290605,1.914947759114915,0.011896936521450074,55.82857142857143,0.45714285714285713,0.5428571428571428,0.6285714285714286
-20.0,0,0,0,35,0.0,3.3304146481099455,1.248796397777131,0.0018927168150416527,0.0012700721048342159,-0.24204732577799654,0.9866905572788974,0.2839159716780827,0.2839159716780827,1.0818901985862373,0.5672005694066529,271.0285714285714,0.02857142857142857,0.05714285714285714,0.11428571428571428
-20.0,2,2,1,35,0.8,8.137339275329442,1.517071938577993,0.010077690996636858,0.0035511768715132588,-0.1493092647880632,0.9787585360387239,0.22214742524537148,0.22214742524537148,0.8310574757052515,0.8477991770715625,2.1714285714285713,0.9714285714285714,0.9714285714285714,1.0
-20.0,3,3,2,35,0.6857142857142857,7.514890457028673,1.5881056664308155,0.008659564830007892,0.0033523959114192836,-0.19858923368311973,0.984341398125177,0.2529643971003526,0.25296439710035257,0.873866425203946,0.8993524205848255,13.342857142857143,0.9428571428571428,0.9714285714285714,0.9714285714285714
-20.0,4,4,3,35,0.7142857142857143,8.362202417963488,1.8603297387519158,0.010744262738781511,0.004507708294894281,-0.18864591815323797,0.9812133836317434,0.26362709878128787,0.2636270987812878,1.0182770137385853,0.8887439494362818,3.4285714285714284,0.9142857142857143,0.9714285714285714,0.9714285714285714
-20.0,5,5,4,35,0.6857142857142857,7.625971988919685,1.4456713176369151,0.00880131944896795,0.0030481847101020733,-0.16708708452485968,0.6267997626872357,1.3021155069619956,0.46311527984622136,1.833497479128031,0.13111091808777464,4.628571428571429,0.8285714285714286,0.8857142857142857,1.0
-20.0,6,6,5,35,0.6857142857142857,8.153539126826061,1.7296386154520706,0.010224119100761361,0.004440607941427967,-0.21305746688578722,0.8665455887593102,0.8444376803037681,0.622530427963329,1.8570541861015173,0.011970113846918817,2.142857142857143,0.9714285714285714,1.0,1.0
-20.0,7,7,6,35,0.6571428571428571,8.09928584748422,2.079600817931413,0.0102702397758862,0.005143536594419056,-0.09861293420647604,0.5033575371524865,0.9892762972918864,0.5272870337074451,1.8660555489868804,0.075179814849068,4.285714285714286,0.8857142857142857,0.9428571428571428,0.9714285714285714
