event_index,start_sample,end_sample,first_window_index,last_window_index,window_count,reference_bin,reference_signed_bin,bin_min,bin_max,mean_peak_power,mean_confidence_db,max_peak_share,sf,bw,samp_rate,os_factor,chirp_samples,win_chirps,hop_samples,min_periodic_peaks,bin_tol
0,1351680,1523712,165,182,18,30,30,30,30,8136.448404234834,2.8011529778490614,0.5185820865969544,11,125000.0,500000.0,4,8192,4,8192,13,2
1,3850240,4022272,470,487,18,7709,-483,7709,7709,9124.234532762648,9.021458061143958,0.6673301521910332,11,125000.0,500000.0,4,8192,4,8192,13,2
2,6348800,6520832,775,792,18,7341,-851,7341,7342,3018.926598573047,0.37952596956862433,0.34840669692495907,11,125000.0,500000.0,4,8192,4,8192,13,2
3,8855552,9027584,1081,1098,18,757,757,757,757,3377.0477721580132,1.789805507750526,0.2664508603936224,11,125000.0,500000.0,4,8192,4,8192,13,2
4,11354112,11534336,1386,1404,19,306,306,306,306,8754.431424868597,9.106623253798432,0.5986808189512792,11,125000.0,500000.0,4,8192,4,8192,13,2
5,13852672,14024704,1691,1708,18,8007,-185,8007,8007,7642.184723361154,3.4965476368267043,0.480680513319447,11,125000.0,500000.0,4,8192,4,8192,13,2
6,16351232,16523264,1996,2013,18,7508,-684,7508,7508,5363.183008611144,3.25651316236066,0.47216624807401575,11,125000.0,500000.0,4,8192,4,8192,13,2
7,18866176,19038208,2303,2320,18,876,876,876,876,4375.700157251415,2.335620325399525,0.2736840666663824,11,125000.0,500000.0,4,8192,4,8192,13,2
8,21356544,21536768,2607,2625,19,332,332,332,332,9435.605435719493,11.324327449896742,0.5980183727512596,11,125000.0,500000.0,4,8192,4,8192,13,2
9,23855104,24027136,2912,2929,18,8022,-170,8022,8022,6233.96699857718,3.2874070116258114,0.5414401760899852,11,125000.0,500000.0,4,8192,4,8192,13,2
10,26353664,26525696,3217,3234,18,7594,-598,7594,7594,7579.74627382091,2.7791961365241513,0.4907298103621845,11,125000.0,500000.0,4,8192,4,8192,13,2
