event_index,start_sample,end_sample,first_window_index,last_window_index,window_count,reference_bin,reference_signed_bin,bin_min,bin_max,mean_peak_power,mean_confidence_db,max_peak_share,sf,bw,samp_rate,os_factor,chirp_samples,win_chirps,hop_samples,min_periodic_peaks,bin_tol
0,704512,884736,86,104,19,7610,-582,7610,7610,3931.777276546149,3.3153155129012033,0.3802739612747225,11,125000.0,500000.0,4,8192,4,8192,13,2
1,5709824,5881856,697,714,18,596,596,596,597,3464.2376364001448,0.3035030955841406,0.2561788998615512,11,125000.0,500000.0,4,8192,4,8192,13,2
2,8208384,8388608,1002,1020,19,108,108,108,108,9053.401973559981,18.26916099001793,0.6760389499352844,11,125000.0,500000.0,4,8192,4,8192,13,2
3,10706944,10878976,1307,1324,18,7784,-408,7784,7784,5001.8150641900365,2.500017318257105,0.3817234818529434,11,125000.0,500000.0,4,8192,4,8192,13,2
4,13205504,13377536,1612,1629,18,7304,-888,7304,7305,2018.1970346174978,0.4813285436635924,0.29434285998942483,11,125000.0,500000.0,4,8192,4,8192,13,2
5,15712256,15884288,1918,1935,18,678,678,678,678,3612.352701606569,5.338974266124902,0.30239018322823913,11,125000.0,500000.0,4,8192,4,8192,13,2
6,18210816,18382848,2223,2240,18,237,237,237,237,3985.885835979163,3.110434804780599,0.36741173500524826,11,125000.0,500000.0,4,8192,4,8192,13,2
7,20709376,20889600,2528,2546,19,7946,-246,7946,7947,4309.189272711346,0.44352001712856426,0.39964247165690553,11,125000.0,500000.0,4,8192,4,8192,13,2
8,23207936,23379968,2833,2850,18,7406,-786,7406,7406,3204.0210851358224,3.582618819811663,0.4047694962028898,11,125000.0,500000.0,4,8192,4,8192,13,2
9,25714688,25894912,3139,3157,19,727,727,727,727,3267.355364555591,4.259893263828509,0.27972249024318596,11,125000.0,500000.0,4,8192,4,8192,13,2
10,28213248,28393472,3444,3462,19,253,253,253,253,4842.28021907973,4.545422217697693,0.42438225973866656,11,125000.0,500000.0,4,8192,4,8192,13,2
11,30711808,30892032,3749,3767,19,7933,-259,7933,7933,4338.749750162289,7.895031418037136,0.4934138542526296,11,125000.0,500000.0,4,8192,4,8192,13,2
12,33210368,33382400,4054,4071,18,7386,-806,7386,7386,2741.7805760521173,3.330336209604374,0.35026790993444423,11,125000.0,500000.0,4,8192,4,8192,13,2
