capture,training_capture,packet_times_s,strict_packet_times_s,detection_count,strict_sync_count,evaluated_frame_count,evaluated_symbol_count,capture_duration_s,sample_rate_hz,input_bandwidth_hz,dechirp_gt_packet_snr_db,dechirp_gt_packet_snr_mean_db,dechirp_gt_packet_snr_min_db,dechirp_gt_packet_snr_max_db,dechirp_gt_packet_snr_values_db,packet_snr_count,dechirp_pnr_db,dechirp_pnr_mean_db,fft_errors,fft_error_count,fft_ser,savaux_error_count,savaux_ser,gls_method,gls_error_count,gls_ser,gls_crossfit_ser,gls_offpacket_ser
xcopy_paper_low5_dw20,low1_win4,50.316802|51.346338|54.239900|57.293734|65.183632|66.072678|66.741398,,7,0,7,343,68.53544,500000.0,125000.0,-30.144449475726113,-30.213316810986566,-30.903961611862417,-29.71586883277096,-30.419395|-29.715869|-30.582541|-29.820118|-30.903962|-30.144449|-29.906884,7,10.220780135116232,10.294674361801803,342/343,342,0.9970845481049563,343,1.0,gls_crossfit,343,1.0,1.0,1.0
