file_name,lab_name,experiment_id,corridor_id,position_id,tx_power_dbm,filename_sf,filename_tx_power_dbm,filename_preamble_len,header_packet_counter,packet_avg_power_db,preamble_peak_to_residual_db,preamble_peak_width_3db_bins_avg,preamble_peak_mag_bin_-8,preamble_peak_mag_bin_-7,preamble_peak_mag_bin_-6,preamble_peak_mag_bin_-5,preamble_peak_mag_bin_-4,preamble_peak_mag_bin_-3,preamble_peak_mag_bin_-2,preamble_peak_mag_bin_-1,preamble_peak_mag_bin_+0,preamble_peak_mag_bin_+1,preamble_peak_mag_bin_+2,preamble_peak_mag_bin_+3,preamble_peak_mag_bin_+4,preamble_peak_mag_bin_+5,preamble_peak_mag_bin_+6,preamble_peak_mag_bin_+7,preamble_peak_mag_bin_+8
1_0_10_11_2_16.bin,lab1_sf11_TP2,1,0,10,2,11,2,16,,-24.6996899,18.1092243,0.595813751,0.0178471655,0.0100281108,0.0192105696,0.00951646641,0.0220440906,0.00816332083,0.0286264885,0.0182060283,1,0.0204787087,0.0127535192,0.00737351598,0.00679818355,0.00435590604,0.00448959507,0.00339852157,0.00328949606
1_0_10_11_2_16.bin,lab1_sf11_TP2,1,0,10,2,11,2,16,,-24.6508958,9.75360203,0.707946777,0.00410414999,0.0357946306,0.00988243055,0.044913169,0.0222123079,0.0654372349,0.0565641969,0.152492717,1,0.195100307,0.0872707963,0.0566032641,0.0422031619,0.03436023,0.0285754036,0.0238861926,0.0212123916
1_0_10_11_2_16.bin,lab1_sf11_TP2,1,0,10,2,11,2,16,,-24.9260096,9.63113308,0.710139394,0.00485856552,0.0362844393,0.010450107,0.044988364,0.0216502175,0.0655548498,0.0575327314,0.152406275,1,0.200024396,0.0878815949,0.0571528859,0.0436674058,0.0344883911,0.0287409332,0.0241903216,0.021969337
1_0_10_11_2_16.bin,lab1_sf11_TP2,1,0,10,2,11,2,16,,-23.9133027,18.1099091,0.59534955,0.0177213289,0.0108502191,0.0188209675,0.0102601117,0.0220795721,0.00948582217,0.0277437493,0.0191071201,1,0.0179165136,0.0108111706,0.00800551753,0.00579312583,0.00494848704,0.00449799979,0.0038086602,0.00344633101
1_0_10_11_2_16.bin,lab1_sf11_TP2,1,0,10,2,11,2,16,,-28.1273485,16.8544083,0.604869008,0.0137751354,0.0160838794,0.0130471941,0.0168605577,0.0120008755,0.0199634973,0.0103973849,0.0385637991,1,0.029959647,0.0140496399,0.0105185285,0.00812743139,0.00653351704,0.00546539621,0.00478337659,0.00442506
1_0_10_11_2_16.bin,lab1_sf11_TP2,1,0,10,2,11,2,16,,-24.7762753,18.289875,0.593966961,0.017150851,0.0103177419,0.0191524792,0.00987070333,0.0215872098,0.0091925608,0.0272809546,0.0152866002,1,0.0172284488,0.00990770385,0.00649989443,0.00514766388,0.00436137849,0.0037561499,0.00301722856,0.00294394046
1_0_10_11_2_16.bin,lab1_sf11_TP2,1,0,10,2,11,2,16,,-27.5086442,7.73708439,0.751549006,0.00878564268,0.0418260023,0.0158418249,0.0530138053,0.0306231584,0.0785443112,0.0737361386,0.185108125,1,0.256083727,0.113845535,0.0720569491,0.0540241078,0.0435405113,0.0360064693,0.0308176503,0.0268621612
1_0_10_11_2_16.bin,lab1_sf11_TP2,1,0,10,2,11,2,16,,-24.5533937,9.10268021,0.721034169,0.00576279964,0.0380118638,0.0112537406,0.0467632748,0.0240931176,0.0693638623,0.0616967082,0.165081307,1,0.212302238,0.0961271822,0.0623777956,0.0462892726,0.0367189795,0.0307520069,0.0263303146,0.0231334697
1_0_10_11_2_16.bin,lab1_sf11_TP2,1,0,10,2,11,2,16,,-25.24234,12.1720667,0.667989075,0.00267555052,0.029242469,0.00480437092,0.0359354727,0.0118052345,0.0511276238,0.0355338082,0.117843993,1,0.132331088,0.0622799806,0.0401950069,0.0306522436,0.0242369045,0.0198982209,0.0176036116,0.0153233577
1_0_10_11_2_16.bin,lab1_sf11_TP2,1,0,10,2,11,2,16,,-25.1530609,15.1494331,0.633360744,0.00719595514,0.0224842113,0.00523051992,0.0270077437,0.00428330572,0.036323376,0.0172352064,0.078141734,1,0.0765552074,0.0360560082,0.0238274541,0.0182342399,0.0145812752,0.0123757832,0.0107215997,0.00916927122
1_0_10_11_2_16.bin,lab1_sf11_TP2,1,0,10,2,11,2,16,,-23.4030411,11.3496304,0.68040669,0.00277398666,0.0315464251,0.00580180623,0.0387747586,0.0147705227,0.0557415821,0.0429062769,0.129942194,1,0.151888356,0.0702482089,0.0456219651,0.034805119,0.0275744312,0.0233255997,0.020166941,0.0174772795
