packet_index,event_index,candidate_index,selected,candidate_values,candidate_payload_hex,score,signal_score,prior_score,known_symbols,mean_phase_score,mean_amp_score,mean_profile_score,line_rmse_pi,line_r2
1,1,2,1,6:02,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,0.857461398,0.857461398,0.000000000,10,0.901153286,0.673539834,0.000000000,0.021387866,0.944202302
1,1,82,0,6:52,404433221100520058303132333435363738393a3b3c3d3e3f4041424378563412,0.822153536,0.822153536,0.000000000,10,0.850294120,0.610169044,0.000000000,0.047645297,0.857382042
1,1,4,0,6:04,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,0.821651239,0.821651239,0.000000000,10,0.835415658,0.603870344,0.000000000,0.038044584,0.855921207
1,1,50,0,6:32,404433221100320058303132333435363738393a3b3c3d3e3f4041424378563412,0.810373996,0.810373996,0.000000000,10,0.777243133,0.653500603,0.000000000,0.051710501,0.846324891
1,1,98,0,6:62,404433221100620058303132333435363738393a3b3c3d3e3f4041424378563412,0.809809771,0.809809771,0.000000000,10,0.799782779,0.603067956,0.000000000,0.044226860,0.876819558
1,1,1,0,6:01,404433221100010058303132333435363738393a3b3c3d3e3f4041424378563412,0.807993914,0.807993914,0.000000000,10,0.834072290,0.531374071,0.000000000,0.035102877,0.883425514
1,1,66,0,6:42,404433221100420058303132333435363738393a3b3c3d3e3f4041424378563412,0.806080033,0.806080033,0.000000000,10,0.827027441,0.570422666,0.000000000,0.051933188,0.814983236
1,1,34,0,6:22,404433221100220058303132333435363738393a3b3c3d3e3f4041424378563412,0.797978520,0.797978520,0.000000000,10,0.753976454,0.613754224,0.000000000,0.049195634,0.847772877
1,1,194,0,6:c2,404433221100c20058303132333435363738393a3b3c3d3e3f4041424378563412,0.797020427,0.797020427,0.000000000,10,0.833057238,0.517587390,0.000000000,0.051933188,0.814983236
1,1,130,0,6:82,404433221100820058303132333435363738393a3b3c3d3e3f4041424378563412,0.790741020,0.790741020,0.000000000,10,0.787250913,0.528273658,0.000000000,0.046215850,0.712270630
1,1,162,0,6:a2,404433221100a20058303132333435363738393a3b3c3d3e3f4041424378563412,0.790515048,0.790515048,0.000000000,10,0.760006251,0.560918948,0.000000000,0.046103779,0.759394664
1,1,84,0,6:54,404433221100540058303132333435363738393a3b3c3d3e3f4041424378563412,0.790100244,0.790100244,0.000000000,10,0.784556492,0.540499554,0.000000000,0.050810021,0.796302236
1,1,6,0,6:06,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,0.785465383,0.785465383,0.000000000,10,0.750072079,0.560478226,0.000000000,0.050827320,0.835752051
1,1,11,0,6:0b,4044332211000b0058303132333435363738393a3b3c3d3e3f4041424378563412,0.783787713,0.783787713,0.000000000,10,0.751768775,0.494598869,0.000000000,0.023560008,0.965940738
1,1,0,0,6:00,404433221100000058303132333435363738393a3b3c3d3e3f4041424378563412,0.783364975,0.783364975,0.000000000,10,0.792104928,0.532385104,0.000000000,0.062351102,0.130553870
1,1,68,0,6:44,404433221100440058303132333435363738393a3b3c3d3e3f4041424378563412,0.779556485,0.779556485,0.000000000,10,0.761289814,0.500753175,0.000000000,0.044573052,0.835476800
1,1,8,0,6:08,404433221100080058303132333435363738393a3b3c3d3e3f4041424378563412,0.778447018,0.778447018,0.000000000,10,0.795144992,0.539002020,0.000000000,0.072202835,0.116024727
