window_index,start_sample,end_sample,peak_bin,peak_bin_div_os,peak_power,second_power,total_power,confidence_db,peak_share,valid
1154,4726784,4743168,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1155,4730880,4747264,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1156,4734976,4751360,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1157,4739072,4755456,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1158,4743168,4759552,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1159,4747264,4763648,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1160,4751360,4767744,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1161,4755456,4771840,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1162,4759552,4775936,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1163,4763648,4780032,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1164,4767744,4784128,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1165,4771840,4788224,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1166,4775936,4792320,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1167,4780032,4796416,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1168,4784128,4800512,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1169,4788224,4804608,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1170,4792320,4808704,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1171,4796416,4812800,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1172,4800512,4816896,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1173,4804608,4820992,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1174,4808704,4825088,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1175,4812800,4829184,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1176,4816896,4833280,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1177,4820992,4837376,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1178,4825088,4841472,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1179,4829184,4845568,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1180,4833280,4849664,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1181,4837376,4853760,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1182,4841472,4857856,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1183,4845568,4861952,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1184,4849664,4866048,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1185,4853760,4870144,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1186,4857856,4874240,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1187,4861952,4878336,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1188,4866048,4882432,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1189,4870144,4886528,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1190,4874240,4890624,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1191,4878336,4894720,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1192,4882432,4898816,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1193,4886528,4902912,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1194,4890624,4907008,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1195,4894720,4911104,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1196,4898816,4915200,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1197,4902912,4919296,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1198,4907008,4923392,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1199,4911104,4927488,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1200,4915200,4931584,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1201,4919296,4935680,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1202,4923392,4939776,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1203,4927488,4943872,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1204,4931584,4947968,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1205,4935680,4952064,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1206,4939776,4956160,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1207,4943872,4960256,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1208,4947968,4964352,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1209,4952064,4968448,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1210,4956160,4972544,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1211,4960256,4976640,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1212,4964352,4980736,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1213,4968448,4984832,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1214,4972544,4988928,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1215,4976640,4993024,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1216,4980736,4997120,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1217,4984832,5001216,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1218,4988928,5005312,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1219,4993024,5009408,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1220,4997120,5013504,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1221,5001216,5017600,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1222,5005312,5021696,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1223,5009408,5025792,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1224,5013504,5029888,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1225,5017600,5033984,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1226,5021696,5038080,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1227,5025792,5042176,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1228,5029888,5046272,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1229,5033984,5050368,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1230,5038080,5054464,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1231,5042176,5058560,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1232,5046272,5062656,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1233,5050368,5066752,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1234,5054464,5070848,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1235,5058560,5074944,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1236,5062656,5079040,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1237,5066752,5083136,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1238,5070848,5087232,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1239,5074944,5091328,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1240,5079040,5095424,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1241,5083136,5099520,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1242,5087232,5103616,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1243,5091328,5107712,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1244,5095424,5111808,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1245,5099520,5115904,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1246,5103616,5120000,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1247,5107712,5124096,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1248,5111808,5128192,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1249,5115904,5132288,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1250,5120000,5136384,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1251,5124096,5140480,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1252,5128192,5144576,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1253,5132288,5148672,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1254,5136384,5152768,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1255,5140480,5156864,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1256,5144576,5160960,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1257,5148672,5165056,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1258,5152768,5169152,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1259,5156864,5173248,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1260,5160960,5177344,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1261,5165056,5181440,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1262,5169152,5185536,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1263,5173248,5189632,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1264,5177344,5193728,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1265,5181440,5197824,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1266,5185536,5201920,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1267,5189632,5206016,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1268,5193728,5210112,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1269,5197824,5214208,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1270,5201920,5218304,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1271,5206016,5222400,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1272,5210112,5226496,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1273,5214208,5230592,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1274,5218304,5234688,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1275,5222400,5238784,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1276,5226496,5242880,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1277,5230592,5246976,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1278,5234688,5251072,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1279,5238784,5255168,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1280,5242880,5259264,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1281,5246976,5263360,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1282,5251072,5267456,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1283,5255168,5271552,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1284,5259264,5275648,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1285,5263360,5279744,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1286,5267456,5283840,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1287,5271552,5287936,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1288,5275648,5292032,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1289,5279744,5296128,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1290,5283840,5300224,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1291,5287936,5304320,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1292,5292032,5308416,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1293,5296128,5312512,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1294,5300224,5316608,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1295,5304320,5320704,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1296,5308416,5324800,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1297,5312512,5328896,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1298,5316608,5332992,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1299,5320704,5337088,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1300,5324800,5341184,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1301,5328896,5345280,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1302,5332992,5349376,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1303,5337088,5353472,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1304,5341184,5357568,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1305,5345280,5361664,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1306,5349376,5365760,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1307,5353472,5369856,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1308,5357568,5373952,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1309,5361664,5378048,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1310,5365760,5382144,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1311,5369856,5386240,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1312,5373952,5390336,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1313,5378048,5394432,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1314,5382144,5398528,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1315,5386240,5402624,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1316,5390336,5406720,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1317,5394432,5410816,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1318,5398528,5414912,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1319,5402624,5419008,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1320,5406720,5423104,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1321,5410816,5427200,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1322,5414912,5431296,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1323,5419008,5435392,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1324,5423104,5439488,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1325,5427200,5443584,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1326,5431296,5447680,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1327,5435392,5451776,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1328,5439488,5455872,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1329,5443584,5459968,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1330,5447680,5464064,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1331,5451776,5468160,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1332,5455872,5472256,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1333,5459968,5476352,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1334,5464064,5480448,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1335,5468160,5484544,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1336,5472256,5488640,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1337,5476352,5492736,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1338,5480448,5496832,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1339,5484544,5500928,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1340,5488640,5505024,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1341,5492736,5509120,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1342,5496832,5513216,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1343,5500928,5517312,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1344,5505024,5521408,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1345,5509120,5525504,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1346,5513216,5529600,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1347,5517312,5533696,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1348,5521408,5537792,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1349,5525504,5541888,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1350,5529600,5545984,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1351,5533696,5550080,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1352,5537792,5554176,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1353,5541888,5558272,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1354,5545984,5562368,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1355,5550080,5566464,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1356,5554176,5570560,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1357,5558272,5574656,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1358,5562368,5578752,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1359,5566464,5582848,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1360,5570560,5586944,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1361,5574656,5591040,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1362,5578752,5595136,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1363,5582848,5599232,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1364,5586944,5603328,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1365,5591040,5607424,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1366,5595136,5611520,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1367,5599232,5615616,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1368,5603328,5619712,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1369,5607424,5623808,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1370,5611520,5627904,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1371,5615616,5632000,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1372,5619712,5636096,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1373,5623808,5640192,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1374,5627904,5644288,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1375,5632000,5648384,3642,910.5,522.0768262550264,440.7495390952659,1243.0752723978253,0.7354254952533295,0.41998810357474836,1
1376,5636096,5652480,3642,910.5,1019.8268242927084,861.390569395891,3310.950485423287,0.7332631819293338,0.30801633210238993,1
1377,5640192,5656576,3642,910.5,1511.9828340438642,1266.1223149685052,5337.073172949629,0.7707119738299977,0.28329812709092755,1
1378,5644288,5660672,3642,910.5,2012.9971620688216,1674.7299085477193,7465.702067396154,0.798983862823152,0.2696326673495161,1
1379,5648384,5664768,3642,910.5,1994.5259383322395,1664.9374602106907,8425.510185602121,0.784417637663244,0.23672464864389725,1
1380,5652480,5668864,3642,910.5,2010.0234273195242,1675.0961858113005,8528.766442908702,0.7916136951778252,0.23567574991935336,1
1381,5656576,5672960,3642,910.5,2018.6262735727153,1699.3645245289615,8554.017970442786,0.747693737461443,0.23598574150157228,1
1382,5660672,5677056,3642,910.5,2013.1152025168835,1724.1452296032603,8478.763413425682,0.6729478365736917,0.2374302836813703,1
1383,5664768,5681152,3642,910.5,1510.5762311110368,1293.9074765359526,8352.50576593544,0.6723942445928377,0.1808530605595888,1
1384,5668864,5685248,3642,910.5,997.7985743338173,880.8375907734462,8271.750874241665,0.5414703869493422,0.1206272516549035,1
1385,5672960,5689344,570,142.5,591.2326003501646,557.0189235039854,8266.500556302864,0.2588842325360078,0.07152150977590804,1
1386,5677056,5693440,3674,918.5,507.7216932325455,501.0515078446607,8276.501161804385,0.05743346319015203,0.06134496731247429,1
1387,5681152,5697536,3674,918.5,507.21767469796526,446.7600753360358,8282.501528283365,0.551200232262878,0.06123967173032221,1
1388,5685248,5701632,3686,921.5,350.02565732119666,337.13644347384934,8207.747001670277,0.1629417881403356,0.04264576591480785,1
1389,5689344,5705728,4039,1009.75,742.8609707240969,678.2755413914513,8218.247641624235,0.3950138479672191,0.09039165076525725,1
1390,5693440,5709824,4039,1009.75,741.5332853334022,676.8541361063058,8181.495416939702,0.3963556291882526,0.09063542146562414,1
1391,5697536,5713920,4039,1009.75,740.219026978796,675.6062578392844,8123.741917051618,0.39666580642531835,0.0911179890421047,1
1392,5701632,5718016,135,33.75,635.7509264809242,621.1672804051502,8217.747609549891,0.10078430275324672,0.0773631604044537,1
1393,5705728,5722112,115,28.75,661.7693152694244,635.8835717945119,8282.00149572319,0.1732902102236647,0.07990451530480414,1
1394,5709824,5726208,19,4.75,743.8384391712368,739.6064095818343,8442.511213079093,0.024779513517600125,0.08810630159648308,1
1395,5713920,5730304,19,4.75,743.7748387107174,739.6895049243797,8555.518057481531,0.023920256837611526,0.0869351024348911,1
1396,5718016,5734400,19,4.75,744.9053682615995,740.2931636717177,8562.268464983294,0.026973652327054076,0.08699859988132864,1
1397,5722112,5738496,0,0.0,777.8337385096911,697.6066471167737,8570.768980583234,0.4727616662544595,0.09075425323816862,1
1398,5726208,5742592,0,0.0,778.4518868009981,697.2267301809071,8506.015060507654,0.47857746938085727,0.09151781195583007,1
1399,5730304,5746688,0,0.0,779.0729754937593,771.5278500241179,8533.766740487226,0.042265322772872024,0.09129297755439691,1
1400,5734400,5750784,7,1.75,771.5039723298513,707.9012642506622,8598.270645852168,0.373654785640264,0.08972780738206085,1
1401,5738496,5754880,7,1.75,767.9819234463702,707.6161372386957,8654.774069124453,0.35553269375547486,0.08873506313539874,1
1402,5742592,5758976,7,1.75,614.5162214524678,585.748727829108,8707.777280430068,0.2082199745484582,0.07057096221713625,1
1403,5746688,5763072,2,0.5,782.5117193608028,663.5346219913895,8594.020394935938,0.7162726205685039,0.09105304425643451,1
1404,5750784,5767168,2,0.5,782.8316155196931,663.6654338975022,8524.266172536029,0.717191582030781,0.09183566065098542,1
1405,5754880,5771264,2,0.5,783.0888536425628,663.6679918772146,8374.507102035415,0.7186016982879035,0.09350865001382992,1
1406,5758976,5775360,54,13.5,773.1174695667684,662.4269211957597,8394.258297018667,0.671075128425425,0.09210074817942537,1
1407,5763072,5779456,54,13.5,773.0513351808579,667.5680354901413,8442.761232281959,0.637128009926759,0.09156380405796613,1
1408,5767168,5783552,54,13.5,773.0598360990912,736.2411878310022,8415.759595096177,0.21193000626769437,0.0918585930792925,1
1409,5771264,5787648,3982,995.5,736.2809666210723,667.5959123296661,8445.761412643405,0.4252990496224347,0.08717757116828459,1
1410,5775360,5791744,3982,995.5,736.4503076760151,667.6038773732232,8307.003008416359,0.4262459759561912,0.08865415203652507,1
1411,5779456,5795840,3947,986.75,641.2648055338052,561.9686872873546,8230.998405586706,0.573252877389341,0.07790850804910292,1
1412,5783552,5799936,206,51.5,711.3167607917962,561.8658972292477,8227.748209263584,1.024303689768278,0.08645339437963451,1
1413,5787648,5804032,4041,1010.25,817.980622680034,711.4253325471802,8242.999131270244,0.6061369014466036,0.09923337484981433,1
1414,5791744,5808128,4041,1010.25,817.9960569415684,737.6529158056558,8366.006584061011,0.4489914676954798,0.0977761670066124,1
1415,5795840,5812224,4041,1010.25,817.9469674878009,737.8864157183025,8477.013305359733,0.44735631433503986,0.09648999453270178,1
1416,5799936,5816320,149,37.25,754.3283013798667,737.8750204517369,8515.515636630518,0.09577593897855459,0.08858280972851867,1
1417,5804032,5820416,149,37.25,754.3733407438061,704.8084498580117,8575.019242828652,0.2951523006885031,0.0879733700160141,1
1418,5808128,5824512,4014,1003.5,814.6814907793403,753.816629709693,8493.264288194816,0.3372213538269376,0.09592089250203883,1
1419,5812224,5828608,48,12.0,880.1967350824862,814.7179916263387,8501.264773766168,0.3357244624657816,0.1035371510600002,1
1420,5816320,5832704,48,12.0,880.5939666648842,814.7161484857587,8563.26853088522,0.33769381046639063,0.10283386109974688,1
1421,5820416,5836800,9,2.25,920.3712863939871,880.5701256280233,8589.770135748971,0.19199113728617084,0.10714737086660547,1
1422,5824512,5840896,9,2.25,920.1718969676517,797.3853110117403,8651.773891644396,0.6220073424516679,0.10635644302451362,1
1423,5828608,5844992,9,2.25,919.6018516541561,800.4016833558165,8703.026998462594,0.6029184372028202,0.10566459828478132,1
1424,5832704,5849088,3987,996.75,802.832506393525,767.9717702752253,8688.276102830383,0.19279692417010943,0.09240411986124451,1
1425,5836800,5853184,3995,998.75,815.6816936241366,803.401182018004,8639.023120588401,0.06588249169191362,0.09441827880749795,1
1426,5840896,5857280,3995,998.75,812.9677408355982,805.6858378392222,8616.271741284912,0.03907583025633116,0.09435261157563762,1
1427,5844992,5861376,202,50.5,817.3226967607418,808.8520093056792,8587.269979304729,0.045244906084407,0.09517840928845661,1
1428,5849088,5865472,46,11.5,958.8497759665626,817.390347885308,8679.525565382955,0.6932106605276436,0.11047260230337906,1
1429,5853184,5869568,46,11.5,958.8887742772882,818.2743877875424,8796.032619837853,0.6886927651405035,0.10901378106701069,1
1430,5857280,5873664,46,11.5,958.88028262801,860.8520195360061,8175.495045526423,0.46835885712671765,0.11728712173248798,1
1431,5861376,5877760,221,55.25,860.5539578407838,834.987918801325,6009.863912792373,0.13097914492496424,0.14319025693893678,1
1432,5865472,5881856,221,55.25,860.5483645284748,620.093965121557,3750.977132475177,1.4231777883577545,0.2294197842684848,1
1433,5869568,5885952,221,55.25,840.7843804973022,348.08182119374624,1516.3418180259857,3.830032925204127,0.5544820900553001,1
1434,5873664,5890048,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1435,5877760,5894144,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1436,5881856,5898240,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1437,5885952,5902336,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1438,5890048,5906432,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1439,5894144,5910528,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1440,5898240,5914624,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1441,5902336,5918720,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1442,5906432,5922816,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1443,5910528,5926912,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1444,5914624,5931008,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1445,5918720,5935104,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1446,5922816,5939200,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1447,5926912,5943296,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1448,5931008,5947392,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1449,5935104,5951488,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1450,5939200,5955584,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1451,5943296,5959680,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1452,5947392,5963776,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1453,5951488,5967872,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1454,5955584,5971968,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1455,5959680,5976064,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1456,5963776,5980160,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1457,5967872,5984256,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1458,5971968,5988352,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1459,5976064,5992448,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1460,5980160,5996544,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1461,5984256,6000640,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1462,5988352,6004736,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1463,5992448,6008832,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1464,5996544,6012928,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1465,6000640,6017024,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1466,6004736,6021120,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1467,6008832,6025216,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1468,6012928,6029312,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1469,6017024,6033408,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1470,6021120,6037504,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1471,6025216,6041600,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1472,6029312,6045696,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1473,6033408,6049792,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1474,6037504,6053888,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1475,6041600,6057984,-1,-0.25,0.0,0.0,0.0,nan,nan,0
1476,6045696,6062080,-1,-0.25,0.0,0.0,0.0,nan,nan,0
