window_count,samples_per_window,raw_noise_power,mean_abs_autocorrelation_lags_1_to_max,max_abs_autocorrelation_lags_1_to_max,lag1_abs_autocorrelation,white_3sigma_autocorrelation_reference,significant_lag_count,tested_lag_count,psd_spectral_flatness,psd_p95_to_p05_db,osr_offset_power_cv,selected_pattern_covariance_white_mismatch,capture,snapshot_count,offpacket_start_count
256,4096,1.8217657615679856e-07,0.016315280221494123,0.13356634844693283,0.13356634844693283,0.002930045193365596,64,64,0.9419081635557687,4.807543611376709,0.001819531165782845,0.1603767008859034,low2,2048,256
