capture,training_capture,packet_times_s,strict_packet_times_s,detection_count,strict_sync_count,evaluated_frame_count,evaluated_symbol_count,capture_duration_s,sample_rate_hz,input_bandwidth_hz,dechirp_gt_packet_snr_db,dechirp_gt_packet_snr_mean_db,dechirp_gt_packet_snr_min_db,dechirp_gt_packet_snr_max_db,dechirp_gt_packet_snr_values_db,packet_snr_count,dechirp_pnr_db,dechirp_pnr_mean_db,fft_errors,fft_error_count,fft_ser,savaux_error_count,savaux_ser,gls_method,gls_error_count,gls_ser,gls_crossfit_ser,gls_offpacket_ser
low1,low2,0.081920|3.088384|6.086656|9.084928|12.091392|15.089664|18.087936|21.110784|24.092672|27.090944|30.089216|33.095680|36.093952|39.092224|42.098688,3.088384|6.086656|12.091392|15.089664|18.087936|21.110784|24.092672|27.090944|33.095680|36.093952|42.098688,15,11,11,539,44.75312,500000.0,125000.0,11.995678960930169,12.167437891252813,11.790759268955114,13.541693764744917,12.265941|12.459378|11.936881|11.887547|11.790759|12.198126|12.133589|11.825899|11.806324|13.541694|11.995679,11,46.99522287526349,46.84218076973843,0/539,0,0.0,0,0.0,gls_crossfit,0,0.0,0.0,0.0
