dataset,snr_db,method,errors,symbol_count,fixes_vs_savaux,breaks_vs_savaux,ser
0_0_0_10_14_32,-22.0,ordinary_fft,35,35,0,19,1.0
0_0_0_10_14_32,-22.0,savaux,16,35,0,0,0.45714285714285713
0_0_0_10_14_32,-22.0,branch_gls,17,35,0,1,0.4857142857142857
0_0_0_10_14_32,-22.0,savaux_dual,18,35,0,2,0.5142857142857142
0_0_0_10_14_32,-22.0,proposed,19,35,0,3,0.5428571428571428
0_0_0_10_14_32,-22.0,unichirp,14,35,0,0,0.4
0_0_0_10_14_32,-22.0,symfec,29,35,0,0,0.8285714285714286
