dataset,target_snr_db,noise_seed,packet_index,payload_symbol_index,gt_bin,selected_bin,gt_symbol,selected_symbol,selected_local_score,gt_local_score,selected_minus_gt_local_score,selected_energy,gt_energy,selected_energy_score,gt_energy_score,selected_minus_gt_energy_db,selected_tau_hat,gt_tau_hat,selected_minus_gt_tau_hat,expected_tau,selected_tau_residual,gt_tau_residual,selected_minus_gt_abs_tau_residual,selected_tau_gain_db,gt_tau_gain_db,selected_minus_gt_tau_gain_db,selected_corrected_coherence,gt_corrected_coherence,selected_minus_gt_corrected_coherence,selected_tau_local_step_abs_mean,gt_tau_local_step_abs_mean,selected_minus_gt_tau_local_step_abs_mean,selected_tau_local_second_abs,gt_tau_local_second_abs,selected_minus_gt_tau_local_second_abs,selected_rank,gt_rank,top1_bin,top1_margin_db,top1_peak_to_median_db,top1_coherence_score,candidate_count,hard_anchor,high_confidence
0_0_0_10_14_16,-25.5,43,3,31,897,751,896,750,0.8197363071096087,0.710063642048655,0.10967266506095363,0.676156144353687,0.4986500887531662,0.8743502206787653,0.6448138034145476,1.322510982261043,-0.125,-0.0625,-0.0625,0.03348742515194425,-0.15848742515194425,-0.09598742515194425,0.0625,0.6023667265134229,0.11319880369343177,0.48916792281999116,0.9315062053639582,0.951383193436296,-0.01987698807233773,0.109375,0.03125,0.078125,0.21875,0.0625,0.15625,4,16,34,0.4358406592104938,10.405646829640276,0.8701468836102833,16,0,0
0_0_0_10_14_16,-25.5,43,5,1,826,895,825,894,0.8013329929131799,0.6007804852969132,0.20055250761626675,1.1478896297558663,0.5914321300331871,1.0,0.515234317570212,2.879952181734373,-0.0625,0.125,-0.1875,0.06113496159102261,-0.12363496159102261,0.06386503840897739,0.059769923182045215,0.11280846539919889,0.5979985017514475,-0.48519003635224867,0.9246745704109511,0.8859991783212263,0.038675392089724814,0.171875,0.265625,-0.09375,0.15625,0.46875,-0.3125,1,8,895,0.7480280485106762,11.956659674027412,0.9323049071330004,28,0,0
0_0_0_10_14_16,-25.5,43,5,5,468,118,467,117,0.8172119571122812,0.7540162368517418,0.06319572026053943,0.9311394788827698,0.6788651061747295,1.0,0.7290691905677413,1.3723125404710546,0.0,0.03125,-0.03125,0.03627637540413675,-0.03627637540413675,-0.0050263754041367514,0.03125,0.0,0.0009248898609469497,-0.0009248898609469497,0.9741870806828813,0.8709335047764605,0.10325357590642081,0.09375,0.109375,-0.015625,0.1875,0.03125,0.15625,1,2,118,1.3723125404710546,11.260582535364247,0.9741870876032865,4,0,1
0_0_0_10_14_16,-25.5,43,5,6,89,941,88,940,0.9153146601274973,0.8233759082823093,0.09193875184518796,0.847239782251691,0.7381020441292527,1.0,0.8711843560598803,0.5988993184946896,-0.09375,0.125,-0.21875,0.030061728857415204,-0.1238117288574152,0.0949382711425848,0.02887345771483041,0.1495156127417564,0.053289143217182804,0.09622646952457359,0.8906307627961582,0.7591114530327141,0.13151930976344406,0.109375,0.09375,0.015625,0.21875,0.1875,0.03125,1,2,941,0.5988993184946896,10.82076064948341,0.9038009311799464,28,0,0
0_0_0_10_14_16,-25.5,43,5,8,865,476,864,475,0.9307333601350359,0.6090627559444886,0.3216706041905474,0.8832536621030727,0.4953025905174435,1.0,0.5607704918404781,2.512148473381507,0.09375,-0.1875,0.28125,0.01763243576397233,0.07611756423602767,-0.20513243576397233,-0.12901487152794466,0.3903749495759748,0.13072261970992893,0.25965232986604586,0.9613034026132566,0.7999590636115396,0.16134433900171707,0.0625,0.28125,-0.21875,0.0,0.4375,-0.4375,1,15,476,0.5011597042499533,10.515975239574377,0.9584110275346079,28,0,0
0_0_0_10_14_16,-25.5,43,5,21,553,918,552,917,0.8508374023597353,0.8314665201227399,0.019370882236995346,0.5646745079847193,0.5446144923926255,0.8543818759273087,0.8240300298454453,0.1570898822653895,0.09375,0.0625,0.03125,-0.0631579693434069,0.1569079693434069,0.1256579693434069,0.03125,0.23535071478298641,0.14794983286793886,0.08740088191504755,0.9631770436830193,0.9779546176556847,-0.014777573972665436,0.140625,0.078125,0.0625,0.28125,0.15625,0.125,3,6,834,0.6064771140563342,9.523686749128256,0.8461044289245803,28,0,0
0_0_0_10_14_16,-25.5,43,5,22,629,334,628,333,0.8752023179942348,0.6559732119343498,0.219229106059885,0.7841208305081615,0.5179983455762205,0.921285944143466,0.6086110409280531,1.8005461856612945,-0.0625,0.0,-0.0625,-0.06937261589012839,0.006872615890128442,0.06937261589012844,-0.0625,0.14680159550331673,0.0,0.14680159550331673,0.9485026169903943,0.7914027629123114,0.1570998540780829,0.109375,0.03125,0.078125,0.21875,0.0625,0.15625,4,10,172,0.05311081246704465,10.836508166262227,0.9595104945917402,28,0,0
0_0_0_10_14_16,-25.5,43,5,24,874,178,873,177,0.8127416296687624,0.7279286093842053,0.08481302028455706,0.6373079630436429,0.49107026781634033,0.9228446013717659,0.7110872165855285,1.132057046694497,0.28125,-0.3125,-0.40625,-0.08180190898357137,0.3630519089835713,-0.23069809101642863,0.13235381796714268,1.7689623338440474,1.4919143444174512,0.27704798942659625,0.9406879262697673,0.8060875705219324,0.1346003557478349,0.21875,0.25,-0.03125,0.4375,0.5,-0.0625,4,11,126,0.12007346080127329,10.010035001622944,0.9096930100692567,28,0,0
0_0_0_10_14_16,-25.5,43,5,31,913,303,912,302,0.8325898343022211,0.5339293861652807,0.29866044813694037,0.801674853801174,0.4509426255992821,0.8747330368339499,0.4920379009744577,2.4987697209023936,-0.03125,-0.125,0.09375,-0.1253044348106217,0.0940544348106217,0.00030443481062170097,0.09375,0.039793517104668774,0.052155491541682655,-0.012361974437013881,0.9031538374554092,0.7271587598475917,0.17599507760781752,0.0625,0.140625,-0.078125,0.0,0.03125,-0.03125,2,14,388,0.5812447077228399,11.36095961484618,0.9512401990730183,28,0,0
0_0_0_10_14_16,-25.5,43,5,33,581,176,580,175,0.8320797368644247,0.7254072550623112,0.10667248180211353,0.9279527267155494,0.6558138326424547,0.9376597384015803,0.6626740878624089,1.5074527953015482,-0.15625,0.15625,-0.3125,0.11226627209593532,-0.2685162720959353,0.043983727904064684,0.22453254419187063,0.3944400417605234,0.6859183143007536,-0.2914782725402302,0.9312663635235012,0.9473824188766742,-0.016116055353172953,0.21875,0.09375,0.125,0.4375,0.1875,0.25,2,3,246,0.27954731496956037,11.410990818225127,0.9062148325247946,28,0,0
0_0_0_10_14_16,-25.5,43,6,3,718,198,717,197,0.8281806108494673,0.6549243296020949,0.17325628124737236,0.7607502251084419,0.44801102810084004,1.0,0.5889068623502252,2.299533849510539,0.15625,-0.15625,0.3125,-0.024839165732448654,0.1810891657324487,-0.13141083426755135,0.04967833146489736,0.24446749477314078,0.7824898753318138,-0.538022380558673,0.9496728863816949,0.8736406676244141,0.07603221875728083,0.078125,0.109375,-0.03125,0.15625,0.21875,-0.0625,1,15,198,0.691642511065702,10.6018200147213,0.9473434119227069,16,0,0
0_0_0_10_14_16,-25.5,43,6,17,656,273,655,272,0.7771835538334202,0.7280811594393675,0.04910239439405273,0.6148544930884761,0.587006094915651,1.0,0.9547073356609306,0.2012974044460405,-0.0625,0.03125,-0.09375,-0.1119250865344944,0.0494250865344944,0.1431750865344944,-0.09375,0.16147700937187398,0.057883639703220593,0.10359336966865339,0.851275166866489,0.7084961914737349,0.14277897539275408,0.0625,0.09375,-0.03125,0.0,0.1875,-0.1875,1,2,273,0.2012974044460405,9.617297509909,0.8478903588894675,16,0,0
0_0_0_10_14_16,-25.5,43,6,30,791,51,790,50,0.9048150299608003,0.8480222254843894,0.056792804476410885,0.5494940345388386,0.5051824004667971,0.9643827811595482,0.8866141900228246,0.3651476975719462,-0.0625,0.125,-0.1875,0.05720941557789172,-0.11970941557789172,0.06779058442210828,0.05191883115578344,0.01841844329789697,0.45912472801154575,-0.44070628471364875,0.9415895188536719,0.8341392666715228,0.1074502521821491,0.140625,0.046875,0.09375,0.28125,0.09375,0.1875,3,5,859,0.03585815359178961,8.973906458513337,0.8501818160381118,16,0,0
0_0_0_10_14_16,-25.5,43,8,1,711,854,710,853,0.8990323598138336,0.7558733635392022,0.14315899627463136,0.6822282034414151,0.528196428700781,0.9375475968034591,0.7258704490236043,1.1113420877584959,0.09375,-0.0625,0.15625,-0.1169314207263123,0.21068142072631235,0.05443142072631235,0.15625,0.18076450778769843,0.07802224881500044,0.10274225897269798,0.940773748909366,0.8507639923687323,0.0900097565406337,0.078125,0.0625,0.015625,0.03125,0.0625,-0.03125,3,7,131,0.24527698655183214,10.035139961792055,0.9695166417239854,16,0,0
0_0_0_10_14_16,-25.5,43,8,2,922,789,921,788,0.9228618627329718,0.8501157208706474,0.07274614186232442,0.6786437353690964,0.5947048546588576,1.0,0.876313776528731,0.5734036070964362,0.1875,-0.09375,0.28125,-0.12317202461585897,0.31067202461585897,0.029422024615858966,0.28125,0.9328978892332545,0.24780131180020998,0.6850965774330444,0.9803063441009248,0.9148423792895161,0.0654639648114087,0.125,0.078125,0.046875,0.25,0.15625,0.09375,1,3,789,0.47627385584637255,9.596877503011491,0.9737831549735941,16,0,0
0_0_0_10_14_16,-25.5,43,8,25,720,1015,719,1014,0.7985222592485366,0.7197970581273109,0.07872520112122572,0.8012234258495141,0.7305652241032021,0.7965309405611446,0.7262865591819114,0.400946431744395,-0.25,0.125,-0.375,-0.016705914075432315,-0.23329408592456768,0.14170591407543232,0.09158817184913537,0.09355953794908492,0.3500503786735175,-0.2564908407244326,0.9220172815927138,0.8752601152993652,0.046757166293348584,0.25,0.125,0.125,0.5,0.25,0.25,2,4,271,0.9879734973857075,11.707094000507768,0.9380005634107025,16,0,0
0_0_0_10_14_16,-25.5,43,8,29,610,415,609,414,0.7866764250135637,0.7390721374433298,0.04760428757023394,0.5365225691478237,0.44913151611570257,0.8476395343590546,0.7095724412692856,0.7721446443285062,0.09375,0.09375,0.0,-0.04166832963361894,0.13541832963361888,0.13541832963361888,0.0,0.3130939998366271,0.43737433163437245,-0.12428033179774534,0.8757905142075257,0.9268086859283995,-0.05101817172087375,0.109375,0.328125,-0.21875,0.21875,0.34375,-0.125,2,12,771,0.7178879576306206,9.313179608168582,0.8301769031066248,16,0,0
0_0_0_10_14_16,-25.5,43,9,10,765,337,764,336,0.802883386080032,0.7643947534651454,0.03848863261488655,1.0106523885520033,0.7358452915803504,1.0,0.7280894003868347,1.3781529141374542,-0.1875,0.0,-0.1875,-0.0013521413043467434,-0.18614785869565326,0.0013521413043466879,0.18479571739130657,1.1762135811905243,0.0,1.1762135811905243,0.9438515413094609,0.9544526992855086,-0.01060115797604766,0.3125,0.1875,0.125,0.375,0.25,0.125,1,2,337,1.3781529141374542,11.411139556988596,0.9457321558662994,4,0,1
0_0_0_10_14_16,-25.5,43,9,23,759,972,758,971,0.8810103349593122,0.83448016631313,0.0465301686461822,0.8985574576954605,0.7730029839092687,1.0,0.8602710681315777,0.6536468265792117,0.0625,0.0625,0.0,-0.08262077591161321,0.1451207759116132,0.1451207759116132,0.0,0.04956809931953467,0.24032575199021722,-0.19075765267068256,0.8661278978143866,0.8641119501727881,0.0020159476415985145,0.09375,0.1875,-0.09375,0.1875,0.375,-0.1875,1,2,972,0.6536468265792117,10.934090448048114,0.8642510955052507,16,0,0
0_0_0_10_14_16,-25.5,43,9,25,720,697,719,696,0.933117870958822,0.7822611328179113,0.15085673814091072,0.7490370692665671,0.6081808136025337,1.0,0.8119502205652448,0.9047059587769768,-0.125,0.15625,-0.28125,-0.0951236427742696,-0.0298763572257304,0.25137364277426966,-0.22149728554853926,0.6513856383308383,0.7248662646405377,-0.07348062630969943,0.9633183618381463,0.8641811367485988,0.09913722508954759,0.046875,0.328125,-0.28125,0.09375,0.34375,-0.25,1,3,697,0.37997303499483537,10.52119576206641,0.9868969435630403,16,0,0
0_0_0_10_14_16,-25.5,43,10,4,107,774,106,773,0.925018624813555,0.8903924274832934,0.03462619733026162,0.6454324693388571,0.6406269272894782,0.9910133621055685,0.9836348111194786,0.032456200910818085,0.0,0.0,0.0,-0.051512887071863134,0.05151288707186308,0.05151288707186308,0.0,0.0,0.0,0.0,0.9298700038509187,0.8207233429053886,0.10914666094553005,0.078125,0.078125,0.0,0.15625,0.15625,0.0,2,3,925,0.039204897633700046,9.302629925835825,0.8271149595473773,16,0,0
0_0_0_10_14_16,-25.5,43,10,9,492,321,491,320,0.8513723097781944,0.8323632074301821,0.01900910234801234,0.7680137432146559,0.7288935243198011,0.9116692003420724,0.8652316215979757,0.22704899719274194,0.0625,-0.09375,0.15625,-0.08283237392422149,0.1453323739242215,-0.010917626075778508,0.13441474784844298,0.06440129848482462,0.28897175706461126,-0.22457045857978664,0.7695700764277772,0.9300098703375799,-0.16043979390980267,0.09375,0.0625,0.03125,0.1875,0.125,0.0625,2,3,399,0.40162717074287474,10.593930355410464,0.9081832864933129,16,0,0
0_0_0_10_14_16,-25.5,43,10,14,478,453,477,452,0.8640844862777827,0.6930870021172134,0.17099748416056926,0.6503521962476952,0.44455566042280736,0.9140621337539121,0.6248175955781451,1.6522246681456763,0.03125,-0.09375,0.125,-0.11415186077657985,0.1454018607765799,0.020401860776579905,0.125,0.042222806065861644,0.3941391586528882,-0.3519163525870265,0.9377652308993579,0.9299459627458287,0.00781926815352918,0.046875,0.171875,-0.125,0.09375,0.34375,-0.25,2,12,964,0.3902428191462908,9.845992802351946,0.8353000841141215,16,0,0
0_0_0_10_14_16,-25.5,43,10,16,917,895,916,894,0.9134859719315871,0.6315352578263695,0.28195071410521755,0.758957600510314,0.3965902593046202,1.0,0.5225460013022568,2.8187547127941954,-0.25,0.375,0.375,-0.12667965551752325,-0.12332034448247675,-0.49832034448247686,-0.3750000000000001,0.9142646606976497,1.5504399137811085,-0.6361752530834588,0.9392902215605258,0.8767986216941827,0.06249159986634312,0.328125,0.296875,0.03125,0.34375,0.40625,-0.0625,1,15,895,1.0350014647960417,10.56703434946845,0.9598954037773316,16,0,0
0_0_0_10_14_16,-25.5,43,10,18,889,171,888,170,0.8160109095384507,0.6594443159849444,0.15656659355350633,0.672246820210276,0.4859877778380941,0.8350520358785998,0.6036846454236507,1.4090340936876768,0.09375,0.09375,0.0,0.11079254974153341,-0.017042549741533408,-0.017042549741533408,0.0,0.30806140847472663,0.268812291446178,0.03924911702854861,0.9327857943321629,0.8150544809519059,0.117731313380257,0.046875,0.0625,-0.015625,0.09375,0.0,0.09375,3,9,470,0.48329031294673946,10.227460554646253,0.8668543348337635,16,0,0
0_0_0_10_14_16,-25.5,43,10,19,510,282,509,281,0.7957898103797187,0.7015144171208046,0.0942753932589141,0.8865815346589443,0.5668349016489174,1.0,0.6393488692125434,1.9426209860352306,0.0625,0.15625,-0.09375,0.10452865237106179,-0.04202865237106179,0.05172134762893821,-0.009692695257876416,0.16026178245948988,0.9543323370555836,-0.7940705545960938,0.9754670999735156,0.9737221684300839,0.0017449315434316937,0.078125,0.09375,-0.015625,0.09375,0.1875,-0.09375,1,7,282,0.8022276154164442,10.865493422015405,0.9650979528294962,16,0,0
0_0_0_10_14_16,-25.5,43,10,20,860,808,859,807,0.7787832153036667,0.7406007854865727,0.038182429817093966,0.8034949802929283,0.6165087126579607,1.0,0.7672838384543504,1.1504394938693117,-0.0625,0.03125,-0.09375,0.09826475500059006,-0.16076475500059006,-0.06701475500059006,0.09375,0.137888045078896,0.02368676073452156,0.11420128434437443,0.8861530886483908,0.7471234182693178,0.139029670379073,0.15625,0.109375,0.046875,0.3125,0.21875,0.09375,1,6,808,0.18852432108548714,10.564525332438162,0.8525620935026226,16,0,0
0_0_0_10_14_16,-25.5,43,10,22,629,337,628,336,0.8398653942396755,0.7883549465668799,0.05151044767279567,0.7158900052761652,0.5554934947227252,1.0,0.775948107430883,1.1016732179591855,-0.1875,0.09375,-0.28125,0.08573696025964672,-0.2732369602596467,0.008013039740353278,0.26522392051929344,1.4633979225233467,0.39734949779975726,1.0660484247235895,0.9023837471420912,0.8793545877628893,0.023029159379201913,0.234375,0.078125,0.15625,0.46875,0.09375,0.375,1,3,337,0.2309222010229028,10.101422711029757,0.8971698671294842,16,0,0
0_0_0_10_14_16,-25.5,43,10,25,720,45,719,44,0.7988460352367075,0.6971335945450925,0.101712440691615,0.9752359710535217,0.6788463462016949,1.0,0.6960841953648973,1.5733822681058818,-0.09375,0.3125,-0.40625,0.06694526814823176,-0.16069526814823176,0.24555473185176824,-0.08485946370353648,0.10355908895812573,3.250168041896977,-3.146608952938851,0.9939604191771456,0.9865607229395691,0.007399696237576525,0.125,0.28125,-0.15625,0.25,0.4375,-0.1875,1,3,45,1.3940708262783053,11.5242054778442,0.9921509868204134,4,0,1
0_0_0_10_14_16,-25.5,43,10,32,760,227,759,226,0.8470451456690237,0.7941094974528042,0.05293564821621943,0.7877666860783314,0.6573376110123377,1.0,0.8344318471814324,0.7860912884900311,-0.0625,-0.125,0.0625,0.023097986554930006,-0.08559798655493,-0.14809798655493,-0.0625,0.1871267006657879,0.4306721918631913,-0.24354549119740337,0.8982670412724814,0.7122230560274684,0.18604398524501298,0.171875,0.109375,0.0625,0.09375,0.15625,-0.0625,1,3,227,0.10265930753109667,10.315029399552389,0.906971332396468,16,0,0
0_0_0_10_14_16,-25.5,43,11,12,597,889,596,888,0.7948131187837321,0.41693969369468453,0.37787342508904753,0.7776467098625837,0.34795608162994895,1.0,0.4474475069680878,3.4925790732305155,-0.09375,-0.125,0.03125,-0.03283311357765634,-0.06091688642234366,-0.09216688642234366,-0.03125,0.20681499028164393,0.7733929012294783,-0.5665779109478344,0.956530929779986,0.8953762058144754,0.06115472396551058,0.21875,0.25,-0.03125,0.4375,0.5,-0.0625,1,40,889,0.3650785278204455,10.063598527803377,0.9654207918915468,40,0,0
0_0_0_10_14_16,-25.5,43,11,22,629,263,628,262,0.8619775378320026,0.7356708079625219,0.12630672986948066,0.7471798882200495,0.7409595512758962,0.9339273330174122,0.9261523075057352,0.03630672868560957,0.125,0.0625,0.0625,-0.09403034580892267,0.21903034580892267,0.15653034580892267,0.0625,0.5196214091945117,0.22341042915123666,0.29621098004327506,0.9065622671816661,0.8290989373133112,0.07746332986835491,0.140625,0.0625,0.078125,0.28125,0.125,0.15625,2,3,933,0.29686914023962624,10.142982345306496,0.933879950804006,40,0,0
0_0_0_10_14_16,-25.5,43,11,27,602,694,601,693,0.8329242694475852,0.7893222650424493,0.04360200440513595,0.7455338436162862,0.8962660132403109,0.8318220624264487,1.0,-0.7996956502062036,0.09375,0.15625,-0.0625,-0.12462896192455586,0.21837896192455586,0.28087896192455586,-0.0625,0.30555048540977686,1.0882951379643682,-0.7827446525545914,0.9702309509468537,0.8786421046614618,0.09158884628539199,0.109375,0.25,-0.140625,0.03125,0.1875,-0.15625,2,1,602,0.7996956502062035,11.04468811187627,0.8470677039549199,40,0,0
0_0_0_10_14_16,-25.5,43,11,28,7,10,6,9,0.8484740387863112,0.6722660517766911,0.17620798700962015,0.7022580848026792,0.653910608114586,0.8808107130390554,0.8201706487424031,0.30978364957363547,0.21875,-0.5,-0.28125,-0.13074868514768245,0.34949868514768245,-0.36925131485231755,-0.019752629704635094,0.10870870387372775,0.42811121086389853,-0.3194025069901708,0.8753086887608967,0.9293889535259661,-0.05408026476506933,0.09375,0.34375,-0.25,0.0625,0.3125,-0.25,4,5,726,0.029882099498042127,10.40568414305569,0.9949718336935663,40,0,0
0_0_0_10_14_16,-25.5,43,11,29,610,869,609,868,0.7906414183618149,0.5867836390222441,0.20385777933957083,0.8437611757716503,0.5739724954122636,1.0,0.6802546880488366,1.6732845655044652,0.28125,0.15625,0.125,0.11313159162919084,0.16811840837080916,0.04311840837080916,0.125,0.7543084197161359,0.922261787607116,-0.16795336789098003,0.9415811925849644,0.8274844124067424,0.114096780178222,0.15625,0.234375,-0.078125,0.3125,0.21875,0.09375,1,9,869,0.7825793148000609,10.865955174904663,0.9375475610859872,40,0,0
0_0_0_10_14_16,-25.5,43,11,34,93,345,92,344,0.7792035159097054,0.6203145740153445,0.15888894189436087,1.2258338244437397,0.9246679221972762,1.0,0.7543175133194527,1.2244580896216515,-0.03125,0.125,-0.15625,0.08253297551355776,-0.11378297551355776,0.04246702448644224,0.07131595102711552,0.03624075997152935,0.10803574023897347,-0.07179498026744413,0.8684966141237948,0.8629470042555327,0.005549609868262029,0.125,0.03125,0.09375,nan,nan,nan,1,2,345,1.2244580896216515,12.366742572936552,0.861356772731369,4,0,1
0_0_0_10_14_16,-25.5,43,12,0,803,127,802,126,0.7883474289722352,0.49512486022323215,0.29322256874900304,1.23198888352114,0.6852744114610374,1.0,0.5562342490481397,2.5474227380576093,0.0,0.15625,-0.15625,0.04732270933475902,-0.04732270933475902,0.10892729066524098,-0.06160458133048197,0.0,0.45259977639945126,-0.45259977639945126,0.9223161645504308,0.9241656109224169,-0.001849446371986141,0.03125,0.125,-0.09375,nan,nan,nan,1,3,127,2.3986043245231716,11.728505506140113,0.9223161931482348,4,0,1
0_0_0_10_14_16,-25.5,43,12,3,691,689,690,688,0.7035497541238265,0.5642638884505426,0.13928586567328383,0.5782289140845478,0.4473661492887828,0.8535552093499595,0.6603815511661502,1.1143668520142667,-0.0625,0.125,-0.1875,0.02877761693819736,-0.09127761693819736,0.09622238306180264,-0.004944766123605282,0.24658474099390898,0.7484257661665438,-0.5018410251726348,0.9787597436631005,0.8833209670371936,0.09543877662590683,0.15625,0.0625,0.09375,0.3125,0.0625,0.25,4,16,209,0.4090483644702334,9.665848608431268,0.81448670237122,40,0,0
0_0_0_10_14_16,-25.5,43,12,5,468,768,467,767,0.7599800282984357,0.7097117427907174,0.050268285507718335,0.642988500286382,0.5777562794523341,0.9760391493975333,0.8770184028245879,0.46458531340816756,0.0625,0.1875,-0.125,0.016414222007156254,0.046085777992843746,0.17108577799284375,-0.125,0.1568912624193965,0.7532603314019727,-0.5963690689825762,0.8217524862238647,0.9852125413324303,-0.16346005510856565,0.015625,0.140625,-0.125,0.03125,0.28125,-0.25,2,4,46,0.10532762224366075,9.568120846963165,0.8051144126470312,40,0,0
0_0_0_10_14_16,-25.5,43,12,15,267,210,266,209,0.8060890284237773,0.7243704327353611,0.08171859568841622,1.1543360169913655,1.0022240115967094,1.0,0.86822553991591,0.6136744300618056,-0.03125,-0.0625,0.03125,-0.045402752648049216,0.01415275264804916,-0.017097247351950784,-0.0029444947039016234,0.0036014957088595363,0.06035319328010663,-0.056751697571247095,0.8909131634423636,0.9485422225286451,-0.057629059086281464,0.109375,0.09375,0.015625,0.03125,0.0625,-0.03125,1,2,210,0.6136744300618056,11.934215344042201,0.8950886216888748,40,0,0
0_0_0_10_14_16,-25.5,43,12,30,791,485,790,484,0.8258452944653903,0.7215215051239801,0.10432378934141029,0.6681857949894408,0.666131485763799,0.8809424638141026,0.8782340431259592,0.013372769409694066,-0.03125,0.09375,-0.125,0.11187178536914244,-0.14312178536914244,-0.01812178536914244,0.125,0.013420317070563187,0.2635833870526911,-0.2501630699821279,0.8444317050740379,0.9709129623902972,-0.12648125731625937,0.109375,0.046875,0.0625,0.21875,0.03125,0.1875,4,5,294,0.10380825366813894,10.507686876411338,0.9583340275386961,40,0,0
0_0_0_10_14_16,-25.5,43,13,0,222,287,221,286,0.8322019315380229,0.8089775476345804,0.023224383903442503,0.5553481482568259,0.552045768171272,0.8427852232884916,0.83777359743447,0.025902430535833038,0.0625,-0.09375,0.15625,0.052184227782591464,0.010315772217408536,-0.14593422778259146,-0.13561845556518293,0.1521193061963946,0.18033709688842608,-0.02821779069203148,0.9282197616445681,0.8221150668535224,0.10610469479104567,0.0,0.15625,-0.15625,nan,nan,nan,3,4,418,0.4125648148734471,10.057266533878908,0.9505150283552721,40,0,0
0_0_0_10_14_16,-25.5,43,13,14,478,729,477,728,0.9389649312691326,0.9008000151935013,0.03816491607563133,0.8006544663111903,0.7600337945055777,1.0,0.9492656651342222,0.22612227240347943,0.03125,-0.03125,0.0625,-0.038434147361362414,0.06968414736136241,0.007184147361362414,0.0625,0.03903425966525338,0.058363867884449534,-0.019329608219196152,0.9454565819635199,0.9799116838240489,-0.034455101860529025,0.078125,0.078125,0.0,0.03125,0.09375,-0.0625,1,2,729,0.22612227240347943,10.27196094056704,0.9359946940225142,40,0,0
0_0_0_10_14_16,-25.5,43,13,34,936,70,935,69,0.7935241765025179,0.6409932443743418,0.15253093212817614,0.5582527233034149,0.37157249243344737,0.8310588264444252,0.5531519804748651,1.7678729472429149,-0.25,0.46875,0.28125,0.08211103100441786,-0.33211103100441786,0.38663896899558214,-0.05452793799116429,0.07153846396809521,2.5900375322642555,-2.51849906829616,0.7730690940892908,0.981475571722992,-0.20840647763370124,0.34375,0.375,-0.03125,nan,nan,nan,5,24,408,0.14515646131734217,9.490071611893322,0.8073223021535639,40,0,0
0_0_0_10_14_16,-25.0,43,1,0,222,958,221,957,0.8678114715562355,0.8046845858246027,0.06312688573163283,0.9476439036209037,0.7467553042524742,1.0,0.7880125661117605,1.0346685694003486,-0.125,-0.09375,-0.03125,-0.09225872194980422,-0.03274127805019578,-0.0014912780501957767,0.03125,0.5418731387056762,0.3182176927855232,0.22365544592015302,0.9756863252613149,0.9686735890442768,0.007012736217038129,0.0625,0.09375,-0.03125,nan,nan,nan,1,2,958,1.0346685694003486,11.182930467727104,0.9846375997533756,16,0,0
0_0_0_10_14_16,-25.0,43,1,6,89,411,88,410,0.8904238699123977,0.8136688310252567,0.07675503888714108,0.7776254749892964,0.6447765067293609,1.0,0.8291607302837346,0.8136127462561266,0.0,0.0625,-0.0625,-0.12982663306978293,0.12982663306978293,0.19232663306978293,-0.0625,0.0,0.03749959476886153,-0.03749959476886153,0.8942338512617221,0.8646967177674015,0.029537133494320522,0.046875,0.078125,-0.03125,0.03125,0.15625,-0.125,1,2,411,0.8136127462561266,10.959368756898595,0.8942338431784619,16,0,0
0_0_0_10_14_16,-25.0,43,1,14,478,399,477,398,0.8736587841318828,0.6962365003326023,0.1774222837992805,0.7125913471741683,0.49100135172617243,1.0,0.6890363651948248,1.617578567764375,-0.15625,0.15625,-0.3125,0.07008281877024547,-0.22633281877024547,0.08616718122975453,0.14016563754049094,0.6708501350023588,1.112848547506259,-0.44199841250390026,0.9418248052996635,0.8019633432198747,0.13986146207978878,0.109375,0.203125,-0.09375,0.21875,0.40625,-0.1875,1,3,399,1.567129287312292,10.571899588451627,0.9109108392765658,4,0,1
0_0_0_10_14_16,-25.0,43,1,16,917,881,916,880,0.7937748909247556,0.7296361658227379,0.06413872510201768,0.5993313157483158,0.5464429821283865,0.7946340154654322,0.7245110837724574,0.40122117908541766,0.15625,0.0,0.15625,0.05756018173025257,0.09868981826974743,-0.05756018173025257,0.04112963653949486,0.45970555302137006,0.0,0.45970555302137006,0.9366112414946336,0.8471316397932275,0.08947960170140612,0.125,0.0625,0.0625,0.25,0.0625,0.1875,3,8,742,0.8538071356977895,10.118442578670484,0.917673202410784,16,0,0
0_0_0_10_14_16,-25.0,43,1,21,553,291,552,290,0.9255512664533044,0.7515870493705035,0.17396421708280096,0.9407722853610245,0.6866229854240977,1.0,0.7298503539149263,1.3676617704563347,-0.03125,0.125,-0.15625,0.026253589130270427,-0.05750358913027043,0.09874641086972957,-0.041242821739459146,0.07303869273073597,0.7004623020554752,-0.6274236093247393,0.8966218436332994,0.8814213846250568,0.015200459008242628,0.125,0.09375,0.03125,0.25,0.0625,0.1875,1,4,291,0.7389591185904705,11.47415470277955,0.8903038393413226,16,0,0
