dataset,target_snr_db,packet_count,center_symbol_ser,center_symbol_accuracy,center_crc_valid_rate,multi_symbol_ser,multi_symbol_accuracy,multi_crc_valid_rate,selected_symbol_ser,selected_symbol_accuracy,selected_crc_valid_rate,selected_ser_gain_vs_center,selected_crc_gain_vs_center,selected_ser_gain_vs_multi,selected_crc_gain_vs_multi,mean_locked_ratio,mean_false_lock_rate,mean_uncertain_candidate_recall,mean_selected_offset_coherence,mean_phase_line_r2,mean_phase_line_rmse_pi
0_0_0_10_14_8,-12.0,10,0.0,1.0,1.0,0.0,1.0,1.0,0.002857142857142857,0.9971428571428571,0.9,-0.002857142857142857,-0.09999999999999998,-0.002857142857142857,-0.09999999999999998,0.8457142857142858,0.0,0.5,0.994053102798499,0.8970193739689943,0.27467595285241064
0_0_0_10_14_8,-13.0,10,0.0,1.0,1.0,0.0,1.0,1.0,0.002857142857142857,0.9971428571428571,0.9,-0.002857142857142857,-0.09999999999999998,-0.002857142857142857,-0.09999999999999998,0.8485714285714285,0.0,0.5,0.9926395698167152,0.8962319881467739,0.27381301659165963
0_0_0_10_14_8,-14.0,10,0.0,1.0,1.0,0.0,1.0,1.0,0.005714285714285714,0.9942857142857143,0.8,-0.005714285714285714,-0.19999999999999996,-0.005714285714285714,-0.19999999999999996,0.8542857142857143,0.0,0.6,0.9908587658508612,0.8868181097831641,0.26812073428364774
0_0_0_10_14_8,-15.0,10,0.0,1.0,1.0,0.0,1.0,1.0,0.011428571428571429,0.9885714285714287,0.6,-0.011428571428571429,-0.4,-0.011428571428571429,-0.4,0.8542857142857143,0.0,0.6,0.9886219776609797,0.8866062304835488,0.2670500255308388
0_0_0_10_14_8,-16.0,10,0.017142857142857144,0.9828571428571429,0.7,0.0,1.0,1.0,0.011428571428571429,0.9885714285714287,0.7,0.005714285714285715,0.0,-0.011428571428571429,-0.30000000000000004,0.8428571428571429,0.0,0.6,0.9857916205612615,0.7947087048365079,0.2818229756512093
0_0_0_10_14_8,-17.0,10,0.06285714285714286,0.9371428571428572,0.6,0.0,1.0,1.0,0.025714285714285717,0.9742857142857144,0.6,0.037142857142857144,0.0,-0.025714285714285717,-0.4,0.8400000000000001,0.0,0.6,0.9822545236893327,0.7799661946400179,0.27514181453617387
0_0_0_10_14_8,-18.0,10,0.12857142857142856,0.8714285714285716,0.4,0.002857142857142857,0.9971428571428571,0.9,0.02285714285714286,0.9771428571428572,0.7,0.1057142857142857,0.29999999999999993,-0.020000000000000004,-0.20000000000000007,0.82,0.0,0.6,0.9776959786736803,0.750268063633362,0.3282581083306783
0_0_0_10_14_8,-19.0,10,0.22857142857142856,0.7714285714285715,0.0,0.011428571428571429,0.9885714285714287,0.8,0.03142857142857143,0.9685714285714285,0.6,0.19714285714285712,0.6,-0.020000000000000004,-0.20000000000000007,0.7857142857142858,0.0,0.6,0.9718907407410541,0.7526669775631241,0.298744662566894
0_0_0_10_14_8,-20.0,10,0.3657142857142857,0.6342857142857143,0.0,0.04571428571428572,0.9542857142857143,0.6,0.051428571428571435,0.9485714285714286,0.4,0.3142857142857143,0.4,-0.005714285714285713,-0.19999999999999996,0.72,0.0,0.9,0.966354279141116,0.7782450234796656,0.2710094194761198
0_0_0_10_14_8,-21.0,10,0.5171428571428571,0.48285714285714293,0.0,0.13142857142857142,0.8685714285714285,0.5,0.12571428571428572,0.8742857142857142,0.3,0.3914285714285714,0.3,0.0057142857142856995,-0.2,0.6028571428571429,0.0,0.981304347826087,0.9596689447526912,0.6896428980231166,0.3386743177689697
0_0_0_10_14_8,-22.0,10,0.6628571428571428,0.33714285714285713,0.0,0.18857142857142856,0.8114285714285716,0.3,0.2,0.7999999999999998,0.1,0.4628571428571428,0.1,-0.011428571428571455,-0.19999999999999998,0.4228571428571429,0.0,0.9459513546798031,0.9520636777604041,0.8126941004842377,0.299202325506341
0_0_0_10_14_8,-23.0,10,0.7942857142857143,0.20571428571428568,0.0,0.33428571428571424,0.6657142857142857,0.0,0.3,0.7,0.0,0.4942857142857143,0.0,0.03428571428571425,0.0,0.29999999999999993,0.004545454545454545,0.8807691600262345,0.9424607951555972,0.5949219704002667,0.38934555599745957
0_0_0_10_14_8,-24.0,10,0.86,0.13999999999999999,0.0,0.49428571428571433,0.5057142857142857,0.0,0.4314285714285714,0.5685714285714286,0.0,0.4285714285714286,0.0,0.06285714285714294,0.0,0.17999999999999997,0.0375,0.8000143593843783,0.9310702615549376,0.5214355718236483,0.4758477388917834
0_0_0_10_14_8,-25.0,10,0.9200000000000002,0.08000000000000002,0.0,0.6542857142857142,0.34571428571428575,0.0,0.5742857142857144,0.4257142857142856,0.0,0.34571428571428575,0.0,0.07999999999999985,0.0,0.07428571428571427,0.125,0.7117434228975239,0.9240083951411435,0.6511649096066355,0.46158886303735497
0_0_0_10_14_8,-26.0,10,0.9571428571428571,0.04285714285714287,0.0,0.7857142857142858,0.21428571428571427,0.0,0.6828571428571428,0.31714285714285717,0.0,0.27428571428571424,0.0,0.10285714285714298,0.0,0.04571428571428572,0.07333333333333333,0.5898672137476692,0.9171005389914647,0.5759088407561825,0.5372113079540166
0_0_0_10_14_16,-12.0,11,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9272727272727272,0.0,0.18181818181818182,0.9940806288818631,0.9688550417271824,0.21910330853361748
0_0_0_10_14_16,-13.0,11,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9272727272727272,0.0,0.18181818181818182,0.9927586392936175,0.9688728362402034,0.2187721112885899
0_0_0_10_14_16,-14.0,11,0.0,1.0,1.0,0.0,1.0,1.0,0.005194805194805195,0.9948051948051948,0.9090909090909091,-0.005194805194805195,-0.09090909090909094,-0.005194805194805195,-0.09090909090909094,0.9246753246753247,0.0,0.2727272727272727,0.9911068455646022,0.9698314830343052,0.21444408206742277
0_0_0_10_14_16,-15.0,11,0.0025974025974025974,0.9974025974025974,0.9090909090909091,0.0,1.0,1.0,0.007792207792207792,0.9922077922077922,0.9090909090909091,-0.005194805194805195,0.0,-0.007792207792207792,-0.09090909090909094,0.922077922077922,0.0,0.2727272727272727,0.9890358288158813,0.9687928841478871,0.19893199740234796
0_0_0_10_14_16,-16.0,11,0.01038961038961039,0.9896103896103896,0.8181818181818182,0.0,1.0,1.0,0.007792207792207792,0.9922077922077922,0.9090909090909091,0.0025974025974025974,0.09090909090909083,-0.007792207792207792,-0.09090909090909094,0.922077922077922,0.0,0.2727272727272727,0.9864015424773105,0.9684447723377075,0.19901574189835616
0_0_0_10_14_16,-17.0,11,0.04675324675324675,0.9532467532467532,0.45454545454545453,0.0,1.0,1.0,0.007792207792207792,0.9922077922077922,0.9090909090909091,0.03896103896103895,0.45454545454545453,-0.007792207792207792,-0.09090909090909094,0.922077922077922,0.0,0.2727272727272727,0.9830810638926596,0.9681265149355227,0.20109763617135226
0_0_0_10_14_16,-18.0,11,0.11948051948051944,0.8805194805194805,0.09090909090909091,0.0025974025974025974,0.9974025974025974,0.9090909090909091,0.005194805194805195,0.9948051948051948,0.9090909090909091,0.11428571428571424,0.8181818181818181,-0.0025974025974025974,0.0,0.9272727272727272,0.0,0.45454545454545453,0.9787755356637734,0.9673458517577687,0.2037499826891893
0_0_0_10_14_16,-19.0,11,0.2363636363636363,0.7636363636363637,0.0,0.0025974025974025974,0.9974025974025974,0.9090909090909091,0.018181818181818184,0.9818181818181819,0.6363636363636364,0.21818181818181812,0.6363636363636364,-0.015584415584415586,-0.2727272727272727,0.8597402597402596,0.0,1.0,0.9738651443229268,0.967706115744685,0.19820677213884744
0_0_0_10_14_16,-20.0,11,0.35844155844155845,0.6415584415584417,0.0,0.015584415584415584,0.9844155844155845,0.6363636363636364,0.03636363636363637,0.9636363636363636,0.45454545454545453,0.3220779220779221,0.45454545454545453,-0.020779220779220786,-0.18181818181818182,0.7688311688311689,0.0,1.0,0.9678853193220524,0.9655008272911122,0.20781433139485206
0_0_0_10_14_16,-21.0,11,0.4961038961038961,0.5038961038961038,0.0,0.07012987012987014,0.92987012987013,0.2727272727272727,0.07272727272727272,0.9272727272727274,0.09090909090909091,0.4233766233766234,0.09090909090909091,-0.0025974025974025844,-0.1818181818181818,0.6051948051948052,0.0,0.9935064935064936,0.9611513054285894,0.8676059466090295,0.2761242035177649
0_0_0_10_14_16,-22.0,11,0.6025974025974027,0.3974025974025974,0.0,0.17922077922077922,0.8207792207792209,0.0,0.16103896103896106,0.8389610389610389,0.09090909090909091,0.4415584415584416,0.09090909090909091,0.01818181818181816,0.09090909090909091,0.41558441558441556,0.00505050505050505,0.9471396637067411,0.9535351939772103,0.6317784994407043,0.39875045413012467
0_0_0_10_14_16,-23.0,11,0.7324675324675325,0.2675324675324675,0.0,0.3194805194805194,0.6805194805194805,0.0,0.2857142857142857,0.7142857142857143,0.0,0.4467532467532468,0.0,0.03376623376623372,0.0,0.24675324675324675,0.009090909090909092,0.9035921685532365,0.9456898854052797,0.612733809475831,0.34925861913095596
0_0_0_10_14_16,-24.0,11,0.8337662337662338,0.16623376623376626,0.0,0.509090909090909,0.49090909090909096,0.0,0.4285714285714285,0.5714285714285714,0.0,0.40519480519480533,0.0,0.08051948051948055,0.0,0.14025974025974028,0.011363636363636364,0.8357412988000004,0.9384073237540232,0.4904172586331429,0.502633606170192
0_0_0_10_14_16,-25.0,11,0.9116883116883119,0.08831168831168833,0.0,0.6441558441558443,0.35584415584415585,0.0,0.5636363636363636,0.43636363636363645,0.0,0.3480519480519483,0.0,0.08051948051948066,0.0,0.05714285714285714,0.048484848484848485,0.7162583721838509,0.9288295670418555,0.5437190703927229,0.5319468326179487
0_0_0_10_14_16,-26.0,11,0.9506493506493506,0.04935064935064937,0.0,0.7792207792207794,0.2207792207792208,0.0,0.6857142857142857,0.3142857142857143,0.0,0.2649350649350649,0.0,0.09350649350649365,0.0,0.03896103896103897,0.0606060606060606,0.5970834201449174,0.9208449414116686,0.6553069250545633,0.546656478572316
0_0_0_10_14_32,-12.0,7,0.061224489795918366,0.9387755102040816,0.8571428571428571,0.012244897959183673,0.9877551020408164,0.8571428571428571,0.008163265306122448,0.9918367346938776,0.7142857142857143,0.053061224489795916,-0.1428571428571428,0.004081632653061225,-0.1428571428571428,0.8244897959183674,0.0,0.7142857142857143,0.9901244339667093,0.9079147568131319,0.45295180569549437
0_0_0_10_14_32,-13.0,7,0.07755102040816327,0.9224489795918368,0.8571428571428571,0.024489795918367346,0.9755102040816326,0.8571428571428571,0.024489795918367346,0.9755102040816327,0.7142857142857143,0.053061224489795916,-0.1428571428571428,0.0,-0.1428571428571428,0.8040816326530613,0.0,0.8452380952380951,0.9883647794930717,0.9075065536268004,0.458384220429538
0_0_0_10_14_32,-14.0,7,0.10204081632653061,0.8979591836734694,0.8571428571428571,0.03673469387755102,0.963265306122449,0.8571428571428571,0.044897959183673466,0.9551020408163265,0.7142857142857143,0.05714285714285715,-0.1428571428571428,-0.00816326530612245,-0.1428571428571428,0.7551020408163266,0.0,0.8322981366459627,0.9860868844178471,0.8849498586344723,0.48847933277523914
0_0_0_10_14_32,-15.0,7,0.12653061224489795,0.873469387755102,0.8571428571428571,0.05306122448979592,0.946938775510204,0.8571428571428571,0.04897959183673469,0.9510204081632654,0.7142857142857143,0.07755102040816325,-0.1428571428571428,0.004081632653061232,-0.1428571428571428,0.746938775510204,0.0,0.8351648351648352,0.9827468445109776,0.886992741867598,0.5192475444686074
0_0_0_10_14_32,-16.0,7,0.1346938775510204,0.8653061224489795,0.8571428571428571,0.07755102040816327,0.9224489795918368,0.8571428571428571,0.06938775510204082,0.9306122448979591,0.7142857142857143,0.0653061224489796,-0.1428571428571428,0.00816326530612245,-0.1428571428571428,0.7551020408163266,0.0,0.8333333333333334,0.9801203774622349,0.87802554863405,0.5001345018435941
0_0_0_10_14_32,-17.0,7,0.15102040816326529,0.8489795918367348,0.5714285714285714,0.09387755102040816,0.9061224489795919,0.8571428571428571,0.10612244897959185,0.8938775510204081,0.7142857142857143,0.04489795918367344,0.1428571428571429,-0.012244897959183682,-0.1428571428571428,0.7387755102040817,0.0,0.8025210084033613,0.9752632687740099,0.8676110758654128,0.484834899477168
0_0_0_10_14_32,-18.0,7,0.18367346938775506,0.8163265306122449,0.0,0.1142857142857143,0.8857142857142858,0.8571428571428571,0.11836734693877551,0.8816326530612245,0.7142857142857143,0.06530612244897954,0.7142857142857143,-0.004081632653061218,-0.1428571428571428,0.7428571428571429,0.0,0.7877551020408163,0.970920761535884,0.8675380913886725,0.4851567775806518
