packet_index,joint_byte_value,joint_byte_hex,joint_payload_hex,joint_score,joint_candidate_rank,joint_candidate_count,candidate_top1_gap,candidate_score_std,candidate_entropy_norm,independent_byte_value,independent_byte_hex,independent_payload_hex,independent_score,score_gap_independent_minus_joint,expected_payload_hex,joint_app_exact,independent_app_exact,affine_slope,affine_intercept
1,2,02,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,0.037749797,1,256,0.023680024,0.203508143,0.932814095,2,02,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,0.037749797,0.000000000,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,1,1,1,1
2,3,03,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,0.230107806,1,256,0.033150709,0.134408442,0.925011723,3,03,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,0.230107806,0.000000000,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,1,1,1,1
3,4,04,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,0.020692878,1,256,0.019852844,0.167346887,0.927656705,4,04,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,0.020692878,0.000000000,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,1,1,1,1
5,6,06,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,0.325469242,1,256,0.094391246,0.220573187,0.925189333,6,06,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,0.325469242,0.000000000,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,1,1,1,1
6,7,07,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,0.218092275,1,256,0.079717256,0.190590407,0.914378870,7,07,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,0.218092275,0.000000000,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,1,1,1,1
