timing_error_samples_1m,timing_error_chips,cfo_error_bins,cfo_error_hz,trial_count,error_count,ser,mean_true_margin_db
-0.5,-0.0625,-0.5,-15.2587890625,4,0,0.0,1.0501862789365422
-0.5,-0.0625,0.0,0.0,4,0,0.0,3.1392030643466056
-0.5,-0.0625,0.5,15.2587890625,4,4,1.0,-5.108649180539284
0.0,0.0,-0.5,-15.2587890625,4,0,0.0,1.4617473796511684
0.0,0.0,0.0,0.0,4,0,0.0,3.34843783702736
0.0,0.0,0.5,15.2587890625,4,4,1.0,-4.733295071896425
0.5,0.0625,-0.5,-15.2587890625,4,0,0.0,1.8982569101802746
0.5,0.0625,0.0,0.0,4,0,0.0,3.514162699613988
0.5,0.0625,0.5,15.2587890625,4,4,1.0,-4.471009478179008
