trial_id,esn0_db,seed,clean_symbol_index,packet_id,reference_id,payload_index,gt_symbol,signal_power,added_noise_power,timing_error_samples_1m,timing_error_chips,cfo_error_bins,cfo_error_hz,decision,correct,true_margin_db,true_power
7:1,14.0,7,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,-0.5,-0.0625,0.0,0.0,313,1,1.0754955643905941,0.0060829530722907865
7:1,14.0,7,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,-0.5,-0.0625,0.5,15.2587890625,312,0,-15.774450634162925,0.00023183263549086952
7:1,14.0,7,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,0.0,0.0,-0.5,-15.2587890625,313,1,3.046378857204075,0.00872166897419474
7:1,14.0,7,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,0.0,0.0,0.0,0.0,313,1,1.6644318581090853,0.006827513906488614
7:1,14.0,7,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,0.0,0.0,0.5,15.2587890625,312,0,-13.070579773115558,0.00043344693043462224
7:1,14.0,7,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,0.5,0.0625,-0.5,-15.2587890625,313,1,2.801758288158716,0.008587836811747851
7:1,14.0,7,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,0.5,0.0625,0.0,0.0,313,1,2.1370221237925993,0.007475938732742549
7:1,14.0,7,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,0.5,0.0625,0.5,15.2587890625,312,0,-10.827209362728302,0.0007156098456167492
7:2,14.0,7,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,5.490364174448007e-08,8.952845708483724e-06,-0.5,-0.0625,-0.5,-15.2587890625,1433,1,0.18707080549656202,0.006217104132950846
7:2,14.0,7,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,5.490364174448007e-08,8.952845708483724e-06,-0.5,-0.0625,0.0,0.0,1433,1,4.395152905111642,0.013781615451127716
7:2,14.0,7,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,5.490364174448007e-08,8.952845708483724e-06,-0.5,-0.0625,0.5,15.2587890625,1432,0,-0.18232711861346917,0.005935769169494398
7:2,14.0,7,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,5.490364174448007e-08,8.952845708483724e-06,0.0,0.0,-0.5,-15.2587890625,1433,1,0.9335996264352503,0.006924993855378148
7:2,14.0,7,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,5.490364174448007e-08,8.952845708483724e-06,0.0,0.0,0.0,0.0,1433,1,4.466454355052352,0.0141679242206314
7:2,14.0,7,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,5.490364174448007e-08,8.952845708483724e-06,0.0,0.0,0.5,15.2587890625,1432,0,-0.9465578257855961,0.005557930652531573
7:2,14.0,7,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,5.490364174448007e-08,8.952845708483724e-06,0.5,0.0625,-0.5,-15.2587890625,1433,1,1.703714339370965,0.007463058929414734
7:2,14.0,7,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,5.490364174448007e-08,8.952845708483724e-06,0.5,0.0625,0.0,0.0,1433,1,4.524926378039351,0.014170045611333615
7:2,14.0,7,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,5.490364174448007e-08,8.952845708483724e-06,0.5,0.0625,0.5,15.2587890625,1432,0,-1.7345557428089209,0.005006943402207975
7:3,14.0,7,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,5.705077613554365e-08,9.302967527506851e-06,-0.5,-0.0625,-0.5,-15.2587890625,2865,1,0.2709423480931384,0.006136440251048647
7:3,14.0,7,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,5.705077613554365e-08,9.302967527506851e-06,-0.5,-0.0625,0.0,0.0,2865,1,3.583782032323619,0.01250395509857416
7:3,14.0,7,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,5.705077613554365e-08,9.302967527506851e-06,-0.5,-0.0625,0.5,15.2587890625,2864,0,-0.1832384231030803,0.0058739526410849785
7:3,14.0,7,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,5.705077613554365e-08,9.302967527506851e-06,0.0,0.0,-0.5,-15.2587890625,2865,1,1.3208430055629028,0.007183880434525669
7:3,14.0,7,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,5.705077613554365e-08,9.302967527506851e-06,0.0,0.0,0.0,0.0,2865,1,3.619517420081384,0.01298730395901121
7:3,14.0,7,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,5.705077613554365e-08,9.302967527506851e-06,0.0,0.0,0.5,15.2587890625,2864,0,-1.228077538449013,0.005408239302001627
7:3,14.0,7,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,5.705077613554365e-08,9.302967527506851e-06,0.5,0.0625,-0.5,-15.2587890625,2865,1,2.376665804559916,0.00807368811814868
7:3,14.0,7,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,5.705077613554365e-08,9.302967527506851e-06,0.5,0.0625,0.0,0.0,2865,1,3.6442088827141967,0.013105806015746568
7:3,14.0,7,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,5.705077613554365e-08,9.302967527506851e-06,0.5,0.0625,0.5,15.2587890625,2864,0,-2.2759427007609787,0.004776068334982286
