trial_id,esn0_db,seed,clean_symbol_index,packet_id,reference_id,payload_index,gt_symbol,signal_power,added_noise_power,timing_error_samples_1m,timing_error_chips,cfo_error_bins,cfo_error_hz,decision,correct,true_margin_db,true_power
7:0,14.0,7,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.4620857083541596e-08,8.906733513414943e-06,-0.5,-0.0625,-0.5,-15.2587890625,3293,1,0.415508279677971,0.006598627558293879
7:0,14.0,7,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.4620857083541596e-08,8.906733513414943e-06,-0.5,-0.0625,0.0,0.0,3293,1,3.5023817555605685,0.009904885449835144
7:0,14.0,7,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.4620857083541596e-08,8.906733513414943e-06,-0.5,-0.0625,0.5,15.2587890625,3292,0,-4.294580546277661,0.0024449807599025153
7:0,14.0,7,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.4620857083541596e-08,8.906733513414943e-06,0.0,0.0,-0.5,-15.2587890625,3293,1,0.5461680294024457,0.006482737967172858
7:0,14.0,7,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.4620857083541596e-08,8.906733513414943e-06,0.0,0.0,0.0,0.0,3293,1,3.6433477148666196,0.010360909036365662
7:0,14.0,7,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.4620857083541596e-08,8.906733513414943e-06,0.0,0.0,0.5,15.2587890625,3292,0,-3.687965150235531,0.0027645724574987818
7:0,14.0,7,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.4620857083541596e-08,8.906733513414943e-06,0.5,0.0625,-0.5,-15.2587890625,3293,1,0.710889208631501,0.00626152999626961
7:0,14.0,7,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.4620857083541596e-08,8.906733513414943e-06,0.5,0.0625,0.0,0.0,3293,1,3.750493413909806,0.01060714143942404
7:0,14.0,7,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.4620857083541596e-08,8.906733513414943e-06,0.5,0.0625,0.5,15.2587890625,3292,0,-3.0463301064178276,0.003098045353337478
7:1,14.0,7,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,-0.5,-0.0625,-0.5,-15.2587890625,313,1,3.327223682478497,0.00869658086873315
