cfo_error_hz,cfo_error_bins,trial_count,error_count,ser,mean_true_margin_db
-500.0,-16.384,4,4,1.0,-16.128079068254713
0.0,0.0,4,0,0.0,3.34843783702736
500.0,16.384,4,4,1.0,-10.237346578326479
