file_name,packet_index,event_index,anchor_count,preamble_len,sf,bw,samp_rate,cfo_int,cfo_frac,sfo_hat,netid_valid,payload_cfo_correction_mode,anchor_slope_pi_per_symbol,anchor_intercept_pi,anchor_fit_r2,anchor_fit_rmse_pi,anchor_residual_std_pi,anchor_residual_peak_to_peak_pi,anchor_bin_mode,anchor_bin,anchor_signed_bin,anchor_bin_argmax_rate,anchor_mean_er,anchor_mean_margin_db,payload_symbol_count,payload_phase_offset_rad,payload_phase_offset_pi,payload_residual_direct_rmse_pi,payload_residual_direct_std_pi,payload_residual_aligned_rmse_pi,payload_residual_aligned_std_pi,payload_residual_aligned_peak_to_peak_pi,payload_own_slope_pi_per_symbol,payload_own_fit_r2,payload_own_fit_rmse_pi,preamble_payload_slope_delta_pi_per_symbol,payload_argmax_correct_rate,payload_gt_top8_recall,payload_gt_top16_recall,payload_gt_top32_recall,payload_mean_gt_rank,payload_mean_gt_er
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_snr_m23dB.bin,1,1,12,16.0,10,125000.0,500000.0,-24,-0.42916033761813344,-0.006261318519996445,1,continuous,-0.5137073291296633,0.40405283143035137,0.9116429856429544,0.5520790618476854,0.5520790618476854,1.7747343041564354,modal_argmax,1,1,0.3333333333333333,0.004847831931049574,0.7852292645313516,35,1.190404945594603,0.3789176627448396,0.5617391331754192,0.5611193682953948,0.5661942470604631,0.5661114858022014,1.9473077401103958,-0.05285725057263002,0.8995748101939903,0.178364057231816,0.4608500785570333,0.2,0.37142857142857144,0.45714285714285713,0.6,129.57142857142858,0.004427752353516653
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_snr_m23dB.bin,2,2,12,16.0,10,125000.0,500000.0,-24,-0.27825675980667963,-0.006222641162550411,1,continuous,-0.37534749591164324,0.8181111277585716,0.8665941805579085,0.5083823002751683,0.5083823002751683,1.6027105500678371,modal_argmax,1,1,0.16666666666666666,0.003991501598793569,0.658528789706493,35,-0.4146771820476712,-0.13199584662060926,0.577450323090731,0.5752373087689182,0.5681311329404999,0.5609669387345758,1.9331823463952067,-0.09917894492596395,0.9593480399552485,0.20619219340474432,0.2761685509856793,0.11428571428571428,0.4,0.4857142857142857,0.5714285714285714,121.94285714285714,0.004204180805729307
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_snr_m23dB.bin,3,3,12,16.0,10,125000.0,500000.0,-24,-0.22814255140766385,-0.006209796635074755,1,continuous,0.19123351678180653,0.02873641306836504,0.6411793674888822,0.4938446369946555,0.4938446369946555,1.6944951508218014,modal_argmax,485,485,0.16666666666666666,0.0022166657974203433,0.7841329570077429,35,-1.5766648744366036,-0.501868016731896,0.5724334246848063,0.572030874508167,0.5596208834878373,0.5575502281631408,1.8453264759631538,-0.10473964430643101,0.9494033171740458,0.24420065848052974,-0.29597316108823757,0.3142857142857143,0.5142857142857142,0.5428571428571428,0.6857142857142857,48.77142857142857,0.0050240227499654625
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_snr_m23dB.bin,5,5,12,16.0,10,125000.0,500000.0,-24,-0.2470649666885119,-0.006214646546721477,1,continuous,-0.5012889364644896,-0.7681437279782248,0.9979881162999474,0.0776970029000952,0.0776970029000952,0.2515602494523832,modal_argmax,1,1,0.16666666666666666,0.004092434399506982,0.7015989066112654,35,1.0628116243909456,0.3383034471946916,0.5514129969566166,0.5479261728328301,0.5701727146151442,0.5681639311330334,1.9653461125673035,-0.11439287484539862,0.9646813082419015,0.22105962695951412,0.38689606161909096,0.2857142857142857,0.5142857142857142,0.5428571428571428,0.6285714285714286,56.94285714285714,0.004987329313422241
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_snr_m23dB.bin,6,6,12,16.0,10,125000.0,500000.0,-24,-0.2696020429472565,-0.006220422914431837,1,continuous,-0.4925066966185472,-0.0891219532980916,0.9956305520257178,0.11262990416117416,0.11262990416117416,0.461239983716279,modal_argmax,1,1,0.08333333333333333,0.004277565013470794,1.0669529485195917,35,2.429322647146473,0.7732774153168989,0.5825500007483004,0.579705711965045,0.5729236190391628,0.5721341113985827,1.9530210484387749,-0.12466599001165436,0.970769898387523,0.2184766802281028,0.36784070660689283,0.2571428571428571,0.6285714285714286,0.6857142857142857,0.6857142857142857,87.51428571428572,0.005173634047848362
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_snr_m23dB.bin,8,8,12,16.0,10,125000.0,500000.0,-24,-0.3483401354552673,-0.006240603889546665,1,continuous,-0.6868700930315543,-0.9147378648458859,0.9973824669429046,0.12146949494434306,0.12146949494434306,0.45612287236488963,modal_argmax,1,1,0.16666666666666666,0.004909237044177034,0.604602789227766,35,2.8185724711572235,0.8971794824948215,0.5781695514945384,0.5682943785578405,0.5697645710757826,0.5696899149052655,1.9846910695246793,-0.1157159961529632,0.9723718959348785,0.19699392200871385,0.5711540968785911,0.2,0.4857142857142857,0.5428571428571428,0.6857142857142857,44.02857142857143,0.005178854253422712
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_snr_m23dB.bin,9,9,12,16.0,10,125000.0,500000.0,-24,-0.3905926756700688,-0.006251433431328191,1,continuous,-0.35070539716811777,-2.0726765828416753,0.5809614783833612,1.0281894687295563,0.5353411744829251,1.7108700148040776,modal_argmax,1,1,0.08333333333333333,0.004737961831516668,0.6688422849880341,35,-1.1519343774187394,-0.3666721005673547,0.5811311539854614,0.5778895746473303,0.5453424507496675,0.5445614332597019,1.8290899875480346,-0.1182381567473014,0.9609833319746126,0.24061621914414316,0.23246724042081637,0.17142857142857143,0.37142857142857144,0.42857142857142855,0.5714285714285714,115.8,0.004226780184604164
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_snr_m23dB.bin,10,10,12,16.0,10,125000.0,500000.0,-24,-0.439221980632291,-0.006263897370471676,1,continuous,0.21390473942743093,-0.2266278783950842,0.792282199823367,0.3780895819983421,0.3780895819983421,1.373390117446124,modal_argmax,0,0,0.08333333333333333,0.0013326288698653798,0.8190773220864375,35,0.04137021488677816,0.01316854839200932,0.5705435488283022,0.5699071999251533,0.5700735474139448,0.5699071999251533,1.9293468146174313,-0.12605139476115182,0.9622806165259341,0.25204562611177483,-0.3399561341885827,0.22857142857142856,0.45714285714285713,0.5428571428571428,0.6285714285714286,76.97142857142858,0.004914103253052405
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_snr_m23dB.bin,11,11,12,16.0,10,125000.0,500000.0,-24,0.12328787264913654,-0.0061197232231266305,1,continuous,0.22049631235135358,-0.24565587917655085,0.8913471649780542,0.26575155466666495,0.26575155466666495,0.9530215299695941,modal_argmax,0,0,0.3333333333333333,0.005056800431304363,0.8790773119649221,35,2.3791734735431485,0.7573144375750135,0.6174471291449154,0.6142225383709634,0.4812801051515019,0.480850303826264,1.6348526094708435,-0.06578816472209437,0.3262262215024103,0.9548726995375701,-0.28628447707344795,0.37142857142857144,0.7142857142857143,0.8,0.8857142857142857,26.4,0.006908630794440135
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_snr_m23dB.bin,12,12,12,16.0,10,125000.0,500000.0,-24,-0.11851083147497382,-0.006181697465520549,1,continuous,-0.20624984675684332,-0.5020584869328922,0.9250120487907789,0.20271835784294306,0.20271835784294306,0.79275332844009,modal_argmax,0,0,0.3333333333333333,0.006918739022169241,0.8419953907398713,35,1.950683450723682,0.6209218271804593,0.5991586518283512,0.5690499358047968,0.5240732058314058,0.5161966449922631,1.8350408428631864,-0.1118475316449959,0.5482732996391818,1.0253350943546673,0.09440231511184742,0.5142857142857142,0.7714285714285715,0.8285714285714286,0.8571428571428571,15.542857142857143,0.006989971846144825
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_snr_m23dB.bin,13,13,12,16.0,10,125000.0,500000.0,-25,-0.25404660440359844,-0.006472741081710989,1,continuous,-0.5108077352945404,-0.9411530861848566,0.9977867278062321,0.0830488099302514,0.0830488099302514,0.29158483629136916,modal_argmax,1,1,0.16666666666666666,0.005685738079929313,0.794179899761786,35,1.3547440002536497,0.43122840852891253,0.5741201978740778,0.5726244752320951,0.5615655910370563,0.5518326831259626,1.8572261511545218,-0.12425928834397212,0.9688444011469677,0.2250453183353543,0.3865484469505682,0.2857142857142857,0.5714285714285714,0.6571428571428571,0.7142857142857143,57.628571428571426,0.0055714484416662675
