esn0_db,packet_trials,strict_sync_success_rate,estimate_available_rate,local_estimate_rate,catastrophic_fraction_given_estimate,strict_success_rate_given_local_estimate,median_abs_cfo_error_bins,p90_abs_cfo_error_bins,median_abs_cfo_error_hz,p90_abs_cfo_error_hz,fraction_abs_cfo_0p25_to_0p75,fraction_abs_cfo_gt_0p25,fraction_abs_cfo_gt_0p5,local_median_abs_cfo_error_bins,local_p90_abs_cfo_error_bins,local_fraction_abs_cfo_0p25_to_0p75,median_abs_cfo_sto_coupled_residual_bins,p90_abs_cfo_sto_coupled_residual_bins,fraction_abs_cfo_sto_coupled_0p25_to_0p75,median_abs_payload_sto_samples_1m,p90_abs_payload_sto_samples_1m,oracle_sync_savaux_ser,oracle_sync_savaux_ser_estimate_available,noisy_sync_savaux_ser_estimate_available,conditional_savaux_ser_gap,oracle_sync_savaux_ser_local_estimate,noisy_sync_savaux_ser_local_estimate,local_conditional_savaux_ser_gap,strict_end_to_end_ser
12.0,16,0.125,0.9375,0.625,0.33333333333333337,0.2,0.009005335518281754,835.2035401664713,0.2748210302210008,25488.38928730686,0.0,0.4,0.4,0.00605026271379927,0.11127092506794121,0.0,0.11552276879979217,0.21153526683492596,0.13333333333333333,1.0,6682.599999999999,0.1171875,0.10833333333333328,0.4,0.29166666666666674,0.09999999999999998,0.10624999999999996,0.006249999999999978,0.8984375
13.0,16,0.4375,1.0,0.75,0.25,0.5,0.006742475817191007,780.4992095152688,0.20576403250704978,23818.94560288296,0.0,0.25,0.25,0.005498421665265596,0.010508675089974419,0.0,0.008891369403045246,0.1292397036716295,0.0625,0.0,6244.0,0.0234375,0.0234375,0.20703125,0.18359375,0.015625,0.015625,0.0,0.57421875
14.0,16,0.625,1.0,0.75,0.25,0.6666666666666666,0.006487355017156915,351.0031703273755,0.19797836356069687,10711.766672588365,0.0,0.3125,0.3125,0.004567502121318512,0.010610376412734013,0.0,0.006487355017156915,0.5106325817931889,0.125,0.0,4126.5,0.0,0.0,0.1875,0.1875,0.0,0.0,0.0,0.4375
15.0,16,0.75,1.0,0.9375,0.0625,0.7333333333333333,0.0030198032793151697,0.00993542203450204,0.09215708249863189,0.30320501814276246,0.0,0.0625,0.0625,0.0026762952191745626,0.009014198369607129,0.0,0.004187989643256174,0.12256471439539496,0.0625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
16.0,16,0.9375,1.0,1.0,0.0,0.9375,0.0025753807777988413,0.008430371200148556,0.0785943840880994,0.2572745117232836,0.0,0.0,0.0,0.0025753807777988413,0.008430371200148556,0.0,0.003496828145046038,0.06588207723252992,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625
