dataset,snr_db,seed,packet_index,payload_symbol_index,gt_bin,raw_fft_bin,is_gt,is_savaux,savaux_ok,candidate_rank,gt_savaux_rank,savaux_margin_db,distance_to_gt,distance_to_savaux,savaux_power,log_savaux_power,best_pattern_power,mean_pattern_power,coherent_pattern_power,whitened_pattern_power,stable_pattern_power,hybrid_mean_power,pattern_consistency,mean_gain_vs_savaux,coherent_gain_vs_savaux,whitened_gain_vs_savaux,stable_gain_vs_savaux,hybrid_gain_vs_savaux
0_0_0_10_14_32,-26.0,1,0,0,803,837,0,1,0,1,32,0.2551200426041488,34,0,0.5970048835159538,-0.5158299855292667,0.1316213165273897,0.04917117123317853,0.033848607771112475,0.12446799608787461,0.4109681269079654,0.09178619905892661,0.6883831912523762,0.08236309717199244,0.056697371672685716,0.2084874002283575,0.6883831912523762,0.15374446942270917
0_0_0_10_14_32,-26.0,1,0,0,803,987,0,0,0,2,32,0.2551200426041488,184,150,0.5629448875935203,-0.5745735462316988,0.16037342640683183,0.05627160752735673,0.03727831364785221,0.13944160623871565,0.37293471802745076,0.10007681179088748,0.662471098408361,0.09995935440129296,0.06622018330641519,0.24770027992402832,0.662471098408361,0.17777372882574055
0_0_0_10_14_32,-26.0,1,0,0,803,714,0,0,0,3,32,0.2551200426041488,89,123,0.5560076904749991,-0.5869731530376463,0.16849474221192728,0.05520973647040074,0.03640898196019543,0.13130849545459627,0.3666685491804019,0.09835171906954024,0.65946668627399,0.09929671372573083,0.06548287475860473,0.2361630921730939,0.65946668627399,0.17688913436704096
0_0_0_10_14_32,-26.0,1,0,0,803,544,0,0,0,4,32,0.2551200426041488,259,293,0.539320385171127,-0.6174454780373166,0.2471943131490563,0.06081294425931817,0.04425444368082495,0.16362608801197426,0.39247110795526635,0.10494427019657317,0.7277142098582734,0.11275847516874807,0.08205594466224925,0.3033931082728414,0.7277142098582734,0.1945861367047608
0_0_0_10_14_32,-26.0,1,0,0,803,196,0,0,0,5,32,0.2551200426041488,417,383,0.48223922476015346,-0.7293149711262676,0.18008239077029822,0.05788832737268754,0.0376369466591948,0.13683018027065325,0.31353491805729317,0.09834649442437647,0.6501646941167694,0.12004068603394691,0.07804621591682824,0.2837392174780206,0.6501646941167694,0.20393715271355226
0_0_0_10_14_32,-26.0,1,0,0,803,95,0,0,0,6,32,0.2551200426041488,316,282,0.4675383167372651,-0.760273972676683,0.12762650529689357,0.048150599797913494,0.02619604134192993,0.095629713939126,0.2543613812826575,0.08499738768053806,0.5440439257636221,0.10298749444523475,0.05602972078254474,0.20453877364850392,0.5440439257636221,0.18179769366005283
0_0_0_10_14_32,-26.0,1,0,0,803,535,0,0,0,7,32,0.2551200426041488,268,302,0.4630222100573178,-0.7699802561602056,0.124706759199013,0.054895378745464754,0.03755098700202562,0.14040426030243547,0.31672868261152054,0.09355183171029906,0.6840464144739676,0.11855884567323287,0.08109975328694742,0.3032343962183903,0.6840464144739676,0.20204609990246086
0_0_0_10_14_32,-26.0,1,0,0,803,1011,0,0,0,8,32,0.2551200426041488,208,174,0.46110060325032975,-0.7741390314850809,0.18266034472837472,0.0510704830974371,0.03025550055685761,0.11074892812232141,0.2731681533497739,0.08852713250208548,0.5924263629763068,0.11075778851174291,0.06561583381931083,0.24018387167929217,0.5924263629763068,0.1919909275287251
0_0_0_10_14_32,-26.0,1,0,0,803,716,0,0,0,9,32,0.2551200426041488,87,121,0.45869085178993885,-0.7793788213539122,0.17455997338027773,0.05131282971357655,0.037538281751982566,0.1334108353199759,0.3355586999910058,0.0887257120625194,0.7315574284543996,0.11186800328225353,0.08183786880749373,0.2908513104182694,0.7315574284543996,0.1934324866438628
0_0_0_10_14_32,-26.0,1,0,0,803,329,0,0,0,10,32,0.2551200426041488,474,508,0.44640547639815864,-0.8065276000732641,0.09390247693746806,0.043907351924838176,0.02424542674031847,0.09066243018437042,0.2465029385742992,0.07840347510026396,0.5521951490452548,0.09835755663014373,0.0543125656431093,0.20309435026622893,0.5521951490452548,0.17563287021670454
0_0_0_10_14_32,-26.0,1,0,0,803,523,0,0,0,11,32,0.2551200426041488,280,314,0.4310729169693026,-0.8414780222846101,0.11023010300520467,0.04309845771791007,0.026663610249481096,0.09814231793440721,0.2666907554420436,0.07664502698310713,0.6186673876824302,0.0999795069959804,0.061854060414980455,0.22766987688395204,0.6186673876824303,0.17780060858837288
0_0_0_10_14_32,-26.0,1,0,0,803,612,0,0,0,12,32,0.2551200426041488,191,225,0.43063988943046994,-0.8424830614857612,0.202669136538504,0.055635441030001995,0.03748934172929474,0.1355412344872619,0.2901820436440604,0.09279876898542234,0.6738392117549354,0.12919249330010046,0.08705496784999447,0.31474379827311855,0.6738392117549354,0.2154904161529268
0_0_0_10_14_32,-26.0,1,0,0,803,21,0,0,0,13,32,0.2551200426041488,242,208,0.42916185132654405,-0.845921155385297,0.09211562228610211,0.03794801796465178,0.021966514866884366,0.08066777019836248,0.24842378319324834,0.06959004232755248,0.5788580285628083,0.08842355826211962,0.05118468661411918,0.18796584540079112,0.5788580285628083,0.16215337433289767
0_0_0_10_14_32,-26.0,1,0,0,803,514,0,0,0,14,32,0.2551200426041488,289,323,0.426851185019931,-0.8513198393321093,0.13109779662232557,0.046187086060158825,0.024320892510043022,0.08770693993418077,0.2247684942741878,0.08053034237281577,0.5265734339327011,0.10820418844099544,0.05697745107327605,0.20547428005871757,0.5265734339327011,0.18866140050438318
0_0_0_10_14_32,-26.0,1,0,0,803,851,0,0,0,15,32,0.2551200426041488,48,14,0.3987997853291745,-0.9192957791865383,0.08365491978016505,0.03049958776106662,0.01954949895356994,0.07246534872741907,0.2556210282923497,0.057997490975491235,0.6409758422546712,0.07647844578424702,0.049020836200885945,0.18170859512275123,0.6409758422546712,0.14543009577505003
0_0_0_10_14_32,-26.0,1,0,0,803,51,0,0,0,16,32,0.2551200426041488,272,238,0.3971523011970568,-0.9234354416429181,0.0896213030086905,0.03888647034207421,0.02298140094250272,0.08778326975081181,0.23471187250368283,0.0695165426050449,0.5909870641470231,0.09791324442755713,0.057865460865351846,0.22103175403044184,0.5909870641470231,0.1750374916512257
0_0_0_10_14_32,-26.0,1,0,1,711,243,0,1,0,1,91,0.1553343297138394,468,0,0.5586948591883356,-0.5821518239405453,0.13439298221294405,0.05262378804402087,0.039637378033844005,0.14786892309997265,0.4208210803959684,0.09499051647434005,0.7532216799118782,0.09419057143370176,0.0709463804471526,0.26466848704281015,0.7532216799118782,0.1700221774231841
0_0_0_10_14_32,-26.0,1,0,1,711,722,0,0,0,2,91,0.1553343297138394,11,479,0.5390651328841081,-0.6179188751434762,0.12715254088122424,0.05453136468411591,0.03537503716775996,0.1315070676137965,0.3496968986945856,0.09669301123044274,0.6487099190104099,0.10115913895666377,0.06562293683974016,0.243953948403613,0.6487099190104099,0.17937166648697064
0_0_0_10_14_32,-26.0,1,0,1,711,46,0,0,0,3,91,0.1553343297138394,359,197,0.5351471444632558,-0.6252135335217845,0.18111783338626342,0.06440187901559688,0.04071571096718581,0.1528716797015523,0.338327030079416,0.10934330762410034,0.6322130905113073,0.12034424490892304,0.0760832069991199,0.2856628896990195,0.6322130905113073,0.20432381776748515
