dataset,target_snr_db,noise_seed,packet_index,payload_symbols,phase_line_ser,gt_amp_db_mean,gt_amp_db_std,gt_amp_db_mean_abs_diff,gt_amp_db_mean_abs_second_diff,gt_amp_db_linear_r2,gt_amp_z_mean_abs_diff,gt_amp_z_mean_abs_second_diff,gt_rank_mean,gt_rank_le1_rate,gt_rank_le4_rate,gt_rank_le16_rate,plot_path
0_0_0_10_14_16,-25.5,42,8,35,0.2,-0.3019640425080889,1.9724697902716406,2.0569674137001184,3.4640628255108825,0.002004734030604194,1.0428384879931665,1.7562057693325022,3.9714285714285715,0.6857142857142857,0.8571428571428571,0.9714285714285714,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m25p5_seed_42_packet_8_gt_amp.png
0_0_0_10_14_16,-25.5,42,9,35,0.22857142857142856,-0.7876865214557587,2.966486544578266,3.183293655517509,6.067639220961387,0.029422722589611094,1.0730854860388361,2.045395834357966,24.857142857142858,0.6285714285714286,0.8,0.9142857142857143,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m25p5_seed_42_packet_9_gt_amp.png
0_0_0_10_14_16,-25.5,42,10,35,0.3142857142857143,-0.9500139854791022,2.3438528157729266,2.6279598112172384,4.556383840529039,0.0005000925329343708,1.12121366731362,1.9439718270127582,15.371428571428572,0.6571428571428571,0.8,0.8857142857142857,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m25p5_seed_42_packet_10_gt_amp.png
0_0_0_10_14_16,-25.5,42,11,35,0.2857142857142857,0.33209717914508036,1.8158449167002884,2.1471408151099904,3.3381329514184803,0.05673763339372084,1.1824472428022894,1.838335928754654,1.7714285714285714,0.8285714285714286,0.9142857142857143,1.0,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m25p5_seed_42_packet_11_gt_amp.png
0_0_0_10_14_16,-25.5,42,12,35,0.22857142857142856,1.1230800473365103,1.7863654933701174,2.2394948098208114,4.139896005514452,0.012521359327189785,1.2536599134562192,2.3174966270211024,1.8571428571428572,0.8571428571428571,0.9714285714285714,0.9714285714285714,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m25p5_seed_42_packet_12_gt_amp.png
0_0_0_10_14_16,-25.5,42,13,35,0.05714285714285714,0.9842661184021897,1.845423749472995,2.1756608096858185,3.9560910845735706,0.008291345209644807,1.178949176472857,2.143730449822803,2.4285714285714284,0.9142857142857143,0.9428571428571428,0.9428571428571428,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m25p5_seed_42_packet_13_gt_amp.png
0_0_0_10_14_16,-25.0,42,1,35,0.2571428571428571,-1.2527635309991996,1.9695454905085512,2.4614205943291925,4.0866145068835396,0.00013477003907447216,1.2497404127956369,2.0749023196342975,5.857142857142857,0.6571428571428571,0.7714285714285715,0.8857142857142857,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m25_seed_42_packet_1_gt_amp.png
0_0_0_10_14_16,-25.0,42,2,35,0.22857142857142856,-0.7140750085007254,1.712897825970554,1.7124552157988784,3.1908363936890316,0.0025154199915687903,0.9997416015328153,1.8628293791424435,3.4285714285714284,0.6857142857142857,0.8857142857142857,0.9142857142857143,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m25_seed_42_packet_2_gt_amp.png
0_0_0_10_14_16,-25.0,42,3,35,0.2571428571428571,-1.2323318795339413,2.3199797072481396,2.238692792858145,3.7481227658847716,0.025606556875793718,0.9649622304294293,1.6155842890233805,11.257142857142858,0.6,0.8,0.8571428571428571,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m25_seed_42_packet_3_gt_amp.png
0_0_0_10_14_16,-25.0,42,5,35,0.34285714285714286,-0.7891658337973394,2.1155121272174306,2.1606622248732448,3.9855282847917453,0.022272953108291693,1.0213423960439212,1.8839543548408273,5.371428571428571,0.6285714285714286,0.8285714285714286,0.9428571428571428,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m25_seed_42_packet_5_gt_amp.png
0_0_0_10_14_16,-25.0,42,6,35,0.14285714285714285,-0.22281633631851622,2.340603331202082,2.618909879653264,5.060201259773076,0.0294288570711152,1.1189037649993991,2.161921754239368,9.4,0.7714285714285715,0.8571428571428571,0.9428571428571428,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m25_seed_42_packet_6_gt_amp.png
0_0_0_10_14_16,-25.0,42,8,35,0.14285714285714285,-0.31357573738883726,1.8628109391861338,1.950594269544309,3.273332887544377,0.0024973140956026096,1.0471241222125747,1.7572008080287234,2.5714285714285716,0.7714285714285715,0.9142857142857143,0.9714285714285714,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m25_seed_42_packet_8_gt_amp.png
0_0_0_10_14_16,-25.0,42,9,35,0.14285714285714285,-0.761137812204603,2.7219746839344428,2.978642063674719,5.669022373083934,0.0318571347445159,1.0942945506635593,2.0826873984322436,20.057142857142857,0.7428571428571429,0.8857142857142857,0.9714285714285714,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m25_seed_42_packet_9_gt_amp.png
0_0_0_10_14_16,-25.0,42,10,35,0.2857142857142857,-0.9288039285317745,2.1910830218356128,2.468070752166253,4.2874848868200965,0.0005470231130613179,1.1264158991554154,1.9567879647144697,10.142857142857142,0.7428571428571429,0.8,0.8857142857142857,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m25_seed_42_packet_10_gt_amp.png
0_0_0_10_14_16,-25.0,42,11,35,0.14285714285714285,0.32812058733787125,1.7238099586235052,2.037163859165559,3.155329584175757,0.05782748030270424,1.1817798412019218,1.8304393523132427,1.2857142857142858,0.8857142857142857,0.9714285714285714,1.0,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m25_seed_42_packet_11_gt_amp.png
0_0_0_10_14_16,-25.0,42,12,35,0.14285714285714285,1.112212911027491,1.6821250480977603,2.109164148560314,3.8968300338261668,0.01304753813895787,1.2538688196482297,2.316611382863955,1.3428571428571427,0.9428571428571428,0.9714285714285714,1.0,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m25_seed_42_packet_12_gt_amp.png
0_0_0_10_14_16,-25.0,42,13,35,0.05714285714285714,0.9810131402153408,1.7406200691491047,2.056819663426601,3.7352469653454294,0.009021838114247172,1.1816591684082371,2.1459289316187444,1.6571428571428573,0.9428571428571428,0.9428571428571428,0.9714285714285714,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m25_seed_42_packet_13_gt_amp.png
0_0_0_10_14_16,-24.5,42,1,35,0.2,-1.2380267790249928,1.851534295804744,2.317934627303341,3.8357356964286966,0.00019199867264185766,1.2518993747802174,2.0716525235950187,3.5428571428571427,0.7142857142857143,0.8571428571428571,0.9428571428571428,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m24p5_seed_42_packet_1_gt_amp.png
0_0_0_10_14_16,-24.5,42,2,35,0.2,-0.7419020960689804,1.6221693305273583,1.6369792552673113,3.050740438112214,0.0021612729593264435,1.0091297033301259,1.8806547385028876,2.0285714285714285,0.7714285714285715,0.8857142857142857,1.0,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m24p5_seed_42_packet_2_gt_amp.png
0_0_0_10_14_16,-24.5,42,3,35,0.2,-1.2199721675859325,2.181426825754374,2.1079979419545154,3.5261149105144236,0.025743804334380727,0.9663390571098198,1.616425941444732,6.914285714285715,0.6571428571428571,0.8571428571428571,0.8571428571428571,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m24p5_seed_42_packet_3_gt_amp.png
0_0_0_10_14_16,-24.5,42,5,35,0.2571428571428571,-0.7755390806017228,1.997869457124128,2.0522494837857415,3.7801048282166936,0.02186776092814724,1.0272190089631104,1.8920679800852187,3.085714285714286,0.7142857142857143,0.9142857142857143,0.9714285714285714,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m24p5_seed_42_packet_5_gt_amp.png
0_0_0_10_14_16,-24.5,42,6,35,0.14285714285714285,-0.24383164854713232,2.2094033216945115,2.470266742520425,4.768085609550174,0.02971482133627168,1.1180696246191595,2.158087463130594,6.285714285714286,0.8571428571428571,0.8857142857142857,0.9428571428571428,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m24p5_seed_42_packet_6_gt_amp.png
0_0_0_10_14_16,-24.5,42,8,35,0.14285714285714285,-0.3243826290153245,1.7599385468863409,1.8492131677321686,3.0978145528150667,0.00302968409809401,1.0507259875651453,1.7601833645236746,1.7714285714285714,0.8,0.9428571428571428,1.0,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m24p5_seed_42_packet_8_gt_amp.png
0_0_0_10_14_16,-24.5,42,9,35,0.08571428571428572,-0.7362335951814654,2.496714195215918,2.7863464254955854,5.29521050306044,0.03457273005865025,1.116005360498823,2.120871709386979,15.114285714285714,0.7714285714285715,0.9142857142857143,0.9714285714285714,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m24p5_seed_42_packet_9_gt_amp.png
0_0_0_10_14_16,-24.5,42,10,35,0.14285714285714285,-0.9087717954541268,2.0499987441085255,2.3217260004447438,4.034717554613633,0.0006188455898821221,1.132549962343148,1.9681561104400702,5.857142857142857,0.7714285714285715,0.8857142857142857,0.9428571428571428,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m24p5_seed_42_packet_10_gt_amp.png
0_0_0_10_14_16,-24.5,42,11,35,0.08571428571428572,0.32501631531811936,1.6359240069983993,1.932213937790153,2.9815563394977236,0.05883680276233927,1.181114727532,1.8225518586077074,1.1142857142857143,0.9428571428571428,1.0,1.0,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m24p5_seed_42_packet_11_gt_amp.png
0_0_0_10_14_16,-24.5,42,12,35,0.05714285714285714,1.1016577787584494,1.584728576777486,1.9868111869390097,3.6685658656967663,0.013676840079885677,1.2537233290623795,2.314949019947887,1.1428571428571428,0.9428571428571428,0.9714285714285714,1.0,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m24p5_seed_42_packet_12_gt_amp.png
0_0_0_10_14_16,-24.5,42,13,35,0.02857142857142857,0.9783094407354491,1.6420780533268824,1.9442117749364962,3.526923027656266,0.009806678020800041,1.1839947382502922,2.147841279839593,1.1428571428571428,0.9428571428571428,0.9714285714285714,1.0,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m24p5_seed_42_packet_13_gt_amp.png
0_0_0_10_14_16,-24.0,42,1,35,0.11428571428571428,-1.224054592709974,1.7417961638700343,2.1834084896897856,3.6015670640695543,0.0002636603957757444,1.253538465050523,2.0677316546990747,2.085714285714286,0.8285714285714286,0.9142857142857143,1.0,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m24_seed_42_packet_1_gt_amp.png
0_0_0_10_14_16,-24.0,42,2,35,0.11428571428571428,-0.7675722353752468,1.5363128062342337,1.5637555065944035,2.9144503469678082,0.0018480776043283687,1.0178627036419872,1.8970422788505736,1.5142857142857142,0.8285714285714286,0.9714285714285714,1.0,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m24_seed_42_packet_2_gt_amp.png
0_0_0_10_14_16,-24.0,42,3,35,0.17142857142857143,-1.208515642712447,2.0521295032873175,1.9858096828533651,3.317871416297203,0.02578193010959129,0.9676824389841471,1.6167943645762464,3.8857142857142857,0.7428571428571429,0.8571428571428571,0.9142857142857143,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m24_seed_42_packet_3_gt_amp.png
0_0_0_10_14_16,-24.0,42,5,35,0.11428571428571428,-0.7623656636016418,1.8875152560712603,1.9483726151500642,3.5843256640688783,0.02162664250550783,1.0322420488427955,1.8989651355335373,2.085714285714286,0.8,0.9142857142857143,0.9714285714285714,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m24_seed_42_packet_5_gt_amp.png
0_0_0_10_14_16,-24.0,42,6,35,0.05714285714285714,-0.26325728857817543,2.0831803199613224,2.3283323293044296,4.489062645417386,0.030106150902109885,1.1176816077767773,2.1549083400992277,4.257142857142857,0.8857142857142857,0.9428571428571428,0.9714285714285714,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m24_seed_42_packet_6_gt_amp.png
0_0_0_10_14_16,-24.0,42,8,35,0.08571428571428572,-0.3344004167560734,1.6632702353899051,1.7526027318376443,2.932200129846771,0.0035997686044254573,1.0537089491207927,1.7629126448941947,1.3714285714285714,0.8571428571428571,0.9714285714285714,1.0,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m24_seed_42_packet_8_gt_amp.png
0_0_0_10_14_16,-24.0,42,9,35,0.05714285714285714,-0.714364609005656,2.2958306792217953,2.608763194589318,4.950979440852872,0.037420387175631786,1.136304701474091,2.1565089645587108,11.114285714285714,0.7714285714285715,0.9714285714285714,0.9714285714285714,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m24_seed_42_packet_9_gt_amp.png
0_0_0_10_14_16,-24.0,42,10,35,0.14285714285714285,-0.8898872282701099,1.9194498417015708,2.184344461558233,3.797218161738466,0.0007139804157695329,1.1380054920428124,1.9782846517991302,3.6285714285714286,0.8285714285714286,0.8857142857142857,0.9428571428571428,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m24_seed_42_packet_10_gt_amp.png
0_0_0_10_14_16,-24.0,42,11,35,0.08571428571428572,0.322609038367262,1.5521301266893848,1.8322169554529228,2.816510262987172,0.059775549308631715,1.1804531874912891,1.8146096223213137,1.0857142857142856,0.9714285714285714,1.0,1.0,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m24_seed_42_packet_11_gt_amp.png
0_0_0_10_14_16,-24.0,42,12,35,0.05714285714285714,1.0914590749477526,1.4936317955584122,1.8719243584312324,3.454154124535663,0.01441504483473699,1.2532702932519844,2.3125874360768903,1.0285714285714285,0.9714285714285714,1.0,1.0,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m24_seed_42_packet_12_gt_amp.png
0_0_0_10_14_16,-24.0,42,13,35,0.0,0.9760516134209053,1.5494482327156878,1.8375863714901692,3.3301419891471036,0.010645046484310194,1.1859617718678357,2.1492437880988637,1.0857142857142856,0.9428571428571428,1.0,1.0,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\gt_amplitude_paths_all_packets_low_snr\0_0_0_10_14_16_snr_m24_seed_42_packet_13_gt_amp.png
