scenario,target_tx_dbm,trials,symbol_count,mean_target_snr_db,mean_target_sinr_db,mean_branch_color_mismatch,conditional_backend_rate,branch0_errors,branch0_ser,branch0_fixes_vs_savaux,branch0_breaks_vs_savaux,savaux_errors,savaux_ser,savaux_fixes_vs_savaux,savaux_breaks_vs_savaux,equal8_errors,equal8_ser,equal8_fixes_vs_savaux,equal8_breaks_vs_savaux,equal8_wrap_errors,equal8_wrap_ser,equal8_wrap_fixes_vs_savaux,equal8_wrap_breaks_vs_savaux,gls8_direct_errors,gls8_direct_ser,gls8_direct_fixes_vs_savaux,gls8_direct_breaks_vs_savaux,gls8_cg_errors,gls8_cg_ser,gls8_cg_fixes_vs_savaux,gls8_cg_breaks_vs_savaux,gls8_cg_wrap_errors,gls8_cg_wrap_ser,gls8_cg_wrap_fixes_vs_savaux,gls8_cg_wrap_breaks_vs_savaux,conditional_gls_errors,conditional_gls_ser,conditional_gls_fixes_vs_savaux,conditional_gls_breaks_vs_savaux
one_interferer,-67.0,3,600,-19.34674746139139,-19.572544808584578,1.2808396669577757,0.26166666666666666,503,0.8383333333333334,3,7,499,0.8316666666666667,0,0,497,0.8283333333333334,8,6,451,0.7516666666666667,49,1,497,0.8283333333333334,8,6,496,0.8266666666666667,9,6,453,0.755,48,2,464,0.7733333333333333,36,1
one_interferer,-65.0,3,600,-17.34674746139139,-17.572544808584578,1.280771063462108,0.25666666666666665,316,0.5266666666666666,2,11,307,0.5116666666666667,0,0,307,0.5116666666666667,14,14,259,0.43166666666666664,51,3,310,0.5166666666666667,12,15,311,0.5183333333333333,11,15,257,0.42833333333333334,53,3,274,0.45666666666666667,35,2
one_interferer,-63.0,3,600,-15.34674746139139,-15.572544808584574,1.2807428345037817,0.12166666666666666,72,0.12,4,9,67,0.11166666666666666,0,0,71,0.11833333333333333,4,8,50,0.08333333333333333,21,4,62,0.10333333333333333,6,1,62,0.10333333333333333,6,1,49,0.08166666666666667,18,0,53,0.08833333333333333,14,0
thermal_only,-67.0,3,600,-19.346960127600116,-19.346960127600116,1.2803684734299743,0.13833333333333334,87,0.145,3,6,84,0.14,0,0,91,0.15166666666666667,5,12,98,0.16333333333333333,4,18,85,0.14166666666666666,3,4,85,0.14166666666666666,3,4,96,0.16,4,16,88,0.14666666666666667,4,8
thermal_only,-65.0,3,600,-17.346960127600116,-17.346960127600116,1.2803315048356754,0.008333333333333333,9,0.015,0,0,9,0.015,0,0,11,0.018333333333333333,0,2,10,0.016666666666666666,1,2,10,0.016666666666666666,1,2,10,0.016666666666666666,1,2,9,0.015,2,2,10,0.016666666666666666,1,2
thermal_only,-63.0,3,600,-15.346960127600113,-15.346960127600113,1.280274557364664,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0
two_interferers,-67.0,3,600,-19.346680726614753,-19.589846407935447,1.280711706614878,0.27666666666666667,504,0.84,4,11,497,0.8283333333333334,0,0,503,0.8383333333333334,6,12,452,0.7533333333333333,51,6,498,0.83,8,9,498,0.83,8,9,447,0.745,55,5,459,0.765,43,5
two_interferers,-65.0,3,600,-17.346680726614753,-17.58984640793545,1.2806879678251475,0.27666666666666667,304,0.5066666666666667,9,16,297,0.495,0,0,298,0.49666666666666665,16,17,251,0.41833333333333333,50,4,308,0.5133333333333333,14,25,306,0.51,15,24,252,0.42,52,7,259,0.43166666666666664,45,7
two_interferers,-63.0,3,600,-15.346680726614755,-15.589846407935445,1.280654927329059,0.11,65,0.10833333333333334,3,6,62,0.10333333333333333,0,0,65,0.10833333333333334,4,7,48,0.08,14,0,60,0.1,7,5,60,0.1,7,5,42,0.07,22,2,45,0.075,19,2
