branch_dimension,branch_covariance_count,branch_snapshots,branch_diagonal_cv,branch_mean_abs_correlation,branch_max_abs_correlation,pair_dimension,pair_snapshots,pair_diagonal_cv,pair_mean_abs_correlation,pair_max_abs_correlation,dataset,snr_db,seed,offpacket_windows,branch_gls_active,min_branch_correlation
4,1024,256,0.0366743245518399,0.49819126663669716,0.6876262497670709,2,4096,0.6927278158463448,0.002704090961052425,0.002704090961052425,0_0_0_10_14_32,-18.0,42,256,1,0.05
4,1024,256,0.03668210631983769,0.4980658869761592,0.6875700538083585,2,4096,0.6946245041065855,0.002164719106786779,0.002164719106786779,0_0_0_10_14_32,-20.0,42,256,1,0.05
4,1024,256,0.0366892844802959,0.4979830566947042,0.6875140040627615,2,4096,0.6958543829265069,0.002074334681356682,0.002074334681356682,0_0_0_10_14_32,-22.0,42,256,1,0.05
