packet_index,payload_symbol_index,gt_bin,bank_kind,pattern_count,savaux_selected_bin,savaux_ok,savaux_gt_rank,savaux_gt_power,savaux_gt_margin_db,savaux_gt_floor_db,plain_coherent_selected_bin,plain_coherent_ok,plain_coherent_gt_rank,plain_coherent_gt_power,plain_coherent_gt_margin_db,plain_coherent_gt_floor_db,lora_coherent_selected_bin,lora_coherent_ok,lora_coherent_gt_rank,lora_coherent_gt_power,lora_coherent_gt_margin_db,lora_coherent_gt_floor_db,lora_mean_power_selected_bin,lora_mean_power_ok,lora_mean_power_gt_rank,lora_mean_power_gt_power,lora_mean_power_gt_margin_db,lora_mean_power_gt_floor_db,lora_best_power_selected_bin,lora_best_power_ok,lora_best_power_gt_rank,lora_best_power_gt_power,lora_best_power_gt_margin_db,lora_best_power_gt_floor_db,lora_stable_power_selected_bin,lora_stable_power_ok,lora_stable_power_gt_rank,lora_stable_power_gt_power,lora_stable_power_gt_margin_db,lora_stable_power_gt_floor_db,lora_adaptive_gls_selected_bin,lora_adaptive_gls_ok,lora_adaptive_gls_gt_rank,lora_adaptive_gls_gt_power,lora_adaptive_gls_gt_margin_db,lora_adaptive_gls_gt_floor_db,lora_crossfit_gls_selected_bin,lora_crossfit_gls_ok,lora_crossfit_gls_gt_rank,lora_crossfit_gls_gt_power,lora_crossfit_gls_gt_margin_db,lora_crossfit_gls_gt_floor_db,lora_offpacket_gls_selected_bin,lora_offpacket_gls_ok,lora_offpacket_gls_gt_rank,lora_offpacket_gls_gt_power,lora_offpacket_gls_gt_margin_db,lora_offpacket_gls_gt_floor_db,dataset,snr_db,seed,noise_mode,covariance_source,white_effective_replicas,empirical_effective_replicas,cross_validated_effective_replicas
1,0,222,multiscale_only_diverse96,96,222,True,1,0.7324391971456521,18.251611100435277,40.876284222027614,222,True,1,0.022083051332759743,7.2783067019857555,38.10180391514574,222,True,1,0.04577744990406681,18.251612354810163,40.876285103975405,222,True,1,0.04579925268199072,18.118570420478427,34.013557065749325,222,True,1,0.04955944941063749,8.74732825290411,27.077895946380014,222,True,1,0.7320905187672293,18.384653034767013,47.80092801979965,222,True,1,8663.882686635563,18.113756775291833,40.92352359243631,222,True,1,8812.350795556844,18.109016194479736,40.14598150134388,222,True,1,0.04577744990406681,18.251612354810163,40.876285103975405,0_0_0_10_14_16,,42,awgn,white,0.0,0.0,0.0
1,1,826,multiscale_only_diverse96,96,826,True,1,0.6725193482901801,20.287419690217806,40.173705157388326,826,True,1,0.025685700880169717,9.624899733951366,38.400656223465724,826,True,1,0.04203245598439099,20.28741893978151,40.17370472503208,826,True,1,0.04205861111343039,17.756260467713687,33.11911596982395,826,True,1,0.045499124982166836,7.959579209094375,26.282004883792744,826,True,1,0.6721011264357164,20.52839656874304,47.541700207519696,826,True,1,7985.48900672159,20.828282825779254,40.73958766129369,826,True,1,8117.701563062603,20.481494136923104,40.16913607776968,826,True,1,0.04203245598439099,20.28741893978151,40.17370472503208,0_0_0_10_14_16,,42,awgn,white,0.0,0.0,0.0
1,2,922,multiscale_only_diverse96,96,922,True,1,0.8157760012935888,18.51850218383175,42.876862552051676,922,True,1,0.044193502589248757,14.462668478156749,43.171132524481656,922,True,1,0.05098600958561033,18.51850133116038,42.876863402543364,922,True,1,0.05100268422206052,17.823136353260903,35.573976165783634,922,True,1,0.053930049729388724,7.949852690719434,28.241569466932898,922,True,1,0.8155092943848478,18.624547422205055,50.53740256698517,922,True,1,12232.51897396362,19.534295339852846,43.055439714069266,922,True,1,12330.81890640086,19.53495939082222,40.99310509896253,922,True,1,0.05098600958561033,18.51850133116038,42.876863402543364,0_0_0_10_14_16,,42,awgn,white,0.0,0.0,0.0
1,3,718,multiscale_only_diverse96,96,718,True,1,0.8106455324256245,19.008089318467295,43.11002391558141,718,True,1,0.018791375598676666,4.893682971892604,39.02174197549946,718,True,1,0.050665355451708936,19.008088643459963,43.110018901165155,718,True,1,0.050681457564675264,17.733574152558273,35.58538133427752,718,True,1,0.053291667877135324,7.794946441905091,28.394918765899774,718,True,1,0.810387980520727,19.127798320544496,50.97671344419244,718,True,1,12513.5526652494,19.77919592473667,43.00400739139562,718,True,1,12424.72963545292,19.309368554086006,41.36019291361957,718,True,1,0.050665355451708936,19.008088643459963,43.110018901165155,0_0_0_10_14_16,,42,awgn,white,0.0,0.0,0.0
1,4,107,multiscale_only_diverse96,96,107,True,1,0.815387573422047,16.032186210281466,42.918762968256615,107,True,1,0.03889778703024121,10.356937428408386,42.53984306820337,107,True,1,0.05096172992290977,16.03218710051849,42.918766376618514,107,True,1,0.0509784323631872,15.972560376487944,35.500622003524484,107,True,1,0.054075372464209986,8.563596997975958,28.213791874375744,107,True,1,0.8151204219696246,16.091812934312014,50.64069758286702,107,True,1,13368.288852136224,16.78642662435742,43.174045152011416,107,True,1,13228.306501674202,16.67397053475454,41.105010268638445,107,True,1,0.05096172992290977,16.03218710051849,42.918766376618514,0_0_0_10_14_16,,42,awgn,white,0.0,0.0,0.0
1,5,468,multiscale_only_diverse96,96,468,True,1,0.8090703557568055,18.491579457911637,43.21751926127181,467,False,2,0.00691812089374031,-1.14374839489607,34.61325821307218,468,True,1,0.05056689320271756,18.49157920570902,43.21751438778235,468,True,1,0.05058470405344082,17.970671346274013,35.47352687481712,468,True,1,0.05341800102076919,8.057922416651019,28.244126486138136,468,True,1,0.808785482461594,18.587902673771243,51.22717569130387,468,True,1,13643.208700717416,19.048086344740742,43.32575708693267,468,True,1,14252.229670185998,18.76289454866455,41.46132009907887,468,True,1,0.05056689320271756,18.49157920570902,43.21751438778235,0_0_0_10_14_16,,42,awgn,white,0.0,0.0,0.0
1,6,89,multiscale_only_diverse96,96,89,True,1,0.7988324475218747,17.155451234831762,42.94869011528363,89,True,1,0.04017080029069547,11.95841905281445,42.426385945577955,89,True,1,0.049927025037440106,17.155450057586915,42.948689918747995,89,True,1,0.04994376481890452,17.074847576051862,35.38951567335146,89,True,1,0.052967015956988384,8.493015304136213,28.070604174133162,89,True,1,0.7985647007741737,17.23605371636682,50.74095275922591,89,True,1,11309.136262878957,17.897750387381105,43.04949187234736,89,True,1,11212.708569557028,17.509159208438412,41.15095018605794,89,True,1,0.049927025037440106,17.155450057586915,42.948689918747995,0_0_0_10_14_16,,42,awgn,white,0.0,0.0,0.0
1,7,713,multiscale_only_diverse96,96,713,True,1,0.7948282511528681,16.621811341259864,42.54712803400967,713,True,1,0.013950216816117321,2.3276038563355788,37.88921127057057,713,True,1,0.04967677390942689,16.62181064230743,42.54712988005929,713,True,1,0.04969550518201137,16.55405165628273,35.52911994040029,713,True,1,0.053307715172262043,7.271454489718657,28.360832679313393,713,True,1,0.7945286638043612,16.689570327284567,49.556668424784974,713,True,1,12039.17482304449,17.188471484141694,42.730954869674854,713,True,1,12093.507164300561,16.726718292972944,41.08539510933397,713,True,1,0.04967677390942689,16.62181064230743,42.54712988005929,0_0_0_10_14_16,,42,awgn,white,0.0,0.0,0.0
1,8,865,multiscale_only_diverse96,96,865,True,1,0.8108549489325902,18.10779407143342,42.8831482140848,865,True,1,0.03544656387391803,10.770494766689211,42.07244584133262,865,True,1,0.050678441320495454,18.107794977339395,42.88315126293199,865,True,1,0.050693862189812505,16.93542822074496,35.6841473536596,865,True,1,0.05341187783164761,6.985640160939543,28.452496840401,865,True,1,0.8106082901131112,18.210562147363962,50.27252482768843,865,True,1,11887.903900686104,18.337402388104657,42.78180211351728,865,True,1,11845.446245807383,18.02484473311503,40.69894691605289,865,True,1,0.050678441320495454,18.107794977339395,42.88315126293199,0_0_0_10_14_16,,42,awgn,white,0.0,0.0,0.0
1,9,492,multiscale_only_diverse96,96,492,True,1,0.8031406826014553,14.932403081995073,42.84578157873767,493,False,5,0.0007441703149564651,-11.506583664772325,24.72325731174738,492,True,1,0.05019628948043006,14.932403015162265,42.845780896148085,492,True,1,0.05021275633715239,14.883408427037505,35.61607188736299,492,True,1,0.05326419609667912,6.84857058293808,28.41549971210938,492,True,1,0.8028772992799051,14.981397670119836,50.53993697204927,492,True,1,12660.299373390533,15.838455835866267,43.08418511351078,492,True,1,12802.970317434689,15.64451266822063,41.41770839188066,492,True,1,0.05019628948043006,14.932403015162265,42.845780896148085,0_0_0_10_14_16,,42,awgn,white,0.0,0.0,0.0
