packet_index,frame_index,event_index,symbol_count,gt_topk_recall,mean_gt_savaux_rank,pattern_count,bank_kind,mode_best_pattern_on_savaux,mean_best_pattern_gain_vs_savaux,mean_coherent_gain_vs_savaux,mean_whitened_gain_vs_savaux,mean_stable_gain_vs_savaux,mean_hybrid_gain_vs_savaux,savaux_err,savaux_ser,best_pattern_err,best_pattern_ser,best_pattern_changes_vs_savaux,best_pattern_fix_vs_savaux,best_pattern_break_vs_savaux,mean_pattern_err,mean_pattern_ser,mean_pattern_changes_vs_savaux,mean_pattern_fix_vs_savaux,mean_pattern_break_vs_savaux,coherent_pattern_err,coherent_pattern_ser,coherent_pattern_changes_vs_savaux,coherent_pattern_fix_vs_savaux,coherent_pattern_break_vs_savaux,whitened_pattern_err,whitened_pattern_ser,whitened_pattern_changes_vs_savaux,whitened_pattern_fix_vs_savaux,whitened_pattern_break_vs_savaux,stable_pattern_err,stable_pattern_ser,stable_pattern_changes_vs_savaux,stable_pattern_fix_vs_savaux,stable_pattern_break_vs_savaux,hybrid_mean_pattern_err,hybrid_mean_pattern_ser,hybrid_mean_pattern_changes_vs_savaux,hybrid_mean_pattern_fix_vs_savaux,hybrid_mean_pattern_break_vs_savaux,gated_mean_pattern_err,gated_mean_pattern_ser,gated_mean_pattern_changes_vs_savaux,gated_mean_pattern_fix_vs_savaux,gated_mean_pattern_break_vs_savaux,gated_stable_pattern_err,gated_stable_pattern_ser,gated_stable_pattern_changes_vs_savaux,gated_stable_pattern_fix_vs_savaux,gated_stable_pattern_break_vs_savaux,gated_consensus_pattern_err,gated_consensus_pattern_ser,gated_consensus_pattern_changes_vs_savaux,gated_consensus_pattern_fix_vs_savaux,gated_consensus_pattern_break_vs_savaux,gated_hybrid_pattern_err,gated_hybrid_pattern_ser,gated_hybrid_pattern_changes_vs_savaux,gated_hybrid_pattern_fix_vs_savaux,gated_hybrid_pattern_break_vs_savaux,dataset,snr_db,seed
3,2,3,35,0.9428571428571428,5.257142857142857,32,random_only,random_025,0.21666451362827222,0.05880130768015151,0.21607018802574232,0.7500177595742776,0.1480835556138618,13,0.37142857142857144,27,0.7714285714285715,26,0,14,20,0.5714285714285714,16,1,8,20,0.5714285714285714,17,1,8,20,0.5714285714285714,16,1,8,14,0.4,5,1,2,15,0.42857142857142855,8,1,3,16,0.45714285714285713,8,1,4,14,0.4,2,0,1,14,0.4,1,0,1,16,0.45714285714285713,5,0,3,0_0_0_10_14_16,-26.0,2
1,0,1,35,1.0,1.2571428571428571,32,random_only,random_029,0.20811324747166415,0.06561504508475596,0.24062660578054507,0.8009653166557162,0.1534412000781695,4,0.11428571428571428,20,0.5714285714285714,20,0,16,5,0.14285714285714285,2,0,1,5,0.14285714285714285,3,0,1,5,0.14285714285714285,3,0,1,5,0.14285714285714285,3,0,1,5,0.14285714285714285,2,0,1,5,0.14285714285714285,2,0,1,4,0.11428571428571428,0,0,0,4,0.11428571428571428,0,0,0,4,0.11428571428571428,1,0,0,0_0_0_10_14_16,-24.0,42
2,1,2,35,1.0,1.1714285714285715,32,random_only,random_009,0.21699606433128404,0.06455504314515367,0.23582601076545545,0.8175266256696206,0.14902473507381295,4,0.11428571428571428,10,0.2857142857142857,9,0,6,4,0.11428571428571428,3,0,0,3,0.08571428571428572,2,1,0,4,0.11428571428571428,1,0,0,4,0.11428571428571428,0,0,0,4,0.11428571428571428,2,0,0,4,0.11428571428571428,0,0,0,4,0.11428571428571428,0,0,0,4,0.11428571428571428,0,0,0,4,0.11428571428571428,0,0,0,0_0_0_10_14_16,-24.0,42
3,2,3,35,0.9714285714285714,2.2857142857142856,32,random_only,random_022,0.21013904638258596,0.06483059590165469,0.23708730787142202,0.8118570051504633,0.15070095257863486,6,0.17142857142857143,17,0.4857142857142857,18,1,12,6,0.17142857142857143,5,1,1,8,0.22857142857142856,4,0,2,9,0.2571428571428571,5,0,3,7,0.2,2,0,1,6,0.17142857142857143,4,1,1,7,0.2,3,0,1,7,0.2,1,0,1,6,0.17142857142857143,0,0,0,6,0.17142857142857143,1,0,0,0_0_0_10_14_16,-24.0,42
1,0,1,35,0.9428571428571428,3.4285714285714284,32,random_only,random_029,0.2230183129781178,0.06388416141853764,0.2339277229410782,0.7664929101010021,0.155283786589785,10,0.2857142857142857,23,0.6571428571428571,23,1,14,7,0.2,7,4,1,9,0.2571428571428571,10,4,3,9,0.2571428571428571,10,4,3,7,0.2,6,3,0,7,0.2,6,4,1,7,0.2,5,3,0,9,0.2571428571428571,1,1,0,9,0.2571428571428571,1,1,0,7,0.2,4,3,0,0_0_0_10_14_16,-25.0,42
2,1,2,35,1.0,1.9428571428571428,32,random_only,random_009,0.23442447983594553,0.06462046355060248,0.23592165736799672,0.7937212952714221,0.15245589124407527,6,0.17142857142857143,20,0.5714285714285714,20,1,15,9,0.2571428571428571,8,1,4,6,0.17142857142857143,3,1,1,6,0.17142857142857143,3,1,1,6,0.17142857142857143,0,0,0,7,0.2,4,1,2,7,0.2,1,0,1,6,0.17142857142857143,0,0,0,6,0.17142857142857143,0,0,0,6,0.17142857142857143,0,0,0,0_0_0_10_14_16,-25.0,42
3,2,3,35,0.8571428571428571,6.514285714285714,32,random_only,random_018,0.21394050497151276,0.06509249202233185,0.23788895726285508,0.7993254992179456,0.15264879924003333,12,0.34285714285714286,22,0.6285714285714286,22,2,12,13,0.37142857142857144,8,1,2,13,0.37142857142857144,6,1,2,13,0.37142857142857144,6,1,2,12,0.34285714285714286,1,0,0,11,0.3142857142857143,4,1,0,11,0.3142857142857143,4,1,0,12,0.34285714285714286,0,0,0,12,0.34285714285714286,0,0,0,11,0.3142857142857143,2,1,0,0_0_0_10_14_16,-25.0,42
1,0,1,35,0.8857142857142857,9.485714285714286,32,random_only,random_029,0.23364323887393224,0.06257125433302005,0.22863484069196122,0.737512725367166,0.15731091752188306,17,0.4857142857142857,27,0.7714285714285715,27,2,12,16,0.45714285714285713,10,2,1,16,0.45714285714285713,12,2,1,15,0.42857142857142855,13,3,1,18,0.5142857142857142,7,0,1,16,0.45714285714285713,6,1,0,16,0.45714285714285713,4,1,0,17,0.4857142857142857,1,0,0,17,0.4857142857142857,1,0,0,15,0.42857142857142855,4,2,0,0_0_0_10_14_16,-26.0,42
2,1,2,35,0.8857142857142857,5.0285714285714285,32,random_only,random_016,0.24042368296484112,0.06361568962391913,0.23324569530151443,0.7640503918891776,0.1551318957437507,14,0.4,22,0.6285714285714286,21,2,10,14,0.4,9,2,2,13,0.37142857142857144,7,3,2,14,0.4,6,2,2,13,0.37142857142857144,3,2,1,14,0.4,6,2,2,13,0.37142857142857144,4,2,1,14,0.4,0,0,0,14,0.4,0,0,0,12,0.34285714285714286,2,2,0,0_0_0_10_14_16,-26.0,42
3,2,3,35,0.8285714285714286,16.257142857142856,32,random_only,random_018,0.22305873844427906,0.06371730883947284,0.23300769892704676,0.775697978444296,0.1535229427518066,16,0.45714285714285713,29,0.8285714285714286,28,1,14,17,0.4857142857142857,14,3,4,17,0.4857142857142857,9,2,3,17,0.4857142857142857,9,2,3,16,0.45714285714285713,2,0,0,17,0.4857142857142857,7,1,2,18,0.5142857142857142,6,0,2,16,0.45714285714285713,0,0,0,16,0.45714285714285713,0,0,0,17,0.4857142857142857,2,0,1,0_0_0_10_14_16,-26.0,42
0,0,0,35,0.22857142857142856,170.88571428571427,32,random_only,random_017,0.2425681961839403,0.06537166709522992,0.2398458306862093,0.748462362759923,0.1604068109038036,34,0.9714285714285714,35,1.0,28,0,1,34,0.9714285714285714,11,0,0,33,0.9428571428571428,13,1,0,33,0.9428571428571428,13,1,0,34,0.9714285714285714,3,0,0,34,0.9714285714285714,10,0,0,34,0.9714285714285714,7,0,0,34,0.9714285714285714,0,0,0,34,0.9714285714285714,0,0,0,34,0.9714285714285714,5,0,0,0_0_0_10_14_32,-24.0,1
2,1,2,35,1.0,1.0,32,random_only,random_026,0.1820573413507599,0.06429154284067103,0.23678819529883413,0.8577249481659933,0.14324553033783285,0,0.0,4,0.11428571428571428,4,0,4,1,0.02857142857142857,1,0,1,1,0.02857142857142857,1,0,1,1,0.02857142857142857,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_32,-24.0,1
3,2,3,35,1.0,1.0285714285714285,32,random_only,random_018,0.17176625659155342,0.062297629179627216,0.22815779921778637,0.8509013556019669,0.1408007921252063,1,0.02857142857142857,10,0.2857142857142857,9,0,9,2,0.05714285714285714,1,0,1,2,0.05714285714285714,1,0,1,2,0.05714285714285714,1,0,1,1,0.02857142857142857,2,1,1,2,0.05714285714285714,1,0,1,2,0.05714285714285714,1,0,1,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,2,0.05714285714285714,1,0,1,0_0_0_10_14_32,-24.0,1
0,0,0,35,0.17142857142857143,218.0857142857143,32,random_only,random_017,0.2432346232386826,0.06538627981909534,0.23989333710773336,0.7474787490879609,0.16061742127723816,34,0.9714285714285714,35,1.0,28,0,1,34,0.9714285714285714,12,0,0,35,1.0,13,0,1,35,1.0,13,0,1,35,1.0,4,0,1,34,0.9714285714285714,10,0,0,34,0.9714285714285714,7,0,0,34,0.9714285714285714,0,0,0,34,0.9714285714285714,0,0,0,34,0.9714285714285714,5,0,0,0_0_0_10_14_32,-25.0,1
2,1,2,35,1.0,1.0285714285714285,32,random_only,random_026,0.19822643555675723,0.06508543265522143,0.23956331959464394,0.8315942581496234,0.14799067756032638,1,0.02857142857142857,8,0.22857142857142856,9,1,8,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,0_0_0_10_14_32,-25.0,1
3,2,3,35,1.0,1.2285714285714286,32,random_only,random_018,0.19392340869732716,0.06377511442839325,0.23349560550314372,0.8229745379756045,0.14709776407133937,3,0.08571428571428572,14,0.4,11,0,11,4,0.11428571428571428,1,0,1,4,0.11428571428571428,1,0,1,4,0.11428571428571428,1,0,1,4,0.11428571428571428,1,0,1,3,0.08571428571428572,0,0,0,3,0.08571428571428572,0,0,0,3,0.08571428571428572,0,0,0,3,0.08571428571428572,0,0,0,3,0.08571428571428572,0,0,0,0_0_0_10_14_32,-25.0,1
0,0,0,35,0.14285714285714285,267.6,32,random_only,random_017,0.24150354115411413,0.06523859012493335,0.23943158814674337,0.7496755803137343,0.15994074347126588,35,1.0,35,1.0,28,0,0,35,1.0,13,0,0,35,1.0,13,0,0,35,1.0,13,0,0,35,1.0,3,0,0,35,1.0,11,0,0,35,1.0,8,0,0,35,1.0,0,0,0,35,1.0,0,0,0,34,0.9714285714285714,6,1,0,0_0_0_10_14_32,-26.0,1
2,1,2,35,1.0,1.1428571428571428,32,random_only,random_026,0.22039121744170528,0.06521718523053212,0.23997520822787866,0.8001128648025244,0.15265661433857253,2,0.05714285714285714,16,0.45714285714285713,17,1,15,5,0.14285714285714285,4,0,3,4,0.11428571428571428,4,1,3,4,0.11428571428571428,4,1,3,2,0.05714285714285714,1,0,0,3,0.08571428571428572,2,0,1,3,0.08571428571428572,1,0,1,2,0.05714285714285714,0,0,0,2,0.05714285714285714,0,0,0,2,0.05714285714285714,0,0,0,0_0_0_10_14_32,-26.0,1
3,2,3,35,0.9714285714285714,1.9142857142857144,32,random_only,random_009,0.20346299938971946,0.06393874834165691,0.23388153119857527,0.8028546029729542,0.15007141203053637,7,0.2,19,0.5428571428571428,17,1,13,9,0.2571428571428571,5,0,2,8,0.22857142857142856,4,0,1,8,0.22857142857142856,4,0,1,7,0.2,0,0,0,8,0.22857142857142856,3,0,1,7,0.2,1,0,0,7,0.2,0,0,0,7,0.2,0,0,0,7,0.2,0,0,0,0_0_0_10_14_32,-26.0,1
0,0,0,35,0.3142857142857143,104.0,32,random_only,random_017,0.24844320026459324,0.06314501926096407,0.23210246455601485,0.7168943332695319,0.1614424920054988,34,0.9714285714285714,34,0.9714285714285714,27,1,1,33,0.9428571428571428,12,1,0,33,0.9428571428571428,13,1,0,33,0.9428571428571428,13,1,0,34,0.9714285714285714,8,0,0,33,0.9428571428571428,9,1,0,33,0.9428571428571428,9,1,0,34,0.9714285714285714,3,0,0,34,0.9714285714285714,1,0,0,34,0.9714285714285714,5,0,0,0_0_0_10_14_32,-24.0,2
2,1,2,35,1.0,1.0571428571428572,32,random_only,random_000,0.18699057936597266,0.06339042116353012,0.2322381637991446,0.8370447219323939,0.1444559326128342,1,0.02857142857142857,7,0.2,6,0,6,3,0.08571428571428572,2,0,2,4,0.11428571428571428,3,0,3,5,0.14285714285714285,4,0,4,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,0_0_0_10_14_32,-24.0,2
3,2,3,35,1.0,1.3714285714285714,32,random_only,random_030,0.17863645728214989,0.06335550263864509,0.23295390029011648,0.8452915999419506,0.14344610830356072,2,0.05714285714285714,12,0.34285714285714286,12,0,10,2,0.05714285714285714,1,0,0,3,0.08571428571428572,2,0,1,3,0.08571428571428572,2,0,1,2,0.05714285714285714,0,0,0,2,0.05714285714285714,1,0,0,2,0.05714285714285714,1,0,0,2,0.05714285714285714,0,0,0,2,0.05714285714285714,0,0,0,2,0.05714285714285714,1,0,0,0_0_0_10_14_32,-24.0,2
0,0,0,35,0.22857142857142856,142.68571428571428,32,random_only,random_017,0.2535664381586405,0.06335717595657037,0.2332151579022722,0.7159939863119925,0.16202870727904573,34,0.9714285714285714,35,1.0,27,0,1,34,0.9714285714285714,12,0,0,34,0.9714285714285714,12,0,0,34,0.9714285714285714,12,0,0,34,0.9714285714285714,8,0,0,33,0.9428571428571428,9,1,0,34,0.9714285714285714,7,0,0,34,0.9714285714285714,3,0,0,34,0.9714285714285714,1,0,0,34,0.9714285714285714,5,0,0,0_0_0_10_14_32,-25.0,2
2,1,2,35,1.0,1.3714285714285714,32,random_only,random_000,0.20290280397426416,0.06481620707471933,0.23715425173998309,0.8122841830430951,0.1502705374796197,5,0.14285714285714285,14,0.4,12,0,9,7,0.2,3,0,2,6,0.17142857142857143,2,0,1,6,0.17142857142857143,2,0,1,4,0.11428571428571428,1,1,0,5,0.14285714285714285,1,0,0,5,0.14285714285714285,1,0,0,5,0.14285714285714285,0,0,0,5,0.14285714285714285,0,0,0,5,0.14285714285714285,1,0,0,0_0_0_10_14_32,-25.0,2
3,2,3,35,0.9714285714285714,3.0285714285714285,32,random_only,random_030,0.1948925627165425,0.06342413050703025,0.23324349492583793,0.8169177799483351,0.1473159053827093,2,0.05714285714285714,15,0.42857142857142855,15,0,13,4,0.11428571428571428,3,0,2,4,0.11428571428571428,3,0,2,4,0.11428571428571428,3,0,2,3,0.08571428571428572,1,0,1,4,0.11428571428571428,3,0,2,3,0.08571428571428572,2,0,1,3,0.08571428571428572,1,0,1,2,0.05714285714285714,0,0,0,2,0.05714285714285714,1,0,0,0_0_0_10_14_32,-25.0,2
0,0,0,35,0.17142857142857143,184.25714285714287,32,random_only,random_017,0.25266011628200175,0.06314655641541456,0.2324255880032504,0.7157605492052478,0.16165878706792497,35,1.0,35,1.0,26,0,0,34,0.9714285714285714,13,1,0,34,0.9714285714285714,13,1,0,34,0.9714285714285714,13,1,0,35,1.0,8,0,0,34,0.9714285714285714,9,1,0,35,1.0,7,0,0,35,1.0,3,0,0,35,1.0,1,0,0,35,1.0,5,0,0,0_0_0_10_14_32,-26.0,2
2,1,2,35,0.9428571428571428,3.057142857142857,32,random_only,random_000,0.22426182397653321,0.06434956490238701,0.23556626563330124,0.781291196628974,0.15402242139000402,9,0.2571428571428571,20,0.5714285714285714,18,0,11,11,0.3142857142857143,6,1,3,12,0.34285714285714286,8,1,4,12,0.34285714285714286,8,1,4,9,0.2571428571428571,4,1,1,10,0.2857142857142857,5,1,2,9,0.2571428571428571,4,1,1,9,0.2571428571428571,1,0,0,9,0.2571428571428571,1,0,0,8,0.22857142857142856,3,1,0,0_0_0_10_14_32,-26.0,2
3,2,3,35,0.9428571428571428,8.057142857142857,32,random_only,random_030,0.2107879925312345,0.06369066124923024,0.2340178289516426,0.7913059549292863,0.15133775916267003,8,0.22857142857142856,19,0.5428571428571428,19,1,12,9,0.2571428571428571,7,1,2,8,0.22857142857142856,5,1,1,7,0.2,8,3,2,9,0.2571428571428571,1,0,1,8,0.22857142857142856,5,1,1,8,0.22857142857142856,2,0,0,8,0.22857142857142856,0,0,0,8,0.22857142857142856,0,0,0,8,0.22857142857142856,1,0,0,0_0_0_10_14_32,-26.0,2
0,0,0,35,0.2571428571428571,243.28571428571428,32,random_only,random_005,0.24108286135158927,0.062077609505330714,0.22773555126707207,0.7123738897179431,0.16019155218574857,33,0.9428571428571428,33,0.9428571428571428,33,1,1,31,0.8857142857142857,20,2,0,33,0.9428571428571428,19,1,1,33,0.9428571428571428,18,1,1,33,0.9428571428571428,8,0,0,32,0.9142857142857143,13,1,0,32,0.9142857142857143,13,1,0,33,0.9428571428571428,1,0,0,33,0.9428571428571428,1,0,0,33,0.9428571428571428,7,0,0,0_0_0_10_14_32,-24.0,42
2,1,2,35,1.0,1.0,32,random_only,random_002,0.17284951770427856,0.060345360533705567,0.2210637683333765,0.8332266364217045,0.1394922097124716,0,0.0,11,0.3142857142857143,11,0,11,1,0.02857142857142857,1,0,1,2,0.05714285714285714,2,0,2,2,0.05714285714285714,2,0,2,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_32,-24.0,42
3,2,3,35,1.0,1.2285714285714286,32,random_only,random_009,0.18209355500606347,0.06339325650281591,0.2322988213683023,0.8302739843663113,0.14519203420679846,1,0.02857142857142857,12,0.34285714285714286,12,0,11,3,0.08571428571428572,2,0,2,3,0.08571428571428572,2,0,2,3,0.08571428571428572,2,0,2,1,0.02857142857142857,0,0,0,2,0.05714285714285714,1,0,1,3,0.08571428571428572,2,0,2,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,0_0_0_10_14_32,-24.0,42
0,0,0,35,0.2,292.8857142857143,32,random_only,random_000,0.2454447818106698,0.06191155886896839,0.22717383330593946,0.7095651402420589,0.16034012153788377,33,0.9428571428571428,34,0.9714285714285714,33,1,2,34,0.9714285714285714,21,1,2,34,0.9714285714285714,20,0,1,35,1.0,20,0,2,33,0.9428571428571428,9,0,0,34,0.9714285714285714,15,0,1,33,0.9428571428571428,12,0,0,33,0.9428571428571428,1,0,0,33,0.9428571428571428,1,0,0,33,0.9428571428571428,7,0,0,0_0_0_10_14_32,-25.0,42
2,1,2,35,1.0,1.0285714285714285,32,random_only,random_002,0.19087126670334212,0.06016646028314145,0.2201495342356924,0.7979560803629819,0.14380992638745027,1,0.02857142857142857,19,0.5428571428571428,19,0,18,7,0.2,6,0,6,6,0.17142857142857143,5,0,5,5,0.14285714285714285,4,0,4,3,0.08571428571428572,2,0,2,5,0.14285714285714285,4,0,4,4,0.11428571428571428,3,0,3,2,0.05714285714285714,1,0,1,2,0.05714285714285714,1,0,1,3,0.08571428571428572,2,0,2,0_0_0_10_14_32,-25.0,42
3,2,3,35,0.9714285714285714,2.6285714285714286,32,random_only,random_018,0.20433970812569047,0.06272123461140391,0.22979619305080753,0.7998977032789847,0.1481704292569597,5,0.14285714285714285,18,0.5142857142857142,16,0,13,6,0.17142857142857143,8,3,4,6,0.17142857142857143,8,3,4,6,0.17142857142857143,8,3,4,6,0.17142857142857143,3,0,1,4,0.11428571428571428,6,3,2,3,0.08571428571428572,5,3,1,5,0.14285714285714285,0,0,0,5,0.14285714285714285,0,0,0,5,0.14285714285714285,2,1,1,0_0_0_10_14_32,-25.0,42
0,0,0,35,0.14285714285714285,338.8857142857143,32,random_only,random_000,0.24650841593546632,0.06189108479509193,0.22708961495174734,0.7080179281747793,0.16055707650763787,33,0.9428571428571428,35,1.0,33,0,2,35,1.0,21,0,2,35,1.0,21,0,2,35,1.0,20,0,2,34,0.9714285714285714,10,0,1,35,1.0,16,0,2,35,1.0,14,0,2,33,0.9428571428571428,1,0,0,33,0.9428571428571428,1,0,0,34,0.9714285714285714,8,0,1,0_0_0_10_14_32,-26.0,42
2,1,2,35,1.0,1.457142857142857,32,random_only,random_010,0.21538229662088162,0.0609532367763639,0.22333573617787367,0.7667148964229211,0.14952636972428937,8,0.22857142857142856,24,0.6857142857142857,24,0,16,15,0.42857142857142855,12,1,8,14,0.4,11,1,7,15,0.42857142857142855,10,0,7,9,0.2571428571428571,5,1,2,13,0.37142857142857144,10,1,6,14,0.4,7,0,6,9,0.2571428571428571,3,0,1,8,0.22857142857142856,0,0,0,11,0.3142857142857143,3,0,3,0_0_0_10_14_32,-26.0,42
3,2,3,35,0.9428571428571428,6.942857142857143,32,random_only,random_018,0.22162194667430654,0.06277154793796026,0.22984310659243923,0.7707176242604546,0.1525611836893499,10,0.2857142857142857,23,0.6571428571428571,21,0,13,11,0.3142857142857143,11,2,3,13,0.37142857142857144,9,0,3,13,0.37142857142857144,9,0,3,11,0.3142857142857143,4,0,1,12,0.34285714285714286,7,0,2,12,0.34285714285714286,6,0,2,10,0.2857142857142857,1,0,0,10,0.2857142857142857,0,0,0,10,0.2857142857142857,2,0,0,0_0_0_10_14_32,-26.0,42
