energy_weight,coherence_weight,phase_local_weight,rank_weight,adaptive,low_energy_weight,low_coherence_weight,low_phase_local_weight,low_rank_weight,symbol_count,phase_line_ser,savaux_ser,stage1_top40_recall,actual_viterbi_candidate_recall,ser_-26,savaux_ser_-26,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok_rate,B_savaux_wrong_phase_rescue,B_savaux_wrong_phase_rescue_rate,C_savaux_ok_phase_break,C_savaux_ok_phase_break_rate,D_stage1_top40_miss,D_stage1_top40_miss_rate,E0_gt_in_top40_but_not_actual_candidates,E0_gt_in_top40_but_not_actual_candidates_rate,E1_gt_in_candidates_local_score_loss,E1_gt_in_candidates_local_score_loss_rate,E2_gt_in_candidates_transition_loss,E2_gt_in_candidates_transition_loss_rate,E3_lock_or_high_conf_removed_gt,E3_lock_or_high_conf_removed_gt_rate,Z_other,Z_other_rate,variant
0.65,0.15,0.15,0.0,1,0.5,0.2,0.25,0.0,385,0.35324675324675325,0.37922077922077924,0.9298701298701298,0.8623376623376623,0.35324675324675325,0.37922077922077924,218,0.5662337662337662,31,0.08051948051948052,21,0.05454545454545454,27,0.07012987012987013,16,0.04155844155844156,62,0.16103896103896104,0,0.0,10,0.025974025974025976,0,0.0,e0.65_c0.15_p0.15_r0.00__lo_e0.50_c0.20_p0.25_r0.00
