packet_index,event_index,success,total_payload,correct_count,pre_block_correct_count,pre_template_correct_count,block_code_search_enabled,payload_template_known,final_error_rate,initial_slope_pi,final_slope_pi,initial_line_r2,final_line_r2,preamble_anchors,header_anchors,header_method,header_rescue_score,header_rescue_visited,preamble_line_slope_pi,header_line_slope_pi,hough_line_slope_pi,hough_score,preamble_line_r2,header_line_r2,refinement_rounds,round0_acc,round1_acc,round2_acc,payload_len,gt_bins_available,reconstructed_payload_hex,reconstructed_unknown_bytes
1,1,1,48,18,18,18,0,0,0.6250,-0.1366,-0.1366,0.3419,0.3419,16,8,phase_checksum_beam,6.9438,174950,-0.0008,-0.1366,0.0000,0.0000,-0.0018,0.3419,2,0.3750,0.3750,,25,35,,0
3,3,1,32,21,21,21,0,0,0.3438,0.0214,0.0214,0.0102,0.0102,16,8,phase_checksum_beam,6.4527,174950,-0.0045,0.0214,0.0000,0.0000,0.1505,0.0102,2,0.6562,0.6562,,18,35,,0
5,5,1,35,21,21,21,0,0,0.4000,-0.0306,-0.0306,0.0507,0.0507,16,8,argmax,,,-0.0050,-0.0306,0.0000,0.0000,0.0479,0.0507,2,0.6000,0.6000,,33,35,,0
6,6,1,35,12,12,12,0,0,0.6571,-0.0517,-0.0517,0.7116,0.7116,16,8,argmax,,,-0.0045,-0.0517,0.0000,0.0000,0.0739,0.7116,2,0.6857,0.3429,,33,35,,0
