esn0_db,trials,strict_crc_pdr,decoder_aware_crc_pdr,oracle_crc_pdr,mean_list_generation_ms,mean_decode_all_ms,sync_cfo_reproduction_mismatches,sync_start_reproduction_mismatches,list1_crc_pdr,list1_crc_accept_rate,list1_crc_false_deliveries,list1_rescues_over_decoder_aware,list1_regressions_vs_decoder_aware,list1_mean_operational_attempts,list2_crc_pdr,list2_crc_accept_rate,list2_crc_false_deliveries,list2_rescues_over_decoder_aware,list2_regressions_vs_decoder_aware,list2_mean_operational_attempts,list4_crc_pdr,list4_crc_accept_rate,list4_crc_false_deliveries,list4_rescues_over_decoder_aware,list4_regressions_vs_decoder_aware,list4_mean_operational_attempts
16.0,1,1.0,1.0,1.0,283.7537000013981,396.2595999983023,0,0,1.0,1.0,0,0,0,1.0,1.0,1.0,0,0,0,1.0,1.0,1.0,0,0,0,1.0
