frame_count,symbol_index,is_header,hard_bin,hard_symbol,phase,phase_pi,amplitude,power,confidence_db,cfo_int,cfo_frac
1,0,True,301,75,2.157895088195801,0.6868793399201663,10.513252977037112,110.52848815917969,18.63821792602539,-20,-0.3576389253139496
1,1,True,653,163,2.1218345165252686,0.6754009034559968,10.349207795273323,107.1061019897461,17.532854080200195,-20,-0.3576389253139496
1,2,True,61,15,2.589017152786255,0.8241097552312746,10.244474084479794,104.94924926757812,18.020814895629883,-20,-0.3576389253139496
1,3,True,81,20,0.5115602612495422,0.162834688534492,10.38196412718632,107.7851791381836,16.413114547729492,-20,-0.3576389253139496
1,4,True,845,211,3.0030951499938965,0.955914875393651,10.454231785226415,109.29096221923828,18.882722854614258,-20,-0.3576389253139496
1,5,True,825,206,0.6843093037605286,0.2178224165945229,10.40662096983289,108.29776000976562,18.849802017211914,-20,-0.3576389253139496
1,6,True,729,182,-2.1004221439361572,-0.6685851335742318,10.494947762034455,110.14392852783203,18.762954711914062,-20,-0.3576389253139496
1,7,True,345,86,-0.376717209815979,-0.11991281217999947,10.278963060737397,105.6570816040039,19.73480987548828,-20,-0.3576389253139496
1,8,False,803,802,0.21657055616378784,0.06893654908325555,10.26857841659467,105.4437026977539,21.272926330566406,-20,-0.3576389253139496
1,9,False,826,825,-1.8734519481658936,-0.5963382763914865,10.517173891082786,110.61094665527344,22.826152801513672,-20,-0.3576389253139496
1,10,False,922,921,2.7565770149230957,0.877445715877024,10.460956827021915,109.4316177368164,20.579736709594727,-20,-0.3576389253139496
1,11,False,718,717,-0.7283276915550232,-0.23183390460338243,10.539949259626814,111.09053039550781,21.44041633605957,-20,-0.3576389253139496
1,12,False,86,85,-0.5716811418533325,-0.18197175919675376,10.39006841789387,107.95352172851562,25.540996551513672,-20,-0.3576389253139496
1,13,False,467,466,-0.4782719314098358,-0.15223868405196658,10.345552500614394,107.03045654296875,23.647905349731445,-20,-0.3576389253139496
1,14,False,89,88,1.210374355316162,0.38527412328046656,10.347683530305678,107.07455444335938,25.69325828552246,-20,-0.3576389253139496
1,15,False,713,712,2.764798879623413,0.8800628166940007,10.484439400533393,109.92346954345703,28.914932250976562,-20,-0.3576389253139496
